0	0.606	1.000	2.350	0.214
2	0.606	1.000	2.375	0.214
5	0.397	1.008	1.800	0.212
8	0.644	1.057	3.725	0.205
11	0.447	1.065	2.050	0.200
14	0.441	1.057	1.975	0.203
17	0.503	1.093	1.900	0.198
20	0.406	1.094	1.700	0.198
23	1.025	1.197	1.431	0.184
26	0.428	1.143	1.625	0.188
29	0.450	1.105	1.738	0.194
32	0.394	1.224	1.431	0.182
35	0.395	1.186	1.469	0.184
39	0.381	1.192	1.337	0.183
