t,kind,rank,worker,pid,global_step,epoch,local_step,load_ms,index,wall_ms,cpu_ms,ok,n_in,seq_len,t_batch,t_fwd,t_bwd,t_opt,t_end
1789039999.3312,collate,1,0,29663,,,,,,48.673,46.976,,6.0,1.0,,,,,
1789040001.9737,collate,1,0,29663,,,,,,34.329,34.28,,6.0,1.0,,,,,
1789040004.6181,collate,1,0,29663,,,,,,49.869,49.792,,4.0,1.0,,,,,
1789040007.2715,collate,1,0,29663,,,,,,32.018,31.961,,7.0,1.0,,,,,
1789040009.39,collate,1,0,29663,,,,,,45.591,45.537,,3.0,1.0,,,,,
1789040011.8921,collate,1,0,29663,,,,,,36.178,36.106,,4.0,1.0,,,,,
1789040014.3354,collate,1,0,29663,,,,,,26.075,26.046,,6.0,1.0,,,,,
1789040017.9883,collate,1,0,29663,,,,,,45.333,45.248,,7.0,1.0,,,,,
1789040020.0539,collate,1,0,29663,,,,,,22.597,22.562,,5.0,1.0,,,,,
1789040022.0091,collate,1,0,29663,,,,,,46.114,46.02,,5.0,1.0,,,,,
1789040024.18,collate,1,0,29663,,,,,,72.543,72.4,,5.0,1.0,,,,,
1789040026.6693,collate,1,0,29663,,,,,,219.817,219.233,,5.0,1.0,,,,,
1789040028.5537,collate,1,0,29663,,,,,,33.41,33.373,,4.0,1.0,,,,,
1789040032.1329,collate,1,0,29663,,,,,,27.805,27.759,,8.0,1.0,,,,,
1789040034.0739,collate,1,0,29663,,,,,,47.949,47.815,,5.0,1.0,,,,,
1789040036.7256,collate,1,0,29663,,,,,,57.244,57.141,,5.0,1.0,,,,,
1789040038.973,collate,1,0,29663,,,,,,182.524,178.999,,6.0,1.0,,,,,
1789040041.5903,collate,1,0,29663,,,,,,36.223,36.098,,7.0,1.0,,,,,
1789040043.635,collate,1,0,29663,,,,,,33.953,32.76,,5.0,1.0,,,,,
1789040045.7844,collate,1,0,29663,,,,,,53.535,49.035,,5.0,1.0,,,,,
1789040048.6083,collate,1,0,29663,,,,,,38.795,38.73,,7.0,1.0,,,,,
1789040051.2023,collate,1,0,29663,,,,,,44.62,44.521,,5.0,1.0,,,,,
1789040053.3438,collate,1,0,29663,,,,,,48.116,48.038,,5.0,1.0,,,,,
1789040055.6762,collate,1,0,29663,,,,,,20.107,20.062,,6.0,1.0,,,,,
1789040058.1292,collate,1,0,29663,,,,,,53.823,53.69,,6.0,1.0,,,,,
1789040060.0445,collate,1,0,29663,,,,,,34.352,34.279,,4.0,1.0,,,,,
1789040062.2229,collate,1,0,29663,,,,,,33.987,33.932,,3.0,1.0,,,,,
1789040064.3573,collate,1,0,29663,,,,,,31.45,31.377,,4.0,1.0,,,,,
1789040066.3537,collate,1,0,29663,,,,,,49.717,49.629,,4.0,1.0,,,,,
1789040068.6437,collate,1,0,29663,,,,,,28.355,28.258,,2.0,1.0,,,,,
1789040071.2386,collate,1,0,29663,,,,,,33.026,32.922,,4.0,1.0,,,,,
1789040073.9641,collate,1,0,29663,,,,,,37.422,37.341,,4.0,1.0,,,,,
1789040076.7033,collate,1,0,29663,,,,,,24.383,24.346,,7.0,1.0,,,,,
1789040078.9687,collate,1,0,29663,,,,,,48.414,48.339,,5.0,1.0,,,,,
1789040080.7551,collate,1,0,29663,,,,,,41.02,40.955,,4.0,1.0,,,,,
1789040083.4154,collate,1,0,29663,,,,,,52.256,52.166,,7.0,1.0,,,,,
1789040085.586,collate,1,0,29663,,,,,,39.199,39.062,,5.0,1.0,,,,,
1789040087.4972,collate,1,0,29663,,,,,,46.08,46.012,,4.0,1.0,,,,,
1789040089.5347,collate,1,0,29663,,,,,,39.323,37.08,,5.0,1.0,,,,,
1789040092.2224,collate,1,0,29663,,,,,,28.727,28.69,,6.0,1.0,,,,,
1789040095.0055,collate,1,0,29663,,,,,,47.437,47.374,,7.0,1.0,,,,,
1789040097.4086,collate,1,0,29663,,,,,,32.603,32.541,,6.0,1.0,,,,,
1789040099.7387,collate,1,0,29663,,,,,,48.386,48.311,,5.0,1.0,,,,,
1789040102.4717,collate,1,0,29663,,,,,,51.048,50.945,,6.0,1.0,,,,,
1789040104.9139,collate,1,0,29663,,,,,,49.882,49.804,,6.0,1.0,,,,,
1789040107.0223,collate,1,0,29663,,,,,,40.505,40.402,,5.0,1.0,,,,,
1789040109.0068,collate,1,0,29663,,,,,,36.369,36.208,,5.0,1.0,,,,,
1789040112.061,collate,1,0,29663,,,,,,81.447,81.339,,8.0,1.0,,,,,
1789040115.1911,collate,1,0,29663,,,,,,46.924,45.405,,8.0,1.0,,,,,
1789040117.8045,collate,1,0,29663,,,,,,50.121,48.084,,6.0,1.0,,,,,
1789040119.7953,collate,1,0,29663,,,,,,42.297,40.81,,6.0,1.0,,,,,
1789040122.5167,collate,1,0,29663,,,,,,46.827,44.866,,7.0,1.0,,,,,
1789040124.606,collate,1,0,29663,,,,,,22.447,22.422,,5.0,1.0,,,,,
1789040127.0396,collate,1,0,29663,,,,,,24.62,24.588,,6.0,1.0,,,,,
1789040129.464,collate,1,0,29663,,,,,,48.508,48.428,,6.0,1.0,,,,,
1789040132.5667,collate,1,0,29663,,,,,,38.668,35.886,,6.0,1.0,,,,,
1789040134.8145,collate,1,0,29663,,,,,,46.439,46.367,,6.0,1.0,,,,,
1789040136.6977,collate,1,0,29663,,,,,,37.232,37.175,,4.0,1.0,,,,,
1789040138.7967,collate,1,0,29663,,,,,,96.084,95.307,,5.0,1.0,,,,,
1789040141.1665,collate,1,0,29663,,,,,,71.714,71.451,,5.0,1.0,,,,,
1789040143.2639,collate,1,0,29663,,,,,,49.313,49.228,,5.0,1.0,,,,,
1789040146.0152,collate,1,0,29663,,,,,,79.703,79.572,,7.0,1.0,,,,,
1789040148.1731,collate,1,0,29663,,,,,,41.71,41.642,,6.0,1.0,,,,,
1789040150.5408,collate,1,0,29663,,,,,,28.206,28.12,,6.0,1.0,,,,,
1789040152.4885,collate,1,0,29663,,,,,,43.491,43.42,,5.0,1.0,,,,,
1789040154.7582,collate,1,0,29663,,,,,,36.949,36.901,,5.0,1.0,,,,,
1789040157.3737,collate,1,0,29663,,,,,,47.909,47.847,,6.0,1.0,,,,,
1789040160.0247,collate,1,0,29663,,,,,,46.055,45.944,,4.0,1.0,,,,,
1789040162.8132,collate,1,0,29663,,,,,,46.693,46.622,,7.0,1.0,,,,,
1789040165.0201,collate,1,0,29663,,,,,,21.171,21.156,,5.0,1.0,,,,,
1789040167.6015,collate,1,0,29663,,,,,,21.9,21.879,,6.0,1.0,,,,,
1789040169.4276,collate,1,0,29663,,,,,,35.679,35.629,,4.0,1.0,,,,,
1789040171.446,collate,1,0,29663,,,,,,48.332,48.261,,4.0,1.0,,,,,
1789040173.3101,collate,1,0,29663,,,,,,34.44,34.371,,4.0,1.0,,,,,
1789040175.9687,collate,1,0,29663,,,,,,35.112,35.021,,6.0,1.0,,,,,
1789040177.6947,collate,1,0,29663,,,,,,35.849,34.747,,4.0,1.0,,,,,
1789040179.4595,collate,1,0,29663,,,,,,45.231,45.177,,3.0,1.0,,,,,
1789040183.0014,collate,1,0,29663,,,,,,48.319,48.249,,7.0,1.0,,,,,
1789040185.0503,collate,1,0,29663,,,,,,54.063,53.99,,4.0,1.0,,,,,
1789040187.2499,collate,1,0,29663,,,,,,54.81,54.73,,5.0,1.0,,,,,
1789040189.5535,collate,1,0,29663,,,,,,38.918,38.851,,5.0,1.0,,,,,
1789040193.1681,collate,1,0,29663,,,,,,32.714,32.656,,7.0,1.0,,,,,
1789040195.5388,collate,1,0,29663,,,,,,24.659,24.582,,5.0,1.0,,,,,
1789040197.8368,collate,1,0,29663,,,,,,46.295,46.222,,5.0,1.0,,,,,
1789040199.7949,collate,1,0,29663,,,,,,45.88,45.814,,5.0,1.0,,,,,
1789040202.5597,collate,1,0,29663,,,,,,51.468,47.097,,7.0,1.0,,,,,
1789040205.4141,collate,1,0,29663,,,,,,48.537,48.47,,7.0,1.0,,,,,
1789040207.7371,collate,1,0,29663,,,,,,24.667,24.623,,5.0,1.0,,,,,
1789040209.6735,collate,1,0,29663,,,,,,35.568,35.523,,5.0,1.0,,,,,
1789040211.9208,collate,1,0,29663,,,,,,53.359,53.198,,5.0,1.0,,,,,
1789040215.2354,collate,1,0,29663,,,,,,47.005,46.91,,7.0,1.0,,,,,
1789040217.6287,collate,1,0,29663,,,,,,47.426,47.352,,6.0,1.0,,,,,
1789040219.8433,collate,1,0,29663,,,,,,49.052,48.988,,5.0,1.0,,,,,
1789040222.4402,collate,1,0,29663,,,,,,40.166,40.103,,6.0,1.0,,,,,
1789040224.7585,collate,1,0,29663,,,,,,46.502,46.411,,6.0,1.0,,,,,
1789040227.2762,collate,1,0,29663,,,,,,59.721,57.283,,6.0,1.0,,,,,
1789040230.0272,collate,1,0,29663,,,,,,49.403,49.328,,7.0,1.0,,,,,
1789040232.4464,collate,1,0,29663,,,,,,75.034,74.93,,5.0,1.0,,,,,
1789040234.8123,collate,1,0,29663,,,,,,42.648,42.573,,6.0,1.0,,,,,
1789040236.9132,collate,1,0,29663,,,,,,131.333,131.043,,4.0,1.0,,,,,
1789040239.4035,collate,1,0,29663,,,,,,82.893,82.758,,7.0,1.0,,,,,
1789040241.7065,collate,1,0,29663,,,,,,36.011,35.959,,6.0,1.0,,,,,
1789040244.7192,collate,1,0,29663,,,,,,112.331,112.137,,8.0,1.0,,,,,
1789040247.0557,collate,1,0,29663,,,,,,36.644,36.597,,6.0,1.0,,,,,
1789040250.0661,collate,1,0,29663,,,,,,245.836,245.489,,7.0,1.0,,,,,
1789040252.1553,collate,1,0,29663,,,,,,65.717,65.089,,4.0,1.0,,,,,
1789040254.6248,collate,1,0,29663,,,,,,168.726,168.469,,6.0,1.0,,,,,
1789040256.8613,collate,1,0,29663,,,,,,101.166,100.246,,5.0,1.0,,,,,
1789040260.0901,collate,1,0,29663,,,,,,97.985,97.821,,4.0,1.0,,,,,
1789040262.6685,collate,1,0,29663,,,,,,56.339,56.08,,6.0,1.0,,,,,
1789040265.0423,collate,1,0,29663,,,,,,95.428,95.244,,5.0,1.0,,,,,
1789040267.7577,collate,1,0,29663,,,,,,32.151,32.089,,6.0,1.0,,,,,
1789040269.928,collate,1,0,29663,,,,,,40.156,39.834,,5.0,1.0,,,,,
1789040272.1236,collate,1,0,29663,,,,,,34.999,34.733,,6.0,1.0,,,,,
1789040274.3084,collate,1,0,29663,,,,,,158.174,157.817,,5.0,1.0,,,,,
1789040276.7027,collate,1,0,29663,,,,,,50.195,50.128,,6.0,1.0,,,,,
1789040279.4852,collate,1,0,29663,,,,,,22.528,22.493,,7.0,1.0,,,,,
1789040281.8225,collate,1,0,29663,,,,,,48.428,48.318,,5.0,1.0,,,,,
1789040284.7815,collate,1,0,29663,,,,,,38.201,38.122,,7.0,1.0,,,,,
1789040286.3446,collate,1,0,29663,,,,,,37.126,37.051,,3.0,1.0,,,,,
1789040288.9657,collate,1,0,29663,,,,,,50.874,50.789,,7.0,1.0,,,,,
1789040291.7895,collate,1,0,29663,,,,,,82.097,81.952,,6.0,1.0,,,,,
1789040294.4999,collate,1,0,29663,,,,,,25.216,25.194,,7.0,1.0,,,,,
1789040297.0994,collate,1,0,29663,,,,,,277.523,276.946,,5.0,1.0,,,,,
1789040299.3824,collate,1,0,29663,,,,,,81.405,81.22,,5.0,1.0,,,,,
1789040302.2871,collate,1,0,29663,,,,,,29.41,29.37,,6.0,1.0,,,,,
1789040304.4828,collate,1,0,29663,,,,,,45.137,45.071,,5.0,1.0,,,,,
1789040306.9053,collate,1,0,29663,,,,,,42.307,42.185,,5.0,1.0,,,,,
1789040308.9135,collate,1,0,29663,,,,,,38.455,38.399,,4.0,1.0,,,,,
1789040311.5904,collate,1,0,29663,,,,,,54.437,54.333,,6.0,1.0,,,,,
1789040314.3995,collate,1,0,29663,,,,,,46.282,46.202,,5.0,1.0,,,,,
1789040316.6596,collate,1,0,29663,,,,,,55.761,55.656,,5.0,1.0,,,,,
1789040319.0025,collate,1,0,29663,,,,,,182.854,182.459,,6.0,1.0,,,,,
1789040321.9795,collate,1,0,29663,,,,,,162.499,162.077,,7.0,1.0,,,,,
1789040323.8433,collate,1,0,29663,,,,,,22.681,22.662,,4.0,1.0,,,,,
1789040326.0176,collate,1,0,29663,,,,,,172.875,172.323,,4.0,1.0,,,,,
1789040328.9983,collate,1,0,29663,,,,,,54.502,54.388,,7.0,1.0,,,,,
1789040331.3405,collate,1,0,29663,,,,,,32.253,32.2,,6.0,1.0,,,,,
1789040334.2806,collate,1,0,29663,,,,,,131.533,131.224,,7.0,1.0,,,,,
1789040336.1373,collate,1,0,29663,,,,,,38.755,38.678,,4.0,1.0,,,,,
1789040339.1214,collate,1,0,29663,,,,,,53.42,53.321,,6.0,1.0,,,,,
1789040341.3028,collate,1,0,29663,,,,,,73.832,73.621,,5.0,1.0,,,,,
1789040344.0831,collate,1,0,29663,,,,,,37.898,37.842,,7.0,1.0,,,,,
1789040346.691,collate,1,0,29663,,,,,,59.473,59.358,,6.0,1.0,,,,,
1789040349.1594,collate,1,0,29663,,,,,,24.591,24.543,,6.0,1.0,,,,,
1789040351.8222,collate,1,0,29663,,,,,,43.206,43.1,,6.0,1.0,,,,,
1789040353.816,collate,1,0,29663,,,,,,46.841,46.763,,5.0,1.0,,,,,
1789040356.8145,collate,1,0,29663,,,,,,50.892,50.738,,7.0,1.0,,,,,
1789040358.92,collate,1,0,29663,,,,,,57.305,57.176,,5.0,1.0,,,,,
1789040361.6768,collate,1,0,29663,,,,,,43.05,42.98,,7.0,1.0,,,,,
1789040363.8351,collate,1,0,29663,,,,,,88.038,87.867,,5.0,1.0,,,,,
1789040366.8032,collate,1,0,29663,,,,,,55.624,55.49,,7.0,1.0,,,,,
1789040369.2579,collate,1,0,29663,,,,,,55.883,55.7,,6.0,1.0,,,,,
1789040370.9886,collate,1,0,29663,,,,,,41.344,41.193,,2.0,1.0,,,,,
1789040373.3361,collate,1,0,29663,,,,,,88.613,88.436,,5.0,1.0,,,,,
1789040376.3019,collate,1,0,29663,,,,,,76.464,76.244,,6.0,1.0,,,,,
1789040378.2073,collate,1,0,29663,,,,,,55.787,55.66,,2.0,1.0,,,,,
1789040380.5263,collate,1,0,29663,,,,,,71.657,71.454,,5.0,1.0,,,,,
1789040383.348,collate,1,0,29663,,,,,,54.553,54.409,,7.0,1.0,,,,,
1789040385.2813,collate,1,0,29663,,,,,,48.489,48.373,,5.0,1.0,,,,,
1789040387.9237,collate,1,0,29663,,,,,,68.777,68.612,,6.0,1.0,,,,,
1789040389.6511,collate,1,0,29663,,,,,,37.412,37.354,,4.0,1.0,,,,,
1789040392.1464,collate,1,0,29663,,,,,,76.152,76.041,,6.0,1.0,,,,,
1789040394.7919,collate,1,0,29663,,,,,,62.024,61.915,,6.0,1.0,,,,,
1789040397.3772,collate,1,0,29663,,,,,,22.456,22.429,,6.0,1.0,,,,,
1789040399.5428,collate,1,0,29663,,,,,,49.448,49.351,,5.0,1.0,,,,,
1789040401.7956,collate,1,0,29663,,,,,,80.14,79.926,,6.0,1.0,,,,,
1789040403.6107,collate,1,0,29663,,,,,,41.655,41.583,,5.0,1.0,,,,,
1789040406.9671,collate,1,0,29663,,,,,,111.134,110.876,,6.0,1.0,,,,,
1789040410.0105,collate,1,0,29663,,,,,,32.193,32.14,,7.0,1.0,,,,,
1789040412.0527,collate,1,0,29663,,,,,,34.485,34.435,,4.0,1.0,,,,,
1789040414.6106,collate,1,0,29663,,,,,,48.044,47.965,,6.0,1.0,,,,,
1789040416.9622,collate,1,0,29663,,,,,,25.706,25.669,,6.0,1.0,,,,,
1789040419.1323,collate,1,0,29663,,,,,,33.822,33.751,,5.0,1.0,,,,,
1789040421.709,collate,1,0,29663,,,,,,66.335,66.207,,6.0,1.0,,,,,
1789040424.1372,collate,1,0,29663,,,,,,35.006,34.964,,5.0,1.0,,,,,
1789040426.7877,collate,1,0,29663,,,,,,34.685,34.598,,6.0,1.0,,,,,
1789040429.2845,collate,1,0,29663,,,,,,53.62,53.409,,6.0,1.0,,,,,
1789040432.1218,collate,1,0,29663,,,,,,33.612,33.555,,7.0,1.0,,,,,
1789040434.282,collate,1,0,29663,,,,,,40.648,40.543,,5.0,1.0,,,,,
1789040436.6009,collate,1,0,29663,,,,,,51.215,51.069,,5.0,1.0,,,,,
1789040438.8676,collate,1,0,29663,,,,,,26.647,26.586,,5.0,1.0,,,,,
1789040441.314,collate,1,0,29663,,,,,,24.834,24.789,,6.0,1.0,,,,,
1789040443.9378,collate,1,0,29663,,,,,,26.544,26.471,,6.0,1.0,,,,,
1789040446.111,collate,1,0,29663,,,,,,53.243,53.135,,5.0,1.0,,,,,
1789040448.6432,collate,1,0,29663,,,,,,65.073,64.973,,7.0,1.0,,,,,
1789040450.8419,collate,1,0,29663,,,,,,23.643,23.571,,6.0,1.0,,,,,
1789040452.6295,collate,1,0,29663,,,,,,48.215,48.166,,4.0,1.0,,,,,
1789040455.3391,collate,1,0,29663,,,,,,67.506,67.365,,7.0,1.0,,,,,
1789040457.2639,collate,1,0,29663,,,,,,37.985,37.93,,5.0,1.0,,,,,
1789040460.8144,collate,1,0,29663,,,,,,53.337,53.243,,7.0,1.0,,,,,
1789040463.27,collate,1,0,29663,,,,,,33.874,33.819,,5.0,1.0,,,,,
1789040466.0638,collate,1,0,29663,,,,,,22.707,22.665,,7.0,1.0,,,,,
1789040468.5662,collate,1,0,29663,,,,,,51.239,51.141,,6.0,1.0,,,,,
1789040471.3873,collate,1,0,29663,,,,,,34.207,34.154,,8.0,1.0,,,,,
1789040474.3789,collate,1,0,29663,,,,,,58.238,58.089,,7.0,1.0,,,,,
1789040476.8013,collate,1,0,29663,,,,,,50.939,50.855,,6.0,1.0,,,,,
1789040479.5006,collate,1,0,29663,,,,,,36.901,36.713,,7.0,1.0,,,,,
1789040481.0657,collate,1,0,29663,,,,,,40.637,40.461,,4.0,1.0,,,,,
1789040483.7429,collate,1,0,29663,,,,,,43.588,43.518,,7.0,1.0,,,,,
1789040486.2989,collate,1,0,29663,,,,,,26.156,26.112,,6.0,1.0,,,,,
1789040488.8055,collate,1,0,29663,,,,,,55.13,55.057,,5.0,1.0,,,,,
1789040492.0075,collate,1,0,29663,,,,,,49.048,48.954,,8.0,1.0,,,,,
1789040494.6605,collate,1,0,29663,,,,,,32.769,32.727,,6.0,1.0,,,,,
1789040497.1389,collate,1,0,29663,,,,,,48.731,48.663,,6.0,1.0,,,,,
1789040499.8507,collate,1,0,29663,,,,,,39.892,39.833,,7.0,1.0,,,,,
1789040503.1492,collate,1,0,29663,,,,,,23.639,23.56,,8.0,1.0,,,,,
1789040505.5231,collate,1,0,29663,,,,,,48.999,48.923,,5.0,1.0,,,,,
1789040507.4699,collate,1,0,29663,,,,,,56.531,56.409,,5.0,1.0,,,,,
1789040510.1029,collate,1,0,29663,,,,,,29.919,29.862,,6.0,1.0,,,,,
1789040513.0498,collate,1,0,29663,,,,,,56.207,56.11,,6.0,1.0,,,,,
1789040515.5663,collate,1,0,29663,,,,,,55.634,55.416,,6.0,1.0,,,,,
1789040517.8411,collate,1,0,29663,,,,,,23.657,23.621,,6.0,1.0,,,,,
1789040520.1585,collate,1,0,29663,,,,,,53.123,53.062,,5.0,1.0,,,,,
1789040522.5835,collate,1,0,29663,,,,,,33.173,33.131,,6.0,1.0,,,,,
1789040524.7272,collate,1,0,29663,,,,,,36.246,36.199,,6.0,1.0,,,,,
1789040527.1146,collate,1,0,29663,,,,,,40.772,40.686,,6.0,1.0,,,,,
1789040529.5709,collate,1,0,29663,,,,,,107.136,106.878,,6.0,1.0,,,,,
1789040532.0392,collate,1,0,29663,,,,,,50.953,50.891,,5.0,1.0,,,,,
1789040535.2445,collate,1,0,29663,,,,,,36.619,36.506,,9.0,1.0,,,,,
1789040537.4923,collate,1,0,29663,,,,,,61.623,61.48,,5.0,1.0,,,,,
1789040540.1453,collate,1,0,29663,,,,,,53.645,53.528,,6.0,1.0,,,,,
1789040542.6648,collate,1,0,29663,,,,,,50.261,50.144,,6.0,1.0,,,,,
1789040545.4046,collate,1,0,29663,,,,,,96.851,96.563,,6.0,1.0,,,,,
1789040547.9631,collate,1,0,29663,,,,,,239.974,239.482,,6.0,1.0,,,,,
1789040550.4277,collate,1,0,29663,,,,,,28.594,28.556,,6.0,1.0,,,,,
1789040552.5655,collate,1,0,29663,,,,,,37.801,37.751,,5.0,1.0,,,,,
1789040554.6741,collate,1,0,29663,,,,,,144.364,144.081,,5.0,1.0,,,,,
1789040557.7797,collate,1,0,29663,,,,,,29.566,29.513,,8.0,1.0,,,,,
1789040560.5694,collate,1,0,29663,,,,,,80.207,80.013,,6.0,1.0,,,,,
1789040562.7949,collate,1,0,29663,,,,,,61.583,61.362,,6.0,1.0,,,,,
1789040565.4107,collate,1,0,29663,,,,,,77.891,77.742,,7.0,1.0,,,,,
1789040567.5432,collate,1,0,29663,,,,,,33.084,33.038,,5.0,1.0,,,,,
1789040569.6845,collate,1,0,29663,,,,,,33.209,33.158,,4.0,1.0,,,,,
1789040571.2386,collate,1,0,29663,,,,,,54.925,54.689,,3.0,1.0,,,,,
1789040574.7832,collate,1,0,29663,,,,,,44.442,44.388,,6.0,1.0,,,,,
1789040577.0207,collate,1,0,29663,,,,,,28.013,27.947,,6.0,1.0,,,,,
1789040579.3904,collate,1,0,29663,,,,,,140.642,140.288,,4.0,1.0,,,,,
1789040580.8602,collate,1,0,29663,,,,,,33.9,33.724,,3.0,1.0,,,,,
1789040583.6922,collate,1,0,29663,,,,,,24.027,24.0,,7.0,1.0,,,,,
1789040586.6041,collate,1,0,29663,,,,,,49.994,49.889,,6.0,1.0,,,,,
1789040589.2551,collate,1,0,29663,,,,,,92.258,91.978,,6.0,1.0,,,,,
1789040591.5009,collate,1,0,29663,,,,,,25.172,25.106,,6.0,1.0,,,,,
1789040594.1494,collate,1,0,29663,,,,,,53.965,53.774,,7.0,1.0,,,,,
1789040596.2823,collate,1,0,29663,,,,,,40.226,40.087,,5.0,1.0,,,,,
1789040598.7909,collate,1,0,29663,,,,,,23.683,23.641,,6.0,1.0,,,,,
1789040601.3128,collate,1,0,29663,,,,,,49.066,48.886,,6.0,1.0,,,,,
1789040603.7523,collate,1,0,29663,,,,,,38.823,38.731,,6.0,1.0,,,,,
1789040605.73,collate,1,0,29663,,,,,,26.151,26.067,,4.0,1.0,,,,,
1789040608.0896,collate,1,0,29663,,,,,,53.872,53.773,,5.0,1.0,,,,,
1789040609.5475,collate,1,0,29663,,,,,,28.255,28.189,,3.0,1.0,,,,,
1789040612.8392,collate,1,0,29663,,,,,,36.598,36.489,,6.0,1.0,,,,,
1789040614.8342,collate,1,0,29663,,,,,,71.708,71.529,,4.0,1.0,,,,,
1789040617.6244,collate,1,0,29663,,,,,,34.88,34.823,,7.0,1.0,,,,,
1789040619.7606,collate,1,0,29663,,,,,,30.089,30.03,,5.0,1.0,,,,,
1789040622.2816,collate,1,0,29663,,,,,,49.216,49.121,,5.0,1.0,,,,,
1789040625.5374,collate,1,0,29663,,,,,,31.417,31.338,,6.0,1.0,,,,,
1789040627.9972,collate,1,0,29663,,,,,,36.938,36.891,,6.0,1.0,,,,,
1789040630.5628,collate,1,0,29663,,,,,,50.984,50.805,,7.0,1.0,,,,,
1789040633.4572,collate,1,0,29663,,,,,,40.396,40.293,,7.0,1.0,,,,,
1789040635.7425,collate,1,0,29663,,,,,,22.629,22.583,,5.0,1.0,,,,,
1789040638.1437,collate,1,0,29663,,,,,,58.142,58.041,,6.0,1.0,,,,,
1789040640.3565,collate,1,0,29663,,,,,,33.864,33.78,,5.0,1.0,,,,,
1789040642.5688,collate,1,0,29663,,,,,,27.5,27.445,,5.0,1.0,,,,,
1789040644.3259,collate,1,0,29663,,,,,,50.748,50.621,,4.0,1.0,,,,,
1789040646.5683,collate,1,0,29663,,,,,,31.258,31.183,,5.0,1.0,,,,,
1789040650.1,collate,1,0,29663,,,,,,33.561,33.493,,7.0,1.0,,,,,
1789040652.6551,collate,1,0,29663,,,,,,50.222,50.141,,5.0,1.0,,,,,
1789040654.5342,collate,1,0,29663,,,,,,38.756,38.684,,3.0,1.0,,,,,
1789040656.3515,collate,1,0,29663,,,,,,27.064,27.028,,4.0,1.0,,,,,
1789040658.9108,collate,1,0,29663,,,,,,52.865,52.568,,5.0,1.0,,,,,
1789040661.8134,collate,1,0,29663,,,,,,46.894,46.731,,7.0,1.0,,,,,
1789040663.8143,collate,1,0,29663,,,,,,24.349,24.299,,5.0,1.0,,,,,
1789040666.3269,collate,1,0,29663,,,,,,173.331,172.3,,5.0,1.0,,,,,
1789040668.9962,collate,1,0,29663,,,,,,42.607,42.539,,6.0,1.0,,,,,
1789040672.2559,collate,1,0,29663,,,,,,21.939,21.924,,7.0,1.0,,,,,
1789040675.5874,collate,1,0,29663,,,,,,39.582,39.464,,8.0,1.0,,,,,
1789040677.7914,collate,1,0,29663,,,,,,69.627,69.528,,6.0,1.0,,,,,
1789040679.8054,collate,1,0,29663,,,,,,90.466,90.28,,5.0,1.0,,,,,
1789040681.9303,collate,1,0,29663,,,,,,35.871,35.811,,5.0,1.0,,,,,
1789040684.3073,collate,1,0,29663,,,,,,27.326,27.265,,6.0,1.0,,,,,
1789040687.165,collate,1,0,29663,,,,,,53.912,53.735,,7.0,1.0,,,,,
1789040689.6513,collate,1,0,29663,,,,,,67.616,67.488,,6.0,1.0,,,,,
1789040691.4272,collate,1,0,29663,,,,,,43.786,43.69,,3.0,1.0,,,,,
1789040694.0414,collate,1,0,29663,,,,,,157.383,157.077,,6.0,1.0,,,,,
1789040696.8853,collate,1,0,29663,,,,,,35.656,35.493,,4.0,1.0,,,,,
1789040698.7038,collate,1,0,29663,,,,,,48.899,48.82,,3.0,1.0,,,,,
1789040701.6602,collate,1,0,29663,,,,,,37.446,37.398,,6.0,1.0,,,,,
1789040703.7357,collate,1,0,29663,,,,,,36.897,36.861,,4.0,1.0,,,,,
1789040706.1767,collate,1,0,29663,,,,,,38.029,37.904,,7.0,1.0,,,,,
1789040708.2371,collate,1,0,29663,,,,,,74.168,74.055,,5.0,1.0,,,,,
1789040710.654,collate,1,0,29663,,,,,,46.532,46.429,,4.0,1.0,,,,,
1789040713.1948,collate,1,0,29663,,,,,,28.056,28.008,,6.0,1.0,,,,,
1789040714.9018,collate,1,0,29663,,,,,,50.536,50.439,,4.0,1.0,,,,,
1789040718.3802,collate,1,0,29663,,,,,,57.294,57.212,,6.0,1.0,,,,,
1789040720.7942,collate,1,0,29663,,,,,,22.863,22.826,,6.0,1.0,,,,,
1789040723.5701,collate,1,0,29663,,,,,,54.826,54.595,,7.0,1.0,,,,,
1789040725.5166,collate,1,0,29663,,,,,,22.405,22.367,,4.0,1.0,,,,,
1789040727.572,collate,1,0,29663,,,,,,36.697,36.661,,5.0,1.0,,,,,
1789040730.4204,collate,1,0,29663,,,,,,51.37,51.298,,6.0,1.0,,,,,
1789040732.4415,collate,1,0,29663,,,,,,39.346,39.295,,5.0,1.0,,,,,
1789040734.7017,collate,1,0,29663,,,,,,26.117,26.082,,6.0,1.0,,,,,
1789040736.8641,collate,1,0,29663,,,,,,56.202,56.015,,5.0,1.0,,,,,
1789040739.7637,collate,1,0,29663,,,,,,65.537,65.429,,5.0,1.0,,,,,
1789040742.4783,collate,1,0,29663,,,,,,25.323,25.3,,6.0,1.0,,,,,
1789040745.1571,collate,1,0,29663,,,,,,50.202,50.123,,5.0,1.0,,,,,
1789040748.1048,collate,1,0,29663,,,,,,42.05,41.943,,6.0,1.0,,,,,
1789040750.3598,collate,1,0,29663,,,,,,73.063,72.846,,5.0,1.0,,,,,
1789040752.1004,collate,1,0,29663,,,,,,40.227,40.153,,3.0,1.0,,,,,
