rank,K,lag,n,rho,p,p_holm
1,2,2,1498,-0.027392964376806137,0.2893579228003476,1.0
1,2,3,1497,-0.0642022509397558,0.012971776297511492,0.9728832223133619
1,2,4,1496,-0.053695824779819774,0.037836844662736104,1.0
1,2,5,1495,-0.0006047770714823268,0.9813596917637023,1.0
1,2,6,1494,-0.027525607859979637,0.28767363185255834,1.0
1,2,7,1493,-0.036387488079074555,0.15993893980174403,1.0
1,2,8,1492,-0.015470491975304099,0.5504375803517245,1.0
1,2,9,1491,-0.018467723012140176,0.47611463663693354,1.0
1,2,10,1490,-0.03193846131219209,0.21790395706516477,1.0
1,2,11,1489,-0.016925117713077736,0.5140159250440021,1.0
1,2,12,1488,-0.004203147041337451,0.8713064920233197,1.0
1,2,13,1487,0.0012114437823918928,0.9627714667038757,1.0
1,2,14,1486,-0.0009077671870031379,0.9721086239551291,1.0
1,2,15,1485,-0.009335057486657746,0.719267554727649,1.0
1,2,16,1484,-0.024742599896962234,0.3408460481490403,1.0
1,4,0,1500,-0.014290624464469256,0.5802357876922302,1.0
1,4,1,1499,-0.06251635482208757,0.015486831082682418,1.0
1,4,2,1498,-0.056653380747997785,0.02833307769432258,1.0
1,4,3,1497,-0.05092908385120973,0.048823012360752246,1.0
1,4,4,1496,-0.043466170306793867,0.09284443735479733,1.0
1,4,5,1495,-0.018726567509213435,0.4693574992544297,1.0
1,4,6,1494,-0.03225825520014758,0.2127143562253604,1.0
1,4,7,1493,-0.03331961353032872,0.19818930962813364,1.0
1,4,8,1492,-0.030807401515239204,0.23433562938433708,1.0
1,4,9,1491,-0.02792989101431085,0.28113385145566366,1.0
1,4,10,1490,-0.013311869115111952,0.6076459846695592,1.0
1,4,11,1489,-0.01037887134015415,0.6890314673425493,1.0
1,4,12,1488,0.0027562917192527417,0.9153969261376256,1.0
1,4,13,1487,-0.004974104776496851,0.8480167524735336,1.0
1,4,14,1486,-0.014336501363488503,0.5808001112688059,1.0
1,4,15,1485,-0.032754268911693384,0.20713444978938497,1.0
1,4,16,1484,-0.043868929179344436,0.09115433965005484,1.0
1,8,0,1500,-0.048023939710447744,0.06295891369177245,1.0
