0	0.606	1.000	2.350	0.214
1	0.616	1.000	2.400	0.214
3	0.389	1.009	1.750	0.212
6	0.625	1.046	3.775	0.206
9	0.469	1.054	2.212	0.202
11	0.447	1.065	2.050	0.200
14	0.438	1.057	1.975	0.203
17	0.506	1.093	1.950	0.198
20	0.406	1.097	1.688	0.197
23	1.075	1.200	1.413	0.184
26	0.431	1.141	1.587	0.188
29	0.447	1.105	1.725	0.195
32	0.394	1.227	1.431	0.181
35	0.409	1.177	1.450	0.185
38	0.463	1.149	1.587	0.189
