run,epoch,accept_len_train1000,accept_len_val,tv_loss_val,draft_entropy_val100,accept_len_val100,accept_len_out1000
accum12,0,2.8502900280950674,2.8312874252769844,0.25982257034373424,1.3768354903022162,3.2178534557964498,2.8414811912392186
accum12,1,3.4717644435492767,3.407402516283632,0.2164545267727043,1.1230768054375018,3.9605292094430347,3.40605557672985
accum12,2,3.8129894980650767,3.6821552976094902,0.19774562835396947,1.0473822979703191,4.260349576530113,3.6772335262267144
gqa_ctx_l0_a12,0,3.3314107159097612,3.300401729610342,0.22364783441475894,1.2546030059765438,3.661895405569655,3.3111585769192695
gqa_ctx_l0_a12,1,3.8618646622529047,3.8082093080750927,0.18754402664169845,1.0560174271849676,4.336233480502378,3.8047342113828644
gqa_ctx_l0_a12,2,4.155303080540601,4.063031754292891,0.17122161295630903,0.9726468992244014,4.62334622937093,4.060797568791661
