global_step,epoch,train/loss,train/accept_len,train/accept_rate
2712,0,0.73,2.376,0.357
2713,0,0.688,2.437,0.378
2714,0,0.652,2.679,0.426
2715,0,0.703,2.322,0.352
2716,0,0.719,2.409,0.365
2717,0,0.785,2.022,0.282
2718,0,0.703,2.414,0.379
2719,0,0.734,2.2,0.333
2720,0,0.738,2.234,0.338
2721,0,0.758,2.195,0.321
2722,0,0.609,2.85,0.381
2723,0,0.742,2.111,0.341
2724,0,0.758,2.196,0.274
2725,0,0.645,2.771,0.41
2726,0,0.664,2.786,0.419
2727,0,0.664,2.655,0.42
2728,0,0.766,2.084,0.311
2729,0,0.629,2.862,0.436
2730,0,0.625,2.883,0.45
2731,0,0.758,2.028,0.295
2732,0,0.742,2.292,0.338
2733,0,0.695,2.53,0.391
2734,0,0.777,2.033,0.273
2735,0,0.809,1.857,0.262
2736,0,0.598,2.971,0.464
2737,0,0.59,3.041,0.451
2738,0,0.82,1.775,0.245
2739,0,0.711,2.385,0.364
2740,0,0.773,2.112,0.3
2741,0,0.809,1.746,0.263
2742,0,0.742,2.257,0.342
2743,0,0.562,3.042,0.46
2744,0,0.844,1.849,0.272
2745,0,0.648,2.677,0.409
2746,0,0.695,2.486,0.38
2747,0,0.59,2.977,0.483
2748,0,0.656,2.738,0.421
2749,0,0.707,2.357,0.359
2750,0,0.719,2.473,0.36
2751,0,0.699,2.546,0.39
2752,0,0.676,2.559,0.39
2753,0,0.633,2.829,0.428
2754,0,0.742,2.202,0.337
2755,0,0.754,2.3,0.329
2756,0,0.66,2.541,0.404
2757,0,0.668,2.696,0.409
2758,0,0.609,2.961,0.466
2759,0,0.793,1.884,0.289
2760,0,0.52,3.348,0.535
2761,0,0.805,1.966,0.272
2762,0,0.684,2.508,0.411
2763,0,0.719,2.455,0.377
2764,0,0.758,2.05,0.304
2765,0,0.707,2.336,0.358
2766,0,0.617,3.044,0.505
2767,0,0.742,2.176,0.322
2768,0,0.516,3.543,0.563
2769,0,0.742,2.158,0.315
2770,0,0.633,2.937,0.429
2771,0,0.578,3.091,0.485
2772,0,0.77,2.022,0.28
2773,0,0.734,2.328,0.343
2774,0,0.672,2.61,0.387
2775,0,0.648,2.864,0.436
2776,0,0.562,3.193,0.488
2777,0,0.676,2.555,0.387
2778,0,0.664,2.601,0.403
2779,0,0.891,1.728,0.206
2780,0,0.629,2.539,0.369
2781,0,0.762,2.091,0.313
2782,0,0.68,2.645,0.391
2783,0,0.648,2.814,0.418
2784,0,0.746,2.27,0.331
2785,0,0.664,2.543,0.412
2786,0,0.555,3.272,0.512
2787,0,0.77,2.084,0.32
2788,0,0.691,2.459,0.38
2789,0,0.766,2.136,0.318
2790,0,0.633,2.825,0.429
2791,0,0.711,2.347,0.355
2792,0,0.75,2.245,0.32
2793,0,0.758,2.383,0.335
2794,0,0.543,3.243,0.522
2795,0,0.711,2.346,0.346
2796,0,0.68,2.539,0.394
2797,0,0.75,2.185,0.292
2798,0,0.766,1.982,0.321
2799,0,0.605,3.102,0.458
2800,0,0.738,2.164,0.32
2801,0,0.688,2.517,0.384
2802,0,0.508,3.495,0.526
2803,0,0.727,2.326,0.354
2804,0,0.742,2.246,0.343
2805,0,0.703,2.467,0.379
2806,0,0.719,2.365,0.371
2807,0,0.664,2.64,0.386
2808,0,0.656,2.72,0.421
2809,0,0.688,2.488,0.408
2810,0,0.59,3.032,0.469
2811,0,0.754,2.182,0.318
2812,0,0.648,2.703,0.436
2813,0,0.758,2.112,0.302
2814,0,0.719,2.367,0.341
2815,0,0.68,2.531,0.387
2816,0,0.637,2.715,0.436
2817,0,0.656,2.688,0.419
2818,0,0.629,2.704,0.449
2819,0,0.574,3.16,0.488
2820,0,0.629,2.825,0.427
2821,0,0.73,2.364,0.344
2822,0,0.574,2.983,0.461
2823,0,0.57,3.16,0.493
2824,0,0.742,2.112,0.308
2825,0,0.762,2.315,0.287
2826,0,0.566,3.148,0.493
2827,0,0.609,2.869,0.434
2828,0,0.641,2.746,0.408
2829,0,0.629,2.748,0.439
2830,0,0.512,3.447,0.552
2831,0,0.727,2.287,0.339
2832,0,0.781,1.995,0.286
2833,0,0.535,3.272,0.519
2834,0,0.715,2.329,0.336
2835,0,0.707,2.427,0.386
2836,0,0.73,2.249,0.333
2837,0,0.688,2.483,0.384
2838,0,0.66,2.596,0.412
2839,0,0.715,2.242,0.336
2840,0,0.609,2.984,0.453
2841,0,0.75,2.205,0.318
2842,0,0.625,2.704,0.428
2843,0,0.559,3.07,0.486
2844,0,0.742,2.31,0.359
2845,0,0.773,2.011,0.296
2846,0,0.812,1.877,0.263
2847,0,0.711,2.388,0.336
2848,0,0.594,3.045,0.474
2849,0,0.781,2.017,0.263
2850,0,0.664,2.609,0.397
2851,0,0.73,2.327,0.33
2852,0,0.645,2.715,0.394
2853,0,0.738,2.181,0.325
2854,0,0.648,2.788,0.45
2855,0,0.586,2.915,0.478
2856,0,0.633,2.837,0.442
2857,0,0.773,2.093,0.325
2858,0,0.734,2.358,0.38
2859,0,0.656,2.651,0.412
2860,0,0.812,1.863,0.247
2861,0,0.84,1.762,0.133
2862,0,0.734,2.294,0.355
2863,0,0.551,3.25,0.519
2864,0,0.672,2.652,0.389
2865,0,0.512,3.473,0.551
2866,0,0.711,2.336,0.342
2867,0,0.633,2.752,0.428
2868,0,0.656,2.821,0.437
2869,0,0.598,3.019,0.457
2870,0,0.633,2.718,0.438
2871,0,0.758,2.089,0.3
2872,0,0.523,3.298,0.533
2873,0,0.559,3.181,0.495
2874,0,0.711,2.382,0.342
2875,0,0.676,2.464,0.355
2876,0,0.715,2.358,0.367
2877,0,0.824,1.782,0.24
2878,0,0.734,2.413,0.377
2879,0,0.852,1.755,0.204
2880,0,0.758,2.19,0.319
2881,0,0.719,2.256,0.338
2882,0,0.68,2.609,0.373
2883,0,0.801,1.952,0.281
2884,0,0.707,2.319,0.355
2885,0,0.5,3.45,0.519
2886,0,0.664,2.567,0.402
2887,0,0.68,2.605,0.378
2888,0,0.625,2.863,0.442
2889,0,0.586,3.034,0.454
2890,0,0.68,2.711,0.403
2891,0,0.645,2.841,0.423
2892,0,0.594,2.795,0.486
2893,0,0.637,2.693,0.443
2894,0,0.73,2.227,0.326
2895,0,0.695,2.427,0.355
2896,0,0.762,2.092,0.335
2897,0,0.531,3.326,0.519
2898,0,0.688,2.488,0.365
2899,0,0.68,2.51,0.392
2900,0,0.68,2.559,0.366
2901,0,0.688,2.478,0.395
2902,0,0.805,1.875,0.266
2903,0,0.625,2.835,0.45
2904,0,0.656,2.616,0.433
2905,0,0.703,2.511,0.367
2906,0,0.66,2.506,0.408
2907,0,0.395,4.041,0.667
2908,0,0.812,1.836,0.251
2909,0,0.578,2.863,0.433
2910,0,0.602,2.905,0.451
2911,0,0.691,2.553,0.379
2912,0,0.52,3.479,0.558
2913,0,0.617,2.792,0.433
2914,0,0.719,2.314,0.344
2915,0,0.609,2.859,0.44
2916,0,0.57,3.165,0.481
2917,0,0.742,2.182,0.326
2918,0,0.684,2.517,0.373
2919,0,0.605,2.942,0.459
2920,0,0.77,2.071,0.314
2921,0,0.641,2.463,0.348
2922,0,0.719,2.381,0.349
2923,0,0.68,2.462,0.382
2924,0,0.512,3.379,0.519
2925,0,0.688,2.419,0.371
2926,0,0.633,2.676,0.411
2927,0,0.609,2.954,0.476
2928,0,0.742,2.153,0.345
2929,0,0.516,3.281,0.492
2930,0,0.621,2.866,0.446
2931,0,0.727,2.418,0.358
2932,0,0.637,2.463,0.424
2933,0,0.695,2.503,0.385
2934,0,0.781,2.035,0.31
2935,0,0.738,2.274,0.319
2936,0,0.762,2.096,0.325
2937,0,0.734,2.282,0.362
2938,0,0.648,2.653,0.407
2939,0,0.586,3.03,0.488
2940,0,0.547,3.148,0.468
2941,0,0.617,2.904,0.439
2942,0,0.742,2.284,0.344
2943,0,0.613,2.016,0.413
2944,0,0.672,2.553,0.384
2945,0,0.734,2.262,0.322
2946,0,0.605,2.897,0.446
2947,0,0.719,2.323,0.325
2948,0,0.617,2.845,0.453
2949,0,0.734,2.24,0.348
2950,0,0.586,3.075,0.473
2951,0,0.809,1.9,0.262
2952,0,0.59,3.103,0.465
2953,0,0.523,3.38,0.526
2954,0,0.777,2.029,0.284
2955,0,0.539,3.214,0.52
2956,0,0.629,2.852,0.435
2957,0,0.539,3.218,0.52
2958,0,0.492,3.447,0.561
2959,0,0.711,2.375,0.362
2960,0,0.621,2.877,0.436
2961,0,0.617,2.941,0.448
2962,0,0.699,2.39,0.31
2963,0,0.543,3.395,0.515
2964,0,0.691,2.495,0.346
2965,0,0.594,3.112,0.464
2966,0,0.617,2.919,0.431
2967,0,0.832,1.773,0.261
2968,0,0.812,1.839,0.287
2969,0,0.562,3.189,0.514
2970,0,0.668,2.628,0.397
2971,0,0.734,2.242,0.346
2972,0,0.695,2.453,0.366
2973,0,0.852,1.859,0.234
2974,0,0.75,2.276,0.344
2975,0,0.574,3.081,0.491
2976,0,0.688,2.483,0.383
2977,0,0.602,2.851,0.461
2978,0,0.574,3.176,0.508
2979,0,0.582,3.016,0.475
2980,0,0.668,2.677,0.405
2981,0,0.648,2.837,0.419
2982,0,0.691,2.58,0.381
2983,0,0.727,2.236,0.356
2984,0,0.676,2.631,0.388
2985,0,0.555,3.239,0.495
2986,0,0.66,2.673,0.475
2987,0,0.691,2.463,0.378
2988,0,0.695,2.478,0.372
2989,0,0.738,2.25,0.312
2990,0,0.527,3.321,0.521
2991,0,0.516,3.45,0.531
2992,0,0.602,2.94,0.477
2993,0,0.836,2.196,0.283
2994,0,0.613,2.888,0.442
2995,0,0.711,2.456,0.382
2996,0,0.613,2.621,0.351
2997,0,0.781,2.384,0.336
2998,0,0.617,2.922,0.437
2999,0,0.602,2.614,0.358
3000,0,0.66,2.648,0.395
3001,0,0.73,2.231,0.327
3002,0,0.68,2.547,0.379
3003,0,0.691,2.556,0.36
3004,0,0.844,1.681,0.142
3005,0,0.633,2.827,0.442
3006,0,0.594,3.098,0.467
3007,0,0.664,2.526,0.381
3008,0,0.609,2.927,0.443
3009,0,0.742,2.228,0.315
3010,0,0.773,2.191,0.299
3011,0,0.648,2.768,0.405
3012,0,0.602,2.945,0.472
3013,0,0.707,2.364,0.348
3014,0,0.68,2.573,0.4
3015,0,0.746,2.282,0.326
3016,0,0.625,2.797,0.455
3017,0,0.602,2.887,0.476
3018,0,0.652,2.654,0.401
3019,0,0.559,3.272,0.514
3020,0,0.629,2.795,0.436
3021,0,0.793,1.895,0.293
3022,0,0.781,1.915,0.249
3023,0,0.586,3.023,0.474
3024,0,0.727,2.297,0.353
3025,0,0.703,2.402,0.377
3026,0,0.602,2.982,0.473
3027,0,0.637,2.806,0.418
3028,0,0.688,2.531,0.371
3029,0,0.586,3.048,0.472
3030,0,0.617,2.944,0.429
3031,0,0.727,2.238,0.338
3032,0,0.785,1.861,0.283
3033,0,0.695,2.379,0.348
3034,0,0.695,2.475,0.381
3035,0,0.578,3.178,0.496
3036,0,0.797,2.003,0.29
3037,0,0.711,2.374,0.363
3038,0,0.711,2.501,0.381
3039,0,0.594,2.946,0.459
3040,0,0.707,2.402,0.382
3041,0,0.723,2.408,0.338
3042,0,0.734,2.086,0.307
3043,0,0.68,2.678,0.412
3044,0,0.707,2.426,0.359
3045,0,0.633,2.807,0.427
3046,0,0.594,2.851,0.461
3047,0,0.754,2.098,0.3
3048,0,0.688,2.589,0.396
3049,0,0.715,2.312,0.348
3050,0,0.699,2.556,0.364
3051,0,0.598,2.961,0.462
3052,0,0.645,2.85,0.431
3053,0,0.68,2.593,0.39
3054,0,0.77,2.134,0.321
3055,0,0.531,3.326,0.524
3056,0,0.641,2.904,0.422
3057,0,0.648,2.67,0.407
3058,0,0.742,2.257,0.325
3059,0,0.668,2.635,0.386
3060,0,0.648,2.658,0.412
3061,0,0.715,2.314,0.35
3062,0,0.508,3.533,0.551
3063,0,0.562,3.278,0.52
3064,0,0.656,2.598,0.394
3065,0,0.711,2.333,0.367
3066,0,0.695,2.504,0.355
3067,0,0.758,2.148,0.321
3068,0,0.695,2.434,0.367
3069,0,0.664,2.729,0.421
3070,0,0.551,3.28,0.521
3071,0,0.676,2.569,0.4
3072,0,0.566,3.197,0.475
3073,0,0.641,2.816,0.441
3074,0,0.609,2.882,0.45
3075,0,0.73,2.279,0.34
3076,0,0.723,2.342,0.358
3077,0,0.637,2.793,0.44
3078,0,0.691,2.548,0.368
3079,0,0.715,2.24,0.341
3080,0,0.664,2.677,0.401
3081,0,0.746,2.145,0.303
3082,0,0.754,2.207,0.337
3083,0,0.543,3.227,0.504
3084,0,0.789,1.675,0.145
3085,0,0.656,2.69,0.397
3086,0,0.691,2.575,0.38
3087,0,0.68,2.435,0.392
3088,0,0.711,2.366,0.349
3089,0,0.816,1.875,0.254
3090,0,0.613,2.99,0.452
3091,0,0.695,2.316,0.357
3092,0,0.766,2.074,0.31
3093,0,0.738,2.235,0.33
3094,0,0.82,1.793,0.225
3095,0,0.648,2.437,0.342
3096,0,0.684,2.523,0.378
3097,0,0.625,2.842,0.438
3098,0,0.598,3.035,0.469
3099,0,0.758,2.279,0.33
3100,0,0.695,2.446,0.369
3101,0,0.656,2.669,0.382
3102,0,0.5,3.541,0.555
3103,0,0.66,2.543,0.394
3104,0,0.609,2.997,0.479
3105,0,0.688,2.565,0.397
3106,0,0.695,2.479,0.363
3107,0,0.723,2.372,0.326
3108,0,0.684,2.556,0.394
3109,0,0.762,2.147,0.309
3110,0,0.742,2.089,0.299
3111,0,0.742,2.294,0.345
3112,0,0.766,2.213,0.312
3113,0,0.551,3.24,0.514
3114,0,0.734,2.333,0.344
3115,0,0.73,2.226,0.329
3116,0,0.711,2.395,0.382
3117,0,0.777,2.047,0.274
3118,0,0.617,2.827,0.436
3119,0,0.625,2.8,0.434
3120,0,0.695,2.374,0.353
3121,0,0.727,2.301,0.36
3122,0,0.566,3.146,0.504
3123,0,0.695,2.297,0.311
3124,0,0.719,2.335,0.345
3125,0,0.602,3.055,0.46
3126,0,0.531,3.464,0.559
3127,0,0.695,2.417,0.344
3128,0,0.73,2.344,0.347
3129,0,0.52,3.389,0.57
3130,0,0.648,2.405,0.326
3131,0,0.641,2.705,0.43
3132,0,0.727,2.224,0.351
3133,0,0.668,2.628,0.384
3134,0,0.602,2.936,0.452
3135,0,0.586,2.96,0.467
3136,0,0.922,1.707,0.14
3137,0,0.656,2.73,0.422
3138,0,0.758,2.174,0.311
3139,0,0.68,2.589,0.382
3140,0,0.727,2.233,0.337
3141,0,0.879,1.701,0.227
3142,0,0.695,2.439,0.396
3143,0,0.688,2.571,0.387
3144,0,0.605,2.86,0.442
3145,0,0.648,2.752,0.412
3146,0,0.695,2.581,0.417
3147,0,0.738,2.248,0.35
3148,0,0.719,2.368,0.377
3149,0,0.754,2.262,0.323
3150,0,0.641,2.77,0.42
3151,0,0.48,3.687,0.6
3152,0,0.539,3.248,0.522
3153,0,0.773,2.226,0.328
3154,0,0.586,3.04,0.478
3155,0,0.652,2.785,0.424
3156,0,0.609,3.096,0.454
3157,0,0.785,1.979,0.275
3158,0,0.633,2.977,0.449
3159,0,0.586,3.013,0.474
3160,0,0.719,2.354,0.351
3161,0,0.672,2.661,0.408
3162,0,0.723,2.29,0.327
3163,0,0.672,2.686,0.403
3164,0,0.727,2.299,0.36
3165,0,0.633,2.889,0.432
3166,0,0.531,3.427,0.521
3167,0,0.688,2.419,0.372
3168,0,0.668,2.576,0.387
3169,0,0.668,2.507,0.419
3170,0,0.605,2.964,0.464
3171,0,0.543,3.312,0.514
3172,0,0.707,2.297,0.381
3173,0,0.684,2.506,0.378
3174,0,0.543,3.328,0.505
3175,0,0.742,2.176,0.331
3176,0,0.703,2.404,0.376
3177,0,0.512,3.534,0.549
3178,0,0.703,2.425,0.358
3179,0,0.75,2.144,0.303
3180,0,0.633,2.887,0.441
3181,0,0.641,2.815,0.432
3182,0,0.742,2.213,0.333
3183,0,0.656,2.618,0.412
3184,0,0.719,2.442,0.356
3185,0,0.602,2.926,0.449
3186,0,0.695,2.478,0.378
3187,0,0.723,2.322,0.335
3188,0,0.75,2.096,0.341
3189,0,0.664,2.651,0.415
3190,0,0.551,3.208,0.503
3191,0,0.719,2.397,0.376
3192,0,0.66,2.669,0.408
3193,0,0.742,2.213,0.334
3194,0,0.555,3.343,0.526
3195,0,0.68,2.627,0.406
3196,0,0.711,2.376,0.356
3197,0,0.742,2.312,0.364
3198,0,0.539,3.274,0.525
3199,0,0.766,2.077,0.303
3200,0,0.688,2.509,0.393
3201,0,0.781,2.007,0.299
3202,0,0.652,2.654,0.396
3203,0,0.504,3.496,0.551
3204,0,0.727,2.33,0.354
3205,0,0.598,2.918,0.449
3206,0,0.68,2.674,0.431
3207,0,0.719,2.404,0.371
3208,0,0.609,2.956,0.453
3209,0,0.477,3.586,0.585
3210,0,0.805,2.015,0.289
3211,0,0.715,2.494,0.375
3212,0,0.574,2.932,0.433
3213,0,0.719,2.431,0.359
3214,0,0.609,3.0,0.461
3215,0,0.684,2.673,0.389
3216,0,0.516,3.468,0.541
3217,0,0.719,2.392,0.387
3218,0,0.688,2.532,0.384
3219,0,0.441,3.724,0.589
3220,0,0.562,3.025,0.491
3221,0,0.57,3.071,0.478
3222,0,0.852,2.204,0.334
3223,0,0.637,2.765,0.429
3224,0,0.684,2.57,0.39
3225,0,0.457,3.798,0.584
3226,0,0.625,2.953,0.465
3227,0,0.738,2.295,0.333
3228,0,0.656,2.743,0.43
3229,0,0.555,3.292,0.515
3230,0,0.758,2.111,0.321
3231,0,0.715,2.329,0.351
3232,0,0.586,3.086,0.45
3233,0,0.777,2.03,0.29
3234,0,0.742,2.176,0.366
3235,0,0.469,3.812,0.59
3236,0,0.691,2.503,0.377
3237,0,0.652,2.697,0.418
3238,0,0.684,2.548,0.395
3239,0,0.641,2.687,0.432
3240,0,0.562,3.386,0.522
3241,0,0.613,2.873,0.439
3242,0,0.621,2.862,0.437
3243,0,0.473,3.851,0.612
3244,0,0.695,2.523,0.383
3245,0,0.688,2.479,0.392
3246,0,0.574,3.05,0.484
3247,0,0.773,2.077,0.308
3248,0,0.602,2.926,0.472
3249,0,0.555,3.426,0.53
3250,0,0.672,2.696,0.413
3251,0,0.586,3.033,0.472
3252,0,0.832,1.954,0.269
3253,0,0.488,3.63,0.58
3254,0,0.656,2.686,0.401
3255,0,0.707,2.471,0.366
3256,0,0.711,2.337,0.355
3257,0,0.812,1.761,0.209
3258,0,0.566,3.141,0.493
3259,0,0.578,3.152,0.481
3260,0,0.605,2.986,0.458
3261,0,0.617,2.799,0.454
3262,0,0.664,2.779,0.403
3263,0,0.617,2.813,0.43
3264,0,0.766,2.199,0.327
3265,0,0.711,2.42,0.371
3266,0,0.777,2.065,0.306
3267,0,0.605,3.014,0.471
3268,0,0.625,2.97,0.441
3269,0,0.719,2.377,0.369
3270,0,0.57,3.12,0.489
3271,0,0.641,2.556,0.397
3272,0,0.656,2.625,0.378
3273,0,0.742,2.208,0.319
3274,0,0.781,1.948,0.282
3275,0,0.793,1.975,0.289
3276,0,0.496,3.616,0.571
3277,0,0.75,2.006,0.329
3278,0,0.633,2.767,0.434
3279,0,0.75,2.124,0.309
3280,0,0.582,3.194,0.491
3281,0,0.441,3.973,0.631
3282,0,0.719,2.485,0.372
3283,0,0.609,2.971,0.458
3284,0,0.676,2.015,0.495
3285,0,0.547,3.275,0.52
3286,0,0.605,3.06,0.462
3287,0,0.664,2.596,0.394
3288,0,0.746,2.177,0.319
3289,0,0.602,3.067,0.467
3290,0,0.727,2.362,0.349
3291,0,0.57,3.137,0.499
3292,0,0.676,2.55,0.399
3293,0,0.633,2.764,0.44
3294,0,0.516,3.415,0.543
3295,0,0.598,2.92,0.462
3296,0,0.637,2.74,0.428
3297,0,0.758,2.183,0.31
3298,0,0.703,2.341,0.342
3299,0,0.645,2.761,0.418
3300,0,0.609,3.033,0.466
3301,0,0.648,2.683,0.446
3302,0,0.613,2.936,0.464
3303,0,0.672,2.595,0.378
3304,0,0.625,2.713,0.434
3305,0,0.824,1.768,0.247
3306,0,1.258,1.514,0.106
3307,0,0.688,2.486,0.404
3308,0,0.637,2.815,0.42
3309,0,0.781,1.981,0.293
3310,0,0.703,2.371,0.367
3311,0,0.73,2.145,0.33
3312,0,0.766,2.061,0.295
3313,0,0.488,3.558,0.57
3314,0,0.582,3.025,0.481
3315,0,0.539,3.417,0.557
3316,0,0.625,2.86,0.432
3317,0,0.773,2.14,0.306
3318,0,1.078,1.393,0.056
3319,0,0.68,2.423,0.346
3320,0,0.645,2.679,0.4
3321,0,0.535,3.265,0.485
3322,0,0.543,3.349,0.532
3323,0,0.504,3.486,0.543
3324,0,0.66,2.626,0.414
3325,0,0.645,2.726,0.427
3326,0,0.594,3.036,0.476
3327,0,0.719,2.356,0.38
3328,0,0.738,2.259,0.323
3329,0,0.793,1.906,0.253
3330,0,0.703,2.414,0.354
3331,0,0.582,3.122,0.487
3332,0,0.695,2.424,0.372
3333,0,0.684,2.533,0.393
3334,0,0.535,3.372,0.519
3335,0,0.586,2.94,0.494
3336,0,0.625,2.753,0.399
3337,0,0.467,3.57,0.576
3338,0,0.703,2.424,0.369
3339,0,0.805,1.886,0.273
3340,0,0.836,1.699,0.21
3341,0,0.656,2.562,0.411
3342,0,0.562,3.192,0.5
3343,0,0.633,2.813,0.427
3344,0,0.59,3.065,0.495
3345,0,0.617,3.004,0.461
3346,0,0.609,2.93,0.453
3347,0,0.762,2.143,0.315
3348,0,0.699,2.531,0.378
3349,0,0.543,3.258,0.502
3350,0,0.605,2.928,0.454
3351,0,0.688,2.538,0.389
3352,0,0.57,3.205,0.468
3353,0,0.664,2.57,0.412
3354,0,0.602,3.07,0.466
3355,0,0.656,2.766,0.423
3356,0,0.691,2.37,0.359
3357,0,0.641,2.731,0.447
3358,0,0.789,1.985,0.285
3359,0,0.555,3.375,0.52
3360,0,0.77,2.165,0.31
3361,0,0.75,2.375,0.339
3362,0,0.637,2.921,0.437
3363,0,0.617,2.806,0.451
3364,0,0.633,2.875,0.44
3365,0,0.75,2.29,0.339
3366,0,0.773,1.934,0.291
3367,0,0.703,2.47,0.409
3368,0,0.637,2.778,0.433
3369,0,0.715,2.547,0.401
3370,0,0.477,3.669,0.571
3371,0,0.57,3.199,0.503
3372,0,0.594,3.014,0.468
3373,0,0.727,2.316,0.325
3374,0,0.719,2.255,0.35
3375,0,0.738,2.27,0.321
3376,0,0.664,2.699,0.41
3377,0,0.711,2.489,0.374
3378,0,0.512,3.58,0.575
3379,0,0.555,3.147,0.506
3380,0,0.738,2.35,0.343
3381,0,0.602,2.992,0.456
3382,0,0.984,1.523,0.118
3383,0,0.789,2.023,0.315
3384,0,0.73,2.329,0.357
3385,0,0.77,2.118,0.301
3386,0,0.453,3.768,0.616
3387,0,0.68,2.61,0.382
3388,0,0.707,2.38,0.326
3389,0,0.543,3.153,0.487
3390,0,0.602,3.047,0.461
3391,0,0.625,2.798,0.444
3392,0,0.582,3.101,0.476
3393,0,0.719,2.444,0.366
3394,0,0.648,2.67,0.411
3395,0,0.535,3.368,0.525
3396,0,0.688,2.571,0.417
3397,0,0.594,3.024,0.479
3398,0,0.734,2.253,0.33
3399,0,0.641,2.795,0.433
3400,0,0.543,3.243,0.502
3401,0,0.723,2.262,0.356
3402,0,0.758,2.116,0.307
3403,0,0.645,2.751,0.407
3404,0,0.699,2.392,0.373
3405,0,0.688,2.511,0.389
3406,0,0.641,2.622,0.369
3407,0,0.477,3.63,0.549
3408,0,0.629,2.954,0.441
3409,0,0.637,2.934,0.426
3410,0,0.684,2.428,0.362
3411,0,0.613,2.931,0.434
3412,0,0.48,3.33,0.515
3413,0,0.68,2.65,0.378
3414,0,0.617,2.964,0.46
3415,0,0.754,2.166,0.321
3416,0,0.715,2.431,0.338
3417,0,0.812,1.924,0.256
3418,0,0.723,2.219,0.32
3419,0,0.668,2.618,0.396
3420,0,0.543,3.427,0.528
3421,0,0.676,2.604,0.372
3422,0,0.77,2.044,0.303
3423,0,0.82,1.896,0.288
3424,0,0.711,2.571,0.377
3425,0,0.57,3.127,0.493
3426,0,0.562,3.277,0.507
3427,0,0.633,2.671,0.381
3428,0,0.648,2.592,0.401
3429,0,0.617,2.904,0.443
3430,0,0.723,2.339,0.341
3431,0,0.797,1.925,0.274
3432,0,0.777,2.047,0.3
3433,0,0.633,2.864,0.436
3434,0,0.664,2.676,0.424
3435,0,0.664,2.648,0.386
3436,0,0.742,2.304,0.293
3437,0,0.609,2.982,0.456
3438,0,0.66,2.663,0.394
3439,0,0.781,2.161,0.329
3440,0,0.711,2.519,0.375
3441,0,0.727,2.366,0.353
3442,0,0.637,2.87,0.427
3443,0,0.5,3.339,0.531
3444,0,0.617,2.789,0.44
3445,0,0.574,3.172,0.481
3446,0,0.777,2.045,0.297
3447,0,0.773,2.086,0.321
3448,0,0.598,3.092,0.48
3449,0,0.754,2.284,0.33
3450,0,0.758,2.189,0.301
3451,0,0.543,3.223,0.511
3452,0,0.637,2.844,0.438
3453,0,0.719,2.327,0.339
3454,0,0.664,2.594,0.377
3455,0,0.812,1.87,0.259
3456,0,0.523,3.408,0.526
3457,0,0.574,3.133,0.513
3458,0,0.609,2.766,0.442
3459,0,0.578,3.135,0.496
3460,0,0.691,2.485,0.38
3461,0,0.629,2.802,0.437
3462,0,0.648,2.82,0.423
3463,0,0.684,2.556,0.383
3464,0,0.773,2.113,0.298
3465,0,0.672,2.633,0.401
3466,0,0.602,3.039,0.452
3467,0,0.508,3.627,0.552
3468,0,0.758,2.174,0.305
3469,0,0.648,2.753,0.413
3470,0,0.535,3.375,0.529
3471,0,0.531,3.403,0.522
3472,0,0.656,2.542,0.382
3473,0,0.652,2.797,0.406
3474,0,0.625,2.986,0.456
3475,0,0.531,3.229,0.524
3476,0,0.625,2.73,0.41
3477,0,0.742,2.131,0.345
3478,0,0.617,2.913,0.432
3479,0,0.707,2.43,0.365
3480,0,0.781,1.987,0.296
3481,0,0.641,2.715,0.405
3482,0,0.719,2.368,0.372
3483,0,0.68,2.633,0.413
3484,0,0.605,2.928,0.45
3485,0,0.633,2.833,0.439
3486,0,0.648,2.757,0.42
3487,0,0.723,2.433,0.352
3488,0,0.68,2.671,0.396
3489,0,0.625,2.858,0.44
3490,0,0.602,2.946,0.455
3491,0,0.52,3.376,0.538
3492,0,0.668,2.587,0.435
3493,0,0.609,2.905,0.458
3494,0,0.672,2.669,0.389
3495,0,0.734,2.352,0.367
3496,0,0.789,2.037,0.3
3497,0,0.445,3.912,0.606
3498,0,0.633,2.88,0.452
3499,0,0.734,2.2,0.366
3500,0,0.617,2.814,0.462
3501,0,0.773,2.002,0.286
3502,0,0.789,2.046,0.29
3503,0,0.688,2.602,0.412
3504,0,0.566,3.075,0.478
3505,0,0.766,2.153,0.338
3506,0,0.648,2.766,0.382
3507,0,0.664,2.657,0.419
3508,0,0.68,2.539,0.385
3509,0,0.719,2.311,0.361
3510,0,0.535,3.424,0.527
3511,0,0.723,2.186,0.341
3512,0,0.598,3.101,0.486
3513,0,0.52,3.479,0.542
3514,0,0.793,2.069,0.312
3515,0,0.789,1.956,0.292
3516,0,0.613,2.917,0.449
3517,0,0.543,3.336,0.523
3518,0,0.781,2.124,0.304
3519,0,0.754,2.28,0.346
3520,0,0.539,3.392,0.532
3521,0,0.562,3.181,0.496
3522,0,0.598,2.964,0.443
3523,0,0.711,2.403,0.336
3524,0,0.711,2.377,0.345
3525,0,0.797,1.911,0.256
3526,0,0.691,2.432,0.354
3527,0,0.559,3.169,0.484
3528,0,0.758,2.259,0.314
3529,0,0.652,2.76,0.413
3530,0,0.539,3.31,0.526
3531,0,0.656,2.696,0.429
3532,0,0.688,2.398,0.381
