t,kind,rank,worker,pid,index,wall_ms,cpu_ms,ok,n_in,seq_len,global_step,epoch,local_step,load_ms,t_batch,t_fwd,t_bwd,t_opt,t_end,wid
1789038877.4061,sample,1,0,28573,23948.0,486.648,256.595,True,,,,,,,,,,,,1/w0
1789038877.9363,sample,1,0,28573,17853.0,530.058,115.019,True,,,,,,,,,,,,1/w0
1789038878.2739,sample,1,0,28573,14267.0,337.512,103.734,True,,,,,,,,,,,,1/w0
1789038878.6794,sample,1,0,28573,14288.0,405.336,83.264,True,,,,,,,,,,,,1/w0
1789038879.1322,sample,1,0,28573,22613.0,452.683,65.746,True,,,,,,,,,,,,1/w0
1789038879.313,sample,1,0,28573,7085.0,180.708,34.804,True,,,,,,,,,,,,1/w0
1789038880.3085,sample,1,0,28573,23831.0,892.186,489.166,True,,,,,,,,,,,,1/w0
1789038880.7564,sample,1,0,28573,14364.0,447.706,55.33,True,,,,,,,,,,,,1/w0
1789038881.1686,sample,1,0,28573,6777.0,412.15,45.206,True,,,,,,,,,,,,1/w0
1789038881.8887,sample,1,0,28573,43588.0,632.849,317.731,True,,,,,,,,,,,,1/w0
1789038882.159,sample,1,0,28573,35699.0,270.15,93.486,True,,,,,,,,,,,,1/w0
1789038882.5157,sample,1,0,28573,39384.0,356.557,87.585,True,,,,,,,,,,,,1/w0
1789038882.987,sample,1,0,28573,3803.0,471.211,67.223,True,,,,,,,,,,,,1/w0
1789038883.2304,sample,1,0,28573,7991.0,243.287,48.781,True,,,,,,,,,,,,1/w0
1789038883.4919,sample,1,0,28573,43452.0,261.397,17.528,True,,,,,,,,,,,,1/w0
1789038884.2129,sample,1,0,28573,41131.0,609.543,336.391,True,,,,,,,,,,,,1/w0
1789038884.5434,sample,1,0,28573,34323.0,330.349,142.534,True,,,,,,,,,,,,1/w0
1789038884.8265,sample,1,0,28573,924.0,282.946,81.626,True,,,,,,,,,,,,1/w0
1789038885.1695,sample,1,0,28573,23563.0,342.896,73.25,True,,,,,,,,,,,,1/w0
1789038885.5896,sample,1,0,28573,40032.0,419.991,48.71,True,,,,,,,,,,,,1/w0
1789038885.815,sample,1,0,28573,14384.0,225.205,39.053,True,,,,,,,,,,,,1/w0
1789038886.5168,sample,1,0,28573,21045.0,577.233,274.47,True,,,,,,,,,,,,1/w0
1789038886.9368,sample,1,0,28573,31396.0,419.849,123.31,True,,,,,,,,,,,,1/w0
1789038887.2359,sample,1,0,28573,39476.0,298.966,75.202,True,,,,,,,,,,,,1/w0
1789038887.7939,sample,1,0,28573,677.0,557.803,76.354,True,,,,,,,,,,,,1/w0
1789038888.0601,sample,1,0,28573,23081.0,266.159,59.746,True,,,,,,,,,,,,1/w0
1789038888.3366,sample,1,0,28573,31775.0,276.357,44.042,True,,,,,,,,,,,,1/w0
1789038889.3377,sample,1,0,28573,16625.0,820.956,442.152,True,,,,,,,,,,,,1/w0
1789038889.6722,sample,1,0,28573,35561.0,334.067,104.645,True,,,,,,,,,,,,1/w0
1789038889.9112,sample,1,0,28573,16351.0,238.872,25.313,True,,,,,,,,,,,,1/w0
1789038890.2806,sample,1,0,28573,22.0,369.308,15.923,True,,,,,,,,,,,,1/w0
1789038890.9664,sample,1,0,28573,3593.0,553.055,333.574,True,,,,,,,,,,,,1/w0
1789038891.4332,sample,1,0,28573,23614.0,466.659,162.294,True,,,,,,,,,,,,1/w0
1789038891.8665,sample,1,0,28573,31001.0,433.08,83.912,True,,,,,,,,,,,,1/w0
1789038892.2731,sample,1,0,28573,16085.0,406.514,72.578,True,,,,,,,,,,,,1/w0
1789038892.5792,sample,1,0,28573,25819.0,305.934,49.762,True,,,,,,,,,,,,1/w0
1789038893.2112,sample,1,0,28573,8693.0,546.542,267.978,True,,,,,,,,,,,,1/w0
1789038893.6387,sample,1,0,28573,38002.0,427.336,131.17,True,,,,,,,,,,,,1/w0
1789038894.0694,sample,1,0,28573,5299.0,430.635,97.873,True,,,,,,,,,,,,1/w0
1789038894.3556,sample,1,0,28573,40358.0,286.103,70.188,True,,,,,,,,,,,,1/w0
1789038894.6342,sample,1,0,28573,44049.0,278.375,53.668,True,,,,,,,,,,,,1/w0
1789038894.8961,sample,1,0,28573,6775.0,261.733,48.47,True,,,,,,,,,,,,1/w0
1789038895.5335,sample,1,0,28573,7421.0,507.546,287.301,True,,,,,,,,,,,,1/w0
1789038895.9717,sample,1,0,28573,18074.0,438.046,150.853,True,,,,,,,,,,,,1/w0
1789038896.3627,sample,1,0,28573,33872.0,390.805,78.371,True,,,,,,,,,,,,1/w0
1789038896.7554,sample,1,0,28573,4161.0,392.603,62.08,True,,,,,,,,,,,,1/w0
1789038897.0478,sample,1,0,28573,39218.0,292.263,43.816,True,,,,,,,,,,,,1/w0
1789038897.6548,sample,1,0,28573,38831.0,506.197,239.067,True,,,,,,,,,,,,1/w0
1789038898.1646,sample,1,0,28573,32198.0,509.628,115.16,True,,,,,,,,,,,,1/w0
1789038898.6154,sample,1,0,28573,38083.0,450.636,105.841,True,,,,,,,,,,,,1/w0
1789038898.8642,sample,1,0,28573,43081.0,248.585,81.198,True,,,,,,,,,,,,1/w0
1789038899.4134,sample,1,0,28573,37962.0,549.069,55.714,True,,,,,,,,,,,,1/w0
1789038899.6908,sample,1,0,28573,34175.0,277.318,36.342,True,,,,,,,,,,,,1/w0
1789038900.0066,sample,1,0,28573,29838.0,315.626,31.673,True,,,,,,,,,,,,1/w0
1789038900.5487,sample,1,0,28573,43132.0,451.299,253.468,True,,,,,,,,,,,,1/w0
1789038900.9104,sample,1,0,28573,19419.0,361.491,110.016,True,,,,,,,,,,,,1/w0
1789038901.2585,sample,1,0,28573,16731.0,347.954,105.338,True,,,,,,,,,,,,1/w0
1789038901.5754,sample,1,0,28573,12577.0,316.795,68.71,True,,,,,,,,,,,,1/w0
1789038901.8263,sample,1,0,28573,30757.0,250.746,56.992,True,,,,,,,,,,,,1/w0
1789038902.0839,sample,1,0,28573,13737.0,257.57,13.932,True,,,,,,,,,,,,1/w0
1789038902.7554,sample,1,0,28573,34050.0,563.783,222.519,True,,,,,,,,,,,,1/w0
1789038903.1404,sample,1,0,28573,17217.0,384.864,98.487,True,,,,,,,,,,,,1/w0
1789038903.5137,sample,1,0,28573,27724.0,373.145,96.758,True,,,,,,,,,,,,1/w0
1789038903.9508,sample,1,0,28573,31640.0,437.024,77.874,True,,,,,,,,,,,,1/w0
1789038904.2756,sample,1,0,28573,17423.0,324.696,64.396,True,,,,,,,,,,,,1/w0
1789038904.5516,sample,1,0,28573,33144.0,275.875,55.424,True,,,,,,,,,,,,1/w0
1789038904.7711,sample,1,0,28573,42562.0,219.404,48.474,True,,,,,,,,,,,,1/w0
1789038905.1155,sample,1,0,28573,10456.0,344.134,32.276,True,,,,,,,,,,,,1/w0
1789038905.8023,sample,1,0,28573,30973.0,552.62,297.355,True,,,,,,,,,,,,1/w0
1789038906.1816,sample,1,0,28573,38028.0,379.083,132.263,True,,,,,,,,,,,,1/w0
1789038906.5976,sample,1,0,28573,21745.0,415.82,138.286,True,,,,,,,,,,,,1/w0
1789038906.9306,sample,1,0,28573,15222.0,332.611,74.651,True,,,,,,,,,,,,1/w0
1789038907.3073,sample,1,0,28573,31926.0,376.678,48.516,True,,,,,,,,,,,,1/w0
1789038907.6365,sample,1,0,28573,41746.0,329.033,48.621,True,,,,,,,,,,,,1/w0
1789038908.8932,sample,1,0,28573,20968.0,1158.79,578.023,True,,,,,,,,,,,,1/w0
1789038909.2282,sample,1,0,28573,38574.0,334.771,77.555,True,,,,,,,,,,,,1/w0
1789038909.564,sample,1,0,28573,12158.0,335.649,62.291,True,,,,,,,,,,,,1/w0
1789038909.8467,sample,1,0,28573,15238.0,282.584,24.086,True,,,,,,,,,,,,1/w0
1789038910.6064,sample,1,0,28573,38720.0,623.849,264.022,True,,,,,,,,,,,,1/w0
1789038910.9442,sample,1,0,28573,7370.0,337.674,105.144,True,,,,,,,,,,,,1/w0
1789038911.3195,sample,1,0,28573,5513.0,375.194,86.415,True,,,,,,,,,,,,1/w0
1789038911.6888,sample,1,0,28573,19501.0,369.183,69.929,True,,,,,,,,,,,,1/w0
1789038911.9986,sample,1,0,28573,36927.0,309.58,66.419,True,,,,,,,,,,,,1/w0
1789038912.2849,sample,1,0,28573,34219.0,286.148,36.432,True,,,,,,,,,,,,1/w0
1789038913.0794,sample,1,0,28573,23650.0,681.297,305.292,True,,,,,,,,,,,,1/w0
1789038913.4659,sample,1,0,28573,25109.0,386.341,116.574,True,,,,,,,,,,,,1/w0
1789038914.1201,sample,1,0,28573,476.0,654.052,101.213,True,,,,,,,,,,,,1/w0
1789038914.4437,sample,1,0,28573,39402.0,323.54,66.734,True,,,,,,,,,,,,1/w0
1789038914.7887,sample,1,0,28573,3718.0,344.878,49.924,True,,,,,,,,,,,,1/w0
1789038915.3359,sample,1,0,28573,27456.0,351.241,235.636,True,,,,,,,,,,,,1/w0
1789038915.6436,sample,1,0,28573,21352.0,307.514,119.884,True,,,,,,,,,,,,1/w0
1789038916.0701,sample,1,0,28573,28514.0,426.379,91.444,True,,,,,,,,,,,,1/w0
1789038916.4715,sample,1,0,28573,2374.0,401.278,79.164,True,,,,,,,,,,,,1/w0
1789038916.8795,sample,1,0,28573,23709.0,407.851,71.814,True,,,,,,,,,,,,1/w0
1789038917.2036,sample,1,0,28573,23425.0,324.057,57.123,True,,,,,,,,,,,,1/w0
1789038917.5766,sample,1,0,28573,31592.0,372.889,50.785,True,,,,,,,,,,,,1/w0
1789038918.5188,sample,1,0,28573,33219.0,821.345,321.544,True,,,,,,,,,,,,1/w0
1789038918.8726,sample,1,0,28573,19219.0,353.486,116.777,True,,,,,,,,,,,,1/w0
1789038919.2685,sample,1,0,28573,19752.0,395.785,82.734,True,,,,,,,,,,,,1/w0
1789038919.6484,sample,1,0,28573,28018.0,379.618,69.375,True,,,,,,,,,,,,1/w0
1789038919.9335,sample,1,0,28573,44603.0,284.89,48.603,True,,,,,,,,,,,,1/w0
1789038920.1348,sample,1,0,28573,34442.0,201.194,27.275,True,,,,,,,,,,,,1/w0
1789038920.6902,sample,1,0,28573,26262.0,488.962,304.484,True,,,,,,,,,,,,1/w0
1789038921.0365,sample,1,0,28573,43374.0,346.071,105.416,True,,,,,,,,,,,,1/w0
1789038921.4954,sample,1,0,28573,19820.0,458.779,74.231,True,,,,,,,,,,,,1/w0
1789038921.7391,sample,1,0,28573,15263.0,243.669,66.237,True,,,,,,,,,,,,1/w0
1789038922.0604,sample,1,0,28573,37617.0,321.095,54.358,True,,,,,,,,,,,,1/w0
1789038922.3705,sample,1,0,28573,27480.0,310.049,46.178,True,,,,,,,,,,,,1/w0
1789038922.6366,sample,1,0,28573,27646.0,265.939,38.451,True,,,,,,,,,,,,1/w0
1789038923.4499,sample,1,0,28573,37382.0,674.754,235.496,True,,,,,,,,,,,,1/w0
1789038923.9228,sample,1,0,28573,9278.0,472.678,81.02,True,,,,,,,,,,,,1/w0
1789038924.1455,sample,1,0,28573,9612.0,222.542,78.146,True,,,,,,,,,,,,1/w0
1789038924.428,sample,1,0,28573,7931.0,282.422,68.802,True,,,,,,,,,,,,1/w0
1789038924.6927,sample,1,0,28573,19993.0,264.502,56.456,True,,,,,,,,,,,,1/w0
1789038924.9331,sample,1,0,28573,42980.0,240.324,45.981,True,,,,,,,,,,,,1/w0
1789038925.1659,sample,1,0,28573,21327.0,232.663,41.572,True,,,,,,,,,,,,1/w0
1789038926.2795,sample,1,0,28573,34647.0,963.109,483.63,True,,,,,,,,,,,,1/w0
1789038926.6218,sample,1,0,28573,10789.0,342.163,71.455,True,,,,,,,,,,,,1/w0
1789038926.9568,sample,1,0,28573,13711.0,334.896,50.353,True,,,,,,,,,,,,1/w0
1789038927.6804,sample,1,0,28573,8319.0,604.354,336.272,True,,,,,,,,,,,,1/w0
1789038928.0858,sample,1,0,28573,39195.0,405.266,135.73,True,,,,,,,,,,,,1/w0
1789038928.4977,sample,1,0,28573,9797.0,411.666,111.378,True,,,,,,,,,,,,1/w0
1789038928.8286,sample,1,0,28573,18163.0,330.841,49.792,True,,,,,,,,,,,,1/w0
1789038929.3029,sample,1,0,28573,15933.0,474.168,42.821,True,,,,,,,,,,,,1/w0
1789038930.0249,sample,1,0,28573,42612.0,607.302,321.626,True,,,,,,,,,,,,1/w0
1789038930.3402,sample,1,0,28573,5667.0,315.009,101.332,True,,,,,,,,,,,,1/w0
1789038930.5721,sample,1,0,28573,21583.0,231.774,85.756,True,,,,,,,,,,,,1/w0
1789038930.8298,sample,1,0,28573,42850.0,257.495,45.886,True,,,,,,,,,,,,1/w0
1789038931.2108,sample,1,0,28573,7405.0,380.858,45.186,True,,,,,,,,,,,,1/w0
1789038931.9659,sample,1,0,28573,44890.0,699.028,279.847,True,,,,,,,,,,,,1/w0
1789038932.4203,sample,1,0,28573,2584.0,454.288,127.314,True,,,,,,,,,,,,1/w0
1789038932.7751,sample,1,0,28573,32334.0,354.756,84.787,True,,,,,,,,,,,,1/w0
1789038933.0824,sample,1,0,28573,42637.0,307.162,74.386,True,,,,,,,,,,,,1/w0
1789038933.4003,sample,1,0,28573,32286.0,317.756,57.253,True,,,,,,,,,,,,1/w0
1789038933.6322,sample,1,0,28573,37530.0,231.848,40.939,True,,,,,,,,,,,,1/w0
1789038934.576,sample,1,0,28573,36838.0,603.897,203.721,True,,,,,,,,,,,,1/w0
1789038935.0122,sample,1,0,28573,25475.0,435.979,132.516,True,,,,,,,,,,,,1/w0
1789038935.4117,sample,1,0,28573,21233.0,399.46,158.167,True,,,,,,,,,,,,1/w0
1789038935.7328,sample,1,0,28573,33757.0,320.969,60.794,True,,,,,,,,,,,,1/w0
1789038935.9425,sample,1,0,28573,24111.0,209.555,54.847,True,,,,,,,,,,,,1/w0
1789038937.2279,sample,1,0,28573,44965.0,771.086,262.062,True,,,,,,,,,,,,1/w0
1789038937.6341,sample,1,0,28573,18251.0,405.969,125.899,True,,,,,,,,,,,,1/w0
1789038938.0867,sample,1,0,28573,17257.0,452.361,93.141,True,,,,,,,,,,,,1/w0
1789038938.459,sample,1,0,28573,14093.0,372.191,56.961,True,,,,,,,,,,,,1/w0
1789038938.8259,sample,1,0,28573,25678.0,366.714,32.902,True,,,,,,,,,,,,1/w0
1789038939.538,sample,1,0,28573,41034.0,593.596,245.735,True,,,,,,,,,,,,1/w0
1789038939.9176,sample,1,0,28573,25182.0,379.547,107.611,True,,,,,,,,,,,,1/w0
1789038940.2116,sample,1,0,28573,38592.0,293.887,83.287,True,,,,,,,,,,,,1/w0
1789038940.6986,sample,1,0,28573,21017.0,486.89,69.641,True,,,,,,,,,,,,1/w0
1789038940.9524,sample,1,0,28573,41665.0,253.673,58.72,True,,,,,,,,,,,,1/w0
1789038941.2183,sample,1,0,28573,44922.0,265.736,54.694,True,,,,,,,,,,,,1/w0
1789038941.6286,sample,1,0,28573,31128.0,410.219,55.49,True,,,,,,,,,,,,1/w0
1789038942.2059,sample,1,0,28573,32940.0,476.58,291.703,True,,,,,,,,,,,,1/w0
1789038942.4459,sample,1,0,28573,16537.0,239.866,96.706,True,,,,,,,,,,,,1/w0
1789038942.8142,sample,1,0,28573,34404.0,368.103,85.059,True,,,,,,,,,,,,1/w0
1789038943.0749,sample,1,0,28573,21377.0,260.618,77.025,True,,,,,,,,,,,,1/w0
1789038943.4432,sample,1,0,28573,24728.0,368.135,62.332,True,,,,,,,,,,,,1/w0
1789038943.8562,sample,1,0,28573,13726.0,412.874,76.281,True,,,,,,,,,,,,1/w0
1789038944.1287,sample,1,0,28573,20441.0,272.443,41.972,True,,,,,,,,,,,,1/w0
1789038944.7654,sample,1,0,28573,22281.0,526.427,286.05,True,,,,,,,,,,,,1/w0
1789038945.158,sample,1,0,28573,7570.0,392.498,117.369,True,,,,,,,,,,,,1/w0
1789038945.5811,sample,1,0,28573,40457.0,422.932,102.169,True,,,,,,,,,,,,1/w0
1789038945.8105,sample,1,0,28573,12514.0,229.311,63.952,True,,,,,,,,,,,,1/w0
1789038946.1322,sample,1,0,28573,28919.0,321.592,41.004,True,,,,,,,,,,,,1/w0
1789038946.387,sample,1,0,28573,37502.0,254.737,33.1,True,,,,,,,,,,,,1/w0
1789038947.1406,sample,1,0,28573,40105.0,638.763,317.806,True,,,,,,,,,,,,1/w0
1789038947.5178,sample,1,0,28573,5377.0,376.934,144.609,True,,,,,,,,,,,,1/w0
1789038947.8757,sample,1,0,28573,5475.0,357.69,84.833,True,,,,,,,,,,,,1/w0
1789038948.3073,sample,1,0,28573,35493.0,431.366,71.145,True,,,,,,,,,,,,1/w0
1789038949.122,sample,1,0,28573,1160.0,702.318,361.728,True,,,,,,,,,,,,1/w0
1789038949.3918,sample,1,0,28573,32890.0,269.683,100.325,True,,,,,,,,,,,,1/w0
1789038949.7042,sample,1,0,28573,807.0,312.273,80.684,True,,,,,,,,,,,,1/w0
1789038949.9577,sample,1,0,28573,43990.0,253.397,51.055,True,,,,,,,,,,,,1/w0
1789038950.2058,sample,1,0,28573,8658.0,247.939,42.274,True,,,,,,,,,,,,1/w0
1789038951.3905,sample,1,0,28573,11359.0,641.771,280.413,True,,,,,,,,,,,,1/w0
1789038951.7659,sample,1,0,28573,41881.0,375.251,101.762,True,,,,,,,,,,,,1/w0
1789038952.131,sample,1,0,28573,20460.0,365.004,90.375,True,,,,,,,,,,,,1/w0
1789038952.4558,sample,1,0,28573,31033.0,324.646,68.816,True,,,,,,,,,,,,1/w0
1789038952.7882,sample,1,0,28573,2513.0,332.332,49.322,True,,,,,,,,,,,,1/w0
1789038953.2526,sample,1,0,28573,41971.0,464.296,39.66,True,,,,,,,,,,,,1/w0
1789038953.5455,sample,1,0,28573,20383.0,292.797,34.686,True,,,,,,,,,,,,1/w0
1789038954.2965,sample,1,0,28573,33691.0,646.897,240.21,True,,,,,,,,,,,,1/w0
1789038954.7184,sample,1,0,28573,16105.0,421.736,115.216,True,,,,,,,,,,,,1/w0
1789038955.1352,sample,1,0,28573,34891.0,416.661,89.721,True,,,,,,,,,,,,1/w0
1789038955.4386,sample,1,0,28573,38608.0,303.241,73.042,True,,,,,,,,,,,,1/w0
1789038955.6985,sample,1,0,28573,19083.0,259.854,51.393,True,,,,,,,,,,,,1/w0
1789038956.2436,sample,1,0,28573,35634.0,544.981,24.787,True,,,,,,,,,,,,1/w0
1789038957.0782,sample,1,0,28573,25375.0,724.987,350.498,True,,,,,,,,,,,,1/w0
1789038957.4137,sample,1,0,28573,7916.0,335.382,110.346,True,,,,,,,,,,,,1/w0
1789038957.781,sample,1,0,28573,12759.0,367.194,114.777,True,,,,,,,,,,,,1/w0
1789038958.1144,sample,1,0,28573,14800.0,333.271,55.601,True,,,,,,,,,,,,1/w0
1789038958.537,sample,1,0,28573,33639.0,422.369,38.452,True,,,,,,,,,,,,1/w0
1789038959.1021,sample,1,0,28573,10908.0,475.982,254.155,True,,,,,,,,,,,,1/w0
1789038959.572,sample,1,0,28573,30426.0,469.75,125.577,True,,,,,,,,,,,,1/w0
1789038959.9749,sample,1,0,28573,23852.0,402.69,112.175,True,,,,,,,,,,,,1/w0
1789038960.3466,sample,1,0,28573,33128.0,371.567,69.385,True,,,,,,,,,,,,1/w0
1789038960.7369,sample,1,0,28573,34478.0,390.221,58.338,True,,,,,,,,,,,,1/w0
1789038960.9828,sample,1,0,28573,20110.0,245.761,39.027,True,,,,,,,,,,,,1/w0
1789038961.7121,sample,1,0,28573,258.0,631.747,366.676,True,,,,,,,,,,,,1/w0
1789038962.0707,sample,1,0,28573,39839.0,358.369,94.204,True,,,,,,,,,,,,1/w0
1789038962.3378,sample,1,0,28573,16814.0,267.008,86.034,True,,,,,,,,,,,,1/w0
1789038962.5709,sample,1,0,28573,22432.0,232.995,53.645,True,,,,,,,,,,,,1/w0
1789038962.8377,sample,1,0,28573,10535.0,266.716,38.177,True,,,,,,,,,,,,1/w0
1789038963.1515,sample,1,0,28573,22163.0,313.678,32.948,True,,,,,,,,,,,,1/w0
1789038963.9046,sample,1,0,28573,38160.0,651.214,338.622,True,,,,,,,,,,,,1/w0
1789038964.1908,sample,1,0,28573,43238.0,286.13,80.65,True,,,,,,,,,,,,1/w0
1789038964.5374,sample,1,0,28573,36440.0,346.552,78.752,True,,,,,,,,,,,,1/w0
1789038964.8472,sample,1,0,28573,22002.0,309.656,54.72,True,,,,,,,,,,,,1/w0
1789038965.1526,sample,1,0,28573,19326.0,305.293,42.298,True,,,,,,,,,,,,1/w0
1789038965.662,sample,1,0,28573,7335.0,509.259,36.943,True,,,,,,,,,,,,1/w0
1789038966.2256,sample,1,0,28573,11526.0,461.785,259.294,True,,,,,,,,,,,,1/w0
1789038966.5437,sample,1,0,28573,26203.0,317.935,108.268,True,,,,,,,,,,,,1/w0
1789038966.9297,sample,1,0,28573,37312.0,385.887,82.982,True,,,,,,,,,,,,1/w0
1789038967.4202,sample,1,0,28573,20115.0,490.319,65.868,True,,,,,,,,,,,,1/w0
1789038967.7607,sample,1,0,28573,26272.0,340.457,54.444,True,,,,,,,,,,,,1/w0
1789038968.1726,sample,1,0,28573,36835.0,411.785,40.662,True,,,,,,,,,,,,1/w0
1789038968.8819,sample,1,0,28573,24901.0,623.8,304.869,True,,,,,,,,,,,,1/w0
1789038969.2679,sample,1,0,28573,21294.0,385.895,112.726,True,,,,,,,,,,,,1/w0
1789038969.6331,sample,1,0,28573,24586.0,365.148,86.101,True,,,,,,,,,,,,1/w0
1789038970.114,sample,1,0,28573,43129.0,480.766,69.701,True,,,,,,,,,,,,1/w0
1789038970.4438,sample,1,0,28573,41573.0,329.724,39.258,True,,,,,,,,,,,,1/w0
1789038971.0078,sample,1,0,28573,9233.0,494.127,221.331,True,,,,,,,,,,,,1/w0
1789038971.4419,sample,1,0,28573,21201.0,433.969,129.275,True,,,,,,,,,,,,1/w0
1789038971.8713,sample,1,0,28573,16263.0,429.227,110.585,True,,,,,,,,,,,,1/w0
1789038972.1206,sample,1,0,28573,22976.0,249.246,84.295,True,,,,,,,,,,,,1/w0
1789038972.3638,sample,1,0,28573,4199.0,243.061,50.614,True,,,,,,,,,,,,1/w0
1789038972.6167,sample,1,0,28573,33373.0,252.783,29.862,True,,,,,,,,,,,,1/w0
1789038973.4452,sample,1,0,28573,8637.0,737.573,244.943,True,,,,,,,,,,,,1/w0
1789038973.7292,sample,1,0,28573,19804.0,283.89,102.818,True,,,,,,,,,,,,1/w0
1789038974.0744,sample,1,0,28573,38710.0,344.975,79.986,True,,,,,,,,,,,,1/w0
1789038974.3227,sample,1,0,28573,31124.0,248.18,63.388,True,,,,,,,,,,,,1/w0
1789038974.6391,sample,1,0,28573,21935.0,316.37,65.259,True,,,,,,,,,,,,1/w0
1789038974.8826,sample,1,0,28573,15592.0,243.333,40.711,True,,,,,,,,,,,,1/w0
1789038975.9776,sample,1,0,28573,11120.0,451.417,194.865,True,,,,,,,,,,,,1/w0
1789038976.4111,sample,1,0,28573,28073.0,433.343,131.187,True,,,,,,,,,,,,1/w0
1789038976.7455,sample,1,0,28573,1522.0,334.278,106.872,True,,,,,,,,,,,,1/w0
1789038977.0662,sample,1,0,28573,19669.0,320.604,64.625,True,,,,,,,,,,,,1/w0
1789038977.2984,sample,1,0,28573,27136.0,232.069,59.492,True,,,,,,,,,,,,1/w0
1789038977.5654,sample,1,0,28573,13289.0,266.877,40.095,True,,,,,,,,,,,,1/w0
1789038978.6749,sample,1,0,28573,29801.0,796.148,292.614,True,,,,,,,,,,,,1/w0
1789038979.0399,sample,1,0,28573,43479.0,364.843,86.288,True,,,,,,,,,,,,1/w0
1789038979.3335,sample,1,0,28573,33775.0,293.408,54.744,True,,,,,,,,,,,,1/w0
1789038979.6108,sample,1,0,28573,30308.0,277.213,56.354,True,,,,,,,,,,,,1/w0
1789038979.857,sample,1,0,28573,38297.0,246.046,43.52,True,,,,,,,,,,,,1/w0
1789038980.0484,sample,1,0,28573,19408.0,191.362,38.011,True,,,,,,,,,,,,1/w0
1789038981.6409,sample,1,0,28573,22660.0,981.952,317.023,True,,,,,,,,,,,,1/w0
1789038981.906,sample,1,0,28573,19957.0,264.955,92.886,True,,,,,,,,,,,,1/w0
1789038982.1965,sample,1,0,28573,42410.0,290.351,81.501,True,,,,,,,,,,,,1/w0
1789038982.4484,sample,1,0,28573,5370.0,251.773,62.285,True,,,,,,,,,,,,1/w0
1789038982.6988,sample,1,0,28573,42286.0,250.277,27.961,True,,,,,,,,,,,,1/w0
1789038983.768,sample,1,0,28573,34067.0,386.417,152.501,True,,,,,,,,,,,,1/w0
1789038984.1566,sample,1,0,28573,8615.0,388.405,164.614,True,,,,,,,,,,,,1/w0
1789038984.4618,sample,1,0,28573,40488.0,305.047,85.915,True,,,,,,,,,,,,1/w0
1789038984.8451,sample,1,0,28573,43639.0,383.147,77.758,True,,,,,,,,,,,,1/w0
1789038985.1995,sample,1,0,28573,43368.0,354.348,62.186,True,,,,,,,,,,,,1/w0
1789038985.5025,sample,1,0,28573,11915.0,302.842,50.357,True,,,,,,,,,,,,1/w0
1789038985.8696,sample,1,0,28573,3208.0,367.034,48.781,True,,,,,,,,,,,,1/w0
1789038986.0558,sample,1,0,28573,38202.0,186.081,25.973,True,,,,,,,,,,,,1/w0
1789038986.4939,sample,1,0,28573,35443.0,437.959,18.417,True,,,,,,,,,,,,1/w0
1789038987.0499,sample,1,0,28573,35310.0,444.514,242.817,True,,,,,,,,,,,,1/w0
1789038987.498,sample,1,0,28573,27301.0,447.905,139.913,True,,,,,,,,,,,,1/w0
1789038987.9669,sample,1,0,28573,8266.0,468.687,127.055,True,,,,,,,,,,,,1/w0
1789038988.3895,sample,1,0,28573,26128.0,422.528,77.379,True,,,,,,,,,,,,1/w0
1789038988.6787,sample,1,0,28573,12035.0,289.02,31.536,True,,,,,,,,,,,,1/w0
1789038989.4467,sample,1,0,28573,20796.0,594.823,291.715,True,,,,,,,,,,,,1/w0
1789038989.8168,sample,1,0,28573,25090.0,369.983,135.946,True,,,,,,,,,,,,1/w0
1789038990.1831,sample,1,0,28573,11722.0,366.182,78.266,True,,,,,,,,,,,,1/w0
1789038990.5725,sample,1,0,28573,40722.0,389.341,54.42,True,,,,,,,,,,,,1/w0
1789038990.9224,sample,1,0,28573,32980.0,349.714,50.898,True,,,,,,,,,,,,1/w0
1789038991.2662,sample,1,0,28573,34684.0,343.766,35.323,True,,,,,,,,,,,,1/w0
1789038991.7663,sample,1,0,28573,5770.0,411.35,224.251,True,,,,,,,,,,,,1/w0
1789038992.1683,sample,1,0,28573,23491.0,401.831,118.293,True,,,,,,,,,,,,1/w0
1789038992.3975,sample,1,0,28573,5943.0,229.076,84.051,True,,,,,,,,,,,,1/w0
1789038992.8543,sample,1,0,28573,39523.0,456.602,62.586,True,,,,,,,,,,,,1/w0
1789038993.2806,sample,1,0,28573,2263.0,426.148,55.282,True,,,,,,,,,,,,1/w0
1789038993.5515,sample,1,0,28573,35983.0,270.79,38.496,True,,,,,,,,,,,,1/w0
1789038994.1743,sample,1,0,28573,17692.0,484.149,246.812,True,,,,,,,,,,,,1/w0
1789038994.5849,sample,1,0,28573,16624.0,410.413,113.743,True,,,,,,,,,,,,1/w0
1789038994.8148,sample,1,0,28573,27212.0,229.719,85.217,True,,,,,,,,,,,,1/w0
1789038995.1978,sample,1,0,28573,20699.0,382.809,70.269,True,,,,,,,,,,,,1/w0
1789038995.6788,sample,1,0,28573,22938.0,480.862,59.8,True,,,,,,,,,,,,1/w0
1789038995.8864,sample,1,0,28573,27261.0,207.452,39.543,True,,,,,,,,,,,,1/w0
1789038996.5703,sample,1,0,28573,4130.0,582.229,239.979,True,,,,,,,,,,,,1/w0
1789038996.9428,sample,1,0,28573,36420.0,372.423,123.844,True,,,,,,,,,,,,1/w0
