t,kind,rank,worker,pid,index,wall_ms,cpu_ms,ok,n_in,seq_len,global_step,epoch,local_step,load_ms,t_batch,t_fwd,t_bwd,t_opt,t_end,wid
1789039479.6772,sample,1,1,28586,40793.0,352.721,65.499,True,,,,,,,,,,,,1/w1
1789039479.9973,sample,1,1,28586,26078.0,319.941,33.762,True,,,,,,,,,,,,1/w1
1789039480.8366,sample,1,1,28586,34295.0,746.491,375.17,True,,,,,,,,,,,,1/w1
1789039481.1108,sample,1,1,28586,35776.0,274.044,100.102,True,,,,,,,,,,,,1/w1
1789039481.4512,sample,1,1,28586,44381.0,340.313,69.145,True,,,,,,,,,,,,1/w1
1789039481.9143,sample,1,1,28586,8441.0,462.922,68.643,True,,,,,,,,,,,,1/w1
1789039482.1906,sample,1,1,28586,3389.0,276.223,18.68,True,,,,,,,,,,,,1/w1
1789039482.9559,sample,1,1,28586,21740.0,668.728,259.121,True,,,,,,,,,,,,1/w1
1789039483.4485,sample,1,1,28586,41514.0,492.418,116.683,True,,,,,,,,,,,,1/w1
1789039483.8678,sample,1,1,28586,10695.0,419.157,76.375,True,,,,,,,,,,,,1/w1
1789039484.1509,sample,1,1,28586,6604.0,282.965,72.965,True,,,,,,,,,,,,1/w1
1789039484.3589,sample,1,1,28586,39174.0,207.914,63.982,True,,,,,,,,,,,,1/w1
1789039484.6315,sample,1,1,28586,2842.0,272.507,45.307,True,,,,,,,,,,,,1/w1
1789039485.1561,sample,1,1,28586,26314.0,421.441,264.118,True,,,,,,,,,,,,1/w1
1789039485.5056,sample,1,1,28586,913.0,349.334,119.328,True,,,,,,,,,,,,1/w1
1789039485.9123,sample,1,1,28586,26479.0,406.624,102.474,True,,,,,,,,,,,,1/w1
1789039486.2892,sample,1,1,28586,44201.0,376.699,75.331,True,,,,,,,,,,,,1/w1
1789039486.7089,sample,1,1,28586,23593.0,419.676,50.633,True,,,,,,,,,,,,1/w1
1789039486.9023,sample,1,1,28586,15665.0,193.217,46.615,True,,,,,,,,,,,,1/w1
1789039487.7196,sample,1,1,28586,24079.0,720.61,373.632,True,,,,,,,,,,,,1/w1
1789039488.071,sample,1,1,28586,17595.0,351.226,122.494,True,,,,,,,,,,,,1/w1
1789039488.4777,sample,1,1,28586,27792.0,406.618,85.844,True,,,,,,,,,,,,1/w1
1789039488.9063,sample,1,1,28586,10590.0,428.482,55.845,True,,,,,,,,,,,,1/w1
1789039489.145,sample,1,1,28586,2832.0,238.507,38.307,True,,,,,,,,,,,,1/w1
1789039489.5999,sample,1,1,28586,25605.0,380.98,238.918,True,,,,,,,,,,,,1/w1
1789039490.0025,sample,1,1,28586,15183.0,402.36,113.148,True,,,,,,,,,,,,1/w1
1789039490.3105,sample,1,1,28586,12183.0,307.898,85.185,True,,,,,,,,,,,,1/w1
1789039490.5747,sample,1,1,28586,3535.0,264.145,72.562,True,,,,,,,,,,,,1/w1
1789039490.807,sample,1,1,28586,12048.0,232.176,61.96,True,,,,,,,,,,,,1/w1
1789039491.1,sample,1,1,28586,44624.0,292.816,54.575,True,,,,,,,,,,,,1/w1
1789039491.5591,sample,1,1,28586,5322.0,458.987,33.079,True,,,,,,,,,,,,1/w1
1789039492.705,sample,1,1,28586,20400.0,1045.653,558.797,True,,,,,,,,,,,,1/w1
1789039493.0626,sample,1,1,28586,43421.0,357.471,73.632,True,,,,,,,,,,,,1/w1
1789039493.3874,sample,1,1,28586,7839.0,324.653,55.123,True,,,,,,,,,,,,1/w1
1789039494.3964,sample,1,1,28586,40986.0,803.087,246.783,True,,,,,,,,,,,,1/w1
1789039494.797,sample,1,1,28586,16942.0,400.412,151.679,True,,,,,,,,,,,,1/w1
1789039495.1925,sample,1,1,28586,34683.0,395.368,97.201,True,,,,,,,,,,,,1/w1
1789039495.467,sample,1,1,28586,9821.0,274.379,57.479,True,,,,,,,,,,,,1/w1
1789039495.7493,sample,1,1,28586,32153.0,282.17,40.006,True,,,,,,,,,,,,1/w1
1789039496.6565,sample,1,1,28586,22574.0,592.628,199.596,True,,,,,,,,,,,,1/w1
1789039497.0541,sample,1,1,28586,4338.0,397.472,126.099,True,,,,,,,,,,,,1/w1
1789039497.4272,sample,1,1,28586,26614.0,372.894,98.666,True,,,,,,,,,,,,1/w1
1789039497.7394,sample,1,1,28586,10067.0,312.121,67.744,True,,,,,,,,,,,,1/w1
1789039498.0069,sample,1,1,28586,38940.0,267.416,59.066,True,,,,,,,,,,,,1/w1
1789039498.3392,sample,1,1,28586,43586.0,332.112,44.181,True,,,,,,,,,,,,1/w1
1789039499.07,sample,1,1,28586,29785.0,640.816,375.03,True,,,,,,,,,,,,1/w1
1789039499.5512,sample,1,1,28586,497.0,481.052,91.97,True,,,,,,,,,,,,1/w1
1789039499.8983,sample,1,1,28586,1304.0,346.948,65.814,True,,,,,,,,,,,,1/w1
1789039501.4956,sample,1,1,28586,13162.0,752.243,277.932,True,,,,,,,,,,,,1/w1
1789039501.8634,sample,1,1,28586,26925.0,367.536,113.207,True,,,,,,,,,,,,1/w1
1789039502.1997,sample,1,1,28586,12867.0,336.239,105.476,True,,,,,,,,,,,,1/w1
1789039502.4436,sample,1,1,28586,28852.0,243.725,60.107,True,,,,,,,,,,,,1/w1
1789039502.8476,sample,1,1,28586,28969.0,403.883,32.857,True,,,,,,,,,,,,1/w1
1789039503.4569,sample,1,1,28586,23008.0,482.909,242.515,True,,,,,,,,,,,,1/w1
1789039503.9712,sample,1,1,28586,3793.0,514.217,167.18,True,,,,,,,,,,,,1/w1
1789039504.4556,sample,1,1,28586,32304.0,484.188,93.88,True,,,,,,,,,,,,1/w1
1789039504.7791,sample,1,1,28586,5506.0,323.436,86.559,True,,,,,,,,,,,,1/w1
1789039505.0273,sample,1,1,28586,34359.0,248.099,66.969,True,,,,,,,,,,,,1/w1
1789039505.3539,sample,1,1,28586,3999.0,326.442,61.54,True,,,,,,,,,,,,1/w1
1789039506.103,sample,1,1,28586,44496.0,612.126,229.135,True,,,,,,,,,,,,1/w1
1789039506.4674,sample,1,1,28586,32809.0,364.188,104.273,True,,,,,,,,,,,,1/w1
1789039506.9295,sample,1,1,28586,34535.0,461.971,105.322,True,,,,,,,,,,,,1/w1
1789039507.2988,sample,1,1,28586,9191.0,369.148,62.188,True,,,,,,,,,,,,1/w1
1789039507.6059,sample,1,1,28586,32596.0,307.024,60.957,True,,,,,,,,,,,,1/w1
1789039509.166,sample,1,1,28586,4075.0,671.54,214.753,True,,,,,,,,,,,,1/w1
1789039509.595,sample,1,1,28586,11492.0,428.855,127.569,True,,,,,,,,,,,,1/w1
1789039509.9053,sample,1,1,28586,27034.0,310.168,71.395,True,,,,,,,,,,,,1/w1
1789039510.2641,sample,1,1,28586,44851.0,358.735,62.956,True,,,,,,,,,,,,1/w1
1789039510.6298,sample,1,1,28586,35618.0,365.606,37.733,True,,,,,,,,,,,,1/w1
1789039511.2826,sample,1,1,28586,9789.0,574.586,258.787,True,,,,,,,,,,,,1/w1
1789039511.6434,sample,1,1,28586,1830.0,360.709,120.987,True,,,,,,,,,,,,1/w1
1789039511.9873,sample,1,1,28586,3948.0,343.672,77.194,True,,,,,,,,,,,,1/w1
1789039512.2943,sample,1,1,28586,28912.0,306.928,71.396,True,,,,,,,,,,,,1/w1
1789039512.5856,sample,1,1,28586,24875.0,291.146,54.45,True,,,,,,,,,,,,1/w1
1789039512.8997,sample,1,1,28586,29308.0,314.002,44.236,True,,,,,,,,,,,,1/w1
1789039513.1995,sample,1,1,28586,33609.0,299.67,26.934,True,,,,,,,,,,,,1/w1
1789039514.3562,sample,1,1,28586,31700.0,960.4,391.533,True,,,,,,,,,,,,1/w1
1789039514.8084,sample,1,1,28586,14488.0,451.922,154.437,True,,,,,,,,,,,,1/w1
1789039515.1928,sample,1,1,28586,37393.0,384.316,77.559,True,,,,,,,,,,,,1/w1
1789039515.4728,sample,1,1,28586,39897.0,279.845,70.551,True,,,,,,,,,,,,1/w1
1789039515.6582,sample,1,1,28586,27144.0,185.285,35.012,True,,,,,,,,,,,,1/w1
1789039516.086,sample,1,1,28586,2593.0,427.751,19.598,True,,,,,,,,,,,,1/w1
1789039516.8364,sample,1,1,28586,1212.0,629.527,315.459,True,,,,,,,,,,,,1/w1
1789039517.2889,sample,1,1,28586,44108.0,452.302,165.839,True,,,,,,,,,,,,1/w1
1789039517.7217,sample,1,1,28586,30572.0,432.612,116.123,True,,,,,,,,,,,,1/w1
1789039518.0478,sample,1,1,28586,30138.0,326.008,38.659,True,,,,,,,,,,,,1/w1
1789039518.6221,sample,1,1,28586,22927.0,481.749,262.298,True,,,,,,,,,,,,1/w1
1789039519.0079,sample,1,1,28586,26771.0,385.636,131.67,True,,,,,,,,,,,,1/w1
1789039519.4362,sample,1,1,28586,38302.0,428.214,94.864,True,,,,,,,,,,,,1/w1
1789039519.7786,sample,1,1,28586,1091.0,342.271,63.513,True,,,,,,,,,,,,1/w1
1789039520.0764,sample,1,1,28586,9856.0,297.61,55.032,True,,,,,,,,,,,,1/w1
1789039520.4208,sample,1,1,28586,32123.0,344.306,10.369,True,,,,,,,,,,,,1/w1
1789039521.1082,sample,1,1,28586,12636.0,605.647,306.212,True,,,,,,,,,,,,1/w1
1789039521.5395,sample,1,1,28586,13808.0,431.191,94.468,True,,,,,,,,,,,,1/w1
1789039521.8385,sample,1,1,28586,42333.0,298.925,74.15,True,,,,,,,,,,,,1/w1
1789039522.067,sample,1,1,28586,6714.0,228.42,61.766,True,,,,,,,,,,,,1/w1
1789039522.4196,sample,1,1,28586,6406.0,352.511,51.164,True,,,,,,,,,,,,1/w1
1789039522.8488,sample,1,1,28586,28104.0,428.989,41.385,True,,,,,,,,,,,,1/w1
1789039523.0918,sample,1,1,28586,37131.0,242.976,22.247,True,,,,,,,,,,,,1/w1
1789039523.7639,sample,1,1,28586,39409.0,584.508,269.377,True,,,,,,,,,,,,1/w1
1789039524.1826,sample,1,1,28586,30297.0,418.57,140.643,True,,,,,,,,,,,,1/w1
1789039524.6143,sample,1,1,28586,44992.0,431.477,88.624,True,,,,,,,,,,,,1/w1
1789039524.9367,sample,1,1,28586,5751.0,322.289,65.209,True,,,,,,,,,,,,1/w1
1789039525.1385,sample,1,1,28586,26680.0,201.703,40.619,True,,,,,,,,,,,,1/w1
1789039525.3639,sample,1,1,28586,2820.0,225.32,19.993,True,,,,,,,,,,,,1/w1
1789039525.9997,sample,1,1,28586,31330.0,566.629,300.999,True,,,,,,,,,,,,1/w1
1789039526.2816,sample,1,1,28586,13125.0,281.767,116.624,True,,,,,,,,,,,,1/w1
1789039526.5737,sample,1,1,28586,6213.0,291.95,73.084,True,,,,,,,,,,,,1/w1
1789039526.8539,sample,1,1,28586,18843.0,280.073,63.959,True,,,,,,,,,,,,1/w1
1789039527.1701,sample,1,1,28586,42181.0,316.057,50.914,True,,,,,,,,,,,,1/w1
1789039527.4686,sample,1,1,28586,10017.0,298.455,37.998,True,,,,,,,,,,,,1/w1
1789039527.7724,sample,1,1,28586,29895.0,303.695,29.847,True,,,,,,,,,,,,1/w1
1789039528.4315,sample,1,1,28586,28477.0,539.995,294.278,True,,,,,,,,,,,,1/w1
1789039528.8467,sample,1,1,28586,15152.0,415.055,99.738,True,,,,,,,,,,,,1/w1
1789039529.2549,sample,1,1,28586,1503.0,408.101,96.165,True,,,,,,,,,,,,1/w1
1789039529.5783,sample,1,1,28586,30725.0,323.286,65.751,True,,,,,,,,,,,,1/w1
1789039529.9619,sample,1,1,28586,27047.0,383.52,57.666,True,,,,,,,,,,,,1/w1
1789039530.1577,sample,1,1,28586,10023.0,195.634,28.266,True,,,,,,,,,,,,1/w1
1789039530.4404,sample,1,1,28586,27096.0,282.68,19.965,True,,,,,,,,,,,,1/w1
1789039531.2966,sample,1,1,28586,33923.0,777.081,313.645,True,,,,,,,,,,,,1/w1
1789039531.6904,sample,1,1,28586,4873.0,393.657,127.958,True,,,,,,,,,,,,1/w1
1789039532.0294,sample,1,1,28586,43207.0,338.861,77.473,True,,,,,,,,,,,,1/w1
1789039532.2926,sample,1,1,28586,32929.0,263.108,51.025,True,,,,,,,,,,,,1/w1
1789039537.2513,sample,1,0,29235,1385.0,940.211,524.134,True,,,,,,,,,,,,1/w0
1789039537.8505,sample,1,0,29235,50.0,598.889,44.226,True,,,,,,,,,,,,1/w0
1789039538.1653,sample,1,0,29235,4108.0,314.651,26.781,True,,,,,,,,,,,,1/w0
1789039538.5328,sample,1,0,29235,543.0,367.463,24.525,True,,,,,,,,,,,,1/w0
1789039538.7887,sample,1,0,29235,4662.0,255.85,17.549,True,,,,,,,,,,,,1/w0
1789039539.0341,sample,1,0,29235,1643.0,245.307,12.159,True,,,,,,,,,,,,1/w0
1789039539.6806,sample,1,0,29235,4534.0,499.604,141.963,True,,,,,,,,,,,,1/w0
1789039540.0318,sample,1,0,29235,3805.0,351.068,36.389,True,,,,,,,,,,,,1/w0
1789039540.3581,sample,1,0,29235,3377.0,326.251,26.046,True,,,,,,,,,,,,1/w0
1789039540.6436,sample,1,0,29235,2612.0,285.397,22.4,True,,,,,,,,,,,,1/w0
1789039540.9932,sample,1,0,29235,4707.0,349.556,19.778,True,,,,,,,,,,,,1/w0
1789039541.2219,sample,1,0,29235,3421.0,228.617,17.822,True,,,,,,,,,,,,1/w0
1789039541.6814,sample,1,0,29235,3280.0,369.684,142.486,True,,,,,,,,,,,,1/w0
1789039542.218,sample,1,0,29235,3458.0,536.472,47.028,True,,,,,,,,,,,,1/w0
1789039542.5804,sample,1,0,29235,1790.0,362.35,30.27,True,,,,,,,,,,,,1/w0
1789039542.9199,sample,1,0,29235,3505.0,339.363,32.264,True,,,,,,,,,,,,1/w0
1789039543.1619,sample,1,0,29235,3262.0,241.935,15.876,True,,,,,,,,,,,,1/w0
1789039543.8038,sample,1,0,29235,2875.0,499.13,124.896,True,,,,,,,,,,,,1/w0
1789039544.168,sample,1,0,29235,2837.0,364.12,38.177,True,,,,,,,,,,,,1/w0
1789039544.5124,sample,1,0,29235,4314.0,344.363,29.394,True,,,,,,,,,,,,1/w0
1789039544.8972,sample,1,0,29235,4357.0,384.642,25.878,True,,,,,,,,,,,,1/w0
1789039545.1715,sample,1,0,29235,4417.0,274.24,25.682,True,,,,,,,,,,,,1/w0
1789039545.5073,sample,1,0,29235,4857.0,335.727,16.624,True,,,,,,,,,,,,1/w0
1789039545.7744,sample,1,0,29235,619.0,267.03,11.149,True,,,,,,,,,,,,1/w0
1789039546.1164,sample,1,0,29235,1811.0,341.882,10.034,True,,,,,,,,,,,,1/w0
1789039546.7231,sample,1,0,29235,591.0,506.287,116.733,True,,,,,,,,,,,,1/w0
1789039547.0465,sample,1,0,29235,1872.0,323.377,29.546,True,,,,,,,,,,,,1/w0
1789039547.4078,sample,1,0,29235,4352.0,361.139,30.36,True,,,,,,,,,,,,1/w0
1789039547.7397,sample,1,0,29235,2264.0,331.859,25.38,True,,,,,,,,,,,,1/w0
1789039548.129,sample,1,0,29235,2216.0,389.17,22.034,True,,,,,,,,,,,,1/w0
1789039548.4268,sample,1,0,29235,1873.0,297.807,18.722,True,,,,,,,,,,,,1/w0
1789039548.6849,sample,1,0,29235,26.0,257.963,16.448,True,,,,,,,,,,,,1/w0
1789039549.0372,sample,1,0,29235,3170.0,352.263,12.546,True,,,,,,,,,,,,1/w0
1789039549.5072,sample,1,0,29235,3516.0,395.126,122.434,True,,,,,,,,,,,,1/w0
1789039549.876,sample,1,0,29235,572.0,368.69,42.514,True,,,,,,,,,,,,1/w0
1789039550.2702,sample,1,0,29235,4836.0,394.137,33.244,True,,,,,,,,,,,,1/w0
1789039550.6476,sample,1,0,29235,1494.0,377.227,25.092,True,,,,,,,,,,,,1/w0
1789039550.9871,sample,1,0,29235,1771.0,339.417,20.88,True,,,,,,,,,,,,1/w0
1789039551.3079,sample,1,0,29235,3954.0,320.753,12.534,True,,,,,,,,,,,,1/w0
1789039551.647,sample,1,0,29235,2561.0,245.866,112.66,True,,,,,,,,,,,,1/w0
1789039552.091,sample,1,0,29235,3504.0,443.916,56.06,True,,,,,,,,,,,,1/w0
1789039552.3214,sample,1,0,29235,4095.0,230.322,30.44,True,,,,,,,,,,,,1/w0
1789039552.8698,sample,1,0,29235,4601.0,548.279,24.157,True,,,,,,,,,,,,1/w0
1789039553.111,sample,1,0,29235,2525.0,241.076,17.489,True,,,,,,,,,,,,1/w0
1789039553.3162,sample,1,0,29235,2147.0,205.136,9.731,True,,,,,,,,,,,,1/w0
1789039554.0853,sample,1,0,29235,2237.0,677.005,113.586,True,,,,,,,,,,,,1/w0
1789039554.4921,sample,1,0,29235,2769.0,406.661,47.737,True,,,,,,,,,,,,1/w0
1789039554.6885,sample,1,0,29235,349.0,196.357,35.102,True,,,,,,,,,,,,1/w0
1789039555.0007,sample,1,0,29235,3342.0,312.166,28.462,True,,,,,,,,,,,,1/w0
1789039555.4478,sample,1,0,29235,3634.0,447.033,32.405,True,,,,,,,,,,,,1/w0
1789039555.9205,sample,1,0,29235,1566.0,370.017,131.203,True,,,,,,,,,,,,1/w0
1789039556.3324,sample,1,0,29235,336.0,411.774,50.83,True,,,,,,,,,,,,1/w0
1789039556.8467,sample,1,0,29235,4788.0,514.186,28.565,True,,,,,,,,,,,,1/w0
1789039557.2,sample,1,0,29235,1982.0,353.199,31.507,True,,,,,,,,,,,,1/w0
1789039557.5368,sample,1,0,29235,1731.0,336.713,19.409,True,,,,,,,,,,,,1/w0
1789039558.1848,sample,1,0,29235,2092.0,566.021,135.411,True,,,,,,,,,,,,1/w0
1789039558.6613,sample,1,0,29235,1749.0,476.411,39.408,True,,,,,,,,,,,,1/w0
1789039559.074,sample,1,0,29235,4344.0,412.608,34.822,True,,,,,,,,,,,,1/w0
1789039559.4551,sample,1,0,29235,3650.0,380.992,26.762,True,,,,,,,,,,,,1/w0
1789039559.7443,sample,1,0,29235,141.0,289.178,21.429,True,,,,,,,,,,,,1/w0
1789039560.0972,sample,1,0,29235,1592.0,352.852,9.853,True,,,,,,,,,,,,1/w0
1789039560.738,sample,1,0,29235,1094.0,547.513,153.705,True,,,,,,,,,,,,1/w0
1789039561.2373,sample,1,0,29235,3044.0,499.178,53.345,True,,,,,,,,,,,,1/w0
1789039561.5804,sample,1,0,29235,3987.0,343.067,25.411,True,,,,,,,,,,,,1/w0
1789039561.9035,sample,1,0,29235,3889.0,323.054,13.609,True,,,,,,,,,,,,1/w0
1789039562.4396,sample,1,0,29235,3011.0,429.155,138.78,True,,,,,,,,,,,,1/w0
1789039563.0459,sample,1,0,29235,3669.0,606.217,35.145,True,,,,,,,,,,,,1/w0
1789039563.3038,sample,1,0,29235,1033.0,257.765,30.468,True,,,,,,,,,,,,1/w0
1789039563.5638,sample,1,0,29235,3845.0,259.887,20.504,True,,,,,,,,,,,,1/w0
1789039563.8485,sample,1,0,29235,2512.0,284.661,15.395,True,,,,,,,,,,,,1/w0
1789039564.1348,sample,1,0,29235,1456.0,286.183,9.839,True,,,,,,,,,,,,1/w0
1789039564.8867,sample,1,0,29235,1323.0,653.271,171.126,True,,,,,,,,,,,,1/w0
1789039565.2273,sample,1,0,29235,4000.0,340.498,29.983,True,,,,,,,,,,,,1/w0
1789039565.5268,sample,1,0,29235,498.0,299.398,20.627,True,,,,,,,,,,,,1/w0
1789039565.7841,sample,1,0,29235,1616.0,257.19,17.037,True,,,,,,,,,,,,1/w0
1789039566.0861,sample,1,0,29235,4539.0,302.007,15.431,True,,,,,,,,,,,,1/w0
1789039566.5704,sample,1,0,29235,3791.0,381.967,122.683,True,,,,,,,,,,,,1/w0
1789039567.1022,sample,1,0,29235,2171.0,531.751,48.586,True,,,,,,,,,,,,1/w0
1789039567.3644,sample,1,0,29235,913.0,262.062,32.35,True,,,,,,,,,,,,1/w0
1789039567.6113,sample,1,0,29235,3449.0,246.836,27.361,True,,,,,,,,,,,,1/w0
1789039568.0122,sample,1,0,29235,2202.0,400.864,21.214,True,,,,,,,,,,,,1/w0
1789039568.3023,sample,1,0,29235,4801.0,289.99,11.043,True,,,,,,,,,,,,1/w0
1789039568.8866,sample,1,0,29235,947.0,491.185,113.37,True,,,,,,,,,,,,1/w0
1789039569.2476,sample,1,0,29235,2936.0,360.951,38.075,True,,,,,,,,,,,,1/w0
1789039569.6636,sample,1,0,29235,4743.0,415.854,27.666,True,,,,,,,,,,,,1/w0
1789039570.0251,sample,1,0,29235,579.0,361.457,26.215,True,,,,,,,,,,,,1/w0
1789039570.2536,sample,1,0,29235,1654.0,228.332,22.047,True,,,,,,,,,,,,1/w0
1789039570.6541,sample,1,0,29235,4005.0,400.39,18.668,True,,,,,,,,,,,,1/w0
1789039571.0578,sample,1,0,29235,1973.0,403.63,10.487,True,,,,,,,,,,,,1/w0
1789039571.5217,sample,1,0,29235,4076.0,351.688,132.047,True,,,,,,,,,,,,1/w0
1789039571.8041,sample,1,0,29235,1106.0,282.229,47.855,True,,,,,,,,,,,,1/w0
1789039572.2148,sample,1,0,29235,4876.0,410.634,37.204,True,,,,,,,,,,,,1/w0
1789039572.5619,sample,1,0,29235,313.0,347.051,31.532,True,,,,,,,,,,,,1/w0
1789039572.8142,sample,1,0,29235,4602.0,252.177,24.214,True,,,,,,,,,,,,1/w0
1789039573.8015,sample,1,0,29235,4559.0,524.756,166.501,True,,,,,,,,,,,,1/w0
1789039574.2048,sample,1,0,29235,4542.0,403.116,45.808,True,,,,,,,,,,,,1/w0
1789039574.5882,sample,1,0,29235,1832.0,383.265,35.462,True,,,,,,,,,,,,1/w0
1789039574.8408,sample,1,0,29235,3691.0,252.499,25.505,True,,,,,,,,,,,,1/w0
1789039574.9991,sample,1,0,29235,4719.0,158.247,15.44,True,,,,,,,,,,,,1/w0
1789039575.7319,sample,1,0,29235,3438.0,643.954,163.407,True,,,,,,,,,,,,1/w0
1789039576.1292,sample,1,0,29235,511.0,397.257,46.949,True,,,,,,,,,,,,1/w0
1789039576.5348,sample,1,0,29235,4928.0,405.451,31.741,True,,,,,,,,,,,,1/w0
1789039576.7195,sample,1,0,29235,2211.0,184.637,30.725,True,,,,,,,,,,,,1/w0
1789039577.0306,sample,1,0,29235,2252.0,311.031,22.933,True,,,,,,,,,,,,1/w0
1789039577.2789,sample,1,0,29235,2044.0,248.204,14.746,True,,,,,,,,,,,,1/w0
1789039577.7216,sample,1,0,29235,4580.0,345.91,112.781,True,,,,,,,,,,,,1/w0
1789039577.9691,sample,1,0,29235,3685.0,247.351,36.092,True,,,,,,,,,,,,1/w0
1789039578.4541,sample,1,0,29235,1412.0,484.904,28.889,True,,,,,,,,,,,,1/w0
1789039578.8418,sample,1,0,29235,4586.0,387.707,23.106,True,,,,,,,,,,,,1/w0
1789039579.0876,sample,1,0,29235,3953.0,245.682,20.562,True,,,,,,,,,,,,1/w0
1789039579.2962,sample,1,0,29235,224.0,208.489,17.973,True,,,,,,,,,,,,1/w0
1789039579.5899,sample,1,0,29235,2510.0,293.631,15.483,True,,,,,,,,,,,,1/w0
1789039580.4394,sample,1,0,29235,1719.0,724.633,200.643,True,,,,,,,,,,,,1/w0
1789039580.8178,sample,1,0,29235,2057.0,378.275,37.784,True,,,,,,,,,,,,1/w0
1789039581.3264,sample,1,0,29235,1524.0,443.231,126.93,True,,,,,,,,,,,,1/w0
1789039581.6368,sample,1,0,29235,3196.0,310.329,37.567,True,,,,,,,,,,,,1/w0
1789039581.8283,sample,1,0,29235,2873.0,191.329,27.798,True,,,,,,,,,,,,1/w0
1789039582.3351,sample,1,0,29235,3221.0,506.712,27.773,True,,,,,,,,,,,,1/w0
1789039582.732,sample,1,0,29235,4577.0,396.82,22.663,True,,,,,,,,,,,,1/w0
1789039583.225,sample,1,0,29235,4526.0,492.908,18.837,True,,,,,,,,,,,,1/w0
1789039583.764,sample,1,0,29235,1477.0,256.695,130.219,True,,,,,,,,,,,,1/w0
1789039583.97,sample,1,0,29235,2787.0,205.939,46.563,True,,,,,,,,,,,,1/w0
1789039584.3448,sample,1,0,29235,1161.0,374.734,33.581,True,,,,,,,,,,,,1/w0
1789039584.632,sample,1,0,29235,4009.0,287.064,28.645,True,,,,,,,,,,,,1/w0
1789039584.9238,sample,1,0,29235,1947.0,291.704,16.266,True,,,,,,,,,,,,1/w0
1789039585.2717,sample,1,0,29235,415.0,347.815,15.003,True,,,,,,,,,,,,1/w0
1789039585.634,sample,1,0,29235,3910.0,362.296,10.633,True,,,,,,,,,,,,1/w0
1789039586.2061,sample,1,0,29235,323.0,376.066,129.118,True,,,,,,,,,,,,1/w0
1789039586.589,sample,1,0,29235,2950.0,382.793,46.101,True,,,,,,,,,,,,1/w0
1789039586.8756,sample,1,0,29235,1621.0,286.445,38.298,True,,,,,,,,,,,,1/w0
1789039587.195,sample,1,0,29235,1928.0,319.26,28.269,True,,,,,,,,,,,,1/w0
1789039587.6284,sample,1,0,29235,1589.0,433.364,18.811,True,,,,,,,,,,,,1/w0
1789039588.2532,sample,1,0,29235,1372.0,568.703,157.884,True,,,,,,,,,,,,1/w0
1789039588.7237,sample,1,0,29235,1330.0,470.372,38.713,True,,,,,,,,,,,,1/w0
1789039589.0791,sample,1,0,29235,3404.0,355.348,35.445,True,,,,,,,,,,,,1/w0
1789039589.4126,sample,1,0,29235,596.0,333.379,23.165,True,,,,,,,,,,,,1/w0
1789039589.6666,sample,1,0,29235,988.0,253.938,18.927,True,,,,,,,,,,,,1/w0
1789039590.1122,sample,1,0,29235,4469.0,445.538,10.571,True,,,,,,,,,,,,1/w0
1789039590.5486,sample,1,0,29235,4608.0,355.776,142.13,True,,,,,,,,,,,,1/w0
1789039590.8418,sample,1,0,29235,657.0,293.086,52.786,True,,,,,,,,,,,,1/w0
1789039591.1189,sample,1,0,29235,2245.0,277.0,47.609,True,,,,,,,,,,,,1/w0
1789039591.3447,sample,1,0,29235,3454.0,225.682,20.78,True,,,,,,,,,,,,1/w0
1789039591.664,sample,1,0,29235,3371.0,319.231,11.188,True,,,,,,,,,,,,1/w0
1789039592.2378,sample,1,0,29235,4556.0,573.678,9.18,True,,,,,,,,,,,,1/w0
1789039592.7772,sample,1,0,29235,2567.0,421.98,136.566,True,,,,,,,,,,,,1/w0
1789039592.996,sample,1,0,29235,4230.0,218.704,38.526,True,,,,,,,,,,,,1/w0
1789039593.3147,sample,1,0,29235,3813.0,318.596,31.419,True,,,,,,,,,,,,1/w0
1789039593.5187,sample,1,0,29235,2149.0,203.93,28.83,True,,,,,,,,,,,,1/w0
1789039594.5878,sample,1,0,29235,85.0,979.756,227.802,True,,,,,,,,,,,,1/w0
1789039594.8641,sample,1,0,29235,1297.0,276.203,23.744,True,,,,,,,,,,,,1/w0
1789039595.1478,sample,1,0,29235,1902.0,283.607,31.637,True,,,,,,,,,,,,1/w0
1789039595.6901,sample,1,0,29235,709.0,314.494,115.842,True,,,,,,,,,,,,1/w0
1789039595.9837,sample,1,0,29235,1644.0,293.463,49.211,True,,,,,,,,,,,,1/w0
1789039596.4803,sample,1,0,29235,2909.0,496.578,69.027,True,,,,,,,,,,,,1/w0
1789039596.8558,sample,1,0,29235,223.0,375.344,29.434,True,,,,,,,,,,,,1/w0
1789039597.0601,sample,1,0,29235,4552.0,204.241,20.265,True,,,,,,,,,,,,1/w0
1789039597.775,sample,1,0,29235,4018.0,507.706,130.408,True,,,,,,,,,,,,1/w0
1789039598.1208,sample,1,0,29235,1792.0,345.594,57.802,True,,,,,,,,,,,,1/w0
1789039598.512,sample,1,0,29235,1962.0,391.176,52.185,True,,,,,,,,,,,,1/w0
1789039598.7478,sample,1,0,29235,412.0,235.59,27.297,True,,,,,,,,,,,,1/w0
1789039599.4445,sample,1,0,29235,609.0,489.482,135.834,True,,,,,,,,,,,,1/w0
1789039599.8523,sample,1,0,29235,2319.0,407.74,41.491,True,,,,,,,,,,,,1/w0
