t,kind,rank,worker,pid,index,wall_ms,cpu_ms,ok,n_in,seq_len,global_step,epoch,local_step,load_ms,t_batch,t_fwd,t_bwd,t_opt,t_end
1789038495.2307,timeline,0,-1,28340,,,,,,,144.0,0.0,145.0,0.112,71951.224372,71953.126531,71953.146647,71953.146647,71953.146667
1789038495.2298,timeline,3,-1,28343,,,,,,,144.0,0.0,145.0,1819.742,71953.034967,71953.125113,71953.145668,71953.145668,71953.145685
1789038495.4143,timeline,3,-1,28343,,,,,,,145.0,0.0,146.0,0.092,71953.146046,71953.306849,71953.330232,71953.330232,71953.330251
1789038495.4163,timeline,2,-1,28342,,,,,,,145.0,0.0,146.0,0.093,71953.146056,71953.307226,71953.332254,71953.332254,71953.332272
1789038495.4126,timeline,0,-1,28340,,,,,,,145.0,0.0,146.0,0.144,71953.147244,71953.307638,71953.328479,71953.328479,71953.328499
1789038495.4118,timeline,1,-1,28341,,,,,,,145.0,0.0,146.0,0.102,71953.148864,71953.308067,71953.327666,71953.327666,71953.327679
1789038497.766,timeline,1,-1,28341,,,,,,,146.0,0.0,147.0,0.096,71953.32799,71955.404083,71955.681914,71955.681914,71955.681926
1789038497.7647,timeline,0,-1,28340,,,,,,,146.0,0.0,147.0,0.133,71953.328931,71955.429276,71955.680612,71955.680612,71955.680629
1789038497.7613,timeline,2,-1,28342,,,,,,,146.0,0.0,147.0,0.128,71953.332699,71955.402778,71955.677241,71955.677241,71955.677256
1789038497.7426,timeline,3,-1,28343,,,,,,,146.0,0.0,147.0,1941.983,71955.272484,71955.402715,71955.658463,71955.658463,71955.658479
1789038497.8749,timeline,3,-1,28343,,,,,,,147.0,0.0,148.0,0.079,71955.658844,71955.770709,71955.790812,71955.790812,71955.790827
1789038497.8756,timeline,2,-1,28342,,,,,,,147.0,0.0,148.0,0.083,71955.67762,71955.771609,71955.791507,71955.791507,71955.791519
1789038497.8755,timeline,0,-1,28340,,,,,,,147.0,0.0,148.0,0.179,71955.681176,71955.771764,71955.791373,71955.791373,71955.791385
1789038497.8769,timeline,1,-1,28341,,,,,,,147.0,0.0,148.0,0.089,71955.682297,71955.772963,71955.792852,71955.792852,71955.792864
1789038500.326,timeline,0,-1,28340,,,,,,,148.0,0.0,149.0,0.111,71955.791742,71958.221307,71958.241937,71958.241937,71958.241959
1789038500.3349,timeline,2,-1,28342,,,,,,,148.0,0.0,149.0,0.105,71955.791858,71958.221665,71958.250808,71958.250808,71958.250823
1789038500.3299,timeline,1,-1,28341,,,,,,,148.0,0.0,149.0,0.094,71955.793171,71958.222801,71958.245804,71958.245804,71958.245821
1789038500.324,timeline,3,-1,28343,,,,,,,148.0,0.0,149.0,2337.23,71958.128386,71958.219042,71958.239905,71958.239905,71958.239922
1789038500.7867,timeline,3,-1,28343,,,,,,,149.0,0.0,150.0,0.1,71958.240197,71958.454885,71958.702569,71958.702569,71958.702585
1789038500.7795,timeline,0,-1,28340,,,,,,,149.0,0.0,150.0,0.146,71958.242512,71958.45071,71958.695409,71958.695409,71958.695421
1789038500.7787,timeline,1,-1,28341,,,,,,,149.0,0.0,150.0,0.111,71958.246098,71958.45271,71958.694609,71958.694609,71958.694622
1789038500.7938,timeline,2,-1,28342,,,,,,,149.0,0.0,150.0,0.094,71958.251203,71958.451025,71958.709719,71958.709719,71958.709729
1789038503.1667,timeline,1,-1,28341,,,,,,,150.0,0.0,151.0,0.085,71958.694976,71961.062077,71961.082577,71961.082577,71961.082594
1789038503.1698,timeline,0,-1,28340,,,,,,,150.0,0.0,151.0,0.109,71958.695796,71961.065839,71961.08566,71961.08566,71961.085678
1789038503.1737,timeline,2,-1,28342,,,,,,,150.0,0.0,151.0,0.089,71958.71009,71961.060373,71961.089561,71961.089561,71961.089581
1789038503.1635,timeline,3,-1,28343,,,,,,,150.0,0.0,151.0,2241.986,71960.944825,71961.060145,71961.079413,71961.079413,71961.079432
1789038503.3483,timeline,3,-1,28343,,,,,,,151.0,0.0,152.0,0.09,71961.079798,71961.243063,71961.264218,71961.264218,71961.26424
1789038503.3473,timeline,1,-1,28341,,,,,,,151.0,0.0,152.0,0.104,71961.082975,71961.24374,71961.263245,71961.263245,71961.263257
1789038503.3447,timeline,0,-1,28340,,,,,,,151.0,0.0,152.0,0.15,71961.086107,71961.241092,71961.260612,71961.260612,71961.260625
1789038503.3575,timeline,2,-1,28342,,,,,,,151.0,0.0,152.0,0.108,71961.089991,71961.243302,71961.273442,71961.273442,71961.273459
1789038506.2479,timeline,0,-1,28340,,,,,,,152.0,0.0,153.0,0.113,71961.260987,71963.915399,71964.163806,71964.163806,71964.163818
1789038506.2527,timeline,1,-1,28341,,,,,,,152.0,0.0,153.0,0.093,71961.263565,71963.917444,71964.168644,71964.168644,71964.16866
1789038506.2718,timeline,2,-1,28342,,,,,,,152.0,0.0,153.0,0.131,71961.273748,71963.915661,71964.187735,71964.187735,71964.187747
1789038506.253,timeline,3,-1,28343,,,,,,,152.0,0.0,153.0,2559.311,71963.823927,71963.915021,71964.168903,71964.168903,71964.168923
1789038506.3815,timeline,0,-1,28340,,,,,,,153.0,0.0,154.0,0.141,71964.16427,71964.277859,71964.297375,71964.297375,71964.297392
1789038506.3849,timeline,1,-1,28341,,,,,,,153.0,0.0,154.0,0.096,71964.16896,71964.280219,71964.300778,71964.300778,71964.300794
1789038506.3832,timeline,3,-1,28343,,,,,,,153.0,0.0,154.0,0.091,71964.169177,71964.277907,71964.299085,71964.299085,71964.299098
1789038506.4069,timeline,2,-1,28342,,,,,,,153.0,0.0,154.0,0.076,71964.188312,71964.276779,71964.322769,71964.322769,71964.32278
1789038508.6679,timeline,0,-1,28340,,,,,,,154.0,0.0,155.0,0.133,71964.297809,71966.563775,71966.583816,71966.583816,71966.58384
1789038508.6917,timeline,1,-1,28341,,,,,,,154.0,0.0,155.0,0.103,71964.301148,71966.584356,71966.607609,71966.607609,71966.607629
1789038508.6679,timeline,2,-1,28342,,,,,,,154.0,0.0,155.0,0.111,71964.323126,71966.562405,71966.583845,71966.583845,71966.583861
1789038508.6659,timeline,3,-1,28343,,,,,,,154.0,0.0,155.0,2171.862,71966.47117,71966.56098,71966.581835,71966.581835,71966.581853
1789038509.1119,timeline,3,-1,28343,,,,,,,155.0,0.0,156.0,0.09,71966.582219,71966.781687,71967.027798,71967.027798,71967.027815
1789038509.1339,timeline,2,-1,28342,,,,,,,155.0,0.0,156.0,0.111,71966.584117,71966.781974,71967.049815,71967.049815,71967.049826
1789038509.1192,timeline,0,-1,28340,,,,,,,155.0,0.0,156.0,0.201,71966.584413,71966.781955,71967.035099,71967.035099,71967.035113
1789038509.1195,timeline,1,-1,28341,,,,,,,155.0,0.0,156.0,0.124,71966.608038,71966.790278,71967.035397,71967.035397,71967.035415
1789038510.8818,timeline,0,-1,28340,,,,,,,156.0,0.0,157.0,0.104,71967.035361,71968.777152,71968.797662,71968.797662,71968.797681
1789038510.8822,timeline,1,-1,28341,,,,,,,156.0,0.0,157.0,0.095,71967.03567,71968.777602,71968.798128,71968.798128,71968.798148
1789038510.8804,timeline,2,-1,28342,,,,,,,156.0,0.0,157.0,0.09,71967.05017,71968.775942,71968.796347,71968.796347,71968.79636
1789038510.8802,timeline,3,-1,28343,,,,,,,156.0,0.0,157.0,1656.245,71968.684322,71968.775215,71968.796064,71968.796064,71968.79608
1789038511.0632,timeline,3,-1,28343,,,,,,,157.0,0.0,158.0,0.092,71968.796424,71968.958471,71968.979151,71968.979151,71968.979166
1789038511.0632,timeline,2,-1,28342,,,,,,,157.0,0.0,158.0,0.092,71968.796691,71968.958766,71968.979127,71968.979127,71968.979146
1789038511.0623,timeline,0,-1,28340,,,,,,,157.0,0.0,158.0,0.153,71968.798117,71968.958536,71968.978244,71968.978244,71968.978258
1789038511.0787,timeline,1,-1,28341,,,,,,,157.0,0.0,158.0,0.119,71968.798436,71968.9614,71968.994634,71968.994634,71968.994652
1789038513.1618,timeline,0,-1,28340,,,,,,,158.0,0.0,159.0,0.118,71968.978636,71970.791284,71971.07769,71971.07769,71971.077702
1789038513.1167,timeline,2,-1,28342,,,,,,,158.0,0.0,159.0,0.113,71968.979553,71970.790426,71971.032582,71971.032582,71971.032598
1789038513.1227,timeline,1,-1,28341,,,,,,,158.0,0.0,159.0,0.136,71968.994963,71970.792378,71971.038657,71971.038657,71971.038672
1789038513.1274,timeline,3,-1,28343,,,,,,,158.0,0.0,159.0,1720.911,71970.700418,71970.790788,71971.043325,71971.043325,71971.043337
1789038513.2725,timeline,2,-1,28342,,,,,,,159.0,0.0,160.0,0.077,71971.032963,71971.167777,71971.188442,71971.188442,71971.188459
1789038513.298,timeline,1,-1,28341,,,,,,,159.0,0.0,160.0,0.089,71971.038913,71971.193618,71971.213891,71971.213891,71971.213908
1789038513.273,timeline,3,-1,28343,,,,,,,159.0,0.0,160.0,0.074,71971.043657,71971.168481,71971.188877,71971.188877,71971.188891
1789038513.2728,timeline,0,-1,28340,,,,,,,159.0,0.0,160.0,0.124,71971.078093,71971.168094,71971.188694,71971.188694,71971.188706
1789038515.3784,timeline,2,-1,28342,,,,,,,160.0,0.0,161.0,0.11,71971.188857,71973.19117,71973.289179,71973.289179,71973.294337
1789038515.3829,timeline,0,-1,28340,,,,,,,160.0,0.0,161.0,0.112,71971.18907,71973.191662,71973.289215,71973.289215,71973.298869
1789038515.3784,timeline,1,-1,28341,,,,,,,160.0,0.0,161.0,0.103,71971.214258,71973.19882,71973.289159,71973.289159,71973.294327
1789038515.3784,timeline,3,-1,28343,,,,,,,160.0,0.0,161.0,1883.825,71973.072924,71973.190941,71973.289181,71973.289181,71973.294336
1789038515.7468,timeline,3,-1,28343,,,,,,,161.0,0.0,162.0,0.099,71973.29467,71973.413422,71973.662716,71973.662716,71973.662731
1789038515.749,timeline,1,-1,28341,,,,,,,161.0,0.0,162.0,0.106,71973.294684,71973.415896,71973.664874,71973.664874,71973.664888
1789038515.7633,timeline,2,-1,28342,,,,,,,161.0,0.0,162.0,0.101,71973.29469,71973.413455,71973.67922,71973.67922,71973.679232
1789038515.7653,timeline,0,-1,28340,,,,,,,161.0,0.0,162.0,0.179,71973.299335,71973.418977,71973.681176,71973.681176,71973.681192
1789038517.9324,timeline,1,-1,28341,,,,,,,162.0,0.0,163.0,0.117,71973.665364,71975.82784,71975.848319,71975.848319,71975.848335
1789038517.9296,timeline,2,-1,28342,,,,,,,162.0,0.0,163.0,0.093,71973.67959,71975.825347,71975.845553,71975.845553,71975.845568
1789038517.9323,timeline,0,-1,28340,,,,,,,162.0,0.0,163.0,0.123,71973.681613,71975.827247,71975.848215,71975.848215,71975.848237
1789038517.9295,timeline,3,-1,28343,,,,,,,162.0,0.0,163.0,2071.749,71975.734712,71975.824656,71975.845391,71975.845391,71975.845405
1789038518.1138,timeline,3,-1,28343,,,,,,,163.0,0.0,164.0,0.091,71975.845735,71976.009678,71976.029738,71976.029738,71976.029749
1789038518.1132,timeline,2,-1,28342,,,,,,,163.0,0.0,164.0,0.091,71975.845908,71976.009584,71976.029125,71976.029125,71976.029135
1789038518.1144,timeline,0,-1,28340,,,,,,,163.0,0.0,164.0,0.139,71975.848636,71976.010309,71976.030326,71976.030326,71976.03034
1789038518.1171,timeline,1,-1,28341,,,,,,,163.0,0.0,164.0,0.109,71975.848731,71976.012318,71976.033007,71976.033007,71976.033024
1789038520.6674,timeline,2,-1,28342,,,,,,,164.0,0.0,165.0,0.097,71976.029357,71978.313838,71978.583302,71978.583302,71978.583313
1789038520.6776,timeline,0,-1,28340,,,,,,,164.0,0.0,165.0,0.112,71976.03058,71978.318747,71978.593519,71978.593519,71978.593531
1789038520.6744,timeline,1,-1,28341,,,,,,,164.0,0.0,165.0,0.095,71976.033412,71978.315872,71978.590303,71978.590303,71978.590316
1789038520.6526,timeline,3,-1,28343,,,,,,,164.0,0.0,165.0,2166.831,71978.196994,71978.31345,71978.568534,71978.568534,71978.568552
1789038520.7882,timeline,3,-1,28343,,,,,,,165.0,0.0,166.0,0.194,71978.568913,71978.683362,71978.704071,71978.704071,71978.704081
1789038520.7873,timeline,2,-1,28342,,,,,,,165.0,0.0,166.0,0.075,71978.583538,71978.683169,71978.70324,71978.70324,71978.703251
1789038520.7895,timeline,1,-1,28341,,,,,,,165.0,0.0,166.0,0.091,71978.590722,71978.685474,71978.705447,71978.705447,71978.705461
1789038520.7889,timeline,0,-1,28340,,,,,,,165.0,0.0,166.0,0.143,71978.593992,71978.684119,71978.704777,71978.704777,71978.704793
1789038522.48,timeline,2,-1,28342,,,,,,,166.0,0.0,167.0,0.102,71978.703633,71980.375303,71980.39589,71980.39589,71980.395907
1789038522.4805,timeline,0,-1,28340,,,,,,,166.0,0.0,167.0,0.14,71978.70524,71980.375722,71980.396385,71980.396385,71980.396403
1789038522.4811,timeline,1,-1,28341,,,,,,,166.0,0.0,167.0,0.087,71978.705803,71980.376947,71980.397018,71980.397018,71980.397034
1789038522.4803,timeline,3,-1,28343,,,,,,,166.0,0.0,167.0,1579.678,71980.283991,71980.375011,71980.396187,71980.396187,71980.396201
1789038522.8862,timeline,2,-1,28342,,,,,,,167.0,0.0,168.0,0.109,71980.396309,71980.558308,71980.802116,71980.802116,71980.802134
1789038522.9195,timeline,3,-1,28343,,,,,,,167.0,0.0,168.0,0.088,71980.396541,71980.583391,71980.835439,71980.835439,71980.83545
1789038522.9517,timeline,0,-1,28340,,,,,,,167.0,0.0,168.0,0.15,71980.396867,71980.561985,71980.867582,71980.867582,71980.867596
1789038522.8895,timeline,1,-1,28341,,,,,,,167.0,0.0,168.0,0.104,71980.397412,71980.560294,71980.805438,71980.805438,71980.805452
1789038524.6564,timeline,2,-1,28342,,,,,,,168.0,0.0,169.0,0.1,71980.802544,71982.552084,71982.572356,71982.572356,71982.572373
1789038524.6591,timeline,1,-1,28341,,,,,,,168.0,0.0,169.0,0.086,71980.805815,71982.554187,71982.574963,71982.574963,71982.574981
1789038524.6592,timeline,0,-1,28340,,,,,,,168.0,0.0,169.0,0.129,71980.868035,71982.554292,71982.575135,71982.575135,71982.575154
1789038524.6565,timeline,3,-1,28343,,,,,,,168.0,0.0,169.0,1625.291,71982.461015,71982.551526,71982.572378,71982.572378,71982.572397
1789038524.8477,timeline,2,-1,28342,,,,,,,169.0,0.0,170.0,0.094,71982.572739,71982.743761,71982.763617,71982.763617,71982.763629
1789038524.8472,timeline,3,-1,28343,,,,,,,169.0,0.0,170.0,0.098,71982.572739,71982.742833,71982.763099,71982.763099,71982.763114
1789038524.8518,timeline,1,-1,28341,,,,,,,169.0,0.0,170.0,0.104,71982.575398,71982.745281,71982.767693,71982.767693,71982.76771
1789038524.8526,timeline,0,-1,28340,,,,,,,169.0,0.0,170.0,0.138,71982.575599,71982.748832,71982.76853,71982.76853,71982.768544
1789038527.4955,timeline,2,-1,28342,,,,,,,170.0,0.0,171.0,0.112,71982.763999,71985.165131,71985.411458,71985.411458,71985.411471
1789038527.5051,timeline,1,-1,28341,,,,,,,170.0,0.0,171.0,0.105,71982.768303,71985.165799,71985.421028,71985.421028,71985.421041
1789038527.5328,timeline,0,-1,28340,,,,,,,170.0,0.0,171.0,0.122,71982.768802,71985.173181,71985.448726,71985.448726,71985.448738
1789038527.5039,timeline,3,-1,28343,,,,,,,170.0,0.0,171.0,2311.284,71985.074626,71985.164617,71985.419857,71985.419857,71985.419869
1789038527.6676,timeline,2,-1,28342,,,,,,,171.0,0.0,172.0,0.077,71985.411855,71985.539861,71985.583507,71985.583507,71985.583522
1789038527.646,timeline,3,-1,28343,,,,,,,171.0,0.0,172.0,0.092,71985.42012,71985.539804,71985.561888,71985.561888,71985.561908
1789038527.6484,timeline,1,-1,28341,,,,,,,171.0,0.0,172.0,0.093,71985.421438,71985.542338,71985.564332,71985.564332,71985.564346
1789038527.6431,timeline,0,-1,28340,,,,,,,171.0,0.0,172.0,0.121,71985.449026,71985.538919,71985.559037,71985.559037,71985.559049
1789038529.1328,timeline,0,-1,28340,,,,,,,172.0,0.0,173.0,0.118,71985.559443,71987.027716,71987.048732,71987.048732,71987.048753
1789038529.1325,timeline,1,-1,28341,,,,,,,172.0,0.0,173.0,0.1,71985.564692,71987.028063,71987.048397,71987.048397,71987.048415
1789038529.1316,timeline,2,-1,28342,,,,,,,172.0,0.0,173.0,0.108,71985.583796,71987.027582,71987.047531,71987.047531,71987.047547
1789038529.1303,timeline,3,-1,28343,,,,,,,172.0,0.0,173.0,1374.564,71986.936691,71987.025587,71987.046177,71987.046177,71987.046192
1789038529.5422,timeline,3,-1,28343,,,,,,,173.0,0.0,174.0,0.086,71987.046415,71987.210055,71987.458071,71987.458071,71987.458081
1789038529.5411,timeline,2,-1,28342,,,,,,,173.0,0.0,174.0,0.094,71987.047908,71987.210069,71987.457017,71987.457017,71987.457033
1789038529.5397,timeline,1,-1,28341,,,,,,,173.0,0.0,174.0,0.102,71987.048667,71987.212164,71987.45558,71987.45558,71987.455593
1789038529.6208,timeline,0,-1,28340,,,,,,,173.0,0.0,174.0,0.147,71987.049078,71987.211478,71987.536675,71987.536675,71987.536691
1789038531.328,timeline,1,-1,28341,,,,,,,174.0,0.0,175.0,0.082,71987.45596,71989.223343,71989.243877,71989.243877,71989.243892
1789038531.3251,timeline,2,-1,28342,,,,,,,174.0,0.0,175.0,0.126,71987.45754,71989.220144,71989.241041,71989.241041,71989.241056
1789038531.3248,timeline,0,-1,28340,,,,,,,174.0,0.0,175.0,0.132,71987.537158,71989.219833,71989.240657,71989.240657,71989.24068
1789038531.3231,timeline,3,-1,28343,,,,,,,174.0,0.0,175.0,1671.678,71989.129989,71989.218369,71989.238977,71989.238977,71989.238992
1789038531.5071,timeline,3,-1,28343,,,,,,,175.0,0.0,176.0,0.083,71989.239328,71989.402897,71989.423003,71989.423003,71989.423021
1789038531.5065,timeline,0,-1,28340,,,,,,,175.0,0.0,176.0,0.16,71989.24115,71989.402262,71989.422416,71989.422416,71989.42243
1789038531.5073,timeline,2,-1,28342,,,,,,,175.0,0.0,176.0,0.093,71989.241414,71989.403042,71989.423261,71989.423261,71989.423274
1789038531.5098,timeline,1,-1,28341,,,,,,,175.0,0.0,176.0,0.122,71989.244291,71989.404554,71989.425666,71989.425666,71989.425689
1789038533.3395,timeline,0,-1,28340,,,,,,,176.0,0.0,177.0,0.112,71989.422791,71991.009565,71991.2554,71991.2554,71991.255411
1789038533.3302,timeline,2,-1,28342,,,,,,,176.0,0.0,177.0,0.1,71989.423622,71991.00435,71991.246134,71991.246134,71991.246145
1789038533.336,timeline,1,-1,28341,,,,,,,176.0,0.0,177.0,0.113,71989.425973,71991.006036,71991.251891,71991.251891,71991.251904
1789038533.3334,timeline,3,-1,28343,,,,,,,176.0,0.0,177.0,1476.537,71990.899893,71991.004137,71991.249338,71991.249338,71991.249348
1789038533.4493,timeline,2,-1,28342,,,,,,,177.0,0.0,178.0,0.075,71991.246538,71991.345224,71991.365256,71991.365256,71991.365267
1789038533.4493,timeline,3,-1,28343,,,,,,,177.0,0.0,178.0,0.081,71991.249699,71991.344975,71991.365206,71991.365206,71991.365218
1789038533.4521,timeline,1,-1,28341,,,,,,,177.0,0.0,178.0,0.105,71991.25217,71991.346545,71991.368039,71991.368039,71991.368055
1789038533.4507,timeline,0,-1,28340,,,,,,,177.0,0.0,178.0,0.137,71991.256044,71991.345161,71991.366643,71991.366643,71991.366664
1789038535.8139,timeline,2,-1,28342,,,,,,,178.0,0.0,179.0,0.102,71991.365617,71993.709295,71993.729858,71993.729858,71993.729874
1789038535.8138,timeline,0,-1,28340,,,,,,,178.0,0.0,179.0,0.136,71991.367124,71993.708998,71993.729678,71993.729678,71993.729695
1789038535.8157,timeline,1,-1,28341,,,,,,,178.0,0.0,179.0,0.107,71991.368456,71993.710923,71993.731561,71993.731561,71993.73158
1789038535.8186,timeline,3,-1,28343,,,,,,,178.0,0.0,179.0,2223.896,71993.589348,71993.7142,71993.734543,71993.734543,71993.734557
1789038536.2336,timeline,0,-1,28340,,,,,,,179.0,0.0,180.0,0.138,71993.730242,71993.892052,71994.149492,71994.149492,71994.149504
1789038536.2497,timeline,2,-1,28342,,,,,,,179.0,0.0,180.0,0.092,71993.730305,71993.892459,71994.165591,71994.165591,71994.165603
1789038536.2323,timeline,1,-1,28341,,,,,,,179.0,0.0,180.0,0.115,71993.732029,71993.894808,71994.148205,71994.148205,71994.148217
1789038536.2335,timeline,3,-1,28343,,,,,,,179.0,0.0,180.0,0.091,71993.734905,71993.892661,71994.149391,71994.149391,71994.149407
1789038538.1807,timeline,1,-1,28341,,,,,,,180.0,0.0,181.0,0.093,71994.148587,71996.001734,71996.091962,71996.091962,71996.096608
1789038538.1843,timeline,0,-1,28340,,,,,,,180.0,0.0,181.0,0.105,71994.149898,71995.999567,71996.091974,71996.091974,71996.100228
1789038538.1806,timeline,2,-1,28342,,,,,,,180.0,0.0,181.0,0.09,71994.165953,71995.998667,71996.091959,71996.091959,71996.09656
1789038538.1806,timeline,3,-1,28343,,,,,,,180.0,0.0,181.0,1757.8,71995.907445,71995.998405,71996.091981,71996.091981,71996.09656
1789038538.2951,timeline,2,-1,28342,,,,,,,181.0,0.0,182.0,0.093,71996.096904,71996.190007,71996.211008,71996.211008,71996.211025
1789038538.2979,timeline,3,-1,28343,,,,,,,181.0,0.0,182.0,0.093,71996.096904,71996.190009,71996.213818,71996.213818,71996.213841
1789038538.3005,timeline,1,-1,28341,,,,,,,181.0,0.0,182.0,0.142,71996.097024,71996.191705,71996.2164,71996.2164,71996.216417
1789038538.2917,timeline,0,-1,28340,,,,,,,181.0,0.0,182.0,0.152,71996.10062,71996.187688,71996.207636,71996.207636,71996.20765
1789038541.2356,timeline,0,-1,28340,,,,,,,182.0,0.0,183.0,0.107,71996.207982,71998.907433,71999.151507,71999.151507,71999.15152
1789038541.2352,timeline,2,-1,28342,,,,,,,182.0,0.0,183.0,0.12,71996.211436,71998.906283,71999.151114,71999.151114,71999.151129
1789038541.243,timeline,1,-1,28341,,,,,,,182.0,0.0,183.0,0.104,71996.216806,71998.909336,71999.158942,71999.158942,71999.158957
1789038541.2414,timeline,3,-1,28343,,,,,,,182.0,0.0,183.0,2602.701,71998.816789,71998.906299,71999.157293,71999.157293,71999.157305
1789038541.3576,timeline,2,-1,28342,,,,,,,183.0,0.0,184.0,0.081,71999.151495,71999.250483,71999.273514,71999.273514,71999.273529
1789038541.3528,timeline,0,-1,28340,,,,,,,183.0,0.0,184.0,0.147,71999.151982,71999.248694,71999.268703,71999.268703,71999.268716
1789038541.3576,timeline,3,-1,28343,,,,,,,183.0,0.0,184.0,0.081,71999.157705,71999.250237,71999.273513,71999.273513,71999.273529
1789038541.3589,timeline,1,-1,28341,,,,,,,183.0,0.0,184.0,0.116,71999.159427,71999.252205,71999.274819,71999.274819,71999.274842
1789038543.6441,timeline,0,-1,28340,,,,,,,184.0,0.0,185.0,0.111,71999.269095,72001.5065,72001.560035,72001.560035,72001.560059
1789038543.6094,timeline,2,-1,28342,,,,,,,184.0,0.0,185.0,0.12,71999.273825,72001.505184,72001.525308,72001.525308,72001.525324
1789038543.614,timeline,1,-1,28341,,,,,,,184.0,0.0,185.0,0.116,71999.275176,72001.510007,72001.529957,72001.529957,72001.529974
1789038543.6094,timeline,3,-1,28343,,,,,,,184.0,0.0,185.0,2141.552,72001.415307,72001.504987,72001.525307,72001.525307,72001.52532
1789038544.0285,timeline,2,-1,28342,,,,,,,185.0,0.0,186.0,0.091,72001.525664,72001.700593,72001.944417,72001.944417,72001.94443
1789038544.0361,timeline,3,-1,28343,,,,,,,185.0,0.0,186.0,0.092,72001.525671,72001.70057,72001.952036,72001.952036,72001.952048
1789038544.0654,timeline,1,-1,28341,,,,,,,185.0,0.0,186.0,0.11,72001.530351,72001.701566,72001.981278,72001.981278,72001.981293
1789038544.0296,timeline,0,-1,28340,,,,,,,185.0,0.0,186.0,0.167,72001.560511,72001.699284,72001.945493,72001.945493,72001.945504
1789038545.909,timeline,2,-1,28342,,,,,,,186.0,0.0,187.0,0.096,72001.944793,72003.804904,72003.824952,72003.824952,72003.824966
1789038545.9049,timeline,0,-1,28340,,,,,,,186.0,0.0,187.0,0.099,72001.945861,72003.799262,72003.820766,72003.820766,72003.82079
1789038545.9074,timeline,1,-1,28341,,,,,,,186.0,0.0,187.0,0.08,72001.98165,72003.801083,72003.823352,72003.823352,72003.82337
1789038545.9035,timeline,3,-1,28343,,,,,,,186.0,0.0,187.0,1731.922,72003.684205,72003.798766,72003.81939,72003.81939,72003.819407
1789038546.0883,timeline,3,-1,28343,,,,,,,187.0,0.0,188.0,0.107,72003.819822,72003.984413,72004.004181,72004.004181,72004.004193
1789038546.0941,timeline,0,-1,28340,,,,,,,187.0,0.0,188.0,0.185,72003.821382,72003.989991,72004.010021,72004.010021,72004.01004
1789038546.0905,timeline,1,-1,28341,,,,,,,187.0,0.0,188.0,0.111,72003.823921,72003.986471,72004.006381,72004.006381,72004.006396
1789038546.0883,timeline,2,-1,28342,,,,,,,187.0,0.0,188.0,0.09,72003.825333,72003.984754,72004.004179,72004.004179,72004.004193
1789038548.2335,timeline,2,-1,28342,,,,,,,188.0,0.0,189.0,0.102,72004.004585,72005.901438,72006.149405,72006.149405,72006.149423
1789038548.2364,timeline,1,-1,28341,,,,,,,188.0,0.0,189.0,0.089,72004.006723,72005.907476,72006.15227,72006.15227,72006.152282
1789038548.2294,timeline,0,-1,28340,,,,,,,188.0,0.0,189.0,0.118,72004.010457,72005.902434,72006.145299,72006.145299,72006.145311
1789038548.2361,timeline,3,-1,28343,,,,,,,188.0,0.0,189.0,1807.759,72005.812168,72005.90141,72006.152045,72006.152045,72006.152057
1789038548.3467,timeline,0,-1,28340,,,,,,,189.0,0.0,190.0,0.118,72006.145712,72006.241894,72006.262572,72006.262572,72006.262585
1789038548.3457,timeline,2,-1,28342,,,,,,,189.0,0.0,190.0,0.09,72006.149687,72006.241713,72006.261589,72006.261589,72006.261601
1789038548.3457,timeline,3,-1,28343,,,,,,,189.0,0.0,190.0,0.073,72006.152395,72006.241561,72006.261589,72006.261589,72006.261602
1789038548.3489,timeline,1,-1,28341,,,,,,,189.0,0.0,190.0,0.098,72006.152531,72006.244203,72006.264818,72006.264818,72006.264833
1789038550.3946,timeline,2,-1,28342,,,,,,,190.0,0.0,191.0,0.104,72006.26193,72008.290344,72008.310542,72008.310542,72008.310562
1789038550.3955,timeline,0,-1,28340,,,,,,,190.0,0.0,191.0,0.113,72006.262948,72008.290817,72008.311421,72008.311421,72008.311437
1789038550.3985,timeline,1,-1,28341,,,,,,,190.0,0.0,191.0,0.092,72006.265188,72008.294168,72008.314432,72008.314432,72008.314451
1789038550.3941,timeline,3,-1,28343,,,,,,,190.0,0.0,191.0,1938.048,72008.199861,72008.289429,72008.309957,72008.309957,72008.30998
1789038550.8096,timeline,3,-1,28343,,,,,,,191.0,0.0,192.0,0.099,72008.310378,72008.475154,72008.725468,72008.725468,72008.72548
1789038550.8003,timeline,2,-1,28342,,,,,,,191.0,0.0,192.0,0.106,72008.310959,72008.475217,72008.716243,72008.716243,72008.716257
1789038550.8074,timeline,0,-1,28340,,,,,,,191.0,0.0,192.0,0.137,72008.311856,72008.474347,72008.723286,72008.723286,72008.723298
1789038550.8113,timeline,1,-1,28341,,,,,,,191.0,0.0,192.0,0.132,72008.314942,72008.475684,72008.727236,72008.727236,72008.72725
1789038552.6185,timeline,2,-1,28342,,,,,,,192.0,0.0,193.0,0.1,72008.716638,72010.514582,72010.534445,72010.534445,72010.534459
1789038552.6056,timeline,0,-1,28340,,,,,,,192.0,0.0,193.0,0.096,72008.723646,72010.500862,72010.521558,72010.521558,72010.521574
1789038552.608,timeline,1,-1,28341,,,,,,,192.0,0.0,193.0,0.08,72008.727642,72010.503002,72010.523958,72010.523958,72010.523973
