t,kind,rank,worker,pid,index,wall_ms,cpu_ms,ok,n_in,seq_len,global_step,epoch,local_step,load_ms,t_batch,t_fwd,t_bwd,t_opt,t_end
1789038513.2208,collate,2,1,28579,,69.355,69.174,,4.0,1.0,,,,,,,,,
1789038515.5199,collate,2,1,28579,,88.443,88.257,,6.0,1.0,,,,,,,,,
1789038517.6853,collate,2,1,28579,,93.807,93.657,,4.0,1.0,,,,,,,,,
1789038519.8826,collate,2,1,28579,,37.421,37.384,,5.0,1.0,,,,,,,,,
1789038522.0048,collate,2,1,28579,,24.338,24.323,,2.0,1.0,,,,,,,,,
1789038525.4983,collate,2,1,28579,,80.037,79.852,,6.0,1.0,,,,,,,,,
1789038526.8925,collate,2,1,28579,,28.241,28.203,,2.0,1.0,,,,,,,,,
1789038530.1932,collate,2,1,28579,,40.072,40.022,,6.0,1.0,,,,,,,,,
1789038533.4826,collate,2,1,28579,,95.531,95.374,,9.0,1.0,,,,,,,,,
1789038536.0407,collate,2,1,28579,,51.672,51.561,,6.0,1.0,,,,,,,,,
1789038538.7905,collate,2,1,28579,,98.048,97.917,,6.0,1.0,,,,,,,,,
1789038539.8633,collate,2,1,28579,,82.825,82.715,,2.0,1.0,,,,,,,,,
1789038542.818,collate,2,1,28579,,80.659,80.542,,7.0,1.0,,,,,,,,,
1789038545.6809,collate,2,1,28579,,23.761,23.731,,8.0,1.0,,,,,,,,,
1789038547.7022,collate,2,1,28579,,54.865,54.783,,5.0,1.0,,,,,,,,,
1789038550.0402,collate,2,1,28579,,49.447,49.389,,6.0,1.0,,,,,,,,,
1789038552.2632,collate,2,1,28579,,30.657,30.634,,5.0,1.0,,,,,,,,,
1789038554.0278,collate,2,1,28579,,132.232,131.915,,4.0,1.0,,,,,,,,,
1789038556.0722,collate,2,1,28579,,53.743,53.439,,5.0,1.0,,,,,,,,,
1789038558.047,collate,2,1,28579,,85.931,85.698,,6.0,1.0,,,,,,,,,
1789038560.6435,collate,2,1,28579,,59.241,59.064,,6.0,1.0,,,,,,,,,
1789038562.7586,collate,2,1,28579,,23.996,23.847,,5.0,1.0,,,,,,,,,
1789038565.7454,collate,2,1,28579,,73.26,73.164,,5.0,1.0,,,,,,,,,
1789038568.1985,collate,2,1,28579,,26.602,26.511,,7.0,1.0,,,,,,,,,
1789038570.7063,collate,2,1,28579,,80.135,79.986,,7.0,1.0,,,,,,,,,
1789038572.6752,collate,2,1,28579,,24.543,24.511,,5.0,1.0,,,,,,,,,
1789038574.9734,collate,2,1,28579,,46.025,45.962,,5.0,1.0,,,,,,,,,
1789038577.3807,collate,2,1,28579,,107.419,107.261,,5.0,1.0,,,,,,,,,
1789038580.7652,collate,2,1,28579,,157.374,156.853,,6.0,1.0,,,,,,,,,
1789038582.7853,collate,2,1,28579,,53.212,53.125,,4.0,1.0,,,,,,,,,
1789038586.4589,collate,2,1,28579,,49.281,49.199,,7.0,1.0,,,,,,,,,
1789038588.3607,collate,2,1,28579,,29.271,29.224,,5.0,1.0,,,,,,,,,
1789038590.8075,collate,2,1,28579,,24.846,24.803,,5.0,1.0,,,,,,,,,
1789038593.1991,collate,2,1,28579,,50.567,50.504,,6.0,1.0,,,,,,,,,
1789038595.8959,collate,2,1,28579,,36.154,36.026,,6.0,1.0,,,,,,,,,
1789038598.0571,collate,2,1,28579,,71.707,71.612,,5.0,1.0,,,,,,,,,
1789038600.1299,collate,2,1,28579,,37.289,37.232,,5.0,1.0,,,,,,,,,
1789038602.1021,collate,2,1,28579,,45.636,45.57,,4.0,1.0,,,,,,,,,
1789038604.2077,collate,2,1,28579,,62.714,59.783,,5.0,1.0,,,,,,,,,
1789038606.9394,collate,2,1,28579,,46.631,46.543,,7.0,1.0,,,,,,,,,
1789038609.9711,collate,2,1,28579,,50.45,50.379,,8.0,1.0,,,,,,,,,
1789038612.257,collate,2,1,28579,,41.331,41.253,,5.0,1.0,,,,,,,,,
1789038614.7843,collate,2,1,28579,,49.118,49.048,,5.0,1.0,,,,,,,,,
1789038616.8925,collate,2,1,28579,,41.593,41.508,,5.0,1.0,,,,,,,,,
1789038618.9139,collate,2,1,28579,,36.289,36.195,,5.0,1.0,,,,,,,,,
1789038621.7612,collate,2,1,28579,,47.778,47.677,,6.0,1.0,,,,,,,,,
1789038623.7304,collate,2,1,28579,,20.707,20.678,,5.0,1.0,,,,,,,,,
1789038626.2816,collate,2,1,28579,,77.702,77.51,,6.0,1.0,,,,,,,,,
1789038628.3258,collate,2,1,28579,,89.95,84.963,,4.0,1.0,,,,,,,,,
1789038630.8661,collate,2,1,28579,,51.6,51.504,,5.0,1.0,,,,,,,,,
1789038633.5197,collate,2,1,28579,,41.755,41.043,,5.0,1.0,,,,,,,,,
1789038636.2597,collate,2,1,28579,,27.384,27.325,,6.0,1.0,,,,,,,,,
1789038639.0435,collate,2,1,28579,,47.989,47.922,,6.0,1.0,,,,,,,,,
1789038641.1931,collate,2,1,28579,,48.186,48.014,,5.0,1.0,,,,,,,,,
1789038643.5038,collate,2,1,28579,,54.437,54.362,,5.0,1.0,,,,,,,,,
1789038645.9499,collate,2,1,28579,,57.755,57.59,,5.0,1.0,,,,,,,,,
1789038648.7526,collate,2,1,28579,,197.564,197.109,,6.0,1.0,,,,,,,,,
1789038651.1293,collate,2,1,28579,,36.648,36.58,,6.0,1.0,,,,,,,,,
1789038653.3701,collate,2,1,28579,,26.555,26.518,,5.0,1.0,,,,,,,,,
1789038656.3084,collate,2,1,28579,,42.201,42.115,,7.0,1.0,,,,,,,,,
1789038659.0263,collate,2,1,28579,,36.52,36.475,,7.0,1.0,,,,,,,,,
1789038660.9986,collate,2,1,28579,,51.765,51.693,,5.0,1.0,,,,,,,,,
1789038663.2706,collate,2,1,28579,,43.417,43.349,,6.0,1.0,,,,,,,,,
1789038665.2623,collate,2,1,28579,,46.943,46.852,,5.0,1.0,,,,,,,,,
1789038667.4406,collate,2,1,28579,,28.678,28.619,,5.0,1.0,,,,,,,,,
1789038670.4012,collate,2,1,28579,,26.248,26.211,,7.0,1.0,,,,,,,,,
1789038672.89,collate,2,1,28579,,154.648,154.404,,5.0,1.0,,,,,,,,,
1789038675.5279,collate,2,1,28579,,40.268,40.171,,6.0,1.0,,,,,,,,,
1789038677.2855,collate,2,1,28579,,52.807,52.745,,5.0,1.0,,,,,,,,,
1789038679.8091,collate,2,1,28579,,41.543,41.457,,6.0,1.0,,,,,,,,,
1789038681.8744,collate,2,1,28579,,23.842,23.808,,5.0,1.0,,,,,,,,,
1789038685.1846,collate,2,1,28579,,37.73,37.638,,8.0,1.0,,,,,,,,,
1789038687.1277,collate,2,1,28579,,32.192,32.129,,5.0,1.0,,,,,,,,,
1789038689.5667,collate,2,1,28579,,49.178,49.124,,6.0,1.0,,,,,,,,,
1789038692.7522,collate,2,1,28579,,28.097,28.061,,7.0,1.0,,,,,,,,,
1789038694.8477,collate,2,1,28579,,48.303,48.239,,5.0,1.0,,,,,,,,,
1789038698.0371,collate,2,1,28579,,49.836,49.765,,5.0,1.0,,,,,,,,,
1789038700.4125,collate,2,1,28579,,46.147,46.074,,6.0,1.0,,,,,,,,,
1789038702.9481,collate,2,1,28579,,22.997,22.966,,7.0,1.0,,,,,,,,,
1789038704.9771,collate,2,1,28579,,22.137,22.098,,4.0,1.0,,,,,,,,,
1789038707.7159,collate,2,1,28579,,50.916,50.864,,6.0,1.0,,,,,,,,,
1789038710.6405,collate,2,1,28579,,65.071,64.964,,7.0,1.0,,,,,,,,,
1789038713.122,collate,2,1,28579,,148.871,148.584,,6.0,1.0,,,,,,,,,
1789038715.2291,collate,2,1,28579,,44.759,44.694,,4.0,1.0,,,,,,,,,
1789038717.382,collate,2,1,28579,,51.539,51.47,,6.0,1.0,,,,,,,,,
1789038720.0207,collate,2,1,28579,,66.161,66.047,,7.0,1.0,,,,,,,,,
1789038723.1019,collate,2,1,28579,,243.603,243.22,,6.0,1.0,,,,,,,,,
1789038725.8485,collate,2,1,28579,,96.124,95.888,,6.0,1.0,,,,,,,,,
1789038727.4593,collate,2,1,28579,,23.345,23.311,,4.0,1.0,,,,,,,,,
1789038729.306,collate,2,1,28579,,79.049,78.904,,3.0,1.0,,,,,,,,,
1789038731.8071,collate,2,1,28579,,68.356,68.081,,4.0,1.0,,,,,,,,,
1789038734.8137,collate,2,1,28579,,49.918,49.84,,8.0,1.0,,,,,,,,,
1789038737.1718,collate,2,1,28579,,53.298,53.184,,6.0,1.0,,,,,,,,,
1789038739.708,collate,2,1,28579,,61.998,58.952,,6.0,1.0,,,,,,,,,
1789038741.7404,collate,2,1,28579,,58.21,58.108,,5.0,1.0,,,,,,,,,
1789038743.9698,collate,2,1,28579,,31.812,31.74,,6.0,1.0,,,,,,,,,
1789038746.0701,collate,2,1,28579,,71.812,71.709,,6.0,1.0,,,,,,,,,
1789038748.2584,collate,2,1,28579,,52.425,52.342,,4.0,1.0,,,,,,,,,
1789038750.7191,collate,2,1,28579,,189.957,189.515,,5.0,1.0,,,,,,,,,
1789038753.0883,collate,2,1,28579,,49.735,49.581,,5.0,1.0,,,,,,,,,
1789038757.3574,collate,2,1,28579,,37.459,37.411,,6.0,1.0,,,,,,,,,
1789038759.4688,collate,2,1,28579,,61.561,61.426,,5.0,1.0,,,,,,,,,
1789038762.3646,collate,2,1,28579,,106.817,106.662,,6.0,1.0,,,,,,,,,
1789038764.3688,collate,2,1,28579,,61.439,61.311,,5.0,1.0,,,,,,,,,
1789038766.8207,collate,2,1,28579,,51.836,51.656,,6.0,1.0,,,,,,,,,
1789038769.2828,collate,2,1,28579,,43.189,43.058,,6.0,1.0,,,,,,,,,
1789038771.8502,collate,2,1,28579,,60.165,60.005,,6.0,1.0,,,,,,,,,
1789038773.8174,collate,2,1,28579,,50.158,50.081,,5.0,1.0,,,,,,,,,
1789038777.1356,collate,2,1,28579,,107.067,106.917,,7.0,1.0,,,,,,,,,
1789038779.6901,collate,2,1,28579,,44.736,44.674,,6.0,1.0,,,,,,,,,
1789038781.8651,collate,2,1,28579,,39.155,39.088,,5.0,1.0,,,,,,,,,
1789038784.423,collate,2,1,28579,,68.089,66.018,,8.0,1.0,,,,,,,,,
1789038786.8831,collate,2,1,28579,,27.606,27.558,,6.0,1.0,,,,,,,,,
1789038789.5281,collate,2,1,28579,,34.948,34.886,,7.0,1.0,,,,,,,,,
1789038791.0693,collate,2,1,28579,,75.01,74.925,,3.0,1.0,,,,,,,,,
1789038793.4605,collate,2,1,28579,,93.95,93.816,,6.0,1.0,,,,,,,,,
1789038795.8394,collate,2,1,28579,,37.242,37.151,,5.0,1.0,,,,,,,,,
1789038799.0447,collate,2,1,28579,,146.409,146.156,,8.0,1.0,,,,,,,,,
1789038801.5337,collate,2,1,28579,,30.469,30.404,,6.0,1.0,,,,,,,,,
1789038803.9535,collate,2,1,28579,,173.118,172.812,,6.0,1.0,,,,,,,,,
1789038806.5795,collate,2,1,28579,,117.301,116.986,,7.0,1.0,,,,,,,,,
1789038808.6131,collate,2,1,28579,,30.046,30.016,,4.0,1.0,,,,,,,,,
1789038811.3433,collate,2,1,28579,,72.846,72.711,,6.0,1.0,,,,,,,,,
1789038813.4954,collate,2,1,28579,,53.635,53.509,,5.0,1.0,,,,,,,,,
1789038815.908,collate,2,1,28579,,38.115,38.037,,7.0,1.0,,,,,,,,,
1789038817.5475,collate,2,1,28579,,25.145,25.114,,4.0,1.0,,,,,,,,,
1789038820.7021,collate,2,1,28579,,117.697,117.21,,7.0,1.0,,,,,,,,,
1789038823.1632,collate,2,1,28579,,48.934,48.86,,7.0,1.0,,,,,,,,,
1789038824.5371,collate,2,1,28579,,73.009,72.922,,2.0,1.0,,,,,,,,,
1789038826.6082,collate,2,1,28579,,67.948,67.795,,4.0,1.0,,,,,,,,,
1789038828.7293,collate,2,1,28579,,50.072,50.007,,5.0,1.0,,,,,,,,,
1789038831.7056,collate,2,1,28579,,155.778,155.367,,6.0,1.0,,,,,,,,,
1789038833.5945,collate,2,1,28579,,72.839,72.712,,5.0,1.0,,,,,,,,,
1789038836.3245,collate,2,1,28579,,22.032,21.97,,6.0,1.0,,,,,,,,,
1789038838.582,collate,2,1,28579,,33.006,32.831,,6.0,1.0,,,,,,,,,
1789038841.4263,collate,2,1,28579,,52.107,52.04,,6.0,1.0,,,,,,,,,
1789038843.2141,collate,2,1,28579,,60.613,60.514,,4.0,1.0,,,,,,,,,
1789038846.004,collate,2,1,28579,,61.386,61.277,,6.0,1.0,,,,,,,,,
1789038849.1672,collate,2,1,28579,,22.957,22.939,,7.0,1.0,,,,,,,,,
1789038852.2749,collate,2,1,28579,,43.192,43.138,,7.0,1.0,,,,,,,,,
1789038854.4087,collate,2,1,28579,,34.551,34.487,,5.0,1.0,,,,,,,,,
1789038856.6107,collate,2,1,28579,,92.416,92.225,,5.0,1.0,,,,,,,,,
1789038859.3247,collate,2,1,28579,,68.263,68.103,,5.0,1.0,,,,,,,,,
1789038862.331,collate,2,1,28579,,48.102,48.041,,7.0,1.0,,,,,,,,,
1789038864.1081,collate,2,1,28579,,77.428,77.252,,5.0,1.0,,,,,,,,,
1789038866.6305,collate,2,1,28579,,66.338,66.207,,6.0,1.0,,,,,,,,,
1789038869.4384,collate,2,1,28579,,38.168,38.122,,8.0,1.0,,,,,,,,,
1789038872.6392,collate,2,1,28579,,227.865,227.514,,7.0,1.0,,,,,,,,,
1789038875.1141,collate,2,1,28579,,134.774,134.56,,5.0,1.0,,,,,,,,,
1789038877.3751,collate,2,1,28579,,49.448,49.392,,5.0,1.0,,,,,,,,,
1789038879.5954,collate,2,1,28579,,53.964,53.888,,4.0,1.0,,,,,,,,,
1789038881.944,collate,2,1,28579,,49.027,48.929,,6.0,1.0,,,,,,,,,
1789038884.3556,collate,2,1,28579,,66.067,65.912,,6.0,1.0,,,,,,,,,
1789038887.1628,collate,2,1,28579,,48.3,48.206,,7.0,1.0,,,,,,,,,
1789038889.9551,collate,2,1,28579,,45.838,45.775,,7.0,1.0,,,,,,,,,
1789038892.4949,collate,2,1,28579,,23.478,23.459,,6.0,1.0,,,,,,,,,
1789038894.6749,collate,2,1,28579,,48.984,48.922,,5.0,1.0,,,,,,,,,
1789038897.638,collate,2,1,28579,,117.58,117.399,,6.0,1.0,,,,,,,,,
1789038900.4017,collate,2,1,28579,,50.662,50.584,,7.0,1.0,,,,,,,,,
1789038902.5744,collate,2,1,28579,,31.393,31.337,,5.0,1.0,,,,,,,,,
1789038905.1966,collate,2,1,28579,,75.646,75.516,,7.0,1.0,,,,,,,,,
1789038907.694,collate,2,1,28579,,69.119,69.024,,6.0,1.0,,,,,,,,,
1789038909.6647,collate,2,1,28579,,54.23,54.16,,4.0,1.0,,,,,,,,,
1789038912.3918,collate,2,1,28579,,46.951,46.896,,7.0,1.0,,,,,,,,,
1789038914.6921,collate,2,1,28579,,29.388,29.357,,5.0,1.0,,,,,,,,,
1789038917.6012,collate,2,1,28579,,53.993,53.915,,7.0,1.0,,,,,,,,,
1789038919.9788,collate,2,1,28579,,44.847,44.787,,5.0,1.0,,,,,,,,,
1789038922.8074,collate,2,1,28579,,173.624,173.373,,7.0,1.0,,,,,,,,,
1789038925.1245,collate,2,1,28579,,195.311,195.03,,5.0,1.0,,,,,,,,,
1789038927.7608,collate,2,1,28579,,49.907,49.829,,7.0,1.0,,,,,,,,,
1789038930.3634,collate,2,1,28579,,62.364,62.265,,7.0,1.0,,,,,,,,,
1789038933.0583,collate,2,1,28579,,72.523,72.405,,6.0,1.0,,,,,,,,,
1789038935.603,collate,2,1,28579,,36.39,36.29,,7.0,1.0,,,,,,,,,
1789038937.579,collate,2,1,28579,,21.348,21.332,,5.0,1.0,,,,,,,,,
1789038940.2545,collate,2,1,28579,,50.597,50.472,,8.0,1.0,,,,,,,,,
1789038942.446,collate,2,1,28579,,99.316,99.175,,5.0,1.0,,,,,,,,,
1789038944.7109,collate,2,1,28579,,132.013,131.854,,5.0,1.0,,,,,,,,,
1789038947.8735,collate,2,1,28579,,42.379,42.309,,8.0,1.0,,,,,,,,,
1789038950.1188,collate,2,1,28579,,53.111,53.02,,6.0,1.0,,,,,,,,,
1789038952.788,collate,2,1,28579,,23.253,23.206,,7.0,1.0,,,,,,,,,
1789038955.188,collate,2,1,28579,,27.45,27.408,,6.0,1.0,,,,,,,,,
1789038958.4293,collate,2,1,28579,,53.991,53.924,,8.0,1.0,,,,,,,,,
1789038960.7614,collate,2,1,28579,,41.75,41.681,,5.0,1.0,,,,,,,,,
1789038962.8717,collate,2,1,28579,,51.236,51.158,,6.0,1.0,,,,,,,,,
1789038965.2107,collate,2,1,28579,,51.687,51.567,,6.0,1.0,,,,,,,,,
1789038967.5924,collate,2,1,28579,,21.412,21.37,,5.0,1.0,,,,,,,,,
1789038970.5191,collate,2,1,28579,,172.278,172.015,,6.0,1.0,,,,,,,,,
1789038971.9623,collate,2,1,28579,,39.181,39.105,,3.0,1.0,,,,,,,,,
1789038973.7439,collate,2,1,28579,,49.704,49.65,,4.0,1.0,,,,,,,,,
1789038975.6455,collate,2,1,28579,,69.728,69.541,,5.0,1.0,,,,,,,,,
1789038977.4735,collate,2,1,28579,,52.306,52.223,,4.0,1.0,,,,,,,,,
1789038979.9423,collate,2,1,28579,,39.195,39.132,,7.0,1.0,,,,,,,,,
1789038982.5188,collate,2,1,28579,,32.975,32.936,,7.0,1.0,,,,,,,,,
1789038984.4039,collate,2,1,28579,,82.223,82.085,,4.0,1.0,,,,,,,,,
1789038987.0723,collate,2,1,28579,,51.983,51.908,,7.0,1.0,,,,,,,,,
1789038989.2857,collate,2,1,28579,,24.858,24.802,,5.0,1.0,,,,,,,,,
1789038991.7983,collate,2,1,28579,,48.331,48.219,,6.0,1.0,,,,,,,,,
1789038994.2519,collate,2,1,28579,,40.621,40.533,,6.0,1.0,,,,,,,,,
1789038996.7461,collate,2,1,28579,,54.627,54.541,,6.0,1.0,,,,,,,,,
1789038998.7466,collate,2,1,28579,,32.481,32.445,,5.0,1.0,,,,,,,,,
1789039000.931,collate,2,1,28579,,29.333,29.263,,5.0,1.0,,,,,,,,,
1789039003.5791,collate,2,1,28579,,47.667,47.603,,7.0,1.0,,,,,,,,,
1789039005.8073,collate,2,1,28579,,36.291,36.237,,5.0,1.0,,,,,,,,,
1789039008.141,collate,2,1,28579,,76.75,76.619,,5.0,1.0,,,,,,,,,
1789039010.9366,collate,2,1,28579,,52.707,52.555,,8.0,1.0,,,,,,,,,
1789039012.9401,collate,2,1,28579,,26.049,26.011,,5.0,1.0,,,,,,,,,
1789039015.1543,collate,2,1,28579,,49.688,49.49,,5.0,1.0,,,,,,,,,
1789039017.9051,collate,2,1,28579,,61.622,61.505,,7.0,1.0,,,,,,,,,
1789039019.6578,collate,2,1,28579,,68.775,68.684,,5.0,1.0,,,,,,,,,
1789039022.262,collate,2,1,28579,,64.077,63.792,,6.0,1.0,,,,,,,,,
1789039024.3971,collate,2,1,28579,,41.603,41.524,,3.0,1.0,,,,,,,,,
1789039027.5779,collate,2,1,28579,,24.099,24.05,,6.0,1.0,,,,,,,,,
1789039030.1078,collate,2,1,28579,,48.888,48.827,,6.0,1.0,,,,,,,,,
1789039032.159,collate,2,1,28579,,25.954,25.918,,5.0,1.0,,,,,,,,,
1789039034.1995,collate,2,1,28579,,51.67,51.532,,4.0,1.0,,,,,,,,,
1789039037.1609,collate,2,1,28579,,30.765,30.723,,7.0,1.0,,,,,,,,,
1789039039.5425,collate,2,1,28579,,25.467,25.435,,7.0,1.0,,,,,,,,,
1789039042.7423,collate,2,1,28579,,155.347,155.079,,7.0,1.0,,,,,,,,,
1789039045.5665,collate,2,1,28579,,35.928,35.853,,6.0,1.0,,,,,,,,,
1789039048.2547,collate,2,1,28579,,46.316,46.256,,7.0,1.0,,,,,,,,,
1789039050.7007,collate,2,1,28579,,107.444,107.22,,5.0,1.0,,,,,,,,,
1789039053.1116,collate,2,1,28579,,39.116,39.064,,6.0,1.0,,,,,,,,,
1789039055.1101,collate,2,1,28579,,33.116,33.057,,5.0,1.0,,,,,,,,,
1789039057.6685,collate,2,1,28579,,24.606,24.582,,6.0,1.0,,,,,,,,,
1789039059.7479,collate,2,1,28579,,43.955,43.873,,5.0,1.0,,,,,,,,,
1789039062.5869,collate,2,1,28579,,54.453,54.376,,7.0,1.0,,,,,,,,,
1789039064.6125,collate,2,1,28579,,71.177,71.017,,5.0,1.0,,,,,,,,,
1789039067.0583,collate,2,1,28579,,80.272,80.16,,6.0,1.0,,,,,,,,,
1789039069.3352,collate,2,1,28579,,47.289,47.225,,5.0,1.0,,,,,,,,,
1789039071.6227,collate,2,1,28579,,23.898,23.853,,6.0,1.0,,,,,,,,,
1789039073.5095,collate,2,1,28579,,19.605,19.581,,4.0,1.0,,,,,,,,,
1789039075.3178,collate,2,1,28579,,35.647,35.591,,4.0,1.0,,,,,,,,,
1789039079.2482,collate,2,1,28579,,90.572,90.295,,7.0,1.0,,,,,,,,,
1789039081.5884,collate,2,1,28579,,39.621,39.528,,6.0,1.0,,,,,,,,,
1789039084.105,collate,2,1,28579,,23.166,23.089,,6.0,1.0,,,,,,,,,
1789039086.9174,collate,2,1,28579,,25.5,25.462,,7.0,1.0,,,,,,,,,
1789039089.6353,collate,2,1,28579,,49.934,49.846,,7.0,1.0,,,,,,,,,
1789039092.4504,collate,2,1,28579,,74.502,74.399,,6.0,1.0,,,,,,,,,
1789039095.5467,collate,2,1,28579,,45.208,45.012,,7.0,1.0,,,,,,,,,
1789039097.0376,collate,2,1,28579,,74.974,74.823,,3.0,1.0,,,,,,,,,
1789039098.8267,collate,2,1,28579,,31.3,31.145,,4.0,1.0,,,,,,,,,
1789039101.4541,collate,2,1,28579,,85.011,84.845,,7.0,1.0,,,,,,,,,
1789039104.7683,collate,2,1,28579,,247.015,246.591,,8.0,1.0,,,,,,,,,
1789039106.9151,collate,2,1,28579,,31.642,31.563,,5.0,1.0,,,,,,,,,
1789039108.7983,collate,2,1,28579,,37.564,37.519,,4.0,1.0,,,,,,,,,
1789039111.035,collate,2,1,28579,,28.177,28.106,,6.0,1.0,,,,,,,,,
1789039113.2875,collate,2,1,28579,,41.241,41.19,,5.0,1.0,,,,,,,,,
1789039115.4194,collate,2,1,28579,,147.933,147.641,,4.0,1.0,,,,,,,,,
1789039117.5511,collate,2,1,28579,,36.131,36.008,,5.0,1.0,,,,,,,,,
1789039120.0408,collate,2,1,28579,,99.416,99.261,,6.0,1.0,,,,,,,,,
1789039122.0404,collate,2,1,28579,,94.588,94.286,,5.0,1.0,,,,,,,,,
1789039124.3698,collate,2,1,28579,,56.099,55.978,,5.0,1.0,,,,,,,,,
1789039127.3706,collate,2,1,28579,,48.026,47.949,,7.0,1.0,,,,,,,,,
1789039129.6313,collate,2,1,28579,,60.169,60.065,,6.0,1.0,,,,,,,,,
1789039132.3388,collate,2,1,28579,,92.2,92.058,,6.0,1.0,,,,,,,,,
1789039134.7758,collate,2,1,28579,,56.133,56.051,,5.0,1.0,,,,,,,,,
1789039136.4234,collate,2,1,28579,,34.498,34.437,,4.0,1.0,,,,,,,,,
1789039139.2393,collate,2,1,28579,,137.235,136.837,,7.0,1.0,,,,,,,,,
1789039142.055,collate,2,1,28579,,71.755,71.659,,7.0,1.0,,,,,,,,,
1789039144.3856,collate,2,1,28579,,51.183,51.085,,6.0,1.0,,,,,,,,,
1789039146.8765,collate,2,1,28579,,81.719,81.545,,5.0,1.0,,,,,,,,,
1789039149.195,collate,2,1,28579,,101.672,101.456,,6.0,1.0,,,,,,,,,
1789039151.5991,collate,2,1,28579,,112.03,111.811,,5.0,1.0,,,,,,,,,
1789039153.8222,collate,2,1,28579,,33.406,33.377,,6.0,1.0,,,,,,,,,
1789039156.7294,collate,2,1,28579,,59.271,59.181,,7.0,1.0,,,,,,,,,
1789039158.8872,collate,2,1,28579,,129.325,129.149,,5.0,1.0,,,,,,,,,
1789039161.4606,collate,2,1,28579,,54.129,54.034,,7.0,1.0,,,,,,,,,
1789039164.1978,collate,2,1,28579,,24.068,24.006,,6.0,1.0,,,,,,,,,
1789039166.3519,collate,2,1,28579,,31.535,31.51,,4.0,1.0,,,,,,,,,
1789039168.8965,collate,2,1,28579,,47.211,47.114,,6.0,1.0,,,,,,,,,
1789039171.1688,collate,2,1,28579,,38.413,38.224,,5.0,1.0,,,,,,,,,
1789039173.7009,collate,2,1,28579,,55.512,55.427,,6.0,1.0,,,,,,,,,
1789039175.8668,collate,2,1,28579,,22.796,22.741,,5.0,1.0,,,,,,,,,
1789039178.7204,collate,2,1,28579,,35.542,35.482,,7.0,1.0,,,,,,,,,
1789039180.9508,collate,2,1,28579,,22.942,22.882,,4.0,1.0,,,,,,,,,
1789039183.5547,collate,2,1,28579,,39.573,39.523,,6.0,1.0,,,,,,,,,
1789039185.9701,collate,2,1,28579,,81.376,81.226,,6.0,1.0,,,,,,,,,
1789039188.103,collate,2,1,28579,,118.757,118.605,,5.0,1.0,,,,,,,,,
1789039190.7376,collate,2,1,28579,,58.803,58.694,,6.0,1.0,,,,,,,,,
1789039193.0767,collate,2,1,28579,,58.38,58.275,,5.0,1.0,,,,,,,,,
1789039195.4184,collate,2,1,28579,,40.189,40.149,,5.0,1.0,,,,,,,,,
1789039198.0067,collate,2,1,28579,,43.508,43.45,,7.0,1.0,,,,,,,,,
1789039200.3721,collate,2,1,28579,,119.995,119.796,,6.0,1.0,,,,,,,,,
1789039202.6405,collate,2,1,28579,,48.562,48.49,,6.0,1.0,,,,,,,,,
1789039205.2593,collate,2,1,28579,,35.435,35.329,,7.0,1.0,,,,,,,,,
1789039207.5685,collate,2,1,28579,,96.234,96.073,,6.0,1.0,,,,,,,,,
1789039210.1128,collate,2,1,28579,,20.917,20.9,,6.0,1.0,,,,,,,,,
1789039212.2969,collate,2,1,28579,,22.701,22.661,,5.0,1.0,,,,,,,,,
1789039215.0886,collate,2,1,28579,,42.663,42.584,,7.0,1.0,,,,,,,,,
1789039216.9253,collate,2,1,28579,,34.221,34.178,,3.0,1.0,,,,,,,,,
1789039219.6966,collate,2,1,28579,,81.64,81.494,,7.0,1.0,,,,,,,,,
1789039222.2863,collate,2,1,28579,,39.648,39.573,,7.0,1.0,,,,,,,,,
1789039224.6624,collate,2,1,28579,,147.993,147.786,,6.0,1.0,,,,,,,,,
1789039226.8222,collate,2,1,28579,,30.16,30.104,,5.0,1.0,,,,,,,,,
1789039228.2994,collate,2,1,28579,,50.441,50.371,,3.0,1.0,,,,,,,,,
1789039230.2022,collate,2,1,28579,,47.086,47.023,,5.0,1.0,,,,,,,,,
1789039232.8018,collate,2,1,28579,,94.963,94.825,,6.0,1.0,,,,,,,,,
1789039235.7469,collate,2,1,28579,,52.23,52.156,,7.0,1.0,,,,,,,,,
1789039238.1343,collate,2,1,28579,,51.676,51.594,,6.0,1.0,,,,,,,,,
1789039240.4838,collate,2,1,28579,,157.428,157.195,,5.0,1.0,,,,,,,,,
1789039243.1502,collate,2,1,28579,,67.212,67.092,,6.0,1.0,,,,,,,,,
1789039245.0038,collate,2,1,28579,,32.815,32.772,,5.0,1.0,,,,,,,,,
1789039246.809,collate,2,1,28579,,35.41,35.308,,4.0,1.0,,,,,,,,,
1789039249.9263,collate,2,1,28579,,33.566,33.455,,7.0,1.0,,,,,,,,,
1789039253.1809,collate,2,1,28579,,34.278,34.221,,7.0,1.0,,,,,,,,,
1789039255.4081,collate,2,1,28579,,31.381,31.338,,5.0,1.0,,,,,,,,,
1789039257.0188,collate,2,1,28579,,33.261,33.219,,4.0,1.0,,,,,,,,,
1789039259.6086,collate,2,1,28579,,59.272,59.187,,6.0,1.0,,,,,,,,,
1789039262.1558,collate,2,1,28579,,36.279,36.227,,6.0,1.0,,,,,,,,,
