t,kind,rank,worker,pid,index,wall_ms,cpu_ms,ok,n_in,seq_len,global_step,epoch,local_step,load_ms,t_batch,t_fwd,t_bwd,t_opt,t_end
1789039449.6282,collate,3,0,28575,,48.696,48.63,,6.0,1.0,,,,,,,,,
1789039451.7607,collate,3,0,28575,,23.745,23.704,,5.0,1.0,,,,,,,,,
1789039454.4829,collate,3,0,28575,,49.765,49.709,,6.0,1.0,,,,,,,,,
1789039456.5014,collate,3,0,28575,,49.731,49.576,,4.0,1.0,,,,,,,,,
1789039459.0632,collate,3,0,28575,,36.49,36.445,,6.0,1.0,,,,,,,,,
1789039461.1758,collate,3,0,28575,,51.062,50.932,,5.0,1.0,,,,,,,,,
1789039463.3666,collate,3,0,28575,,71.191,71.085,,6.0,1.0,,,,,,,,,
1789039466.0425,collate,3,0,28575,,121.618,121.348,,6.0,1.0,,,,,,,,,
1789039468.8052,collate,3,0,28575,,90.677,90.555,,7.0,1.0,,,,,,,,,
1789039471.1637,collate,3,0,28575,,39.393,39.236,,5.0,1.0,,,,,,,,,
1789039473.5991,collate,3,0,28575,,61.328,61.253,,6.0,1.0,,,,,,,,,
1789039476.2286,collate,3,0,28575,,26.763,26.707,,7.0,1.0,,,,,,,,,
1789039478.7959,collate,3,0,28575,,105.084,104.935,,6.0,1.0,,,,,,,,,
1789039481.0214,collate,3,0,28575,,33.376,33.307,,6.0,1.0,,,,,,,,,
1789039482.8603,collate,3,0,28575,,49.225,49.169,,4.0,1.0,,,,,,,,,
1789039485.0528,collate,3,0,28575,,44.7,44.647,,5.0,1.0,,,,,,,,,
1789039487.8799,collate,3,0,28575,,34.388,34.331,,7.0,1.0,,,,,,,,,
1789039490.5904,collate,3,0,28575,,46.79,46.696,,6.0,1.0,,,,,,,,,
1789039493.0583,collate,3,0,28575,,23.848,23.826,,6.0,1.0,,,,,,,,,
1789039495.7363,collate,3,0,28575,,48.641,48.573,,7.0,1.0,,,,,,,,,
1789039498.025,collate,3,0,28575,,41.425,41.353,,6.0,1.0,,,,,,,,,
1789039500.2523,collate,3,0,28575,,57.124,57.03,,6.0,1.0,,,,,,,,,
1789039502.2602,collate,3,0,28575,,28.719,28.68,,5.0,1.0,,,,,,,,,
1789039505.2189,collate,3,0,28575,,294.212,293.573,,7.0,1.0,,,,,,,,,
1789039507.8787,collate,3,0,28575,,35.171,35.118,,7.0,1.0,,,,,,,,,
1789039510.2829,collate,3,0,28575,,50.646,50.534,,6.0,1.0,,,,,,,,,
1789039512.8674,collate,3,0,28575,,30.334,30.292,,8.0,1.0,,,,,,,,,
1789039515.2352,collate,3,0,28575,,40.375,40.228,,6.0,1.0,,,,,,,,,
1789039517.5445,collate,3,0,28575,,51.712,51.554,,5.0,1.0,,,,,,,,,
1789039519.6531,collate,3,0,28575,,47.391,47.322,,5.0,1.0,,,,,,,,,
1789039522.4456,collate,3,0,28575,,53.476,53.4,,7.0,1.0,,,,,,,,,
1789039524.9785,collate,3,0,28575,,70.2,70.101,,7.0,1.0,,,,,,,,,
1789039526.8976,collate,3,0,28575,,49.293,49.207,,4.0,1.0,,,,,,,,,
1789039529.6256,collate,3,0,28575,,77.373,77.248,,7.0,1.0,,,,,,,,,
1789039532.5101,collate,3,0,28575,,22.891,22.87,,8.0,1.0,,,,,,,,,
1789039534.108,collate,3,0,28575,,135.529,135.281,,4.0,1.0,,,,,,,,,
1789039535.8587,collate,3,0,28575,,43.82,43.714,,6.0,1.0,,,,,,,,,
1789039537.9805,collate,3,0,28575,,32.885,32.814,,5.0,1.0,,,,,,,,,
1789039540.5185,collate,3,0,28575,,114.163,113.893,,6.0,1.0,,,,,,,,,
1789038318.4567,collate,3,1,28592,,65.502,65.228,,6.0,1.0,,,,,,,,,
1789038320.4566,collate,3,1,28592,,61.396,61.303,,4.0,1.0,,,,,,,,,
1789038323.0608,collate,3,1,28592,,37.835,37.779,,6.0,1.0,,,,,,,,,
1789038325.4637,collate,3,1,28592,,42.112,42.042,,6.0,1.0,,,,,,,,,
1789038327.7855,collate,3,1,28592,,48.316,48.264,,5.0,1.0,,,,,,,,,
1789038330.1603,collate,3,1,28592,,29.44,29.401,,6.0,1.0,,,,,,,,,
1789038332.6215,collate,3,1,28592,,50.524,50.443,,7.0,1.0,,,,,,,,,
1789038334.8751,collate,3,1,28592,,48.307,48.234,,6.0,1.0,,,,,,,,,
1789038337.7795,collate,3,1,28592,,265.138,264.715,,6.0,1.0,,,,,,,,,
1789038340.9719,collate,3,1,28592,,83.633,83.42,,9.0,1.0,,,,,,,,,
1789038343.771,collate,3,1,28592,,184.128,183.784,,8.0,1.0,,,,,,,,,
1789038346.1358,collate,3,1,28592,,59.902,59.802,,5.0,1.0,,,,,,,,,
1789038347.9709,collate,3,1,28592,,54.934,54.788,,4.0,1.0,,,,,,,,,
1789038350.692,collate,3,1,28592,,22.815,22.791,,7.0,1.0,,,,,,,,,
1789038353.7298,collate,3,1,28592,,27.683,27.635,,8.0,1.0,,,,,,,,,
1789038356.116,collate,3,1,28592,,49.351,49.287,,5.0,1.0,,,,,,,,,
1789038359.4111,collate,3,1,28592,,67.214,67.102,,8.0,1.0,,,,,,,,,
1789038362.0119,collate,3,1,28592,,163.313,162.843,,6.0,1.0,,,,,,,,,
1789038363.8125,collate,3,1,28592,,42.499,42.417,,5.0,1.0,,,,,,,,,
1789038366.5543,collate,3,1,28592,,49.281,49.136,,7.0,1.0,,,,,,,,,
1789038368.8622,collate,3,1,28592,,89.048,88.924,,5.0,1.0,,,,,,,,,
1789038370.9609,collate,3,1,28592,,54.159,53.994,,4.0,1.0,,,,,,,,,
1789038373.4987,collate,3,1,28592,,44.174,44.107,,6.0,1.0,,,,,,,,,
1789038375.9953,collate,3,1,28592,,26.395,26.336,,6.0,1.0,,,,,,,,,
1789038378.534,collate,3,1,28592,,47.243,47.139,,6.0,1.0,,,,,,,,,
1789038381.2218,collate,3,1,28592,,36.238,36.153,,8.0,1.0,,,,,,,,,
1789038384.1991,collate,3,1,28592,,48.539,48.437,,7.0,1.0,,,,,,,,,
1789038386.1972,collate,3,1,28592,,54.211,53.994,,5.0,1.0,,,,,,,,,
1789038388.9173,collate,3,1,28592,,198.64,198.287,,7.0,1.0,,,,,,,,,
1789038391.1181,collate,3,1,28592,,51.155,51.019,,5.0,1.0,,,,,,,,,
1789038393.4616,collate,3,1,28592,,20.942,20.917,,6.0,1.0,,,,,,,,,
1789038396.1192,collate,3,1,28592,,47.547,47.494,,6.0,1.0,,,,,,,,,
1789038397.9748,collate,3,1,28592,,70.357,70.255,,4.0,1.0,,,,,,,,,
1789038400.0588,collate,3,1,28592,,35.18,35.137,,5.0,1.0,,,,,,,,,
1789038401.93,collate,3,1,28592,,39.615,39.562,,4.0,1.0,,,,,,,,,
1789038404.6586,collate,3,1,28592,,25.556,25.519,,7.0,1.0,,,,,,,,,
1789038407.4216,collate,3,1,28592,,75.05,74.917,,7.0,1.0,,,,,,,,,
1789038409.2733,collate,3,1,28592,,36.759,36.67,,4.0,1.0,,,,,,,,,
1789038411.7339,collate,3,1,28592,,49.468,49.406,,6.0,1.0,,,,,,,,,
1789038414.0469,collate,3,1,28592,,36.885,36.838,,6.0,1.0,,,,,,,,,
1789038415.6155,collate,3,1,28592,,62.009,61.863,,4.0,1.0,,,,,,,,,
1789038418.2453,collate,3,1,28592,,79.174,79.015,,7.0,1.0,,,,,,,,,
1789038420.1239,collate,3,1,28592,,58.418,58.219,,4.0,1.0,,,,,,,,,
1789038422.7999,collate,3,1,28592,,42.068,41.983,,6.0,1.0,,,,,,,,,
1789038424.5549,collate,3,1,28592,,47.401,47.293,,4.0,1.0,,,,,,,,,
1789038427.6496,collate,3,1,28592,,65.53,65.428,,8.0,1.0,,,,,,,,,
1789038429.5592,collate,3,1,28592,,41.783,41.729,,4.0,1.0,,,,,,,,,
1789038431.5577,collate,3,1,28592,,35.805,35.709,,5.0,1.0,,,,,,,,,
1789038433.9117,collate,3,1,28592,,38.124,38.008,,5.0,1.0,,,,,,,,,
1789038436.1072,collate,3,1,28592,,53.094,53.002,,5.0,1.0,,,,,,,,,
1789038438.6238,collate,3,1,28592,,112.818,112.606,,6.0,1.0,,,,,,,,,
1789038441.2661,collate,3,1,28592,,46.433,46.319,,7.0,1.0,,,,,,,,,
1789038443.3853,collate,3,1,28592,,43.402,43.357,,5.0,1.0,,,,,,,,,
1789038445.8323,collate,3,1,28592,,38.88,38.775,,6.0,1.0,,,,,,,,,
1789038448.8017,collate,3,1,28592,,43.323,43.262,,7.0,1.0,,,,,,,,,
1789038451.3687,collate,3,1,28592,,127.032,126.767,,6.0,1.0,,,,,,,,,
1789038453.53,collate,3,1,28592,,29.025,28.991,,5.0,1.0,,,,,,,,,
1789038456.0603,collate,3,1,28592,,163.729,163.314,,6.0,1.0,,,,,,,,,
1789038458.8552,collate,3,1,28592,,52.474,52.39,,7.0,1.0,,,,,,,,,
1789038460.9982,collate,3,1,28592,,56.567,56.419,,5.0,1.0,,,,,,,,,
1789038463.6103,collate,3,1,28592,,44.814,44.748,,7.0,1.0,,,,,,,,,
1789038465.5766,collate,3,1,28592,,81.324,81.128,,4.0,1.0,,,,,,,,,
1789038467.8554,collate,3,1,28592,,91.109,90.941,,5.0,1.0,,,,,,,,,
1789038470.0423,collate,3,1,28592,,130.89,130.644,,5.0,1.0,,,,,,,,,
1789038472.3598,collate,3,1,28592,,87.613,87.432,,6.0,1.0,,,,,,,,,
1789038474.6429,collate,3,1,28592,,231.947,231.536,,5.0,1.0,,,,,,,,,
1789038476.9469,collate,3,1,28592,,19.284,19.254,,6.0,1.0,,,,,,,,,
1789038479.2789,collate,3,1,28592,,61.965,61.799,,6.0,1.0,,,,,,,,,
1789038481.4414,collate,3,1,28592,,23.033,22.981,,6.0,1.0,,,,,,,,,
1789038484.3434,collate,3,1,28592,,32.992,32.902,,7.0,1.0,,,,,,,,,
1789038486.6929,collate,3,1,28592,,32.358,32.309,,5.0,1.0,,,,,,,,,
1789038489.1007,collate,3,1,28592,,31.28,31.228,,6.0,1.0,,,,,,,,,
1789038491.339,collate,3,1,28592,,22.331,22.28,,5.0,1.0,,,,,,,,,
1789038493.7079,collate,3,1,28592,,19.302,19.268,,6.0,1.0,,,,,,,,,
1789038496.0299,collate,3,1,28592,,37.814,37.74,,6.0,1.0,,,,,,,,,
1789038498.0692,collate,3,1,28592,,30.073,30.005,,5.0,1.0,,,,,,,,,
1789038500.2957,collate,3,1,28592,,28.24,28.188,,6.0,1.0,,,,,,,,,
1789038502.7979,collate,3,1,28592,,21.276,21.234,,6.0,1.0,,,,,,,,,
1789038505.6778,collate,3,1,28592,,32.46,32.366,,7.0,1.0,,,,,,,,,
1789038508.0679,collate,3,1,28592,,50.355,50.278,,6.0,1.0,,,,,,,,,
1789038510.2614,collate,3,1,28592,,26.445,26.39,,6.0,1.0,,,,,,,,,
1789038512.4325,collate,3,1,28592,,33.14,33.083,,6.0,1.0,,,,,,,,,
1789038514.6495,collate,3,1,28592,,22.387,22.346,,5.0,1.0,,,,,,,,,
1789038517.1685,collate,3,1,28592,,21.634,21.599,,6.0,1.0,,,,,,,,,
1789038519.0675,collate,3,1,28592,,32.523,32.473,,4.0,1.0,,,,,,,,,
1789038520.8518,collate,3,1,28592,,31.939,31.826,,5.0,1.0,,,,,,,,,
1789038522.4935,collate,3,1,28592,,22.131,22.085,,3.0,1.0,,,,,,,,,
1789038524.7712,collate,3,1,28592,,41.349,41.293,,5.0,1.0,,,,,,,,,
1789038526.9234,collate,3,1,28592,,18.653,18.616,,5.0,1.0,,,,,,,,,
1789038530.354,collate,3,1,28592,,30.956,30.899,,7.0,1.0,,,,,,,,,
1789038533.4271,collate,3,1,28592,,38.154,38.096,,9.0,1.0,,,,,,,,,
1789038535.532,collate,3,1,28592,,19.507,19.449,,5.0,1.0,,,,,,,,,
1789038538.1832,collate,3,1,28592,,30.789,30.741,,6.0,1.0,,,,,,,,,
1789038539.195,collate,3,1,28592,,28.675,28.595,,2.0,1.0,,,,,,,,,
1789038541.3975,collate,3,1,28592,,23.129,23.087,,6.0,1.0,,,,,,,,,
1789038543.9775,collate,3,1,28592,,21.55,21.503,,7.0,1.0,,,,,,,,,
1789038546.32,collate,3,1,28592,,65.115,64.992,,5.0,1.0,,,,,,,,,
1789038548.7533,collate,3,1,28592,,44.638,44.564,,6.0,1.0,,,,,,,,,
1789038550.8242,collate,3,1,28592,,21.65,21.583,,5.0,1.0,,,,,,,,,
1789038552.6192,collate,3,1,28592,,20.015,19.983,,5.0,1.0,,,,,,,,,
1789038554.5325,collate,3,1,28592,,30.258,30.203,,5.0,1.0,,,,,,,,,
1789038557.4795,collate,3,1,28592,,34.701,34.66,,5.0,1.0,,,,,,,,,
1789038560.8759,collate,3,1,28592,,22.748,22.679,,7.0,1.0,,,,,,,,,
1789038562.7454,collate,3,1,28592,,19.397,19.296,,5.0,1.0,,,,,,,,,
1789038565.3542,collate,3,1,28592,,19.89,19.859,,6.0,1.0,,,,,,,,,
1789038567.8932,collate,3,1,28592,,27.075,27.025,,7.0,1.0,,,,,,,,,
1789038570.6475,collate,3,1,28592,,22.039,21.998,,7.0,1.0,,,,,,,,,
1789038573.3029,collate,3,1,28592,,34.856,34.804,,7.0,1.0,,,,,,,,,
1789038575.4768,collate,3,1,28592,,35.088,35.032,,6.0,1.0,,,,,,,,,
1789038577.8282,collate,3,1,28592,,23.052,23.011,,5.0,1.0,,,,,,,,,
1789038580.7171,collate,3,1,28592,,35.885,35.783,,6.0,1.0,,,,,,,,,
1789038582.8182,collate,3,1,28592,,40.944,40.88,,5.0,1.0,,,,,,,,,
1789038585.5938,collate,3,1,28592,,28.558,28.464,,6.0,1.0,,,,,,,,,
1789038588.7626,collate,3,1,28592,,18.869,18.847,,8.0,1.0,,,,,,,,,
1789038591.0224,collate,3,1,28592,,29.776,29.717,,6.0,1.0,,,,,,,,,
1789038593.8567,collate,3,1,28592,,39.414,39.363,,7.0,1.0,,,,,,,,,
1789038596.6748,collate,3,1,28592,,21.691,21.63,,6.0,1.0,,,,,,,,,
1789038598.7424,collate,3,1,28592,,32.111,32.064,,5.0,1.0,,,,,,,,,
1789038600.9151,collate,3,1,28592,,29.174,29.105,,6.0,1.0,,,,,,,,,
1789038602.9763,collate,3,1,28592,,18.712,18.682,,4.0,1.0,,,,,,,,,
1789038604.8807,collate,3,1,28592,,20.903,20.87,,5.0,1.0,,,,,,,,,
1789038607.2447,collate,3,1,28592,,18.368,18.345,,7.0,1.0,,,,,,,,,
1789038609.569,collate,3,1,28592,,30.358,30.313,,7.0,1.0,,,,,,,,,
1789038611.6765,collate,3,1,28592,,59.926,59.827,,5.0,1.0,,,,,,,,,
1789038614.3027,collate,3,1,28592,,19.161,19.122,,5.0,1.0,,,,,,,,,
1789038616.9812,collate,3,1,28592,,20.39,20.361,,6.0,1.0,,,,,,,,,
1789038618.8872,collate,3,1,28592,,30.943,30.896,,5.0,1.0,,,,,,,,,
1789038621.6774,collate,3,1,28592,,32.519,32.473,,6.0,1.0,,,,,,,,,
1789038623.8328,collate,3,1,28592,,32.824,32.769,,5.0,1.0,,,,,,,,,
1789038626.2589,collate,3,1,28592,,35.006,34.819,,6.0,1.0,,,,,,,,,
1789038628.1656,collate,3,1,28592,,19.937,19.906,,4.0,1.0,,,,,,,,,
1789038631.2938,collate,3,1,28592,,21.382,21.334,,6.0,1.0,,,,,,,,,
1789038633.4428,collate,3,1,28592,,33.051,32.892,,6.0,1.0,,,,,,,,,
1789038636.2356,collate,3,1,28592,,32.103,32.02,,7.0,1.0,,,,,,,,,
1789038639.2623,collate,3,1,28592,,31.483,31.328,,7.0,1.0,,,,,,,,,
1789038641.7458,collate,3,1,28592,,19.32,19.297,,6.0,1.0,,,,,,,,,
1789038644.1131,collate,3,1,28592,,32.043,31.991,,6.0,1.0,,,,,,,,,
1789038646.4632,collate,3,1,28592,,23.058,22.997,,5.0,1.0,,,,,,,,,
1789038649.0397,collate,3,1,28592,,33.705,33.658,,6.0,1.0,,,,,,,,,
1789038651.3258,collate,3,1,28592,,21.91,21.874,,7.0,1.0,,,,,,,,,
1789038653.3758,collate,3,1,28592,,33.854,33.811,,5.0,1.0,,,,,,,,,
1789038655.9158,collate,3,1,28592,,31.769,31.668,,7.0,1.0,,,,,,,,,
1789038658.8153,collate,3,1,28592,,19.768,19.742,,8.0,1.0,,,,,,,,,
1789038660.9715,collate,3,1,28592,,35.585,35.472,,5.0,1.0,,,,,,,,,
1789038663.3195,collate,3,1,28592,,28.939,28.904,,6.0,1.0,,,,,,,,,
1789038665.287,collate,3,1,28592,,26.65,26.598,,5.0,1.0,,,,,,,,,
1789038667.6671,collate,3,1,28592,,32.189,32.136,,6.0,1.0,,,,,,,,,
1789038670.3901,collate,3,1,28592,,31.363,31.313,,7.0,1.0,,,,,,,,,
1789038672.887,collate,3,1,28592,,23.611,23.577,,6.0,1.0,,,,,,,,,
1789038675.6807,collate,3,1,28592,,27.408,27.347,,6.0,1.0,,,,,,,,,
1789038678.199,collate,3,1,28592,,128.341,128.158,,5.0,1.0,,,,,,,,,
1789038680.7551,collate,3,1,28592,,33.591,33.518,,6.0,1.0,,,,,,,,,
1789038683.0087,collate,3,1,28592,,20.015,19.983,,6.0,1.0,,,,,,,,,
1789038685.899,collate,3,1,28592,,22.067,22.005,,7.0,1.0,,,,,,,,,
1789038687.8366,collate,3,1,28592,,18.676,18.638,,5.0,1.0,,,,,,,,,
1789038690.0464,collate,3,1,28592,,31.945,31.899,,7.0,1.0,,,,,,,,,
1789038692.7601,collate,3,1,28592,,38.912,38.829,,7.0,1.0,,,,,,,,,
1789038694.8855,collate,3,1,28592,,18.781,18.752,,5.0,1.0,,,,,,,,,
1789038698.0261,collate,3,1,28592,,32.0,31.968,,5.0,1.0,,,,,,,,,
1789038700.5164,collate,3,1,28592,,41.057,40.961,,6.0,1.0,,,,,,,,,
1789038702.9496,collate,3,1,28592,,20.756,20.726,,7.0,1.0,,,,,,,,,
1789038704.9916,collate,3,1,28592,,30.123,30.083,,4.0,1.0,,,,,,,,,
1789038707.8233,collate,3,1,28592,,32.287,32.243,,6.0,1.0,,,,,,,,,
1789038710.3331,collate,3,1,28592,,30.54,30.5,,7.0,1.0,,,,,,,,,
1789038712.6296,collate,3,1,28592,,18.828,18.783,,5.0,1.0,,,,,,,,,
1789038714.6338,collate,3,1,28592,,30.572,30.527,,4.0,1.0,,,,,,,,,
1789038716.5718,collate,3,1,28592,,31.321,31.264,,4.0,1.0,,,,,,,,,
1789038719.881,collate,3,1,28592,,37.096,37.026,,7.0,1.0,,,,,,,,,
1789038722.2985,collate,3,1,28592,,23.306,23.258,,7.0,1.0,,,,,,,,,
1789038724.5529,collate,3,1,28592,,18.695,18.603,,5.0,1.0,,,,,,,,,
1789038726.948,collate,3,1,28592,,37.061,36.885,,4.0,1.0,,,,,,,,,
1789038729.2382,collate,3,1,28592,,30.549,30.472,,5.0,1.0,,,,,,,,,
1789038731.5959,collate,3,1,28592,,23.559,23.523,,5.0,1.0,,,,,,,,,
1789038735.2457,collate,3,1,28592,,31.11,31.057,,8.0,1.0,,,,,,,,,
1789038737.9871,collate,3,1,28592,,50.135,50.058,,7.0,1.0,,,,,,,,,
1789038740.054,collate,3,1,28592,,22.32,22.272,,5.0,1.0,,,,,,,,,
1789038742.0158,collate,3,1,28592,,22.033,21.994,,5.0,1.0,,,,,,,,,
1789038744.5684,collate,3,1,28592,,31.087,31.048,,7.0,1.0,,,,,,,,,
1789038746.9479,collate,3,1,28592,,40.446,40.378,,7.0,1.0,,,,,,,,,
1789038749.0019,collate,3,1,28592,,46.02,45.919,,5.0,1.0,,,,,,,,,
1789038751.552,collate,3,1,28592,,34.636,34.559,,7.0,1.0,,,,,,,,,
1789038753.59,collate,3,1,28592,,28.443,28.406,,6.0,1.0,,,,,,,,,
1789038756.7607,collate,3,1,28592,,44.688,44.573,,6.0,1.0,,,,,,,,,
1789038759.3362,collate,3,1,28592,,19.581,19.515,,6.0,1.0,,,,,,,,,
1789038761.6515,collate,3,1,28592,,18.789,18.753,,6.0,1.0,,,,,,,,,
1789038763.857,collate,3,1,28592,,30.267,30.213,,5.0,1.0,,,,,,,,,
1789038766.806,collate,3,1,28592,,62.1,61.944,,7.0,1.0,,,,,,,,,
1789038769.5271,collate,3,1,28592,,22.545,22.515,,7.0,1.0,,,,,,,,,
1789038772.3802,collate,3,1,28592,,32.403,32.345,,7.0,1.0,,,,,,,,,
1789038774.1972,collate,3,1,28592,,17.684,17.644,,5.0,1.0,,,,,,,,,
1789038777.0586,collate,3,1,28592,,27.088,27.052,,7.0,1.0,,,,,,,,,
1789038779.3548,collate,3,1,28592,,19.958,19.927,,6.0,1.0,,,,,,,,,
1789038781.6374,collate,3,1,28592,,34.899,34.831,,5.0,1.0,,,,,,,,,
1789038784.3019,collate,3,1,28592,,52.128,51.98,,7.0,1.0,,,,,,,,,
1789038787.3391,collate,3,1,28592,,20.019,19.971,,7.0,1.0,,,,,,,,,
1789038789.7802,collate,3,1,28592,,23.138,23.079,,7.0,1.0,,,,,,,,,
1789038791.9045,collate,3,1,28592,,29.449,29.381,,4.0,1.0,,,,,,,,,
1789038794.4777,collate,3,1,28592,,38.531,38.47,,7.0,1.0,,,,,,,,,
1789038796.7432,collate,3,1,28592,,33.043,32.973,,4.0,1.0,,,,,,,,,
1789038799.5212,collate,3,1,28592,,30.537,30.474,,8.0,1.0,,,,,,,,,
1789038801.9253,collate,3,1,28592,,30.133,30.059,,5.0,1.0,,,,,,,,,
1789038803.8608,collate,3,1,28592,,21.652,21.612,,5.0,1.0,,,,,,,,,
1789038806.9777,collate,3,1,28592,,18.447,18.422,,8.0,1.0,,,,,,,,,
1789038809.0531,collate,3,1,28592,,34.006,33.935,,5.0,1.0,,,,,,,,,
1789038812.1589,collate,3,1,28592,,32.577,32.532,,7.0,1.0,,,,,,,,,
1789038814.4965,collate,3,1,28592,,30.801,30.749,,5.0,1.0,,,,,,,,,
1789038817.3528,collate,3,1,28592,,24.74,24.692,,8.0,1.0,,,,,,,,,
1789038819.7492,collate,3,1,28592,,38.167,38.083,,5.0,1.0,,,,,,,,,
1789038822.5675,collate,3,1,28592,,19.891,19.871,,7.0,1.0,,,,,,,,,
1789038825.3079,collate,3,1,28592,,34.114,34.056,,6.0,1.0,,,,,,,,,
1789038826.9194,collate,3,1,28592,,43.78,43.701,,3.0,1.0,,,,,,,,,
1789038829.178,collate,3,1,28592,,32.564,32.501,,5.0,1.0,,,,,,,,,
1789038831.4574,collate,3,1,28592,,23.107,23.031,,5.0,1.0,,,,,,,,,
1789038834.1234,collate,3,1,28592,,31.595,31.549,,6.0,1.0,,,,,,,,,
1789038835.7405,collate,3,1,28592,,18.377,18.35,,3.0,1.0,,,,,,,,,
1789038838.5738,collate,3,1,28592,,33.201,33.155,,7.0,1.0,,,,,,,,,
1789038840.9449,collate,3,1,28592,,37.881,37.752,,6.0,1.0,,,,,,,,,
1789038843.4525,collate,3,1,28592,,15.794,15.776,,7.0,1.0,,,,,,,,,
1789038845.445,collate,3,1,28592,,30.142,30.093,,5.0,1.0,,,,,,,,,
1789038848.0124,collate,3,1,28592,,31.551,31.503,,7.0,1.0,,,,,,,,,
1789038850.1424,collate,3,1,28592,,22.64,22.595,,6.0,1.0,,,,,,,,,
1789038852.963,collate,3,1,28592,,19.619,19.584,,7.0,1.0,,,,,,,,,
1789038855.4185,collate,3,1,28592,,19.282,19.256,,6.0,1.0,,,,,,,,,
1789038857.1277,collate,3,1,28592,,20.462,20.435,,5.0,1.0,,,,,,,,,
1789038859.3487,collate,3,1,28592,,45.353,45.229,,5.0,1.0,,,,,,,,,
1789038862.2411,collate,3,1,28592,,29.458,29.416,,7.0,1.0,,,,,,,,,
1789038864.065,collate,3,1,28592,,42.026,41.956,,5.0,1.0,,,,,,,,,
1789038866.2916,collate,3,1,28592,,20.759,20.696,,5.0,1.0,,,,,,,,,
1789038869.0993,collate,3,1,28592,,18.401,18.376,,8.0,1.0,,,,,,,,,
1789038871.9797,collate,3,1,28592,,19.951,19.916,,7.0,1.0,,,,,,,,,
1789038874.284,collate,3,1,28592,,30.316,30.225,,5.0,1.0,,,,,,,,,
1789038876.33,collate,3,1,28592,,31.976,31.911,,5.0,1.0,,,,,,,,,
1789038878.3376,collate,3,1,28592,,30.626,30.577,,5.0,1.0,,,,,,,,,
1789038880.7747,collate,3,1,28592,,18.437,18.409,,6.0,1.0,,,,,,,,,
1789038883.5165,collate,3,1,28592,,23.786,23.756,,7.0,1.0,,,,,,,,,
1789038886.0546,collate,3,1,28592,,20.692,20.644,,7.0,1.0,,,,,,,,,
1789038888.362,collate,3,1,28592,,24.713,24.671,,6.0,1.0,,,,,,,,,
1789038890.7753,collate,3,1,28592,,31.93,31.883,,6.0,1.0,,,,,,,,,
1789038893.0918,collate,3,1,28592,,24.393,24.357,,5.0,1.0,,,,,,,,,
1789038895.8589,collate,3,1,28592,,29.162,29.052,,6.0,1.0,,,,,,,,,
1789038898.7077,collate,3,1,28592,,31.911,31.863,,7.0,1.0,,,,,,,,,
1789038901.224,collate,3,1,28592,,19.034,18.994,,6.0,1.0,,,,,,,,,
1789038903.7589,collate,3,1,28592,,31.123,31.084,,7.0,1.0,,,,,,,,,
1789038906.0281,collate,3,1,28592,,19.562,19.543,,7.0,1.0,,,,,,,,,
1789038908.0033,collate,3,1,28592,,41.395,41.317,,5.0,1.0,,,,,,,,,
1789038910.0973,collate,3,1,28592,,24.424,24.375,,6.0,1.0,,,,,,,,,
1789038912.3973,collate,3,1,28592,,43.843,43.781,,5.0,1.0,,,,,,,,,
1789038915.1386,collate,3,1,28592,,19.135,19.117,,7.0,1.0,,,,,,,,,
1789038917.2179,collate,3,1,28592,,21.575,21.54,,5.0,1.0,,,,,,,,,
1789038920.5178,collate,3,1,28592,,33.291,33.224,,8.0,1.0,,,,,,,,,
1789038922.8764,collate,3,1,28592,,32.651,32.577,,6.0,1.0,,,,,,,,,
1789038925.4694,collate,3,1,28592,,18.509,18.485,,7.0,1.0,,,,,,,,,
1789038928.4708,collate,3,1,28592,,31.497,31.424,,7.0,1.0,,,,,,,,,
1789038930.7926,collate,3,1,28592,,31.336,31.265,,6.0,1.0,,,,,,,,,
1789038933.6537,collate,3,1,28592,,21.304,21.269,,7.0,1.0,,,,,,,,,
1789038935.4073,collate,3,1,28592,,34.287,34.248,,4.0,1.0,,,,,,,,,
1789038938.2081,collate,3,1,28592,,22.737,22.706,,8.0,1.0,,,,,,,,,
1789038940.2035,collate,3,1,28592,,18.934,18.909,,5.0,1.0,,,,,,,,,
1789038942.3589,collate,3,1,28592,,21.723,21.689,,5.0,1.0,,,,,,,,,
1789038945.2427,collate,3,1,28592,,19.034,18.967,,8.0,1.0,,,,,,,,,
1789038947.6004,collate,3,1,28592,,24.806,24.758,,6.0,1.0,,,,,,,,,
1789038949.8351,collate,3,1,28592,,33.107,33.037,,6.0,1.0,,,,,,,,,
1789038952.3345,collate,3,1,28592,,31.097,31.053,,7.0,1.0,,,,,,,,,
1789038955.1828,collate,3,1,28592,,22.462,22.426,,7.0,1.0,,,,,,,,,
1789038957.5737,collate,3,1,28592,,30.835,30.786,,5.0,1.0,,,,,,,,,
1789038959.7029,collate,3,1,28592,,19.634,19.601,,6.0,1.0,,,,,,,,,
1789038961.9375,collate,3,1,28592,,21.352,21.323,,7.0,1.0,,,,,,,,,
1789038964.0474,collate,3,1,28592,,33.157,33.116,,6.0,1.0,,,,,,,,,
1789038966.3748,collate,3,1,28592,,21.537,21.491,,6.0,1.0,,,,,,,,,
1789038967.5495,collate,3,1,28592,,31.216,31.166,,2.0,1.0,,,,,,,,,
