rank,step,n_docs,total_tokens,packed_tokens,collate_ms,sample_sum_ms,sample_max_ms,sample_mean_tok,load_ms,docs_tl,bucket
0,854,6,3742.0,3742.0,60.951,2196.55,606.422,623.6666666666666,0.225,6,6
0,855,6,4054.0,4054.0,49.146,2515.1079999999997,699.482,675.6666666666666,0.177,6,6
0,856,4,3967.0,3967.0,48.744,1967.647,663.74,991.75,0.256,4,4
0,857,3,3839.0,3839.0,24.706,1486.079,913.536,1279.6666666666667,0.178,3,3
0,858,3,3646.0,3646.0,55.628,1739.708,1008.267,1215.3333333333333,0.242,3,3
0,859,3,3907.0,3907.0,38.393,1636.611,970.029,1302.3333333333333,0.186,3,3
0,860,4,4006.0,4006.0,37.764,1975.742,957.563,1001.5,0.251,4,4
0,861,4,3988.0,3988.0,66.231,2132.177,1099.342,997.0,0.233,4,4
0,862,5,4028.0,4028.0,39.83,2188.118,848.423,805.6,0.195,5,5
0,863,6,3952.0,3952.0,57.245,2406.919,770.19,658.6666666666666,0.172,6,6
0,864,6,3897.0,3897.0,29.042,2601.4289999999996,833.801,649.5,0.241,6,6
0,865,6,3970.0,3970.0,21.469,2306.318,680.807,661.6666666666666,0.179,6,6
0,866,5,4008.0,4008.0,56.905,2050.917,727.27,801.6,0.177,7,5
0,867,7,3879.0,3879.0,31.248,2519.6630000000005,559.984,554.1428571428571,0.142,5,7
0,868,5,4017.0,4017.0,41.563,2217.559,753.467,803.4,0.168,5,5
0,869,5,3600.0,3600.0,52.775,1870.062,432.175,720.0,0.223,5,5
0,870,4,3774.0,3774.0,57.92,1972.0439999999999,1154.08,943.5,0.233,4,4
0,871,6,3901.0,3901.0,46.852,2226.817,716.694,650.1666666666666,0.236,6,6
0,872,4,3955.0,3955.0,29.949,1872.3139999999999,1124.312,988.75,0.239,4,4
0,873,4,3940.0,3940.0,64.583,2038.219,888.681,985.0,0.141,4,4
0,874,5,4083.0,4083.0,40.885,2187.8219999999997,782.584,816.6,0.283,5,5
0,875,5,3770.0,3770.0,50.189,2320.946,675.229,754.0,0.26,5,5
0,876,4,3628.0,3628.0,39.057,2072.411,930.943,907.0,0.208,4,4
0,877,3,3894.0,3894.0,39.367,1638.1419999999998,893.799,1298.0,0.174,3,3
0,878,6,3910.0,3910.0,50.083,2711.81,709.564,651.6666666666666,0.186,6,6
0,879,8,3861.0,3861.0,54.109,3069.0429999999997,570.997,482.625,0.152,8,8+
0,880,6,3873.0,3873.0,59.95,2380.009,648.523,645.5,0.373,6,6
0,881,7,4061.0,4061.0,63.89,2621.8840000000005,580.561,580.1428571428571,0.247,7,7
0,882,4,3607.0,3607.0,50.649,1735.8270000000002,659.376,901.75,0.183,6,4
0,883,6,3953.0,3953.0,45.005,2528.496,695.694,658.8333333333334,0.144,4,6
0,884,4,3891.0,3891.0,28.758,1916.505,655.736,972.75,0.194,3,4
0,885,3,3932.0,3932.0,41.78,1905.947,1157.35,1310.6666666666667,0.147,4,3
0,886,4,3883.0,3883.0,37.972,2023.213,883.906,970.75,0.202,6,4
0,887,6,3980.0,3980.0,51.07,2320.87,719.174,663.3333333333334,0.195,4,6
0,888,4,3901.0,3901.0,36.231,1861.499,1076.887,975.25,0.207,7,4
0,889,7,4088.0,4088.0,40.482,2311.593,581.414,584.0,0.209,4,7
0,890,3,3857.0,3857.0,28.451,1581.83,1047.416,1285.6666666666667,0.184,5,3
0,891,5,4020.0,4020.0,41.861,1914.0149999999999,549.441,804.0,0.176,3,5
0,892,2,3906.0,3906.0,58.458,1302.7040000000002,953.767,1953.0,0.186,7,2
0,893,7,3984.0,3984.0,43.467,2919.5319999999997,641.954,569.1428571428571,0.305,2,7
0,894,4,4037.0,4037.0,37.603,1920.503,825.793,1009.25,0.214,6,4
0,895,6,4072.0,4072.0,37.906,2787.9739999999997,709.451,678.6666666666666,0.173,4,6
0,896,4,3811.0,3811.0,41.468,2077.5370000000003,886.97,952.75,0.285,3,4
0,897,3,3973.0,3973.0,42.505,1542.973,861.62,1324.3333333333333,0.14,4,3
0,898,3,3892.0,3892.0,36.696,1643.995,1012.728,1297.3333333333333,0.197,5,3
0,899,5,3902.0,3902.0,41.082,2438.1760000000004,849.416,780.4,0.2,3,5
0,900,4,3695.0,3695.0,49.046,2112.391,992.392,923.75,0.207,6,4
0,901,6,3738.0,3738.0,39.672,2579.1220000000003,764.155,623.0,0.199,4,6
0,902,3,3674.0,3674.0,56.174,1501.7649999999999,940.091,1224.6666666666667,0.242,5,3
0,903,5,3978.0,3978.0,57.608,1857.164,552.302,795.6,0.135,3,5
0,904,4,3740.0,3740.0,46.149,1863.3310000000001,842.424,935.0,0.209,5,4
0,905,5,3651.0,3651.0,31.081,2264.16,842.468,730.2,0.164,4,5
0,906,4,3809.0,3809.0,39.836,1904.665,842.139,952.25,0.207,4,4
0,907,6,3721.0,3721.0,29.284,2389.1690000000003,668.882,620.1666666666666,0.179,6,6
0,908,3,3767.0,3767.0,44.49,1370.674,805.843,1255.6666666666667,0.218,6,3
0,909,6,3819.0,3819.0,41.06,2667.717,802.494,636.5,0.165,3,6
0,910,3,3627.0,3627.0,38.34,1522.364,991.745,1209.0,0.291,5,3
0,911,5,3414.0,3414.0,43.076,2281.394,605.51,682.8,0.209,3,5
0,912,6,3947.0,3947.0,31.366,2402.5840000000003,634.426,657.8333333333334,0.195,6,6
0,913,6,3967.0,3967.0,54.357,2502.375,815.472,661.1666666666666,0.18,6,6
0,914,6,3918.0,3918.0,49.438,2183.711,513.221,653.0,0.222,5,6
0,915,5,3862.0,3862.0,35.741,2312.916,769.407,772.4,0.129,6,5
0,916,4,4019.0,4019.0,32.142,1740.6879999999999,889.679,1004.75,0.299,6,4
0,917,6,3487.0,3487.0,26.723,2465.416,554.901,581.1666666666666,0.212,4,6
0,918,6,3438.0,3438.0,46.817,2567.7700000000004,553.725,573.0,0.18,6,6
0,919,6,4058.0,4058.0,45.873,2676.334,697.992,676.3333333333334,0.212,6,6
0,920,6,3872.0,3872.0,61.392,2429.125,642.488,645.3333333333334,0.22,4,6
0,921,4,3684.0,3684.0,30.996,1695.9519999999998,776.858,921.0,0.239,6,4
0,922,4,4084.0,4084.0,54.117,1965.7309999999998,911.674,1021.0,0.219,4,4
0,923,4,4081.0,4081.0,65.065,2017.071,1070.113,1020.25,0.184,4,4
0,924,5,3796.0,3796.0,33.385,2519.509,756.088,759.2,0.252,6,5
0,925,6,4005.0,4005.0,59.121,2715.706,808.58,667.5,0.295,5,6
0,926,7,3777.0,3777.0,30.643,2673.988,607.714,539.5714285714286,0.223,6,7
0,927,6,4073.0,4073.0,28.722,2619.6910000000003,627.947,678.8333333333334,0.232,7,6
0,928,3,3570.0,3570.0,42.728,1528.077,602.765,1190.0,0.235,3,3
0,929,5,3951.0,3951.0,51.629,2326.972,648.878,790.2,0.179,5,5
0,930,7,3866.0,3866.0,47.655,2582.9470000000006,496.05,552.2857142857143,0.186,7,7
0,931,6,3950.0,3950.0,45.523,2592.415,620.0,658.3333333333334,0.176,6,6
0,932,4,4034.0,4034.0,55.358,1782.066,899.976,1008.5,0.201,4,4
0,933,6,3998.0,3998.0,54.987,2425.1369999999997,558.799,666.3333333333334,0.172,6,6
0,934,5,3956.0,3956.0,74.867,2261.363,720.972,791.2,0.235,5,5
0,935,7,3857.0,3857.0,44.111,2986.503,596.939,551.0,0.272,7,7
0,936,5,3945.0,3945.0,41.045,2231.66,730.123,789.0,0.201,5,5
0,937,4,3874.0,3874.0,39.043,2008.4410000000003,986.981,968.5,0.185,4,4
0,938,4,4006.0,4006.0,32.87,2027.5189999999998,1131.991,1001.5,0.195,4,4
0,939,5,3974.0,3974.0,54.46,2248.136,780.355,794.8,0.168,5,5
0,940,6,3805.0,3805.0,59.471,2656.3240000000005,773.109,634.1666666666666,0.214,6,6
0,941,5,3983.0,3983.0,53.589,2495.2299999999996,809.52,796.6,0.24,5,5
0,942,3,3981.0,3981.0,44.553,1828.922,1226.381,1327.0,0.186,3,3
0,943,4,3790.0,3790.0,58.248,1875.4710000000002,1052.679,947.5,0.221,4,4
0,944,2,3815.0,3815.0,37.867,1526.792,1135.725,1907.5,0.217,4,2
0,945,4,4082.0,4082.0,43.142,2103.634,1070.524,1020.5,0.136,2,4
0,946,2,3336.0,3336.0,40.58,1297.766,972.639,1668.0,0.389,4,2
0,947,4,3983.0,3983.0,60.603,2090.812,1085.503,995.75,0.163,2,4
0,948,4,3781.0,3781.0,38.283,2186.365,1083.128,945.25,0.207,4,4
0,949,7,3965.0,3965.0,57.795,3080.909,655.343,566.4285714285714,0.331,7,7
0,950,3,3719.0,3719.0,53.416,1555.6909999999998,814.14,1239.6666666666667,0.185,3,3
0,951,3,3834.0,3834.0,45.492,1596.008,931.609,1278.0,0.163,3,3
0,952,3,3837.0,3837.0,58.333,1873.884,968.758,1279.0,0.236,3,3
0,953,6,3767.0,3767.0,55.256,2275.686,667.462,627.8333333333334,0.225,6,6
0,954,5,3914.0,3914.0,29.836,2123.331,634.013,782.8,0.154,5,5
0,955,4,4034.0,4034.0,28.188,2180.185,998.459,1008.5,0.201,4,4
0,956,6,4047.0,4047.0,57.845,2242.057,585.784,674.5,0.255,6,6
0,957,6,3733.0,3733.0,42.708,2272.371,626.64,622.1666666666666,0.203,6,6
0,958,6,3878.0,3878.0,54.659,2601.6989999999996,637.193,646.3333333333334,0.244,6,6
0,959,5,3908.0,3908.0,51.782,2248.257,653.94,781.6,0.182,5,5
0,960,3,3968.0,3968.0,41.71,1857.348,1072.589,1322.6666666666667,0.365,3,3
0,961,7,3762.0,3762.0,60.595,2597.934,755.969,537.4285714285714,0.39,7,7
0,962,4,3999.0,3999.0,44.166,1883.176,994.927,999.75,0.239,4,4
0,963,5,3890.0,3890.0,52.764,2082.424,677.34,778.0,0.182,5,5
0,964,3,3957.0,3957.0,34.33,1442.506,937.82,1319.0,0.356,3,3
0,965,3,3514.0,3514.0,29.596,1516.44,981.486,1171.3333333333333,0.184,3,3
0,966,4,3673.0,3673.0,38.217,2033.8579999999997,1124.587,918.25,0.159,4,4
0,967,4,3588.0,3588.0,43.26,1949.412,844.04,897.0,0.194,4,4
0,968,3,3934.0,3934.0,45.789,1665.026,1019.606,1311.3333333333333,0.239,6,3
0,969,6,3740.0,3740.0,32.241,2211.819,798.833,623.3333333333334,0.279,3,6
0,970,3,3661.0,3661.0,69.777,1860.855,1054.057,1220.3333333333333,0.19,3,3
0,971,7,3940.0,3940.0,29.219,2736.8170000000005,607.125,562.8571428571429,0.18,7,7
0,972,6,3980.0,3980.0,24.698,2221.649,554.854,663.3333333333334,0.212,6,6
0,973,6,3411.0,3411.0,22.714,2067.636,770.766,568.5,0.186,6,6
0,974,3,3908.0,3908.0,51.191,1708.31,1029.991,1302.6666666666667,0.262,3,3
0,975,5,3838.0,3838.0,47.155,2198.134,730.354,767.6,0.152,5,5
0,976,4,3923.0,3923.0,47.759,1692.392,940.329,980.75,0.22,4,4
0,977,3,3699.0,3699.0,33.218,1513.432,872.82,1233.0,0.194,3,3
0,978,3,3905.0,3905.0,27.156,1394.5480000000002,828.375,1301.6666666666667,0.24,3,3
0,979,3,4095.0,4095.0,53.262,1881.3039999999999,1046.177,1365.0,0.146,3,3
0,980,4,4036.0,4036.0,42.281,1988.8290000000002,955.893,1009.0,0.161,4,4
0,981,4,4073.0,4073.0,37.853,1915.9360000000001,933.639,1018.25,0.183,4,4
0,982,5,3960.0,3960.0,34.804,2017.463,816.203,792.0,0.222,5,5
0,983,3,3919.0,3919.0,38.782,1660.247,898.659,1306.3333333333333,0.193,3,3
0,984,4,3890.0,3890.0,33.559,2022.49,1037.55,972.5,0.194,4,4
0,985,5,3791.0,3791.0,29.774,2168.2239999999997,632.024,758.2,0.175,5,5
0,986,3,3697.0,3697.0,40.125,1914.773,1017.004,1232.3333333333333,0.188,3,3
0,987,4,3871.0,3871.0,51.835,2402.754,1082.713,967.75,0.149,4,4
0,988,4,3800.0,3800.0,40.979,1949.286,812.439,950.0,0.199,4,4
0,989,5,3968.0,3968.0,48.311,2362.9210000000003,856.747,793.6,0.184,5,5
0,990,4,3999.0,3999.0,54.968,1975.221,1015.769,999.75,0.278,6,4
0,991,6,4044.0,4044.0,30.055,2230.1150000000002,720.774,674.0,0.156,4,6
0,992,5,4062.0,4062.0,49.532,2108.8340000000003,946.527,812.4,0.19,5,5
0,993,4,3555.0,3555.0,43.795,1977.016,1072.457,888.75,0.154,4,4
0,994,3,3827.0,3827.0,24.028,1631.535,1079.711,1275.6666666666667,0.173,5,3
0,995,5,4025.0,4025.0,51.492,2241.434,758.383,805.0,0.171,3,5
0,996,4,3794.0,3794.0,44.221,1851.074,903.635,948.5,0.888,4,4
0,997,4,3863.0,3863.0,45.472,2111.177,979.836,965.75,0.191,4,4
0,998,6,3813.0,3813.0,32.313,2470.603,635.768,635.5,0.187,6,6
0,999,7,3870.0,3870.0,48.398,2795.861,594.487,552.8571428571429,0.173,7,7
0,1000,4,4038.0,4038.0,34.473,1835.146,809.881,1009.5,0.278,4,4
0,1001,3,3834.0,3834.0,43.079,1633.848,1011.844,1278.0,0.23,3,3
0,1002,6,3804.0,3804.0,38.397,2301.967,688.094,634.0,0.186,6,6
0,1003,6,4068.0,4068.0,44.088,2544.3860000000004,654.782,678.0,0.169,6,6
0,1004,3,3911.0,3911.0,41.408,1617.692,979.442,1303.6666666666667,0.27,3,3
0,1005,5,4053.0,4053.0,37.671,1882.508,717.283,810.6,0.187,5,5
0,1006,4,3862.0,3862.0,28.313,1773.1889999999999,883.058,965.5,0.237,4,4
0,1007,7,3938.0,3938.0,59.378,2359.867,398.163,562.5714285714286,0.205,7,7
0,1008,3,3863.0,3863.0,37.427,1498.777,843.201,1287.6666666666667,0.207,8,3
0,1009,8,4028.0,4028.0,42.915,3049.5919999999996,491.699,503.5,0.197,3,8+
0,1010,5,3755.0,3755.0,50.775,2175.9089999999997,594.971,751.0,0.176,4,5
0,1011,4,3746.0,3746.0,57.432,1957.784,685.169,936.5,0.127,5,4
0,1012,5,3969.0,3969.0,44.412,2079.2090000000003,556.617,793.8,0.227,5,5
0,1013,7,4056.0,4056.0,50.305,2737.67,638.24,579.4285714285714,0.173,7,7
0,1014,4,3918.0,3918.0,45.473,1972.254,812.608,979.5,0.235,4,4
0,1015,5,3306.0,3306.0,26.206,2033.317,738.328,661.2,0.205,5,5
0,1016,4,4024.0,4024.0,46.828,1890.073,995.519,1006.0,0.226,4,4
0,1017,2,3432.0,3432.0,29.811,1374.484,1022.662,1716.0,0.144,2,2
0,1018,3,3881.0,3881.0,40.123,1496.175,910.916,1293.6666666666667,0.215,3,3
0,1019,6,3890.0,3890.0,25.414,2560.877,750.412,648.3333333333334,0.401,6,6
0,1020,2,3306.0,3306.0,32.139,1325.518,934.032,1653.0,0.244,2,2
0,1021,3,3879.0,3879.0,42.34,1428.322,852.283,1293.0,0.208,3,3
0,1022,3,3740.0,3740.0,40.786,1678.864,1112.253,1246.6666666666667,0.372,3,3
0,1023,8,4086.0,4086.0,55.768,3371.016,772.029,510.75,0.18,8,8+
0,1024,3,3914.0,3914.0,43.623,1632.17,956.563,1304.6666666666667,0.265,3,3
0,1025,4,3904.0,3904.0,41.049,1946.4990000000003,1105.344,976.0,0.207,4,4
0,1026,3,3811.0,3811.0,45.142,1566.712,911.064,1270.3333333333333,0.169,3,3
0,1027,3,3837.0,3837.0,60.969,1399.453,872.636,1279.0,0.19,3,3
0,1028,4,4024.0,4024.0,38.793,1953.531,944.657,1006.0,0.196,5,4
0,1029,5,3716.0,3716.0,25.178,2333.39,810.975,743.2,0.237,4,5
0,1030,5,3598.0,3598.0,23.979,2177.129,706.175,719.6,0.305,5,5
0,1031,5,4060.0,4060.0,32.846,2453.7690000000002,981.662,812.0,0.182,5,5
0,1032,4,4035.0,4035.0,42.244,1912.882,968.382,1008.75,0.391,5,4
0,1033,5,4000.0,4000.0,42.873,2217.63,876.197,800.0,0.21,4,5
0,1034,4,3707.0,3707.0,35.839,2072.118,879.797,926.75,0.189,4,4
0,1035,5,4067.0,4067.0,44.004,2458.146,832.648,813.4,0.26,5,5
0,1036,4,3918.0,3918.0,43.181,1834.413,782.094,979.5,0.319,4,4
0,1037,3,3802.0,3802.0,52.657,1696.9560000000001,992.792,1267.3333333333333,0.524,3,3
0,1038,3,3826.0,3826.0,32.272,1475.9769999999999,962.362,1275.3333333333333,0.248,6,3
0,1039,6,3941.0,3941.0,43.413,2747.573,807.178,656.8333333333334,0.225,3,6
0,1040,5,3701.0,3701.0,33.692,2326.278,966.298,740.2,0.178,5,5
0,1041,5,4012.0,4012.0,47.913,2339.471,993.187,802.4,0.212,5,5
0,1042,4,4007.0,4007.0,41.085,2130.094,998.989,1001.75,0.195,6,4
0,1043,6,4093.0,4093.0,31.6,2354.4179999999997,518.574,682.1666666666666,0.173,4,6
0,1044,4,3961.0,3961.0,32.052,1911.203,960.811,990.25,0.218,6,4
0,1045,6,3777.0,3777.0,34.436,2881.705,766.385,629.5,0.198,4,6
0,1046,5,3859.0,3859.0,42.645,2080.997,742.023,771.8,0.222,6,5
0,1047,6,4074.0,4074.0,46.753,2456.451,617.751,679.0,0.122,5,6
0,1048,5,4061.0,4061.0,51.017,2272.8460000000005,782.918,812.2,0.204,7,5
0,1049,7,3926.0,3926.0,25.039,2916.991,708.347,560.8571428571429,0.185,5,7
0,1050,5,4038.0,4038.0,28.435,2008.527,562.491,807.6,0.219,4,5
0,1051,4,3944.0,3944.0,43.395,1713.183,913.168,986.0,0.195,5,4
0,1052,4,3850.0,3850.0,52.474,1894.734,1077.575,962.5,0.189,4,4
0,1053,4,3785.0,3785.0,42.763,1874.806,841.843,946.25,0.167,4,4
0,1054,5,3323.0,3323.0,39.895,1934.5130000000001,633.068,664.6,0.246,5,5
0,1055,4,4083.0,4083.0,45.638,1755.869,863.901,1020.75,0.353,4,4
0,1056,3,3867.0,3867.0,25.192,1471.326,882.515,1289.0,0.167,7,3
0,1057,7,3931.0,3931.0,53.282,2555.386,671.757,561.5714285714286,0.168,3,7
0,1058,4,3922.0,3922.0,52.594,2232.991,866.532,980.5,0.26,5,4
0,1059,5,3822.0,3822.0,38.001,2418.3289999999997,865.593,764.4,0.178,4,5
0,1060,3,3834.0,3834.0,40.387,1781.102,1007.595,1278.0,0.215,3,3
0,1061,6,3976.0,3976.0,33.472,2223.8,490.87,662.6666666666666,0.242,6,6
0,1062,4,4032.0,4032.0,44.504,2016.524,942.725,1008.0,0.162,4,4
0,1063,6,3900.0,3900.0,66.025,2537.8070000000002,705.474,650.0,0.233,6,6
0,1064,5,4062.0,4062.0,40.19,1996.613,689.252,812.4,0.308,5,5
0,1065,5,3558.0,3558.0,39.198,2255.746,603.22,711.6,0.171,5,5
0,1066,5,3726.0,3726.0,57.946,1934.3690000000001,567.361,745.2,0.202,5,5
0,1067,5,3907.0,3907.0,31.07,2103.9970000000003,597.614,781.4,0.174,5,5
0,1068,4,3853.0,3853.0,38.875,1727.982,875.926,963.25,0.15,6,4
0,1069,6,3664.0,3664.0,38.437,2455.9649999999997,560.259,610.6666666666666,0.152,4,6
0,1070,5,3887.0,3887.0,51.027,2072.038,489.456,777.4,0.18,5,5
0,1071,4,4069.0,4069.0,40.176,1713.027,882.182,1017.25,0.345,4,4
0,1072,3,4008.0,4008.0,47.057,1740.802,1060.138,1336.0,0.17,3,3
0,1073,3,3860.0,3860.0,53.05,1628.1779999999999,945.425,1286.6666666666667,0.231,3,3
0,1074,4,3760.0,3760.0,23.615,1751.248,686.347,940.0,0.171,5,4
0,1075,5,3776.0,3776.0,36.206,2376.7009999999996,838.077,755.2,0.372,4,5
0,1076,4,4063.0,4063.0,39.258,1971.442,990.305,1015.75,0.335,4,4
0,1077,4,3996.0,3996.0,39.092,1918.3780000000002,959.45,999.0,0.143,4,4
0,1078,6,3874.0,3874.0,41.976,2379.542,571.196,645.6666666666666,0.278,6,6
0,1079,5,3961.0,3961.0,39.469,2045.001,863.906,792.2,0.235,5,5
0,1080,3,3852.0,3852.0,22.649,1450.212,886.15,1284.0,0.218,6,3
0,1081,6,3923.0,3923.0,29.975,2119.1839999999997,581.294,653.8333333333334,0.238,3,6
0,1082,2,4075.0,4075.0,35.345,1509.854,986.441,2037.5,0.226,3,2
0,1083,3,3872.0,3872.0,40.106,1827.723,1065.438,1290.6666666666667,0.127,2,3
0,1084,5,3798.0,3798.0,41.298,2117.302,686.839,759.6,0.223,5,5
0,1085,5,3837.0,3837.0,49.657,2321.817,689.966,767.4,0.18,5,5
0,1086,5,3369.0,3369.0,35.788,1971.609,651.679,673.8,0.22,5,5
0,1087,3,3650.0,3650.0,37.045,1434.2830000000001,809.498,1216.6666666666667,0.243,3,3
0,1088,3,3916.0,3916.0,49.561,1786.6820000000002,1073.212,1305.3333333333333,0.251,4,3
0,1089,4,3923.0,3923.0,57.912,2090.941,1214.87,980.75,0.204,3,4
0,1090,4,3772.0,3772.0,39.396,1693.8139999999999,885.789,943.0,0.181,4,4
0,1091,7,4011.0,4011.0,52.099,2706.766,526.108,573.0,0.186,7,7
0,1092,7,3903.0,3903.0,44.836,2410.469,648.009,557.5714285714286,0.219,7,7
0,1093,4,3966.0,3966.0,31.465,1667.187,858.216,991.5,0.188,4,4
0,1094,5,4054.0,4054.0,45.534,2514.494,857.764,810.8,0.188,5,5
0,1095,6,4014.0,4014.0,25.578,2468.309,500.188,669.0,0.131,6,6
0,1096,4,4005.0,4005.0,39.066,1856.517,902.508,1001.25,0.208,5,4
0,1097,5,3202.0,3202.0,35.269,2095.2090000000003,548.249,640.4,0.203,4,5
0,1098,4,3862.0,3862.0,32.256,1780.797,901.842,965.5,0.22,7,4
0,1099,7,3978.0,3978.0,35.061,2673.9,724.759,568.2857142857143,0.164,4,7
0,1100,6,4059.0,4059.0,39.208,2419.048,570.728,676.5,0.236,6,6
0,1101,5,3836.0,3836.0,60.08,2034.289,856.941,767.2,0.226,5,5
0,1102,3,3796.0,3796.0,40.898,1356.837,801.106,1265.3333333333333,0.17,3,3
0,1103,3,3588.0,3588.0,35.058,1473.6970000000001,1001.679,1196.0,0.175,3,3
0,1104,4,3926.0,3926.0,37.121,1752.0009999999997,847.889,981.5,0.246,4,4
0,1105,5,3764.0,3764.0,27.292,2187.228,540.144,752.8,0.184,5,5
0,1106,5,3916.0,3916.0,38.108,2155.675,572.619,783.2,0.258,5,5
0,1107,6,4063.0,4063.0,50.507,2658.888,664.894,677.1666666666666,0.137,6,6
0,1108,6,3940.0,3940.0,26.233,2302.419,676.09,656.6666666666666,0.183,6,6
0,1109,6,3902.0,3902.0,42.271,2219.2960000000003,497.325,650.3333333333334,0.208,6,6
0,1110,5,3412.0,3412.0,31.222,2280.152,794.092,682.4,0.146,5,5
0,1111,4,3900.0,3900.0,32.602,1904.012,922.447,975.0,0.316,4,4
0,1112,5,3639.0,3639.0,39.02,2110.5379999999996,632.04,727.8,0.244,5,5
0,1113,6,3971.0,3971.0,53.156,2501.6589999999997,723.127,661.8333333333334,0.206,6,6
0,1114,4,3961.0,3961.0,50.767,1740.1729999999998,836.04,990.25,0.262,4,4
0,1115,7,4082.0,4082.0,28.513,2454.57,473.965,583.1428571428571,0.186,7,7
0,1116,4,4001.0,4001.0,42.644,1659.9150000000002,723.462,1000.25,0.2,4,4
0,1117,7,3952.0,3952.0,53.315,2965.596,555.552,564.5714285714286,0.188,7,7
0,1118,2,3767.0,3767.0,40.207,1373.6190000000001,910.523,1883.5,0.339,2,2
0,1119,3,3884.0,3884.0,43.133,1654.3220000000001,957.012,1294.6666666666667,0.154,3,3
0,1120,5,3919.0,3919.0,44.063,2185.844,606.311,783.8,0.191,5,5
0,1121,3,3901.0,3901.0,38.243,1728.179,1103.64,1300.3333333333333,0.219,3,3
0,1122,3,3987.0,3987.0,35.507,1787.469,1178.634,1329.0,0.366,3,3
0,1123,6,3450.0,3450.0,23.209,2374.84,783.92,575.0,0.215,6,6
0,1124,4,4041.0,4041.0,56.906,1876.4140000000002,1078.728,1010.25,0.211,4,4
0,1125,4,3954.0,3954.0,35.122,1869.618,1096.194,988.5,0.183,4,4
0,1126,3,3665.0,3665.0,40.236,1482.059,871.449,1221.6666666666667,0.199,3,3
0,1127,3,3547.0,3547.0,33.372,1485.825,987.884,1182.3333333333333,0.159,3,3
0,1128,3,3829.0,3829.0,44.768,1727.549,1074.103,1276.3333333333333,0.143,3,3
0,1129,4,4013.0,4013.0,54.355,1880.9600000000003,602.863,1003.25,0.189,4,4
0,1130,5,3948.0,3948.0,43.47,2227.284,1046.702,789.6,0.204,5,5
0,1131,7,4086.0,4086.0,50.397,2876.9410000000007,685.745,583.7142857142857,0.146,7,7
0,1132,4,3876.0,3876.0,31.74,1809.643,891.821,969.0,0.219,4,4
0,1133,7,3868.0,3868.0,34.332,2426.2129999999997,562.197,552.5714285714286,0.172,7,7
0,1134,3,3925.0,3925.0,52.297,1745.3719999999998,875.084,1308.3333333333333,0.142,3,3
0,1135,4,3872.0,3872.0,33.092,1903.411,892.569,968.0,0.174,4,4
0,1136,3,3749.0,3749.0,37.946,1514.704,887.629,1249.6666666666667,0.168,3,3
0,1137,3,3974.0,3974.0,37.496,1630.2689999999998,869.103,1324.6666666666667,0.199,3,3
0,1138,4,3892.0,3892.0,38.242,1712.505,579.152,973.0,0.23,6,4
0,1139,6,3767.0,3767.0,28.064,2539.168,607.486,627.8333333333334,0.151,4,6
0,1140,3,4065.0,4065.0,41.747,1612.99,936.623,1355.0,0.156,3,3
0,1141,5,3929.0,3929.0,27.671,2094.885,554.757,785.8,0.354,5,5
0,1142,3,3898.0,3898.0,37.505,1502.0900000000001,844.267,1299.3333333333333,0.21,3,3
0,1143,3,3804.0,3804.0,42.259,1628.743,1017.818,1268.0,0.134,3,3
0,1144,4,3912.0,3912.0,42.92,1580.081,762.343,978.0,0.289,4,4
0,1145,4,3780.0,3780.0,54.34,2013.566,697.52,945.0,0.177,4,4
0,1146,2,4034.0,4034.0,38.757,1304.4,891.901,2017.0,0.138,2,2
0,1147,5,3992.0,3992.0,56.098,1937.532,649.678,798.4,0.182,5,5
0,1148,4,3749.0,3749.0,37.314,1908.1960000000001,835.559,937.25,0.169,4,4
0,1149,5,4042.0,4042.0,48.643,2100.976,501.198,808.4,0.158,5,5
0,1150,4,3942.0,3942.0,36.209,1836.881,953.789,985.5,0.225,7,4
0,1151,7,3976.0,3976.0,38.308,2523.128,648.717,568.0,0.186,4,7
0,1152,4,3833.0,3833.0,23.096,1889.2,837.818,958.25,0.167,4,4
0,1153,4,3951.0,3951.0,40.322,1789.963,816.628,987.75,0.216,4,4
0,1154,4,3970.0,3970.0,44.287,2104.165,1038.89,992.5,0.174,4,4
0,1155,5,3982.0,3982.0,48.273,2166.277,742.401,796.4,0.149,5,5
0,1156,7,3731.0,3731.0,39.912,2808.016,625.058,533.0,0.216,7,7
0,1157,6,3945.0,3945.0,50.061,2365.2429999999995,629.516,657.5,0.147,6,6
0,1158,4,3888.0,3888.0,26.57,2013.016,990.405,972.0,0.213,6,4
0,1159,6,4012.0,4012.0,38.748,2749.246,961.032,668.6666666666666,0.175,4,6
0,1160,5,3740.0,3740.0,33.766,1896.4160000000002,642.517,748.0,0.175,4,5
0,1161,4,3846.0,3846.0,27.477,1624.9209999999998,612.627,961.5,0.194,5,4
0,1162,3,3978.0,3978.0,43.927,1822.658,973.889,1326.0,0.169,3,3
0,1163,4,4069.0,4069.0,54.169,1748.711,903.159,1017.25,0.166,4,4
0,1164,6,3697.0,3697.0,47.91,2307.274,616.51,616.1666666666666,0.19,6,6
0,1165,6,4081.0,4081.0,37.022,2404.281,607.612,680.1666666666666,0.245,6,6
0,1166,4,3850.0,3850.0,36.879,1941.7370000000003,913.985,962.5,0.249,6,4
