0	0.606	1.000	2.350	0.214
1	0.616	1.000	2.400	0.214
3	0.389	1.009	1.750	0.212
6	0.625	1.046	3.775	0.206
9	0.469	1.054	2.212	0.202
12	0.431	1.074	1.825	0.200
15	0.528	1.124	1.800	0.195
18	0.406	1.095	1.637	0.197
21	1.031	1.169	1.462	0.186
24	0.441	1.177	1.600	0.188
27	0.447	1.100	1.688	0.194
30	0.403	1.137	1.637	0.191
33	0.431	1.135	1.613	0.192
36	0.394	1.300	1.244	0.169
39	0.416	1.207	1.363	0.181
