t,kind,rank,worker,pid,global_step,epoch,local_step,load_ms,index,wall_ms,cpu_ms,ok,n_in,seq_len,t_batch,t_fwd,t_bwd,t_opt,t_end
1789040168.3575,timeline,3,-1,29432,249.0,0.0,250.0,798.071,,,,,,,73626.162578,73626.252354,73626.273404,73626.273404,73626.273422
1789040169.7847,timeline,2,-1,29431,250.0,0.0,251.0,0.102,,,,,,,73626.273858,73627.679119,73627.700597,73627.700597,73627.700618
1789040169.7834,timeline,1,-1,29430,250.0,0.0,251.0,0.102,,,,,,,73626.273982,73627.680468,73627.699272,73627.699272,73627.699285
1789040169.7839,timeline,0,-1,29429,250.0,0.0,251.0,0.131,,,,,,,73626.274098,73627.678812,73627.699772,73627.699772,73627.699788
1789040169.7823,timeline,3,-1,29432,250.0,0.0,251.0,1315.694,,,,,,,73627.589354,73627.677836,73627.69822,73627.69822,73627.698237
1789040170.811,timeline,1,-1,29430,251.0,0.0,252.0,0.096,,,,,,,73627.699626,73628.48491,73628.726896,73628.726896,73628.726913
1789040170.8181,timeline,0,-1,29429,251.0,0.0,252.0,0.159,,,,,,,73627.700236,73628.484546,73628.733975,73628.733975,73628.733988
1789040170.8312,timeline,2,-1,29431,251.0,0.0,252.0,0.107,,,,,,,73627.701043,73628.485921,73628.747078,73628.747078,73628.747096
1789040170.8219,timeline,3,-1,29432,251.0,0.0,252.0,693.523,,,,,,,73628.392016,73628.48426,73628.737829,73628.737829,73628.737842
1789040172.5245,timeline,1,-1,29430,252.0,0.0,253.0,0.103,,,,,,,73628.727183,73630.420847,73630.440427,73630.440427,73630.440441
1789040172.5314,timeline,0,-1,29429,252.0,0.0,253.0,0.115,,,,,,,73628.734248,73630.424388,73630.447329,73630.447329,73630.447346
1789040172.5249,timeline,2,-1,29431,252.0,0.0,253.0,0.252,,,,,,,73628.747522,73630.419304,73630.440757,73630.440757,73630.440779
1789040172.5244,timeline,3,-1,29432,252.0,0.0,253.0,1563.838,,,,,,,73630.301979,73630.418774,73630.440312,73630.440312,73630.440327
1789040172.8431,timeline,1,-1,29430,253.0,0.0,254.0,0.102,,,,,,,73630.440809,73630.739766,73630.75903,73630.75903,73630.759047
1789040172.8489,timeline,2,-1,29431,253.0,0.0,254.0,0.115,,,,,,,73630.441226,73630.742642,73630.764809,73630.764809,73630.764828
1789040172.843,timeline,0,-1,29429,253.0,0.0,254.0,0.149,,,,,,,73630.447941,73630.737771,73630.75887,73630.75887,73630.758884
1789040172.8423,timeline,3,-1,29432,253.0,0.0,254.0,176.01,,,,,,,73630.616524,73630.737709,73630.758185,73630.758185,73630.7582
1789040175.0737,timeline,0,-1,29429,254.0,0.0,255.0,0.125,,,,,,,73630.759283,73632.736332,73632.989565,73632.989565,73632.989578
1789040175.1116,timeline,1,-1,29430,254.0,0.0,255.0,0.136,,,,,,,73630.759538,73632.739328,73633.027554,73633.027554,73633.027569
1789040175.1228,timeline,2,-1,29431,254.0,0.0,255.0,0.103,,,,,,,73630.76509,73632.738646,73633.038663,73633.038663,73633.038685
1789040175.07,timeline,3,-1,29432,254.0,0.0,255.0,1889.366,,,,,,,73632.647792,73632.737144,73632.985921,73632.985921,73632.985937
1789040175.3914,timeline,0,-1,29429,255.0,0.0,256.0,0.114,,,,,,,73632.989837,73633.285732,73633.307296,73633.307296,73633.307313
1789040175.3918,timeline,1,-1,29430,255.0,0.0,256.0,0.092,,,,,,,73633.027978,73633.288421,73633.307664,73633.307664,73633.307684
1789040175.3927,timeline,2,-1,29431,255.0,0.0,256.0,0.111,,,,,,,73633.039107,73633.287863,73633.308585,73633.308585,73633.308601
1789040175.3918,timeline,3,-1,29432,255.0,0.0,256.0,211.32,,,,,,,73633.197576,73633.286577,73633.307726,73633.307726,73633.307737
1789040177.5246,timeline,0,-1,29429,256.0,0.0,257.0,0.131,,,,,,,73633.307729,73635.419392,73635.440469,73635.440469,73635.440487
1789040177.5235,timeline,1,-1,29430,256.0,0.0,257.0,0.115,,,,,,,73633.308058,73635.419085,73635.439379,73635.439379,73635.439402
1789040177.525,timeline,2,-1,29431,256.0,0.0,257.0,0.113,,,,,,,73633.308865,73635.419908,73635.440953,73635.440953,73635.440971
1789040177.5236,timeline,3,-1,29432,256.0,0.0,257.0,2007.696,,,,,,,73635.315689,73635.419141,73635.439478,73635.439478,73635.439493
1789040178.0439,timeline,1,-1,29430,257.0,0.0,258.0,0.118,,,,,,,73635.439804,73635.647865,73635.959784,73635.959784,73635.959796
1789040177.9799,timeline,0,-1,29429,257.0,0.0,258.0,0.143,,,,,,,73635.440903,73635.642441,73635.895816,73635.895816,73635.895828
1789040177.9839,timeline,2,-1,29431,257.0,0.0,258.0,0.123,,,,,,,73635.441401,73635.644438,73635.899861,73635.899861,73635.899875
1789040177.9975,timeline,3,-1,29432,257.0,0.0,258.0,114.558,,,,,,,73635.554229,73635.645703,73635.913451,73635.913451,73635.913468
1789040179.6069,timeline,0,-1,29429,258.0,0.0,259.0,0.128,,,,,,,73635.896101,73637.501137,73637.522803,73637.522803,73637.522824
1789040179.6001,timeline,2,-1,29431,258.0,0.0,259.0,0.131,,,,,,,73635.900402,73637.494716,73637.516036,73637.516036,73637.516056
1789040179.6208,timeline,1,-1,29430,258.0,0.0,259.0,0.083,,,,,,,73635.960151,73637.516569,73637.536734,73637.536734,73637.536748
1789040179.6013,timeline,3,-1,29432,258.0,0.0,259.0,1479.151,,,,,,,73637.392906,73637.494578,73637.517179,73637.517179,73637.517198
1789040180.3092,timeline,2,-1,29431,259.0,0.0,260.0,0.118,,,,,,,73637.516356,73638.204379,73638.225127,73638.225127,73638.225146
1789040180.3076,timeline,0,-1,29429,259.0,0.0,260.0,0.16,,,,,,,73637.523296,73638.202239,73638.223494,73638.223494,73638.223508
1789040180.31,timeline,1,-1,29430,259.0,0.0,260.0,0.104,,,,,,,73637.537008,73638.206043,73638.225875,73638.225875,73638.22589
1789040180.3092,timeline,3,-1,29432,259.0,0.0,260.0,597.085,,,,,,,73638.114496,73638.203822,73638.225124,73638.225124,73638.225141
1789040182.2107,timeline,0,-1,29429,260.0,0.0,261.0,0.129,,,,,,,73638.223926,73639.702601,73640.118571,73640.118571,73640.126623
1789040182.2071,timeline,2,-1,29431,260.0,0.0,261.0,0.112,,,,,,,73638.225434,73639.70254,73640.114102,73640.114102,73640.123028
1789040182.207,timeline,1,-1,29430,260.0,0.0,261.0,0.107,,,,,,,73638.226265,73639.701988,73640.114125,73640.114125,73640.122914
1789040182.207,timeline,3,-1,29432,260.0,0.0,261.0,1385.159,,,,,,,73639.610539,73639.70229,73640.114116,73640.114116,73640.122948
1789040182.4696,timeline,1,-1,29430,261.0,0.0,262.0,0.123,,,,,,,73640.123325,73640.365274,73640.385476,73640.385476,73640.38549
1789040182.4691,timeline,2,-1,29431,261.0,0.0,262.0,0.142,,,,,,,73640.123488,73640.364363,73640.384974,73640.384974,73640.384991
1789040182.4674,timeline,0,-1,29429,261.0,0.0,262.0,0.182,,,,,,,73640.127137,73640.363074,73640.383299,73640.383299,73640.383312
1789040182.4681,timeline,3,-1,29432,261.0,0.0,262.0,151.231,,,,,,,73640.274364,73640.362946,73640.384019,73640.384019,73640.384031
1789040183.9458,timeline,0,-1,29429,262.0,0.0,263.0,0.119,,,,,,,73640.383694,73641.842386,73641.861719,73641.861719,73641.861735
1789040183.9479,timeline,2,-1,29431,262.0,0.0,263.0,0.105,,,,,,,73640.385374,73641.842725,73641.86384,73641.86384,73641.863862
1789040183.9501,timeline,1,-1,29430,262.0,0.0,263.0,0.106,,,,,,,73640.38586,73641.845861,73641.865996,73641.865996,73641.86601
1789040183.9477,timeline,3,-1,29432,262.0,0.0,263.0,1366.811,,,,,,,73641.751081,73641.842593,73641.863618,73641.863618,73641.863634
1789040185.853,timeline,0,-1,29429,263.0,0.0,264.0,0.135,,,,,,,73641.862131,73643.485079,73643.768938,73643.768938,73643.768952
1789040185.8092,timeline,2,-1,29431,263.0,0.0,264.0,0.124,,,,,,,73641.864291,73643.490145,73643.725153,73643.725153,73643.725171
1789040185.833,timeline,1,-1,29430,263.0,0.0,264.0,0.113,,,,,,,73641.866388,73643.489895,73643.748896,73643.748896,73643.74891
1789040185.8778,timeline,3,-1,29432,263.0,0.0,264.0,1531.437,,,,,,,73643.395317,73643.487149,73643.793731,73643.793731,73643.793745
1789040185.9904,timeline,2,-1,29431,264.0,0.0,265.0,0.091,,,,,,,73643.725585,73643.884494,73643.906355,73643.906355,73643.906374
1789040185.9902,timeline,1,-1,29430,264.0,0.0,265.0,0.086,,,,,,,73643.74928,73643.886218,73643.906091,73643.906091,73643.906103
1789040185.9869,timeline,0,-1,29429,264.0,0.0,265.0,0.12,,,,,,,73643.769339,73643.883394,73643.902845,73643.902845,73643.902858
1789040185.9885,timeline,3,-1,29432,264.0,0.0,265.0,0.119,,,,,,,73643.794219,73643.883984,73643.904388,73643.904388,73643.904399
1789040187.5865,timeline,0,-1,29429,265.0,0.0,266.0,0.112,,,,,,,73643.903155,73645.451888,73645.502381,73645.502381,73645.502397
1789040187.559,timeline,1,-1,29430,265.0,0.0,266.0,0.101,,,,,,,73643.906439,73645.454735,73645.474871,73645.474871,73645.474885
1789040187.5603,timeline,2,-1,29431,265.0,0.0,266.0,0.111,,,,,,,73643.906786,73645.455248,73645.476161,73645.476161,73645.476182
1789040187.5561,timeline,3,-1,29432,265.0,0.0,266.0,1458.543,,,,,,,73645.363155,73645.451921,73645.471997,73645.471997,73645.472024
1789040188.006,timeline,1,-1,29430,266.0,0.0,267.0,0.104,,,,,,,73645.475236,73645.677615,73645.92192,73645.92192,73645.921936
1789040188.0089,timeline,2,-1,29431,266.0,0.0,267.0,0.114,,,,,,,73645.476627,73645.675775,73645.924798,73645.924798,73645.924817
1789040188.0107,timeline,0,-1,29429,266.0,0.0,267.0,0.12,,,,,,,73645.502786,73645.675072,73645.926568,73645.926568,73645.926579
1789040188.0062,timeline,3,-1,29432,266.0,0.0,267.0,114.207,,,,,,,73645.586527,73645.675416,73645.922096,73645.922096,73645.922105
1789040190.4212,timeline,1,-1,29430,267.0,0.0,268.0,0.09,,,,,,,73645.922365,73648.31656,73648.337096,73648.337096,73648.337111
1789040190.4208,timeline,2,-1,29431,267.0,0.0,268.0,0.093,,,,,,,73645.925228,73648.315132,73648.336703,73648.336703,73648.336728
1789040190.4196,timeline,0,-1,29429,267.0,0.0,268.0,0.11,,,,,,,73645.926944,73648.312936,73648.335543,73648.335543,73648.335562
1789040190.4161,timeline,3,-1,29432,267.0,0.0,268.0,2300.653,,,,,,,73648.222965,73648.312489,73648.331973,73648.331973,73648.331988
1789040190.7908,timeline,0,-1,29429,268.0,0.0,269.0,0.146,,,,,,,73648.335996,73648.685689,73648.706749,73648.706749,73648.706764
1789040190.797,timeline,2,-1,29431,268.0,0.0,269.0,0.122,,,,,,,73648.337212,73648.691435,73648.712854,73648.712854,73648.712876
1789040190.7919,timeline,1,-1,29430,268.0,0.0,269.0,0.118,,,,,,,73648.337503,73648.687299,73648.707853,73648.707853,73648.707871
1789040190.7931,timeline,3,-1,29432,268.0,0.0,269.0,224.658,,,,,,,73648.556949,73648.685372,73648.708992,73648.708992,73648.709006
1789040192.6454,timeline,0,-1,29429,269.0,0.0,270.0,0.145,,,,,,,73648.707142,73650.312336,73650.561343,73650.561343,73650.561355
1789040192.6425,timeline,1,-1,29430,269.0,0.0,270.0,0.123,,,,,,,73648.708335,73650.313357,73650.558428,73650.558428,73650.558442
1789040192.6531,timeline,2,-1,29431,269.0,0.0,270.0,0.117,,,,,,,73648.713335,73650.314428,73650.568955,73650.568955,73650.568977
1789040192.645,timeline,3,-1,29432,269.0,0.0,270.0,1513.012,,,,,,,73650.222212,73650.311014,73650.560948,73650.560948,73650.560959
1789040193.0707,timeline,1,-1,29430,270.0,0.0,271.0,0.097,,,,,,,73650.558846,73650.966486,73650.986634,73650.986634,73650.986648
1789040193.0667,timeline,0,-1,29429,270.0,0.0,271.0,0.132,,,,,,,73650.561779,73650.963199,73650.982626,73650.982626,73650.982641
1789040193.0674,timeline,2,-1,29431,270.0,0.0,271.0,0.11,,,,,,,73650.569501,73650.962381,73650.983316,73650.983316,73650.983333
1789040193.0696,timeline,3,-1,29432,270.0,0.0,271.0,311.298,,,,,,,73650.87245,73650.962177,73650.985499,73650.985499,73650.985514
1789040194.9758,timeline,0,-1,29429,271.0,0.0,272.0,0.13,,,,,,,73650.983194,73652.872132,73652.891728,73652.891728,73652.891748
1789040194.9796,timeline,2,-1,29431,271.0,0.0,272.0,0.136,,,,,,,73650.983764,73652.87461,73652.895483,73652.895483,73652.895506
1789040194.9775,timeline,1,-1,29430,271.0,0.0,272.0,0.103,,,,,,,73650.986997,73652.872918,73652.893448,73652.893448,73652.893462
1789040194.979,timeline,3,-1,29432,271.0,0.0,272.0,1796.987,,,,,,,73652.782721,73652.871587,73652.894929,73652.894929,73652.894945
1789040195.982,timeline,0,-1,29429,272.0,0.0,273.0,0.151,,,,,,,73652.892326,73653.650836,73653.897924,73653.897924,73653.897936
1789040195.9897,timeline,1,-1,29430,272.0,0.0,273.0,0.1,,,,,,,73652.893852,73653.658873,73653.905635,73653.905635,73653.90565
1789040195.9891,timeline,2,-1,29431,272.0,0.0,273.0,0.114,,,,,,,73652.89597,73653.650835,73653.905044,73653.905044,73653.905062
1789040196.0072,timeline,3,-1,29432,272.0,0.0,273.0,652.215,,,,,,,73653.547465,73653.650328,73653.923153,73653.923153,73653.923164
1789040197.4186,timeline,0,-1,29429,273.0,0.0,274.0,0.155,,,,,,,73653.898443,73655.315111,73655.334482,73655.334482,73655.334499
1789040197.4229,timeline,2,-1,29431,273.0,0.0,274.0,0.089,,,,,,,73653.905471,73655.317625,73655.338785,73655.338785,73655.338807
1789040197.4229,timeline,1,-1,29430,273.0,0.0,274.0,0.109,,,,,,,73653.906039,73655.318148,73655.338817,73655.338817,73655.338836
1789040197.4498,timeline,3,-1,29432,273.0,0.0,274.0,1301.716,,,,,,,73655.225124,73655.315725,73655.365723,73655.365723,73655.365738
1789040197.6001,timeline,0,-1,29429,274.0,0.0,275.0,0.126,,,,,,,73655.334773,73655.496932,73655.515976,73655.515976,73655.515988
1789040197.6027,timeline,2,-1,29431,274.0,0.0,275.0,0.113,,,,,,,73655.339241,73655.498098,73655.518562,73655.518562,73655.518578
1789040197.6033,timeline,1,-1,29430,274.0,0.0,275.0,0.134,,,,,,,73655.339327,73655.499354,73655.519235,73655.519235,73655.519248
1789040197.6044,timeline,3,-1,29432,274.0,0.0,275.0,0.114,,,,,,,73655.366124,73655.497593,73655.520328,73655.520328,73655.520339
1789040200.0933,timeline,0,-1,29429,275.0,0.0,276.0,0.112,,,,,,,73655.516371,73657.754575,73658.009249,73658.009249,73658.009261
1789040200.0914,timeline,2,-1,29431,275.0,0.0,276.0,0.104,,,,,,,73655.518985,73657.749346,73658.007296,73658.007296,73658.007319
1789040200.109,timeline,1,-1,29430,275.0,0.0,276.0,0.099,,,,,,,73655.519559,73657.750968,73658.024928,73658.024928,73658.024946
1789040200.1261,timeline,3,-1,29432,275.0,0.0,276.0,2116.962,,,,,,,73657.637515,73657.749329,73658.04206,73658.04206,73658.042074
1789040200.2368,timeline,2,-1,29431,276.0,0.0,277.0,0.093,,,,,,,73658.007762,73658.131721,73658.152677,73658.152677,73658.152692
1789040200.2359,timeline,0,-1,29429,276.0,0.0,277.0,0.114,,,,,,,73658.009673,73658.131665,73658.151801,73658.151801,73658.151813
1789040200.2371,timeline,1,-1,29430,276.0,0.0,277.0,0.09,,,,,,,73658.025386,73658.133141,73658.153035,73658.153035,73658.153047
1789040200.2383,timeline,3,-1,29432,276.0,0.0,277.0,0.117,,,,,,,73658.042532,73658.131446,73658.154189,73658.154189,73658.1542
1789040202.1995,timeline,0,-1,29429,277.0,0.0,278.0,0.138,,,,,,,73658.152298,73660.094071,73660.115377,73660.115377,73660.115393
1789040202.1997,timeline,2,-1,29431,277.0,0.0,278.0,0.107,,,,,,,73658.153073,73660.094333,73660.115641,73660.115641,73660.115663
1789040202.2006,timeline,1,-1,29430,277.0,0.0,278.0,0.098,,,,,,,73658.153378,73660.095757,73660.116495,73660.116495,73660.116511
1789040202.2057,timeline,3,-1,29432,277.0,0.0,278.0,1831.174,,,,,,,73659.985678,73660.099584,73660.121654,73660.121654,73660.121669
1789040202.6036,timeline,0,-1,29429,278.0,0.0,279.0,0.127,,,,,,,73660.115811,73660.272909,73660.519561,73660.519561,73660.519572
1789040202.6093,timeline,2,-1,29431,278.0,0.0,279.0,0.109,,,,,,,73660.116104,73660.275409,73660.525209,73660.525209,73660.525226
1789040202.6124,timeline,1,-1,29430,278.0,0.0,279.0,0.102,,,,,,,73660.11689,73660.276605,73660.528293,73660.528293,73660.528306
1789040202.6177,timeline,3,-1,29432,278.0,0.0,279.0,0.11,,,,,,,73660.122062,73660.27492,73660.533663,73660.533663,73660.533673
1789040204.4687,timeline,0,-1,29429,279.0,0.0,280.0,0.124,,,,,,,73660.519835,73662.36304,73662.384562,73662.384562,73662.384577
1789040204.4702,timeline,2,-1,29431,279.0,0.0,280.0,0.085,,,,,,,73660.525623,73662.364931,73662.386074,73662.386074,73662.386097
1789040204.4696,timeline,1,-1,29430,279.0,0.0,280.0,0.087,,,,,,,73660.528678,73662.365121,73662.385529,73662.385529,73662.385542
1789040204.4691,timeline,3,-1,29432,279.0,0.0,280.0,1738.993,,,,,,,73662.272892,73662.3616,73662.384971,73662.384971,73662.38499
1789040204.741,timeline,0,-1,29429,280.0,0.0,281.0,0.124,,,,,,,73662.384845,73662.555867,73662.648416,73662.648416,73662.656912
1789040204.7372,timeline,1,-1,29430,280.0,0.0,281.0,0.101,,,,,,,73662.385909,73662.558256,73662.648398,73662.648398,73662.653116
1789040204.7373,timeline,2,-1,29431,280.0,0.0,281.0,0.119,,,,,,,73662.386546,73662.557102,73662.648441,73662.648441,73662.653207
1789040204.7372,timeline,3,-1,29432,280.0,0.0,281.0,81.406,,,,,,,73662.466748,73662.555921,73662.648384,73662.648384,73662.65311
1789040207.2472,timeline,1,-1,29430,281.0,0.0,282.0,0.1,,,,,,,73662.653438,73664.85438,73665.163069,73665.163069,73665.163083
1789040207.1847,timeline,2,-1,29431,281.0,0.0,282.0,0.13,,,,,,,73662.653656,73664.853505,73665.100553,73665.100553,73665.100576
1789040207.1903,timeline,0,-1,29429,281.0,0.0,282.0,0.171,,,,,,,73662.657352,73664.852968,73665.106163,73665.106163,73665.106177
1789040207.1916,timeline,3,-1,29432,281.0,0.0,282.0,2109.673,,,,,,,73664.763003,73664.85276,73665.107546,73665.107546,73665.107558
1789040207.4221,timeline,2,-1,29431,282.0,0.0,283.0,0.105,,,,,,,73665.101046,73665.317612,73665.337975,73665.337975,73665.337992
1789040207.421,timeline,0,-1,29429,282.0,0.0,283.0,0.13,,,,,,,73665.106601,73665.316133,73665.336895,73665.336895,73665.336909
1789040207.4234,timeline,1,-1,29430,282.0,0.0,283.0,0.097,,,,,,,73665.163476,73665.319367,73665.339312,73665.339312,73665.339329
1789040207.4235,timeline,3,-1,29432,282.0,0.0,283.0,119.774,,,,,,,73665.227655,73665.315867,73665.339395,73665.339395,73665.339408
1789040209.5455,timeline,0,-1,29429,283.0,0.0,284.0,0.126,,,,,,,73665.33726,73667.439972,73667.461439,73667.461439,73667.46146
1789040209.545,timeline,2,-1,29431,283.0,0.0,284.0,0.107,,,,,,,73665.338407,73667.439755,73667.460952,73667.460952,73667.460972
1789040209.5461,timeline,1,-1,29430,283.0,0.0,284.0,0.104,,,,,,,73665.339694,73667.441782,73667.462013,73667.462013,73667.462028
1789040209.5451,timeline,3,-1,29432,283.0,0.0,284.0,2009.177,,,,,,,73667.348835,73667.437287,73667.461053,73667.461053,73667.461067
1789040210.6821,timeline,2,-1,29431,284.0,0.0,285.0,0.109,,,,,,,73667.461413,73668.31474,73668.598021,73668.598021,73668.59804
1789040210.7195,timeline,0,-1,29429,284.0,0.0,285.0,0.155,,,,,,,73667.461935,73668.314552,73668.635437,73668.635437,73668.635451
1789040210.7319,timeline,1,-1,29430,284.0,0.0,285.0,0.109,,,,,,,73667.462396,73668.318466,73668.647824,73668.647824,73668.647837
1789040210.6507,timeline,3,-1,29432,284.0,0.0,285.0,763.174,,,,,,,73668.224459,73668.31402,73668.566622,73668.566622,73668.566637
1789040212.5012,timeline,2,-1,29431,285.0,0.0,286.0,0.112,,,,,,,73668.598558,73670.396199,73670.417107,73670.417107,73670.417134
1789040212.5005,timeline,0,-1,29429,285.0,0.0,286.0,0.141,,,,,,,73668.635892,73670.395077,73670.416392,73670.416392,73670.416411
1789040212.5007,timeline,1,-1,29430,285.0,0.0,286.0,0.086,,,,,,,73668.648204,73670.39593,73670.416593,73670.416593,73670.41661
1789040212.5018,timeline,3,-1,29432,285.0,0.0,286.0,1737.809,,,,,,,73670.304701,73670.394011,73670.417678,73670.417678,73670.417693
1789040213.2831,timeline,0,-1,29429,286.0,0.0,287.0,0.155,,,,,,,73670.416731,73671.177912,73671.199039,73671.199039,73671.199054
1789040213.2852,timeline,1,-1,29430,286.0,0.0,287.0,0.1,,,,,,,73670.416976,73671.18096,73671.20112,73671.20112,73671.201135
1789040213.2856,timeline,2,-1,29431,286.0,0.0,287.0,0.135,,,,,,,73670.417626,73671.180667,73671.201462,73671.201462,73671.201486
1789040213.2862,timeline,3,-1,29432,286.0,0.0,287.0,671.69,,,,,,,73671.0896,73671.178954,73671.202084,73671.202084,73671.202096
1789040214.9499,timeline,0,-1,29429,287.0,0.0,288.0,0.135,,,,,,,73671.199454,73672.616419,73672.865803,73672.865803,73672.865815
1789040214.9446,timeline,1,-1,29430,287.0,0.0,288.0,0.1,,,,,,,73671.201382,73672.617836,73672.860555,73672.860555,73672.860566
1789040214.9469,timeline,2,-1,29431,287.0,0.0,288.0,0.121,,,,,,,73671.201946,73672.616561,73672.862795,73672.862795,73672.862814
1789040214.9479,timeline,3,-1,29432,287.0,0.0,288.0,1324.087,,,,,,,73672.526387,73672.614899,73672.863859,73672.863859,73672.863872
1789040215.222,timeline,1,-1,29430,288.0,0.0,289.0,0.085,,,,,,,73672.86092,73673.116691,73673.137871,73673.137871,73673.137886
1789040215.2205,timeline,2,-1,29431,288.0,0.0,289.0,0.089,,,,,,,73672.863239,73673.115732,73673.136387,73673.136387,73673.1364
1789040215.2206,timeline,0,-1,29429,288.0,0.0,289.0,0.121,,,,,,,73672.866223,73673.115674,73673.136538,73673.136538,73673.136551
1789040215.2234,timeline,3,-1,29432,288.0,0.0,289.0,162.025,,,,,,,73673.02613,73673.114704,73673.139345,73673.139345,73673.13936
1789040217.0206,timeline,2,-1,29431,289.0,0.0,290.0,0.101,,,,,,,73673.136774,73674.915277,73674.936475,73674.936475,73674.936497
1789040217.0202,timeline,0,-1,29429,289.0,0.0,290.0,0.123,,,,,,,73673.136873,73674.914912,73674.93612,73674.93612,73674.936137
1789040217.0219,timeline,1,-1,29430,289.0,0.0,290.0,0.106,,,,,,,73673.138257,73674.916885,73674.937761,73674.937761,73674.937778
1789040217.0268,timeline,3,-1,29432,289.0,0.0,290.0,1665.472,,,,,,,73674.805244,73674.920517,73674.942739,73674.942739,73674.942753
1789040217.4274,timeline,0,-1,29429,290.0,0.0,291.0,0.144,,,,,,,73674.936582,73675.095628,73675.343355,73675.343355,73675.343367
1789040217.4274,timeline,2,-1,29431,290.0,0.0,291.0,0.111,,,,,,,73674.936973,73675.097388,73675.343275,73675.343275,73675.343292
1789040217.4333,timeline,1,-1,29430,290.0,0.0,291.0,0.105,,,,,,,73674.938184,73675.097924,73675.349251,73675.349251,73675.349261
1789040217.4265,timeline,3,-1,29432,290.0,0.0,291.0,0.099,,,,,,,73674.943121,73675.096443,73675.342399,73675.342399,73675.342412
1789040219.3411,timeline,2,-1,29431,291.0,0.0,292.0,0.087,,,,,,,73675.343685,73677.235827,73677.256956,73677.256956,73677.256979
1789040219.3405,timeline,0,-1,29429,291.0,0.0,292.0,0.112,,,,,,,73675.343712,73677.235005,73677.256394,73677.256394,73677.256409
1789040219.3416,timeline,1,-1,29430,291.0,0.0,292.0,0.08,,,,,,,73675.349602,73677.236992,73677.257473,73677.257473,73677.257489
1789040219.3411,timeline,3,-1,29432,291.0,0.0,292.0,1801.629,,,,,,,73677.14427,73677.233561,73677.257025,73677.257025,73677.257039
1789040219.5592,timeline,0,-1,29429,292.0,0.0,293.0,0.14,,,,,,,73677.256836,73677.454541,73677.475088,73677.475088,73677.475102
1789040219.561,timeline,2,-1,29431,292.0,0.0,293.0,0.107,,,,,,,73677.257411,73677.456297,73677.476928,73677.476928,73677.476947
1789040219.5613,timeline,1,-1,29430,292.0,0.0,293.0,0.103,,,,,,,73677.257869,73677.457272,73677.477258,73677.477258,73677.477273
1789040219.5624,timeline,3,-1,29432,292.0,0.0,293.0,109.582,,,,,,,73677.366878,73677.455566,73677.478357,73677.478357,73677.47837
1789040221.9622,timeline,0,-1,29429,293.0,0.0,294.0,0.123,,,,,,,73677.475471,73679.629837,73679.878071,73679.878071,73679.878083
1789040221.9655,timeline,2,-1,29431,293.0,0.0,294.0,0.101,,,,,,,73677.477343,73679.63159,73679.881413,73679.881413,73679.881431
1789040221.9611,timeline,1,-1,29430,293.0,0.0,294.0,0.1,,,,,,,73677.477509,73679.633267,73679.876999,73679.876999,73679.877013
1789040221.9649,timeline,3,-1,29432,293.0,0.0,294.0,2062.611,,,,,,,73679.541178,73679.631191,73679.880847,73679.880847,73679.880858
1789040222.1328,timeline,1,-1,29430,294.0,0.0,295.0,0.086,,,,,,,73679.877258,73680.02853,73680.048715,73680.048715,73680.048728
1789040222.1321,timeline,0,-1,29429,294.0,0.0,295.0,0.125,,,,,,,73679.878474,73680.027342,73680.048019,73680.048019,73680.048033
1789040222.1315,timeline,2,-1,29431,294.0,0.0,295.0,0.091,,,,,,,73679.881859,73680.026504,73680.047387,73680.047387,73680.0474
1789040222.129,timeline,3,-1,29432,294.0,0.0,295.0,56.118,,,,,,,73679.937423,73680.025566,73680.044957,73680.044957,73680.04497
1789040224.6071,timeline,2,-1,29431,295.0,0.0,296.0,0.097,,,,,,,73680.047643,73682.50207,73682.523011,73682.523011,73682.523038
1789040224.607,timeline,0,-1,29429,295.0,0.0,296.0,0.123,,,,,,,73680.048429,73682.501622,73682.52295,73682.52295,73682.52297
1789040224.6086,timeline,1,-1,29430,295.0,0.0,296.0,0.104,,,,,,,73680.049109,73682.503501,73682.524512,73682.524512,73682.524535
1789040224.6105,timeline,3,-1,29432,295.0,0.0,296.0,2340.546,,,,,,,73682.386006,73682.506999,73682.526415,73682.526415,73682.526432
1789040225.0731,timeline,0,-1,29429,296.0,0.0,297.0,0.142,,,,,,,73682.523266,73682.684742,73682.989005,73682.989005,73682.989018
1789040225.0794,timeline,2,-1,29431,296.0,0.0,297.0,0.117,,,,,,,73682.523624,73682.684448,73682.995299,73682.995299,73682.99532
1789040225.0357,timeline,1,-1,29430,296.0,0.0,297.0,0.127,,,,,,,73682.524966,73682.685869,73682.951585,73682.951585,73682.951596
1789040225.0127,timeline,3,-1,29432,296.0,0.0,297.0,0.1,,,,,,,73682.526786,73682.685135,73682.928631,73682.928631,73682.928646
1789040227.0477,timeline,1,-1,29430,297.0,0.0,298.0,0.082,,,,,,,73682.951959,73684.943236,73684.963564,73684.963564,73684.963577
1789040227.0738,timeline,0,-1,29429,297.0,0.0,298.0,0.148,,,,,,,73682.989469,73684.940258,73684.989748,73684.989748,73684.98977
1789040227.0482,timeline,2,-1,29431,297.0,0.0,298.0,0.108,,,,,,,73682.995932,73684.943176,73684.964129,73684.964129,73684.964151
1789040227.0439,timeline,3,-1,29432,297.0,0.0,298.0,1921.061,,,,,,,73684.850138,73684.940449,73684.959856,73684.959856,73684.959871
