t,kind,rank,worker,pid,global_step,epoch,local_step,load_ms,index,wall_ms,cpu_ms,ok,n_in,seq_len,t_batch,t_fwd,t_bwd,t_opt,t_end,wid
1789040217.6596,sample,1,1,29669,,,,,18311.0,399.539,118.609,True,,,,,,,,1/w1
1789040218.1538,sample,1,1,29669,,,,,34417.0,494.073,57.401,True,,,,,,,,1/w1
1789040218.4042,sample,1,1,29669,,,,,10001.0,250.258,44.875,True,,,,,,,,1/w1
1789040219.1552,sample,1,1,29669,,,,,39620.0,670.285,308.042,True,,,,,,,,1/w1
1789040219.583,sample,1,1,29669,,,,,13909.0,427.578,119.583,True,,,,,,,,1/w1
1789040219.9726,sample,1,1,29669,,,,,44243.0,389.451,76.352,True,,,,,,,,1/w1
1789040220.4286,sample,1,1,29669,,,,,803.0,455.854,63.526,True,,,,,,,,1/w1
1789040220.8185,sample,1,1,29669,,,,,15101.0,389.701,47.297,True,,,,,,,,1/w1
1789040221.352,sample,1,1,29669,,,,,18352.0,439.606,271.985,True,,,,,,,,1/w1
1789040221.7872,sample,1,1,29669,,,,,23492.0,434.951,129.164,True,,,,,,,,1/w1
1789040222.1401,sample,1,1,29669,,,,,31904.0,352.654,101.849,True,,,,,,,,1/w1
1789040222.4679,sample,1,1,29669,,,,,7036.0,327.659,64.82,True,,,,,,,,1/w1
1789040222.9351,sample,1,1,29669,,,,,30239.0,467.031,48.582,True,,,,,,,,1/w1
1789040223.7073,sample,1,1,29669,,,,,21666.0,653.964,272.458,True,,,,,,,,1/w1
1789040224.0514,sample,1,1,29669,,,,,27710.0,343.966,125.443,True,,,,,,,,1/w1
1789040224.3276,sample,1,1,29669,,,,,31493.0,276.014,78.946,True,,,,,,,,1/w1
1789040224.6878,sample,1,1,29669,,,,,1268.0,360.004,66.624,True,,,,,,,,1/w1
1789040225.0923,sample,1,1,29669,,,,,11292.0,404.444,56.39,True,,,,,,,,1/w1
1789040225.6403,sample,1,1,29669,,,,,28537.0,547.839,51.897,True,,,,,,,,1/w1
1789040226.7266,sample,1,1,29669,,,,,35883.0,1019.406,514.654,True,,,,,,,,1/w1
1789040226.9801,sample,1,1,29669,,,,,23229.0,253.42,59.881,True,,,,,,,,1/w1
1789040227.2306,sample,1,1,29669,,,,,41498.0,250.363,58.679,True,,,,,,,,1/w1
1789040228.0332,sample,1,1,29669,,,,,40438.0,696.092,213.596,True,,,,,,,,1/w1
1789040228.4879,sample,1,1,29669,,,,,17670.0,454.565,118.131,True,,,,,,,,1/w1
1789040228.8581,sample,1,1,29669,,,,,37107.0,369.995,102.642,True,,,,,,,,1/w1
1789040229.1549,sample,1,1,29669,,,,,21106.0,296.678,65.777,True,,,,,,,,1/w1
1789040229.4816,sample,1,1,29669,,,,,15146.0,326.557,59.983,True,,,,,,,,1/w1
1789040229.7394,sample,1,1,29669,,,,,5222.0,257.683,53.6,True,,,,,,,,1/w1
1789040229.9904,sample,1,1,29669,,,,,31286.0,250.877,39.254,True,,,,,,,,1/w1
1789040231.1397,sample,1,1,29669,,,,,37128.0,1031.84,371.303,True,,,,,,,,1/w1
1789040231.4448,sample,1,1,29669,,,,,4144.0,304.875,97.937,True,,,,,,,,1/w1
1789040231.7536,sample,1,1,29669,,,,,39118.0,308.664,75.936,True,,,,,,,,1/w1
1789040232.0351,sample,1,1,29669,,,,,11812.0,281.348,57.975,True,,,,,,,,1/w1
1789040232.4701,sample,1,1,29669,,,,,7791.0,434.85,39.915,True,,,,,,,,1/w1
1789040233.6861,sample,1,1,29669,,,,,16165.0,729.084,280.603,True,,,,,,,,1/w1
1789040234.1039,sample,1,1,29669,,,,,14032.0,417.615,103.866,True,,,,,,,,1/w1
1789040234.415,sample,1,1,29669,,,,,28426.0,310.914,62.504,True,,,,,,,,1/w1
1789040234.6931,sample,1,1,29669,,,,,12749.0,277.953,48.28,True,,,,,,,,1/w1
1789040234.933,sample,1,1,29669,,,,,21336.0,239.713,41.96,True,,,,,,,,1/w1
1789040235.2699,sample,1,1,29669,,,,,42672.0,336.766,40.927,True,,,,,,,,1/w1
1789040236.1387,sample,1,1,29669,,,,,4303.0,759.225,276.436,True,,,,,,,,1/w1
1789040236.6893,sample,1,1,29669,,,,,35769.0,550.397,185.701,True,,,,,,,,1/w1
1789040237.0416,sample,1,1,29669,,,,,25414.0,352.032,94.512,True,,,,,,,,1/w1
1789040237.4062,sample,1,1,29669,,,,,16181.0,364.48,71.938,True,,,,,,,,1/w1
1789040237.7189,sample,1,1,29669,,,,,31270.0,312.541,52.835,True,,,,,,,,1/w1
1789040238.0024,sample,1,1,29669,,,,,32578.0,283.427,40.344,True,,,,,,,,1/w1
1789040238.8384,sample,1,1,29669,,,,,27135.0,732.335,361.864,True,,,,,,,,1/w1
1789040239.3397,sample,1,1,29669,,,,,43359.0,501.064,146.094,True,,,,,,,,1/w1
1789040239.6462,sample,1,1,29669,,,,,41048.0,306.334,65.929,True,,,,,,,,1/w1
1789040239.8626,sample,1,1,29669,,,,,33521.0,216.266,45.069,True,,,,,,,,1/w1
1789040241.3071,sample,1,1,29669,,,,,11823.0,680.113,206.954,True,,,,,,,,1/w1
1789040241.7579,sample,1,1,29669,,,,,26265.0,450.691,137.617,True,,,,,,,,1/w1
1789040242.2138,sample,1,1,29669,,,,,19575.0,455.73,102.864,True,,,,,,,,1/w1
1789040242.5663,sample,1,1,29669,,,,,16744.0,352.432,97.167,True,,,,,,,,1/w1
1789040243.7972,sample,1,1,29669,,,,,23741.0,750.683,304.344,True,,,,,,,,1/w1
1789040244.2467,sample,1,1,29669,,,,,14068.0,449.282,109.867,True,,,,,,,,1/w1
1789040244.6599,sample,1,1,29669,,,,,4854.0,413.039,83.511,True,,,,,,,,1/w1
1789040244.9489,sample,1,1,29669,,,,,21537.0,288.911,53.832,True,,,,,,,,1/w1
1789040245.1787,sample,1,1,29669,,,,,36887.0,229.651,42.823,True,,,,,,,,1/w1
1789040245.9378,sample,1,1,29669,,,,,28240.0,644.964,260.385,True,,,,,,,,1/w1
1789040246.3078,sample,1,1,29669,,,,,40416.0,369.745,102.721,True,,,,,,,,1/w1
1789040246.599,sample,1,1,29669,,,,,18785.0,291.129,77.363,True,,,,,,,,1/w1
1789040246.8993,sample,1,1,29669,,,,,35392.0,300.08,74.917,True,,,,,,,,1/w1
1789040247.1684,sample,1,1,29669,,,,,31332.0,268.973,53.528,True,,,,,,,,1/w1
1789040247.5231,sample,1,1,29669,,,,,16633.0,354.567,49.254,True,,,,,,,,1/w1
1789040247.8123,sample,1,1,29669,,,,,12511.0,289.067,32.594,True,,,,,,,,1/w1
1789040248.7469,sample,1,1,29669,,,,,17818.0,832.707,400.421,True,,,,,,,,1/w1
1789040249.1029,sample,1,1,29669,,,,,4425.0,355.802,99.331,True,,,,,,,,1/w1
1789040249.4541,sample,1,1,29669,,,,,23966.0,351.112,94.238,True,,,,,,,,1/w1
1789040249.8606,sample,1,1,29669,,,,,23776.0,406.314,79.222,True,,,,,,,,1/w1
1789040250.8007,sample,1,1,29669,,,,,730.0,527.592,178.598,True,,,,,,,,1/w1
1789040251.2371,sample,1,1,29669,,,,,41089.0,436.235,146.221,True,,,,,,,,1/w1
1789040251.5893,sample,1,1,29669,,,,,5522.0,352.052,102.512,True,,,,,,,,1/w1
1789040252.0989,sample,1,1,29669,,,,,24950.0,509.423,93.56,True,,,,,,,,1/w1
1789040252.3892,sample,1,1,29669,,,,,12214.0,290.23,58.879,True,,,,,,,,1/w1
1789040252.6611,sample,1,1,29669,,,,,30681.0,271.768,15.711,True,,,,,,,,1/w1
1789040253.4217,sample,1,1,29669,,,,,25276.0,684.668,358.113,True,,,,,,,,1/w1
1789040253.7666,sample,1,1,29669,,,,,1197.0,344.726,106.364,True,,,,,,,,1/w1
1789040254.062,sample,1,1,29669,,,,,29367.0,295.226,82.189,True,,,,,,,,1/w1
1789040254.4995,sample,1,1,29669,,,,,9395.0,437.427,77.826,True,,,,,,,,1/w1
1789040254.8025,sample,1,1,29669,,,,,2487.0,302.782,47.4,True,,,,,,,,1/w1
1789040254.9986,sample,1,1,29669,,,,,26168.0,196.046,42.576,True,,,,,,,,1/w1
1789040255.3181,sample,1,1,29669,,,,,24123.0,319.351,38.955,True,,,,,,,,1/w1
1789040256.3161,sample,1,1,29669,,,,,1460.0,685.771,276.863,True,,,,,,,,1/w1
1789040256.7559,sample,1,1,29669,,,,,14781.0,439.57,120.265,True,,,,,,,,1/w1
1789040257.1796,sample,1,1,29669,,,,,42023.0,423.567,88.808,True,,,,,,,,1/w1
1789040257.5114,sample,1,1,29669,,,,,63.0,331.703,65.481,True,,,,,,,,1/w1
1789040257.7853,sample,1,1,29669,,,,,1808.0,273.768,23.623,True,,,,,,,,1/w1
1789040258.5406,sample,1,1,29669,,,,,420.0,666.631,287.359,True,,,,,,,,1/w1
1789040258.8842,sample,1,1,29669,,,,,19253.0,343.442,104.563,True,,,,,,,,1/w1
1789040259.202,sample,1,1,29669,,,,,38428.0,317.605,74.732,True,,,,,,,,1/w1
1789040259.6071,sample,1,1,29669,,,,,1482.0,405.011,61.91,True,,,,,,,,1/w1
1789040259.9315,sample,1,1,29669,,,,,6235.0,324.278,52.738,True,,,,,,,,1/w1
1789040260.1591,sample,1,1,29669,,,,,26602.0,227.393,45.6,True,,,,,,,,1/w1
1789040260.52,sample,1,1,29669,,,,,39412.0,360.847,26.293,True,,,,,,,,1/w1
1789040261.3833,sample,1,1,29669,,,,,4893.0,789.694,370.014,True,,,,,,,,1/w1
1789040261.7489,sample,1,1,29669,,,,,10435.0,365.468,93.579,True,,,,,,,,1/w1
1789040262.1059,sample,1,1,29669,,,,,13500.0,356.841,72.31,True,,,,,,,,1/w1
1789040262.3804,sample,1,1,29669,,,,,18168.0,274.393,54.124,True,,,,,,,,1/w1
1789040262.6595,sample,1,1,29669,,,,,17267.0,278.972,42.642,True,,,,,,,,1/w1
1789040263.8689,sample,1,1,29669,,,,,4411.0,745.44,167.922,True,,,,,,,,1/w1
1789040264.3459,sample,1,1,29669,,,,,43443.0,476.759,101.678,True,,,,,,,,1/w1
1789040264.7018,sample,1,1,29669,,,,,36176.0,355.777,81.62,True,,,,,,,,1/w1
1789040265.0532,sample,1,1,29669,,,,,36277.0,351.252,72.918,True,,,,,,,,1/w1
1789040265.4545,sample,1,1,29669,,,,,20382.0,401.129,62.727,True,,,,,,,,1/w1
1789040265.6882,sample,1,1,29669,,,,,27971.0,233.544,54.793,True,,,,,,,,1/w1
1789040266.0014,sample,1,1,29669,,,,,26752.0,313.031,38.041,True,,,,,,,,1/w1
1789040266.7326,sample,1,1,29669,,,,,10041.0,631.593,332.865,True,,,,,,,,1/w1
1789040267.178,sample,1,1,29669,,,,,31821.0,445.195,104.139,True,,,,,,,,1/w1
1789040267.698,sample,1,1,29669,,,,,4038.0,519.882,79.582,True,,,,,,,,1/w1
1789040267.9318,sample,1,1,29669,,,,,3903.0,233.616,68.457,True,,,,,,,,1/w1
1789040268.221,sample,1,1,29669,,,,,36785.0,289.111,50.282,True,,,,,,,,1/w1
1789040268.482,sample,1,1,29669,,,,,2491.0,260.782,36.365,True,,,,,,,,1/w1
1789040268.823,sample,1,1,29669,,,,,1115.0,340.886,34.223,True,,,,,,,,1/w1
1789040269.49,sample,1,1,29669,,,,,34850.0,559.565,311.307,True,,,,,,,,1/w1
1789040269.9649,sample,1,1,29669,,,,,24102.0,474.681,132.993,True,,,,,,,,1/w1
1789040270.3738,sample,1,1,29669,,,,,39403.0,408.751,82.494,True,,,,,,,,1/w1
1789040270.6835,sample,1,1,29669,,,,,36876.0,309.51,66.379,True,,,,,,,,1/w1
1789040270.8937,sample,1,1,29669,,,,,27900.0,210.152,49.783,True,,,,,,,,1/w1
1789040271.68,sample,1,1,29669,,,,,26269.0,618.392,391.03,True,,,,,,,,1/w1
1789040272.0991,sample,1,1,29669,,,,,30755.0,417.571,115.591,True,,,,,,,,1/w1
1789040272.5607,sample,1,1,29669,,,,,16582.0,461.405,87.117,True,,,,,,,,1/w1
1789040272.8759,sample,1,1,29669,,,,,12202.0,315.003,67.874,True,,,,,,,,1/w1
1789040273.1038,sample,1,1,29669,,,,,4096.0,227.827,34.501,True,,,,,,,,1/w1
1789040273.9541,sample,1,1,29669,,,,,6174.0,760.673,425.669,True,,,,,,,,1/w1
1789040274.2973,sample,1,1,29669,,,,,35191.0,342.929,136.023,True,,,,,,,,1/w1
1789040274.7951,sample,1,1,29669,,,,,8144.0,497.66,59.267,True,,,,,,,,1/w1
1789040275.531,sample,1,1,29669,,,,,18601.0,559.12,297.733,True,,,,,,,,1/w1
1789040276.0109,sample,1,1,29669,,,,,28774.0,479.726,154.539,True,,,,,,,,1/w1
1789040276.3718,sample,1,1,29669,,,,,24089.0,360.721,91.711,True,,,,,,,,1/w1
1789040276.7014,sample,1,1,29669,,,,,9193.0,329.479,81.811,True,,,,,,,,1/w1
1789040277.6561,sample,1,1,29669,,,,,15497.0,611.245,156.038,True,,,,,,,,1/w1
1789040277.9874,sample,1,1,29669,,,,,32993.0,331.135,107.048,True,,,,,,,,1/w1
1789040278.3552,sample,1,1,29669,,,,,28103.0,367.719,90.861,True,,,,,,,,1/w1
1789040278.7066,sample,1,1,29669,,,,,1191.0,351.201,76.477,True,,,,,,,,1/w1
1789040279.0436,sample,1,1,29669,,,,,15687.0,336.935,64.977,True,,,,,,,,1/w1
1789040279.6535,sample,1,1,29669,,,,,13037.0,609.771,60.306,True,,,,,,,,1/w1
1789040279.9221,sample,1,1,29669,,,,,29402.0,268.414,39.852,True,,,,,,,,1/w1
1789040280.1748,sample,1,1,29669,,,,,25717.0,252.602,27.573,True,,,,,,,,1/w1
1789040280.4683,sample,1,1,29669,,,,,28576.0,293.312,20.3,True,,,,,,,,1/w1
1789040281.4679,sample,1,1,29669,,,,,6827.0,897.668,482.803,True,,,,,,,,1/w1
1789040281.8002,sample,1,1,29669,,,,,41918.0,332.114,69.252,True,,,,,,,,1/w1
1789040282.1952,sample,1,1,29669,,,,,15442.0,394.9,42.119,True,,,,,,,,1/w1
1789040282.9639,sample,1,1,29669,,,,,17849.0,591.067,295.019,True,,,,,,,,1/w1
1789040283.3627,sample,1,1,29669,,,,,30029.0,398.593,150.412,True,,,,,,,,1/w1
1789040283.848,sample,1,1,29669,,,,,5034.0,484.96,82.16,True,,,,,,,,1/w1
1789040284.2376,sample,1,1,29669,,,,,28124.0,389.448,66.762,True,,,,,,,,1/w1
1789040284.5305,sample,1,1,29669,,,,,7048.0,292.665,30.572,True,,,,,,,,1/w1
1789040284.7858,sample,1,1,29669,,,,,21883.0,255.199,16.709,True,,,,,,,,1/w1
1789040285.5618,sample,1,1,29669,,,,,35121.0,640.164,282.974,True,,,,,,,,1/w1
1789040285.8796,sample,1,1,29669,,,,,11069.0,317.56,147.449,True,,,,,,,,1/w1
1789040286.1722,sample,1,1,29669,,,,,1719.0,292.419,105.645,True,,,,,,,,1/w1
1789040286.5949,sample,1,1,29669,,,,,35867.0,422.575,56.846,True,,,,,,,,1/w1
1789040286.796,sample,1,1,29669,,,,,24565.0,201.002,38.073,True,,,,,,,,1/w1
1789040287.4456,sample,1,1,29669,,,,,44564.0,559.262,246.399,True,,,,,,,,1/w1
1789040287.8193,sample,1,1,29669,,,,,9444.0,373.539,126.672,True,,,,,,,,1/w1
1789040288.2132,sample,1,1,29669,,,,,7953.0,393.732,93.015,True,,,,,,,,1/w1
1789040288.55,sample,1,1,29669,,,,,43528.0,336.681,75.716,True,,,,,,,,1/w1
1789040288.8865,sample,1,1,29669,,,,,36287.0,336.402,66.723,True,,,,,,,,1/w1
1789040289.1966,sample,1,1,29669,,,,,11343.0,309.976,47.746,True,,,,,,,,1/w1
1789040289.7825,sample,1,1,29669,,,,,8000.0,521.553,319.964,True,,,,,,,,1/w1
1789040290.1546,sample,1,1,29669,,,,,25073.0,371.865,107.218,True,,,,,,,,1/w1
1789040290.4895,sample,1,1,29669,,,,,24140.0,334.735,80.188,True,,,,,,,,1/w1
1789040290.9617,sample,1,1,29669,,,,,39555.0,472.021,74.787,True,,,,,,,,1/w1
1789040291.3457,sample,1,1,29669,,,,,34128.0,383.953,53.651,True,,,,,,,,1/w1
1789040291.6066,sample,1,1,29669,,,,,37114.0,260.696,34.579,True,,,,,,,,1/w1
1789040293.1311,sample,1,1,29669,,,,,8710.0,910.286,341.359,True,,,,,,,,1/w1
1789040293.5957,sample,1,1,29669,,,,,33289.0,464.412,156.635,True,,,,,,,,1/w1
1789040293.9019,sample,1,1,29669,,,,,33553.0,305.984,93.544,True,,,,,,,,1/w1
1789040294.2389,sample,1,1,29669,,,,,28705.0,336.868,43.319,True,,,,,,,,1/w1
1789040295.6845,sample,1,1,29669,,,,,21820.0,1147.73,440.976,True,,,,,,,,1/w1
1789040295.9664,sample,1,1,29669,,,,,24139.0,281.745,64.103,True,,,,,,,,1/w1
1789040296.2807,sample,1,1,29669,,,,,16290.0,314.176,46.513,True,,,,,,,,1/w1
1789040297.8457,sample,1,1,29669,,,,,21428.0,608.115,192.114,True,,,,,,,,1/w1
1789040298.3185,sample,1,1,29669,,,,,4858.0,472.579,127.637,True,,,,,,,,1/w1
1789040298.637,sample,1,1,29669,,,,,42577.0,318.31,70.836,True,,,,,,,,1/w1
1789040298.8747,sample,1,1,29669,,,,,35258.0,237.599,50.696,True,,,,,,,,1/w1
1789040299.154,sample,1,1,29669,,,,,27949.0,279.147,44.618,True,,,,,,,,1/w1
1789040299.8764,sample,1,1,29669,,,,,7269.0,639.621,326.604,True,,,,,,,,1/w1
1789040300.4648,sample,1,1,29669,,,,,20123.0,588.229,94.631,True,,,,,,,,1/w1
1789040300.8686,sample,1,1,29669,,,,,1149.0,403.599,68.368,True,,,,,,,,1/w1
1789040301.1893,sample,1,1,29669,,,,,24517.0,320.595,65.036,True,,,,,,,,1/w1
1789040301.5831,sample,1,1,29669,,,,,38076.0,393.656,56.656,True,,,,,,,,1/w1
1789040301.9314,sample,1,1,29669,,,,,15655.0,348.201,53.015,True,,,,,,,,1/w1
1789040302.5718,sample,1,1,29669,,,,,10553.0,545.176,329.22,True,,,,,,,,1/w1
1789040303.0213,sample,1,1,29669,,,,,6926.0,449.337,133.838,True,,,,,,,,1/w1
1789040303.4048,sample,1,1,29669,,,,,18757.0,383.381,69.208,True,,,,,,,,1/w1
1789040303.7174,sample,1,1,29669,,,,,3827.0,312.49,63.836,True,,,,,,,,1/w1
1789040303.9602,sample,1,1,29669,,,,,3048.0,242.681,53.725,True,,,,,,,,1/w1
1789040304.5052,sample,1,1,29669,,,,,18879.0,452.695,259.234,True,,,,,,,,1/w1
1789040304.9487,sample,1,1,29669,,,,,20723.0,443.371,111.518,True,,,,,,,,1/w1
1789040305.2501,sample,1,1,29669,,,,,5911.0,301.18,78.959,True,,,,,,,,1/w1
1789040305.677,sample,1,1,29669,,,,,3603.0,426.8,62.183,True,,,,,,,,1/w1
1789040306.0695,sample,1,1,29669,,,,,19191.0,392.3,62.295,True,,,,,,,,1/w1
1789040306.4289,sample,1,1,29669,,,,,31684.0,359.322,51.09,True,,,,,,,,1/w1
1789040307.1127,sample,1,1,29669,,,,,18698.0,616.296,328.987,True,,,,,,,,1/w1
1789040307.5803,sample,1,1,29669,,,,,40290.0,467.446,132.75,True,,,,,,,,1/w1
1789040307.9802,sample,1,1,29669,,,,,31832.0,399.658,94.459,True,,,,,,,,1/w1
1789040308.3033,sample,1,1,29669,,,,,14244.0,323.018,40.577,True,,,,,,,,1/w1
1789040309.1653,sample,1,1,29669,,,,,6577.0,388.917,142.739,True,,,,,,,,1/w1
1789040309.7129,sample,1,1,29669,,,,,37730.0,547.452,123.959,True,,,,,,,,1/w1
1789040310.1474,sample,1,1,29669,,,,,24112.0,434.339,96.77,True,,,,,,,,1/w1
1789040310.4456,sample,1,1,29669,,,,,19569.0,298.065,81.129,True,,,,,,,,1/w1
1789040310.7711,sample,1,1,29669,,,,,19332.0,325.328,63.894,True,,,,,,,,1/w1
1789040311.0476,sample,1,1,29669,,,,,33755.0,276.347,57.913,True,,,,,,,,1/w1
1789040311.2561,sample,1,1,29669,,,,,31777.0,208.425,37.231,True,,,,,,,,1/w1
1789040312.209,sample,1,1,29669,,,,,20758.0,581.88,311.801,True,,,,,,,,1/w1
1789040312.8056,sample,1,1,29669,,,,,8002.0,596.446,152.1,True,,,,,,,,1/w1
1789040313.2137,sample,1,1,29669,,,,,20109.0,407.859,78.106,True,,,,,,,,1/w1
1789040313.4753,sample,1,1,29669,,,,,2686.0,261.458,39.69,True,,,,,,,,1/w1
1789040314.5278,sample,1,1,29669,,,,,44732.0,599.59,228.188,True,,,,,,,,1/w1
1789040315.0539,sample,1,1,29669,,,,,16373.0,525.979,128.514,True,,,,,,,,1/w1
1789040315.4616,sample,1,1,29669,,,,,27884.0,407.54,87.733,True,,,,,,,,1/w1
1789040315.8761,sample,1,1,29669,,,,,1904.0,414.284,76.643,True,,,,,,,,1/w1
1789040316.1654,sample,1,1,29669,,,,,9601.0,289.236,58.457,True,,,,,,,,1/w1
1789040316.4401,sample,1,1,29669,,,,,6961.0,274.584,47.086,True,,,,,,,,1/w1
1789040317.1155,sample,1,1,29669,,,,,28023.0,596.7,316.173,True,,,,,,,,1/w1
1789040317.6243,sample,1,1,29669,,,,,35301.0,508.6,155.759,True,,,,,,,,1/w1
1789040318.0494,sample,1,1,29669,,,,,22617.0,424.948,111.211,True,,,,,,,,1/w1
1789040318.3162,sample,1,1,29669,,,,,15947.0,266.601,52.386,True,,,,,,,,1/w1
1789040319.3429,sample,1,1,29669,,,,,25043.0,594.699,177.084,True,,,,,,,,1/w1
1789040319.6339,sample,1,1,29669,,,,,18119.0,290.804,124.672,True,,,,,,,,1/w1
1789040319.9977,sample,1,1,29669,,,,,5872.0,363.602,108.328,True,,,,,,,,1/w1
1789040320.3626,sample,1,1,29669,,,,,9948.0,364.766,107.908,True,,,,,,,,1/w1
1789040320.7133,sample,1,1,29669,,,,,12359.0,350.578,81.074,True,,,,,,,,1/w1
1789040321.0086,sample,1,1,29669,,,,,17046.0,295.18,18.675,True,,,,,,,,1/w1
1789040322.0191,sample,1,1,29669,,,,,44095.0,899.908,406.67,True,,,,,,,,1/w1
1789040322.4453,sample,1,1,29669,,,,,29113.0,425.998,98.951,True,,,,,,,,1/w1
1789040322.7138,sample,1,1,29669,,,,,11800.0,268.312,70.0,True,,,,,,,,1/w1
1789040322.9721,sample,1,1,29669,,,,,22266.0,258.19,53.317,True,,,,,,,,1/w1
1789040323.9167,sample,1,1,29669,,,,,15768.0,474.844,195.219,True,,,,,,,,1/w1
1789040324.6798,sample,1,1,29669,,,,,3530.0,762.964,170.218,True,,,,,,,,1/w1
1789040325.202,sample,1,1,29669,,,,,10139.0,521.984,117.361,True,,,,,,,,1/w1
1789040325.5721,sample,1,1,29669,,,,,19783.0,369.957,74.115,True,,,,,,,,1/w1
1789040325.8253,sample,1,1,29669,,,,,42100.0,253.025,37.222,True,,,,,,,,1/w1
1789040326.9876,sample,1,1,29669,,,,,27894.0,780.198,251.323,True,,,,,,,,1/w1
1789040327.4234,sample,1,1,29669,,,,,41337.0,435.654,131.394,True,,,,,,,,1/w1
1789040327.8499,sample,1,1,29669,,,,,42219.0,426.251,96.438,True,,,,,,,,1/w1
1789040328.137,sample,1,1,29669,,,,,7285.0,287.051,53.998,True,,,,,,,,1/w1
1789040328.4096,sample,1,1,29669,,,,,42025.0,272.391,51.763,True,,,,,,,,1/w1
1789040328.7089,sample,1,1,29669,,,,,8483.0,299.156,25.468,True,,,,,,,,1/w1
1789040328.9407,sample,1,1,29669,,,,,28445.0,231.752,25.233,True,,,,,,,,1/w1
1789040329.7137,sample,1,1,29669,,,,,26205.0,686.781,305.827,True,,,,,,,,1/w1
1789040330.2411,sample,1,1,29669,,,,,3071.0,527.281,200.677,True,,,,,,,,1/w1
1789040330.5923,sample,1,1,29669,,,,,20771.0,350.96,94.129,True,,,,,,,,1/w1
1789040330.9297,sample,1,1,29669,,,,,37329.0,337.12,94.204,True,,,,,,,,1/w1
1789040331.3258,sample,1,1,29669,,,,,34232.0,395.95,55.464,True,,,,,,,,1/w1
1789040331.6905,sample,1,1,29669,,,,,11710.0,364.489,36.099,True,,,,,,,,1/w1
1789040332.2127,sample,1,1,29669,,,,,8443.0,409.943,236.176,True,,,,,,,,1/w1
1789040332.6896,sample,1,1,29669,,,,,2086.0,476.687,144.81,True,,,,,,,,1/w1
1789040333.081,sample,1,1,29669,,,,,35186.0,391.235,126.242,True,,,,,,,,1/w1
1789040333.3701,sample,1,1,29669,,,,,10711.0,288.983,74.918,True,,,,,,,,1/w1
1789040333.7409,sample,1,1,29669,,,,,5983.0,370.674,60.056,True,,,,,,,,1/w1
1789040334.0104,sample,1,1,29669,,,,,38846.0,269.379,16.652,True,,,,,,,,1/w1
1789040334.6228,sample,1,1,29669,,,,,29551.0,497.8,286.636,True,,,,,,,,1/w1
1789040334.9344,sample,1,1,29669,,,,,1512.0,311.436,123.576,True,,,,,,,,1/w1
1789040335.3375,sample,1,1,29669,,,,,20461.0,402.981,71.044,True,,,,,,,,1/w1
1789040335.6541,sample,1,1,29669,,,,,43245.0,316.418,61.259,True,,,,,,,,1/w1
1789040336.051,sample,1,1,29669,,,,,11637.0,396.777,49.455,True,,,,,,,,1/w1
1789040336.3159,sample,1,1,29669,,,,,5786.0,264.827,35.674,True,,,,,,,,1/w1
1789040337.2061,sample,1,1,29669,,,,,44772.0,775.615,330.162,True,,,,,,,,1/w1
1789040337.6217,sample,1,1,29669,,,,,27751.0,415.484,135.954,True,,,,,,,,1/w1
1789040338.0177,sample,1,1,29669,,,,,39467.0,395.785,76.168,True,,,,,,,,1/w1
1789040338.3478,sample,1,1,29669,,,,,35187.0,329.998,53.361,True,,,,,,,,1/w1
1789040338.6347,sample,1,1,29669,,,,,6303.0,286.789,37.071,True,,,,,,,,1/w1
1789040339.2237,sample,1,1,29669,,,,,14148.0,494.468,303.608,True,,,,,,,,1/w1
1789040339.7052,sample,1,1,29669,,,,,30157.0,481.342,160.746,True,,,,,,,,1/w1
1789040340.127,sample,1,1,29669,,,,,29810.0,421.608,82.738,True,,,,,,,,1/w1
1789040340.6089,sample,1,1,29669,,,,,20662.0,481.789,73.652,True,,,,,,,,1/w1
1789040340.9909,sample,1,1,29669,,,,,17637.0,381.876,40.263,True,,,,,,,,1/w1
1789040341.226,sample,1,1,29669,,,,,11151.0,234.899,24.422,True,,,,,,,,1/w1
1789040341.9862,sample,1,1,29669,,,,,35093.0,667.876,258.39,True,,,,,,,,1/w1
1789040342.3911,sample,1,1,29669,,,,,29167.0,404.732,164.607,True,,,,,,,,1/w1
1789040342.753,sample,1,1,29669,,,,,8580.0,361.708,84.038,True,,,,,,,,1/w1
1789040343.0007,sample,1,1,29669,,,,,12554.0,247.541,60.501,True,,,,,,,,1/w1
1789040343.3737,sample,1,1,29669,,,,,39496.0,372.924,37.557,True,,,,,,,,1/w1
1789040343.614,sample,1,1,29669,,,,,29582.0,240.183,35.883,True,,,,,,,,1/w1
1789040344.2324,sample,1,1,29669,,,,,11590.0,504.038,280.984,True,,,,,,,,1/w1
1789040344.6652,sample,1,1,29669,,,,,34880.0,432.558,154.406,True,,,,,,,,1/w1
1789040345.0699,sample,1,1,29669,,,,,22988.0,404.578,99.456,True,,,,,,,,1/w1
1789040345.4808,sample,1,1,29669,,,,,22335.0,410.658,53.882,True,,,,,,,,1/w1
1789040345.8909,sample,1,1,29669,,,,,30771.0,409.944,43.583,True,,,,,,,,1/w1
1789040346.7303,sample,1,1,29669,,,,,39125.0,732.927,381.037,True,,,,,,,,1/w1
1789040347.2212,sample,1,1,29669,,,,,11577.0,490.74,184.816,True,,,,,,,,1/w1
