t,kind,rank,worker,pid,global_step,epoch,local_step,load_ms,index,wall_ms,cpu_ms,ok,n_in,seq_len,t_batch,t_fwd,t_bwd,t_opt,t_end,wid
1789039963.4538,sample,3,1,29674,,,,,7281.0,360.407,66.001,True,,,,,,,,3/w1
1789039963.733,sample,3,1,29674,,,,,42017.0,279.076,57.819,True,,,,,,,,3/w1
1789039964.3511,sample,3,1,29674,,,,,9.0,356.738,241.499,True,,,,,,,,3/w1
1789039964.8504,sample,3,1,29674,,,,,34000.0,499.051,175.347,True,,,,,,,,3/w1
1789039965.3628,sample,3,1,29674,,,,,14626.0,512.262,127.263,True,,,,,,,,3/w1
1789039965.6867,sample,3,1,29674,,,,,17354.0,323.77,65.937,True,,,,,,,,3/w1
1789039966.3124,sample,3,1,29674,,,,,43087.0,524.388,251.831,True,,,,,,,,3/w1
1789039966.8662,sample,3,1,29674,,,,,35149.0,553.488,142.053,True,,,,,,,,3/w1
1789039967.4201,sample,3,1,29674,,,,,28541.0,553.686,105.009,True,,,,,,,,3/w1
1789039967.8782,sample,3,1,29674,,,,,17814.0,458.024,87.741,True,,,,,,,,3/w1
1789039968.2608,sample,3,1,29674,,,,,16680.0,382.449,59.461,True,,,,,,,,3/w1
1789039968.912,sample,3,1,29674,,,,,27701.0,413.61,296.579,True,,,,,,,,3/w1
1789039969.4506,sample,3,1,29674,,,,,2063.0,538.494,166.64,True,,,,,,,,3/w1
1789039969.8623,sample,3,1,29674,,,,,40229.0,411.555,126.99,True,,,,,,,,3/w1
1789039970.3345,sample,3,1,29674,,,,,17590.0,472.073,87.142,True,,,,,,,,3/w1
1789039970.6439,sample,3,1,29674,,,,,3451.0,309.27,38.948,True,,,,,,,,3/w1
1789039970.8405,sample,3,1,29674,,,,,10937.0,196.428,36.486,True,,,,,,,,3/w1
1789039971.5081,sample,3,1,29674,,,,,27425.0,567.522,330.435,True,,,,,,,,3/w1
1789039972.2772,sample,3,1,29674,,,,,32587.0,768.943,196.015,True,,,,,,,,3/w1
1789039972.653,sample,3,1,29674,,,,,18351.0,375.74,99.952,True,,,,,,,,3/w1
1789039972.9983,sample,3,1,29674,,,,,32209.0,345.141,42.722,True,,,,,,,,3/w1
1789039973.6457,sample,3,1,29674,,,,,33544.0,453.859,257.871,True,,,,,,,,3/w1
1789039974.1257,sample,3,1,29674,,,,,19930.0,479.753,200.064,True,,,,,,,,3/w1
1789039974.4629,sample,3,1,29674,,,,,7922.0,336.982,82.854,True,,,,,,,,3/w1
1789039974.8701,sample,3,1,29674,,,,,21397.0,407.056,67.31,True,,,,,,,,3/w1
1789039975.5395,sample,3,1,29674,,,,,15751.0,496.094,180.434,True,,,,,,,,3/w1
1789039976.0852,sample,3,1,29674,,,,,14045.0,545.594,130.242,True,,,,,,,,3/w1
1789039976.3273,sample,3,1,29674,,,,,12988.0,241.906,98.114,True,,,,,,,,3/w1
1789039976.6256,sample,3,1,29674,,,,,7979.0,298.198,80.966,True,,,,,,,,3/w1
1789039977.0303,sample,3,1,29674,,,,,13474.0,404.502,63.307,True,,,,,,,,3/w1
1789039977.3624,sample,3,1,29674,,,,,8819.0,332.048,51.653,True,,,,,,,,3/w1
1789039977.6139,sample,3,1,29674,,,,,32557.0,251.387,43.527,True,,,,,,,,3/w1
1789039977.9018,sample,3,1,29674,,,,,39457.0,287.767,32.824,True,,,,,,,,3/w1
1789039978.5316,sample,3,1,29674,,,,,4418.0,508.856,256.488,True,,,,,,,,3/w1
1789039978.9489,sample,3,1,29674,,,,,30348.0,417.173,192.585,True,,,,,,,,3/w1
1789039979.409,sample,3,1,29674,,,,,17740.0,459.797,137.667,True,,,,,,,,3/w1
1789039979.7146,sample,3,1,29674,,,,,13916.0,305.4,37.517,True,,,,,,,,3/w1
1789039980.2546,sample,3,1,29674,,,,,12961.0,432.784,235.5,True,,,,,,,,3/w1
1789039980.6319,sample,3,1,29674,,,,,40231.0,377.052,171.234,True,,,,,,,,3/w1
1789039981.1327,sample,3,1,29674,,,,,33746.0,500.643,110.786,True,,,,,,,,3/w1
1789039981.463,sample,3,1,29674,,,,,12460.0,330.129,70.726,True,,,,,,,,3/w1
1789039981.9398,sample,3,1,29674,,,,,42773.0,476.663,55.888,True,,,,,,,,3/w1
1789039982.5639,sample,3,1,29674,,,,,30585.0,489.198,254.985,True,,,,,,,,3/w1
1789039982.9694,sample,3,1,29674,,,,,42853.0,405.305,189.809,True,,,,,,,,3/w1
1789039983.4373,sample,3,1,29674,,,,,37028.0,467.763,104.984,True,,,,,,,,3/w1
1789039983.6904,sample,3,1,29674,,,,,8010.0,252.931,62.17,True,,,,,,,,3/w1
1789039984.0158,sample,3,1,29674,,,,,30511.0,325.286,38.838,True,,,,,,,,3/w1
1789039984.7382,sample,3,1,29674,,,,,41977.0,653.631,280.41,True,,,,,,,,3/w1
1789039985.3936,sample,3,1,29674,,,,,27839.0,655.242,173.031,True,,,,,,,,3/w1
1789039985.7944,sample,3,1,29674,,,,,3445.0,400.626,93.607,True,,,,,,,,3/w1
1789039986.1007,sample,3,1,29674,,,,,22585.0,306.167,80.131,True,,,,,,,,3/w1
1789039986.3714,sample,3,1,29674,,,,,19696.0,270.461,65.185,True,,,,,,,,3/w1
1789039986.9337,sample,3,1,29674,,,,,2870.0,463.257,241.671,True,,,,,,,,3/w1
1789039987.678,sample,3,1,29674,,,,,37750.0,744.099,167.718,True,,,,,,,,3/w1
1789039988.0943,sample,3,1,29674,,,,,15421.0,416.11,102.935,True,,,,,,,,3/w1
1789039988.4211,sample,3,1,29674,,,,,27328.0,326.649,68.957,True,,,,,,,,3/w1
1789039988.7128,sample,3,1,29674,,,,,5384.0,291.573,51.638,True,,,,,,,,3/w1
1789039989.0458,sample,3,1,29674,,,,,14432.0,332.923,43.015,True,,,,,,,,3/w1
1789039989.6786,sample,3,1,29674,,,,,32934.0,542.097,213.355,True,,,,,,,,3/w1
1789039990.2856,sample,3,1,29674,,,,,32175.0,606.843,145.451,True,,,,,,,,3/w1
1789039990.691,sample,3,1,29674,,,,,28349.0,405.268,114.072,True,,,,,,,,3/w1
1789039991.1445,sample,3,1,29674,,,,,411.0,453.327,86.752,True,,,,,,,,3/w1
1789039991.4487,sample,3,1,29674,,,,,17803.0,304.044,47.0,True,,,,,,,,3/w1
1789039991.7192,sample,3,1,29674,,,,,41591.0,270.354,45.45,True,,,,,,,,3/w1
1789039991.9178,sample,3,1,29674,,,,,10422.0,198.464,32.547,True,,,,,,,,3/w1
1789039992.6118,sample,3,1,29674,,,,,30551.0,609.708,216.804,True,,,,,,,,3/w1
1789039993.0931,sample,3,1,29674,,,,,15585.0,481.157,153.642,True,,,,,,,,3/w1
1789039993.6393,sample,3,1,29674,,,,,9267.0,545.906,102.765,True,,,,,,,,3/w1
1789039993.9809,sample,3,1,29674,,,,,33140.0,341.436,64.305,True,,,,,,,,3/w1
1789039994.2564,sample,3,1,29674,,,,,10987.0,275.366,63.159,True,,,,,,,,3/w1
1789039994.7188,sample,3,1,29674,,,,,16653.0,370.604,247.633,True,,,,,,,,3/w1
1789039995.2664,sample,3,1,29674,,,,,15999.0,547.403,141.287,True,,,,,,,,3/w1
1789039995.6836,sample,3,1,29674,,,,,2989.0,417.09,121.583,True,,,,,,,,3/w1
1789039995.9019,sample,3,1,29674,,,,,25628.0,218.116,75.08,True,,,,,,,,3/w1
1789039996.2431,sample,3,1,29674,,,,,360.0,341.079,57.937,True,,,,,,,,3/w1
1789039996.5644,sample,3,1,29674,,,,,17881.0,321.083,47.541,True,,,,,,,,3/w1
1789039997.1716,sample,3,1,29674,,,,,20612.0,530.004,240.962,True,,,,,,,,3/w1
1789039997.8314,sample,3,1,29674,,,,,24736.0,659.6,180.428,True,,,,,,,,3/w1
1789039998.3359,sample,3,1,29674,,,,,17848.0,504.29,65.757,True,,,,,,,,3/w1
1789039998.5851,sample,3,1,29674,,,,,35283.0,249.124,65.454,True,,,,,,,,3/w1
1789039998.8653,sample,3,1,29674,,,,,9348.0,279.995,44.111,True,,,,,,,,3/w1
1789039999.1212,sample,3,1,29674,,,,,19592.0,255.789,36.302,True,,,,,,,,3/w1
1789039999.9926,sample,3,1,29674,,,,,23610.0,643.797,245.587,True,,,,,,,,3/w1
1789040000.608,sample,3,1,29674,,,,,40794.0,615.193,166.893,True,,,,,,,,3/w1
1789040001.0641,sample,3,1,29674,,,,,5851.0,455.866,97.999,True,,,,,,,,3/w1
1789040001.3824,sample,3,1,29674,,,,,5612.0,318.159,74.591,True,,,,,,,,3/w1
1789040001.7296,sample,3,1,29674,,,,,21102.0,346.96,72.427,True,,,,,,,,3/w1
1789040001.9726,sample,3,1,29674,,,,,36980.0,242.956,12.659,True,,,,,,,,3/w1
1789040002.6433,sample,3,1,29674,,,,,17565.0,498.466,248.713,True,,,,,,,,3/w1
1789040003.4684,sample,3,1,29674,,,,,17459.0,824.879,182.751,True,,,,,,,,3/w1
1789040003.8538,sample,3,1,29674,,,,,44272.0,385.259,93.63,True,,,,,,,,3/w1
1789040004.1912,sample,3,1,29674,,,,,26803.0,337.28,71.195,True,,,,,,,,3/w1
1789040004.4051,sample,3,1,29674,,,,,28142.0,213.795,54.708,True,,,,,,,,3/w1
1789040005.1761,sample,3,1,29674,,,,,10073.0,406.647,222.431,True,,,,,,,,3/w1
1789040005.8382,sample,3,1,29674,,,,,11079.0,661.868,147.449,True,,,,,,,,3/w1
1789040006.2327,sample,3,1,29674,,,,,43446.0,394.315,123.43,True,,,,,,,,3/w1
1789040006.5267,sample,3,1,29674,,,,,8864.0,293.798,76.464,True,,,,,,,,3/w1
1789040006.7679,sample,3,1,29674,,,,,21707.0,241.091,62.529,True,,,,,,,,3/w1
1789040007.0437,sample,3,1,29674,,,,,35539.0,275.684,41.156,True,,,,,,,,3/w1
1789040007.6108,sample,3,1,29674,,,,,2178.0,455.783,209.357,True,,,,,,,,3/w1
1789040008.3099,sample,3,1,29674,,,,,22263.0,698.912,134.584,True,,,,,,,,3/w1
1789040008.6476,sample,3,1,29674,,,,,38304.0,337.616,98.105,True,,,,,,,,3/w1
1789040008.9495,sample,3,1,29674,,,,,25580.0,301.733,69.681,True,,,,,,,,3/w1
1789040009.1702,sample,3,1,29674,,,,,27353.0,220.515,53.247,True,,,,,,,,3/w1
1789040009.4051,sample,3,1,29674,,,,,6761.0,234.801,43.326,True,,,,,,,,3/w1
1789040009.6385,sample,3,1,29674,,,,,685.0,233.256,41.039,True,,,,,,,,3/w1
1789040010.197,sample,3,1,29674,,,,,39045.0,487.693,276.687,True,,,,,,,,3/w1
1789040010.8098,sample,3,1,29674,,,,,11404.0,612.622,166.819,True,,,,,,,,3/w1
1789040011.1841,sample,3,1,29674,,,,,35071.0,374.175,125.815,True,,,,,,,,3/w1
1789040011.4559,sample,3,1,29674,,,,,43950.0,271.664,59.992,True,,,,,,,,3/w1
1789040011.8661,sample,3,1,29674,,,,,13900.0,410.059,50.675,True,,,,,,,,3/w1
1789040012.3962,sample,3,1,29674,,,,,44870.0,418.242,193.735,True,,,,,,,,3/w1
1789040012.7875,sample,3,1,29674,,,,,20778.0,391.086,149.873,True,,,,,,,,3/w1
1789040013.2615,sample,3,1,29674,,,,,26551.0,473.82,86.676,True,,,,,,,,3/w1
1789040013.5593,sample,3,1,29674,,,,,18081.0,297.605,64.812,True,,,,,,,,3/w1
1789040013.8093,sample,3,1,29674,,,,,1278.0,249.874,60.051,True,,,,,,,,3/w1
1789040014.0957,sample,3,1,29674,,,,,35899.0,286.282,49.656,True,,,,,,,,3/w1
1789040014.3127,sample,3,1,29674,,,,,10207.0,216.938,40.352,True,,,,,,,,3/w1
1789040014.8747,sample,3,1,29674,,,,,11378.0,440.801,206.054,True,,,,,,,,3/w1
1789040015.33,sample,3,1,29674,,,,,25772.0,455.116,124.884,True,,,,,,,,3/w1
1789040015.7587,sample,3,1,29674,,,,,25487.0,428.562,93.453,True,,,,,,,,3/w1
1789040016.1949,sample,3,1,29674,,,,,41650.0,436.023,83.721,True,,,,,,,,3/w1
1789040016.5707,sample,3,1,29674,,,,,26113.0,375.683,59.482,True,,,,,,,,3/w1
1789040016.8582,sample,3,1,29674,,,,,18956.0,287.342,53.852,True,,,,,,,,3/w1
1789040017.3609,sample,3,1,29674,,,,,18751.0,406.219,231.147,True,,,,,,,,3/w1
1789040017.8479,sample,3,1,29674,,,,,4170.0,486.811,131.863,True,,,,,,,,3/w1
1789040018.2607,sample,3,1,29674,,,,,39787.0,412.722,116.742,True,,,,,,,,3/w1
1789040018.7215,sample,3,1,29674,,,,,17109.0,460.536,88.161,True,,,,,,,,3/w1
1789040019.0546,sample,3,1,29674,,,,,42160.0,333.015,63.051,True,,,,,,,,3/w1
1789040019.6084,sample,3,1,29674,,,,,8800.0,435.096,204.574,True,,,,,,,,3/w1
1789040020.1078,sample,3,1,29674,,,,,40542.0,499.111,125.248,True,,,,,,,,3/w1
1789040020.4647,sample,3,1,29674,,,,,18992.0,356.718,102.37,True,,,,,,,,3/w1
1789040020.7901,sample,3,1,29674,,,,,42590.0,325.284,85.604,True,,,,,,,,3/w1
1789040021.0715,sample,3,1,29674,,,,,39375.0,281.273,95.071,True,,,,,,,,3/w1
1789040021.4647,sample,3,1,29674,,,,,18556.0,393.044,57.066,True,,,,,,,,3/w1
1789040022.1169,sample,3,1,29674,,,,,32963.0,516.673,196.49,True,,,,,,,,3/w1
1789040022.6822,sample,3,1,29674,,,,,22650.0,565.092,146.782,True,,,,,,,,3/w1
1789040023.1137,sample,3,1,29674,,,,,43304.0,431.326,114.364,True,,,,,,,,3/w1
1789040023.42,sample,3,1,29674,,,,,23017.0,306.199,86.546,True,,,,,,,,3/w1
1789040023.7694,sample,3,1,29674,,,,,9788.0,349.283,68.79,True,,,,,,,,3/w1
1789040024.2887,sample,3,1,29674,,,,,1413.0,418.845,222.512,True,,,,,,,,3/w1
1789040024.9386,sample,3,1,29674,,,,,4684.0,649.717,174.867,True,,,,,,,,3/w1
1789040025.3256,sample,3,1,29674,,,,,26334.0,386.709,114.988,True,,,,,,,,3/w1
1789040025.5476,sample,3,1,29674,,,,,10210.0,221.865,77.605,True,,,,,,,,3/w1
1789040025.8964,sample,3,1,29674,,,,,39915.0,348.708,75.345,True,,,,,,,,3/w1
1789040026.5097,sample,3,1,29674,,,,,3821.0,520.825,226.758,True,,,,,,,,3/w1
1789040027.367,sample,3,1,29674,,,,,22576.0,856.815,227.469,True,,,,,,,,3/w1
1789040027.757,sample,3,1,29674,,,,,2841.0,389.873,102.837,True,,,,,,,,3/w1
1789040028.1112,sample,3,1,29674,,,,,10964.0,354.1,75.996,True,,,,,,,,3/w1
1789040028.388,sample,3,1,29674,,,,,6725.0,276.649,47.682,True,,,,,,,,3/w1
1789040028.6153,sample,3,1,29674,,,,,10972.0,227.18,33.701,True,,,,,,,,3/w1
1789040029.179,sample,3,1,29674,,,,,1010.0,468.788,225.673,True,,,,,,,,3/w1
1789040029.749,sample,3,1,29674,,,,,11802.0,569.847,182.134,True,,,,,,,,3/w1
1789040030.2117,sample,3,1,29674,,,,,2221.0,462.502,99.356,True,,,,,,,,3/w1
1789040030.5249,sample,3,1,29674,,,,,3398.0,313.057,68.143,True,,,,,,,,3/w1
1789040030.9003,sample,3,1,29674,,,,,9534.0,375.292,54.775,True,,,,,,,,3/w1
1789040031.2273,sample,3,1,29674,,,,,16573.0,326.891,38.26,True,,,,,,,,3/w1
1789040031.7907,sample,3,1,29674,,,,,19580.0,445.037,205.032,True,,,,,,,,3/w1
1789040032.5239,sample,3,1,29674,,,,,34392.0,733.047,207.03,True,,,,,,,,3/w1
1789040032.8579,sample,3,1,29674,,,,,21974.0,333.79,132.382,True,,,,,,,,3/w1
1789040033.1833,sample,3,1,29674,,,,,32796.0,325.265,91.333,True,,,,,,,,3/w1
1789040033.5007,sample,3,1,29674,,,,,37225.0,317.199,69.518,True,,,,,,,,3/w1
1789040033.7845,sample,3,1,29674,,,,,13274.0,283.661,50.947,True,,,,,,,,3/w1
1789040034.3372,sample,3,1,29674,,,,,10862.0,454.336,257.644,True,,,,,,,,3/w1
1789040034.7982,sample,3,1,29674,,,,,10058.0,460.837,193.621,True,,,,,,,,3/w1
1789040035.2735,sample,3,1,29674,,,,,43861.0,475.111,110.192,True,,,,,,,,3/w1
1789040035.6087,sample,3,1,29674,,,,,31554.0,335.07,72.435,True,,,,,,,,3/w1
1789040035.8894,sample,3,1,29674,,,,,31491.0,280.673,58.845,True,,,,,,,,3/w1
1789040036.5829,sample,3,1,29674,,,,,7274.0,603.985,299.655,True,,,,,,,,3/w1
1789040037.1548,sample,3,1,29674,,,,,15029.0,571.798,209.196,True,,,,,,,,3/w1
1789040037.5811,sample,3,1,29674,,,,,29839.0,426.101,84.491,True,,,,,,,,3/w1
1789040037.9105,sample,3,1,29674,,,,,3528.0,329.177,46.655,True,,,,,,,,3/w1
1789040038.5316,sample,3,1,29674,,,,,33174.0,496.824,189.123,True,,,,,,,,3/w1
1789040038.9364,sample,3,1,29674,,,,,16004.0,404.69,133.737,True,,,,,,,,3/w1
1789040039.4514,sample,3,1,29674,,,,,994.0,514.842,90.753,True,,,,,,,,3/w1
1789040039.9063,sample,3,1,29674,,,,,8431.0,454.714,81.792,True,,,,,,,,3/w1
1789040040.207,sample,3,1,29674,,,,,29729.0,300.571,94.927,True,,,,,,,,3/w1
1789040040.4338,sample,3,1,29674,,,,,13179.0,226.637,60.611,True,,,,,,,,3/w1
1789040040.6836,sample,3,1,29674,,,,,32246.0,249.71,41.842,True,,,,,,,,3/w1
1789040041.1697,sample,3,1,29674,,,,,41707.0,385.529,209.026,True,,,,,,,,3/w1
1789040041.5823,sample,3,1,29674,,,,,10870.0,412.445,149.764,True,,,,,,,,3/w1
1789040042.1539,sample,3,1,29674,,,,,11980.0,571.448,99.39,True,,,,,,,,3/w1
1789040042.5527,sample,3,1,29674,,,,,44315.0,398.734,109.171,True,,,,,,,,3/w1
1789040042.8485,sample,3,1,29674,,,,,44286.0,295.637,68.785,True,,,,,,,,3/w1
1789040043.1669,sample,3,1,29674,,,,,18115.0,318.265,41.211,True,,,,,,,,3/w1
1789040043.8211,sample,3,1,29674,,,,,4252.0,564.445,264.45,True,,,,,,,,3/w1
1789040044.3442,sample,3,1,29674,,,,,17130.0,522.915,164.916,True,,,,,,,,3/w1
1789040044.7499,sample,3,1,29674,,,,,17289.0,405.554,116.753,True,,,,,,,,3/w1
1789040045.1734,sample,3,1,29674,,,,,447.0,423.309,55.506,True,,,,,,,,3/w1
1789040045.4118,sample,3,1,29674,,,,,27113.0,238.196,34.256,True,,,,,,,,3/w1
1789040045.9043,sample,3,1,29674,,,,,7818.0,363.235,191.334,True,,,,,,,,3/w1
1789040046.5475,sample,3,1,29674,,,,,26987.0,643.025,156.612,True,,,,,,,,3/w1
1789040046.9369,sample,3,1,29674,,,,,28236.0,389.264,100.869,True,,,,,,,,3/w1
1789040047.429,sample,3,1,29674,,,,,10927.0,491.969,127.907,True,,,,,,,,3/w1
1789040047.8369,sample,3,1,29674,,,,,44003.0,407.735,73.772,True,,,,,,,,3/w1
1789040048.0806,sample,3,1,29674,,,,,6284.0,243.57,60.386,True,,,,,,,,3/w1
1789040048.3018,sample,3,1,29674,,,,,38003.0,221.132,37.581,True,,,,,,,,3/w1
1789040049.0603,sample,3,1,29674,,,,,4914.0,457.504,231.156,True,,,,,,,,3/w1
1789040049.6312,sample,3,1,29674,,,,,42439.0,570.711,151.649,True,,,,,,,,3/w1
1789040050.0735,sample,3,1,29674,,,,,11389.0,442.166,103.539,True,,,,,,,,3/w1
1789040050.494,sample,3,1,29674,,,,,23695.0,420.339,93.197,True,,,,,,,,3/w1
1789040050.7775,sample,3,1,29674,,,,,25848.0,283.348,77.281,True,,,,,,,,3/w1
1789040051.0901,sample,3,1,29674,,,,,36137.0,312.417,47.862,True,,,,,,,,3/w1
1789040051.3266,sample,3,1,29674,,,,,29463.0,236.392,22.5,True,,,,,,,,3/w1
1789040051.8625,sample,3,1,29674,,,,,9519.0,426.087,209.105,True,,,,,,,,3/w1
1789040052.3671,sample,3,1,29674,,,,,13779.0,504.377,131.364,True,,,,,,,,3/w1
1789040052.7225,sample,3,1,29674,,,,,14023.0,355.15,86.353,True,,,,,,,,3/w1
1789040053.0622,sample,3,1,29674,,,,,44453.0,339.596,66.918,True,,,,,,,,3/w1
1789040053.3796,sample,3,1,29674,,,,,43051.0,317.23,77.918,True,,,,,,,,3/w1
1789040053.6644,sample,3,1,29674,,,,,14913.0,284.706,49.753,True,,,,,,,,3/w1
1789040053.8626,sample,3,1,29674,,,,,43261.0,198.019,36.433,True,,,,,,,,3/w1
1789040054.1796,sample,3,1,29674,,,,,10928.0,316.93,29.598,True,,,,,,,,3/w1
1789040054.6882,sample,3,1,29674,,,,,39345.0,413.089,225.537,True,,,,,,,,3/w1
1789040055.2865,sample,3,1,29674,,,,,44140.0,598.121,141.853,True,,,,,,,,3/w1
1789040055.6551,sample,3,1,29674,,,,,3759.0,368.505,91.91,True,,,,,,,,3/w1
1789040056.0715,sample,3,1,29674,,,,,4630.0,416.241,66.259,True,,,,,,,,3/w1
1789040056.3532,sample,3,1,29674,,,,,18708.0,281.581,64.749,True,,,,,,,,3/w1
1789040056.7809,sample,3,1,29674,,,,,24301.0,427.579,54.996,True,,,,,,,,3/w1
1789040057.0026,sample,3,1,29674,,,,,25314.0,221.546,19.136,True,,,,,,,,3/w1
1789040057.6997,sample,3,1,29674,,,,,4673.0,470.806,226.846,True,,,,,,,,3/w1
1789040058.0316,sample,3,1,29674,,,,,2874.0,331.615,139.123,True,,,,,,,,3/w1
1789040058.5441,sample,3,1,29674,,,,,25286.0,512.324,104.735,True,,,,,,,,3/w1
1789040058.8783,sample,3,1,29674,,,,,23331.0,334.02,97.481,True,,,,,,,,3/w1
1789040059.2018,sample,3,1,29674,,,,,17418.0,323.358,57.391,True,,,,,,,,3/w1
1789040059.521,sample,3,1,29674,,,,,2470.0,318.986,34.41,True,,,,,,,,3/w1
1789040059.9342,sample,3,1,29674,,,,,10652.0,413.155,19.0,True,,,,,,,,3/w1
1789040060.4141,sample,3,1,29674,,,,,4780.0,385.713,227.871,True,,,,,,,,3/w1
1789040060.7651,sample,3,1,29674,,,,,26651.0,350.89,153.101,True,,,,,,,,3/w1
1789040061.0445,sample,3,1,29674,,,,,17789.0,279.214,69.475,True,,,,,,,,3/w1
1789040061.3633,sample,3,1,29674,,,,,16313.0,318.601,78.179,True,,,,,,,,3/w1
1789040061.5952,sample,3,1,29674,,,,,22761.0,231.786,53.194,True,,,,,,,,3/w1
1789040062.1584,sample,3,1,29674,,,,,34656.0,563.046,33.932,True,,,,,,,,3/w1
1789040062.5556,sample,3,1,29674,,,,,18936.0,336.402,214.733,True,,,,,,,,3/w1
1789040063.0524,sample,3,1,29674,,,,,27377.0,496.598,133.257,True,,,,,,,,3/w1
1789040063.4082,sample,3,1,29674,,,,,14979.0,355.701,82.782,True,,,,,,,,3/w1
1789040063.7163,sample,3,1,29674,,,,,9257.0,307.981,69.429,True,,,,,,,,3/w1
1789040064.209,sample,3,1,29674,,,,,29350.0,492.456,71.284,True,,,,,,,,3/w1
1789040064.3857,sample,3,1,29674,,,,,44658.0,176.554,33.02,True,,,,,,,,3/w1
1789040065.0121,sample,3,1,29674,,,,,43352.0,508.403,229.15,True,,,,,,,,3/w1
1789040065.4423,sample,3,1,29674,,,,,8036.0,430.059,152.792,True,,,,,,,,3/w1
1789040065.8066,sample,3,1,29674,,,,,10297.0,364.191,134.907,True,,,,,,,,3/w1
1789040066.1719,sample,3,1,29674,,,,,26838.0,365.04,87.903,True,,,,,,,,3/w1
1789040066.4431,sample,3,1,29674,,,,,16403.0,271.081,56.639,True,,,,,,,,3/w1
1789040066.7202,sample,3,1,29674,,,,,6477.0,276.979,44.8,True,,,,,,,,3/w1
1789040067.2525,sample,3,1,29674,,,,,17188.0,432.072,240.369,True,,,,,,,,3/w1
1789040067.859,sample,3,1,29674,,,,,41282.0,606.272,156.653,True,,,,,,,,3/w1
1789040068.1731,sample,3,1,29674,,,,,25454.0,313.991,88.381,True,,,,,,,,3/w1
1789040068.6283,sample,3,1,29674,,,,,36675.0,455.091,73.855,True,,,,,,,,3/w1
1789040068.9053,sample,3,1,29674,,,,,14638.0,276.788,48.168,True,,,,,,,,3/w1
1789040069.7919,sample,3,1,29674,,,,,26462.0,600.722,244.4,True,,,,,,,,3/w1
1789040070.197,sample,3,1,29674,,,,,32236.0,404.898,154.119,True,,,,,,,,3/w1
1789040070.5255,sample,3,1,29674,,,,,32009.0,328.351,103.625,True,,,,,,,,3/w1
1789040070.8491,sample,3,1,29674,,,,,24842.0,323.378,76.65,True,,,,,,,,3/w1
1789040071.1307,sample,3,1,29674,,,,,41418.0,281.54,76.421,True,,,,,,,,3/w1
1789040071.7089,sample,3,1,29674,,,,,11311.0,451.806,211.771,True,,,,,,,,3/w1
1789040072.3956,sample,3,1,29674,,,,,30865.0,686.49,152.6,True,,,,,,,,3/w1
1789040072.6858,sample,3,1,29674,,,,,5188.0,290.11,109.646,True,,,,,,,,3/w1
1789040072.9925,sample,3,1,29674,,,,,24202.0,306.555,69.486,True,,,,,,,,3/w1
1789040073.2894,sample,3,1,29674,,,,,40008.0,296.723,51.588,True,,,,,,,,3/w1
1789040073.4902,sample,3,1,29674,,,,,198.0,200.728,41.186,True,,,,,,,,3/w1
1789040074.2071,sample,3,1,29674,,,,,34768.0,643.956,266.149,True,,,,,,,,3/w1
1789040074.7014,sample,3,1,29674,,,,,41464.0,494.162,189.923,True,,,,,,,,3/w1
1789040075.2049,sample,3,1,29674,,,,,650.0,503.303,113.323,True,,,,,,,,3/w1
1789040075.5281,sample,3,1,29674,,,,,26810.0,322.95,71.222,True,,,,,,,,3/w1
1789040076.1436,sample,3,1,29674,,,,,33300.0,503.086,226.248,True,,,,,,,,3/w1
1789040076.5241,sample,3,1,29674,,,,,44461.0,380.272,153.445,True,,,,,,,,3/w1
1789040076.9106,sample,3,1,29674,,,,,35908.0,385.921,122.282,True,,,,,,,,3/w1
1789040077.3074,sample,3,1,29674,,,,,16257.0,396.665,95.073,True,,,,,,,,3/w1
1789040077.7691,sample,3,1,29674,,,,,5936.0,461.513,47.68,True,,,,,,,,3/w1
1789040078.603,sample,3,1,29674,,,,,1209.0,637.225,262.279,True,,,,,,,,3/w1
1789040079.1119,sample,3,1,29674,,,,,3359.0,508.743,182.555,True,,,,,,,,3/w1
1789040079.4936,sample,3,1,29674,,,,,42188.0,381.516,99.748,True,,,,,,,,3/w1
1789040079.7967,sample,3,1,29674,,,,,19721.0,302.953,44.767,True,,,,,,,,3/w1
1789040080.0994,sample,3,1,29674,,,,,7861.0,302.589,45.972,True,,,,,,,,3/w1
1789040080.7193,sample,3,1,29674,,,,,26182.0,528.215,191.727,True,,,,,,,,3/w1
1789040081.2418,sample,3,1,29674,,,,,16599.0,522.367,134.245,True,,,,,,,,3/w1
1789040081.5744,sample,3,1,29674,,,,,17146.0,332.403,95.902,True,,,,,,,,3/w1
1789040082.0112,sample,3,1,29674,,,,,12920.0,436.686,85.528,True,,,,,,,,3/w1
1789040082.4043,sample,3,1,29674,,,,,28119.0,392.901,63.778,True,,,,,,,,3/w1
1789040082.6491,sample,3,1,29674,,,,,4261.0,244.634,43.277,True,,,,,,,,3/w1
1789040082.8971,sample,3,1,29674,,,,,588.0,247.952,39.722,True,,,,,,,,3/w1
1789040083.3912,sample,3,1,29674,,,,,33339.0,396.774,181.987,True,,,,,,,,3/w1
1789040083.852,sample,3,1,29674,,,,,16476.0,460.659,133.277,True,,,,,,,,3/w1
1789040084.1359,sample,3,1,29674,,,,,4700.0,283.785,106.627,True,,,,,,,,3/w1
