0	0.606	1.000	2.350	0.214
2	0.606	1.000	2.375	0.214
5	0.397	1.008	1.800	0.212
8	0.644	1.057	3.725	0.205
10	0.456	1.092	2.050	0.199
13	0.444	1.066	1.988	0.203
15	0.528	1.123	1.837	0.195
18	0.406	1.098	1.625	0.196
20	0.406	1.098	1.688	0.197
23	1.087	1.200	1.413	0.184
26	0.441	1.140	1.575	0.188
29	0.444	1.105	1.725	0.195
32	0.397	1.227	1.438	0.181
35	0.453	1.173	1.462	0.185
38	0.403	1.150	1.587	0.189
