global_step,epoch,epoch_frac,train/loss,train/accept_len,train/accept_rate
91,0,0.009672,0.309,1.504,0.228
92,0,0.009778,0.298,1.58,0.266
93,0,0.009884,0.303,1.54,0.235
94,0,0.009990,0.305,1.52,0.221
95,0,0.010097,0.311,1.6,0.24
96,0,0.010203,0.3,1.641,0.262
97,0,0.010309,0.301,1.575,0.249
98,0,0.010416,0.301,1.546,0.225
99,0,0.010522,0.303,1.561,0.235
100,0,0.010628,0.303,1.541,0.233
101,0,0.010734,0.305,1.55,0.239
102,0,0.010841,0.309,1.579,0.238
103,0,0.010947,0.296,1.659,0.259
104,0,0.011053,0.296,1.646,0.249
105,0,0.011160,0.29,1.773,0.282
106,0,0.011266,0.3,1.561,0.235
107,0,0.011372,0.294,1.675,0.262
108,0,0.011478,0.303,1.552,0.232
109,0,0.011585,0.301,1.618,0.236
110,0,0.011691,0.3,1.604,0.234
111,0,0.011797,0.294,1.701,0.263
112,0,0.011903,0.296,1.657,0.252
113,0,0.012010,0.296,1.668,0.263
114,0,0.012116,0.298,1.622,0.248
115,0,0.012222,0.278,1.893,0.318
116,0,0.012329,0.307,1.537,0.227
117,0,0.012435,0.294,1.732,0.273
118,0,0.012541,0.289,1.721,0.265
119,0,0.012647,0.3,1.596,0.239
120,0,0.012754,0.292,1.714,0.267
121,0,0.012860,0.281,1.911,0.308
122,0,0.012966,0.294,1.691,0.259
123,0,0.013073,0.278,1.886,0.297
124,0,0.013179,0.298,1.631,0.243
125,0,0.013285,0.285,1.838,0.287
126,0,0.013391,0.285,1.827,0.288
127,0,0.013498,0.292,1.782,0.278
128,0,0.013604,0.287,1.796,0.274
129,0,0.013710,0.287,1.807,0.284
130,0,0.013817,0.285,1.781,0.283
131,0,0.013923,0.281,1.889,0.308
132,0,0.014029,0.281,1.902,0.301
133,0,0.014135,0.274,1.984,0.326
134,0,0.014242,0.285,1.769,0.268
135,0,0.014348,0.281,1.813,0.284
136,0,0.014454,0.278,1.87,0.305
137,0,0.014561,0.289,1.786,0.273
138,0,0.014667,0.285,1.872,0.299
139,0,0.014773,0.294,1.771,0.262
140,0,0.014879,0.278,1.877,0.294
141,0,0.014986,0.267,2.267,0.354
142,0,0.015092,0.283,1.804,0.288
143,0,0.015198,0.278,1.913,0.303
144,0,0.015304,0.279,1.857,0.296
145,0,0.015411,0.276,2.041,0.321
146,0,0.015517,0.278,1.996,0.326
147,0,0.015623,0.287,1.817,0.288
148,0,0.015730,0.274,1.949,0.317
149,0,0.015836,0.281,1.878,0.302
150,0,0.015942,0.289,1.786,0.267
151,0,0.016048,0.278,1.936,0.315
152,0,0.016155,0.268,2.049,0.337
153,0,0.016261,0.27,2.012,0.336
154,0,0.016367,0.276,1.986,0.311
155,0,0.016474,0.279,1.923,0.301
156,0,0.016580,0.267,2.046,0.331
157,0,0.016686,0.289,1.805,0.286
158,0,0.016792,0.276,1.941,0.307
159,0,0.016899,0.267,2.051,0.33
160,0,0.017005,0.274,2.009,0.319
161,0,0.017111,0.287,1.811,0.276
162,0,0.017218,0.276,1.976,0.317
163,0,0.017324,0.281,1.894,0.3
164,0,0.017430,0.27,2.015,0.333
165,0,0.017536,0.29,1.772,0.276
166,0,0.017643,0.278,1.918,0.305
167,0,0.017749,0.274,1.988,0.319
168,0,0.017855,0.272,2.068,0.336
169,0,0.017962,0.268,2.083,0.343
170,0,0.018068,0.263,2.132,0.347
171,0,0.018174,0.274,1.977,0.306
172,0,0.018280,0.267,2.105,0.339
173,0,0.018387,0.263,2.121,0.347
174,0,0.018493,0.283,1.915,0.294
175,0,0.018599,0.29,1.769,0.277
176,0,0.018705,0.272,2.0,0.321
177,0,0.018812,0.265,2.092,0.332
178,0,0.018918,0.268,2.04,0.325
179,0,0.019024,0.268,2.074,0.34
180,0,0.019131,0.265,2.129,0.356
181,0,0.019237,0.279,1.957,0.321
182,0,0.019343,0.274,1.992,0.317
183,0,0.019449,0.276,1.965,0.315
184,0,0.019556,0.261,2.173,0.359
185,0,0.019662,0.281,1.871,0.3
186,0,0.019768,0.278,1.945,0.307
187,0,0.019875,0.292,1.807,0.29
188,0,0.019981,0.285,1.855,0.279
189,0,0.020087,0.279,1.914,0.302
190,0,0.020193,0.268,2.047,0.341
191,0,0.020300,0.27,2.077,0.344
192,0,0.020406,0.261,2.17,0.353
193,0,0.020512,0.274,2.039,0.325
194,0,0.020619,0.283,1.896,0.293
195,0,0.020725,0.283,1.98,0.313
196,0,0.020831,0.259,2.225,0.367
197,0,0.020937,0.272,2.073,0.329
198,0,0.021044,0.279,1.894,0.303
199,0,0.021150,0.259,2.269,0.375
200,0,0.021256,0.287,1.86,0.288
201,0,0.021363,0.279,1.948,0.312
202,0,0.021469,0.272,2.075,0.326
203,0,0.021575,0.267,2.138,0.355
204,0,0.021681,0.27,2.051,0.336
205,0,0.021788,0.263,2.162,0.355
206,0,0.021894,0.279,1.97,0.309
207,0,0.022000,0.261,2.214,0.356
208,0,0.022106,0.278,1.978,0.319
209,0,0.022213,0.276,1.99,0.32
210,0,0.022319,0.261,2.169,0.354
211,0,0.022425,0.268,2.162,0.353
212,0,0.022532,0.276,2.005,0.325
213,0,0.022638,0.279,1.922,0.311
215,0,0.022850,0.281,1.937,0.304
216,0,0.022957,0.265,2.165,0.357
217,0,0.023063,0.272,2.065,0.327
218,0,0.023169,0.268,2.106,0.349
219,0,0.023276,0.265,2.212,0.354
220,0,0.023382,0.268,2.153,0.357
221,0,0.023488,0.276,2.077,0.352
222,0,0.023594,0.27,2.087,0.336
223,0,0.023701,0.272,2.115,0.339
224,0,0.023807,0.276,2.048,0.319
225,0,0.023913,0.276,2.108,0.34
226,0,0.024020,0.265,2.143,0.36
227,0,0.024126,0.283,1.945,0.312
228,0,0.024232,0.261,2.198,0.367
229,0,0.024338,0.268,2.133,0.347
230,0,0.024445,0.261,2.227,0.372
231,0,0.024551,0.274,2.084,0.336
232,0,0.024657,0.272,2.01,0.33
233,0,0.024764,0.278,1.946,0.312
234,0,0.024870,0.274,2.027,0.322
235,0,0.024976,0.268,2.146,0.354
236,0,0.025082,0.265,2.222,0.358
237,0,0.025189,0.274,2.069,0.343
238,0,0.025295,0.267,2.172,0.357
239,0,0.025401,0.265,2.17,0.348
240,0,0.025507,0.276,2.013,0.32
241,0,0.025614,0.257,2.289,0.376
242,0,0.025720,0.267,2.179,0.36
243,0,0.025826,0.27,2.109,0.339
244,0,0.025933,0.268,2.109,0.348
245,0,0.026039,0.27,2.138,0.347
246,0,0.026145,0.278,2.047,0.326
247,0,0.026251,0.267,2.17,0.35
248,0,0.026358,0.265,2.188,0.349
249,0,0.026464,0.254,2.419,0.406
250,0,0.026570,0.268,2.154,0.345
251,0,0.026677,0.268,2.157,0.343
252,0,0.026783,0.254,2.336,0.381
253,0,0.026889,0.272,2.132,0.358
254,0,0.026995,0.272,2.012,0.33
255,0,0.027102,0.265,2.227,0.364
256,0,0.027208,0.27,2.085,0.34
257,0,0.027314,0.259,2.327,0.376
258,0,0.027421,0.268,2.116,0.347
259,0,0.027527,0.254,2.366,0.384
260,0,0.027633,0.257,2.361,0.392
261,0,0.027739,0.256,2.354,0.384
262,0,0.027846,0.267,2.184,0.354
263,0,0.027952,0.263,2.248,0.367
264,0,0.028058,0.259,2.264,0.374
265,0,0.028165,0.263,2.219,0.364
266,0,0.028271,0.257,2.34,0.38
267,0,0.028377,0.272,2.116,0.35
268,0,0.028483,0.272,2.114,0.338
269,0,0.028590,0.272,2.096,0.348
270,0,0.028696,0.272,2.081,0.326
271,0,0.028802,0.265,2.235,0.359
272,0,0.028908,0.257,2.232,0.37
273,0,0.029015,0.276,2.096,0.328
274,0,0.029121,0.272,2.13,0.343
275,0,0.029227,0.267,2.24,0.367
276,0,0.029334,0.257,2.306,0.376
277,0,0.029440,0.265,2.19,0.354
278,0,0.029546,0.259,2.3,0.379
279,0,0.029652,0.248,2.45,0.406
280,0,0.029759,0.27,2.103,0.34
281,0,0.029865,0.283,1.972,0.317
282,0,0.029971,0.265,2.19,0.362
283,0,0.030078,0.267,2.244,0.372
284,0,0.030184,0.259,2.261,0.37
285,0,0.030290,0.265,2.255,0.371
286,0,0.030396,0.265,2.209,0.353
287,0,0.030503,0.267,2.19,0.363
288,0,0.030609,0.261,2.284,0.375
289,0,0.030715,0.27,2.063,0.345
290,0,0.030822,0.261,2.303,0.371
291,0,0.030928,0.256,2.339,0.384
292,0,0.031034,0.257,2.285,0.371
293,0,0.031140,0.27,2.142,0.348
294,0,0.031247,0.254,2.391,0.389
295,0,0.031353,0.27,2.155,0.355
296,0,0.031459,0.267,2.141,0.361
297,0,0.031566,0.256,2.339,0.394
298,0,0.031672,0.257,2.279,0.384
299,0,0.031778,0.257,2.328,0.383
300,0,0.031884,0.265,2.2,0.365
301,0,0.031991,0.276,2.137,0.353
302,0,0.032097,0.252,2.395,0.391
303,0,0.032203,0.261,2.279,0.383
304,0,0.032309,0.259,2.273,0.383
305,0,0.032416,0.261,2.265,0.372
306,0,0.032522,0.261,2.253,0.364
307,0,0.032628,0.256,2.305,0.37
308,0,0.032735,0.27,2.111,0.346
309,0,0.032841,0.248,2.502,0.409
310,0,0.032947,0.263,2.253,0.361
311,0,0.033053,0.274,2.076,0.337
312,0,0.033160,0.265,2.173,0.352
313,0,0.033266,0.268,2.17,0.355
314,0,0.033372,0.268,2.146,0.351
315,0,0.033479,0.276,2.079,0.338
316,0,0.033585,0.244,2.547,0.425
317,0,0.033691,0.257,2.293,0.365
318,0,0.033797,0.235,2.619,0.447
319,0,0.033904,0.257,2.328,0.386
320,0,0.034010,0.254,2.369,0.394
321,0,0.034116,0.25,2.543,0.419
322,0,0.034223,0.257,2.338,0.378
323,0,0.034329,0.243,2.499,0.41
324,0,0.034435,0.265,2.198,0.353
325,0,0.034541,0.261,2.26,0.38
326,0,0.034648,0.257,2.343,0.381
327,0,0.034754,0.265,2.287,0.372
328,0,0.034860,0.267,2.187,0.351
329,0,0.034967,0.27,2.117,0.343
330,0,0.035073,0.259,2.334,0.388
331,0,0.035179,0.252,2.439,0.408
332,0,0.035285,0.265,2.173,0.353
333,0,0.035392,0.257,2.314,0.374
334,0,0.035498,0.265,2.231,0.361
335,0,0.035604,0.257,2.356,0.383
336,0,0.035710,0.268,2.159,0.355
337,0,0.035817,0.268,2.188,0.359
338,0,0.035923,0.259,2.245,0.374
339,0,0.036029,0.267,2.265,0.366
340,0,0.036136,0.274,2.146,0.345
341,0,0.036242,0.268,2.178,0.349
342,0,0.036348,0.268,2.187,0.357
343,0,0.036454,0.254,2.409,0.397
344,0,0.036561,0.281,2.163,0.341
345,0,0.036667,0.281,2.324,0.374
346,0,0.036773,0.252,2.46,0.413
347,0,0.036880,0.257,2.353,0.382
348,0,0.036986,0.25,2.441,0.384
349,0,0.037092,0.25,2.426,0.399
350,0,0.037198,0.267,2.157,0.349
351,0,0.037305,0.248,2.507,0.405
352,0,0.037411,0.254,2.424,0.398
353,0,0.037517,0.257,2.302,0.384
354,0,0.037624,0.241,2.594,0.417
355,0,0.037730,0.259,2.292,0.38
356,0,0.037836,0.254,2.415,0.397
357,0,0.037942,0.259,2.278,0.375
358,0,0.038049,0.263,2.254,0.371
359,0,0.038155,0.256,2.335,0.396
360,0,0.038261,0.232,2.709,0.452
361,0,0.038368,0.256,2.335,0.392
362,0,0.038474,0.237,2.628,0.439
363,0,0.038580,0.261,2.272,0.365
364,0,0.038686,0.244,2.417,0.404
365,0,0.038793,0.243,2.534,0.419
366,0,0.038899,0.254,2.406,0.396
367,0,0.039005,0.25,2.369,0.392
368,0,0.039111,0.25,2.499,0.417
369,0,0.039218,0.254,2.415,0.393
370,0,0.039324,0.246,2.481,0.407
371,0,0.039430,0.25,2.402,0.398
372,0,0.039537,0.246,2.538,0.421
373,0,0.039643,0.265,2.251,0.378
374,0,0.039749,0.256,2.379,0.394
375,0,0.039855,0.256,2.356,0.395
376,0,0.039962,0.256,2.331,0.382
377,0,0.040068,0.243,2.509,0.418
378,0,0.040174,0.256,2.351,0.382
379,0,0.040281,0.235,2.619,0.438
380,0,0.040387,0.274,2.087,0.327
381,0,0.040493,0.256,2.324,0.381
382,0,0.040599,0.267,2.254,0.367
383,0,0.040706,0.256,2.388,0.378
384,0,0.040812,0.25,2.397,0.389
385,0,0.040918,0.244,2.516,0.416
386,0,0.041025,0.259,2.333,0.386
387,0,0.041131,0.25,2.499,0.413
388,0,0.041237,0.243,2.573,0.421
389,0,0.041343,0.244,2.48,0.405
390,0,0.041450,0.241,2.56,0.426
391,0,0.041556,0.25,2.457,0.395
392,0,0.041662,0.243,2.654,0.44
393,0,0.041769,0.248,2.451,0.404
394,0,0.041875,0.259,2.305,0.379
395,0,0.041981,0.263,2.236,0.367
396,0,0.042087,0.257,2.253,0.386
397,0,0.042194,0.257,2.341,0.388
398,0,0.042300,0.248,2.508,0.409
399,0,0.042406,0.246,2.563,0.42
400,0,0.042512,0.25,2.481,0.413
401,0,0.042619,0.259,2.274,0.372
402,0,0.042725,0.265,2.211,0.369
403,0,0.042831,0.267,2.186,0.353
404,0,0.042938,0.246,2.473,0.409
405,0,0.043044,0.267,2.178,0.37
406,0,0.043150,0.246,2.501,0.409
407,0,0.043256,0.229,2.758,0.457
408,0,0.043363,0.235,2.64,0.419
409,0,0.043469,0.235,2.67,0.442
410,0,0.043575,0.25,2.392,0.394
411,0,0.043682,0.243,2.575,0.418
412,0,0.043788,0.233,2.76,0.453
413,0,0.043894,0.233,2.774,0.45
414,0,0.044000,0.243,2.543,0.422
415,0,0.044107,0.252,2.433,0.395
416,0,0.044213,0.241,2.595,0.427
417,0,0.044319,0.252,2.402,0.386
418,0,0.044426,0.246,2.485,0.41
419,0,0.044532,0.231,2.789,0.456
420,0,0.044638,0.25,2.474,0.393
421,0,0.044744,0.248,2.457,0.399
422,0,0.044851,0.248,2.474,0.401
423,0,0.044957,0.234,2.649,0.437
424,0,0.045063,0.244,2.524,0.414
425,0,0.045170,0.261,2.286,0.378
426,0,0.045276,0.243,2.587,0.423
427,0,0.045382,0.233,2.678,0.442
428,0,0.045488,0.243,2.574,0.419
429,0,0.045595,0.239,2.657,0.429
430,0,0.045701,0.252,2.461,0.404
431,0,0.045807,0.244,2.513,0.407
432,0,0.045913,0.244,2.505,0.413
433,0,0.046020,0.241,2.588,0.431
434,0,0.046126,0.252,2.417,0.395
435,0,0.046232,0.241,2.572,0.42
436,0,0.046339,0.257,2.288,0.375
437,0,0.046445,0.237,2.661,0.438
438,0,0.046551,0.233,2.657,0.442
439,0,0.046657,0.244,2.461,0.412
440,0,0.046764,0.241,2.677,0.438
441,0,0.046870,0.228,2.829,0.463
442,0,0.046976,0.246,2.502,0.414
443,0,0.047083,0.261,2.234,0.361
444,0,0.047189,0.243,2.539,0.418
445,0,0.047295,0.246,2.521,0.415
446,0,0.047401,0.256,2.381,0.394
447,0,0.047508,0.225,2.857,0.466
448,0,0.047614,0.244,2.491,0.413
449,0,0.047720,0.246,2.49,0.408
450,0,0.047827,0.222,2.894,0.477
451,0,0.047933,0.231,2.743,0.458
452,0,0.048039,0.246,2.531,0.418
453,0,0.048145,0.237,2.704,0.443
454,0,0.048252,0.25,2.449,0.401
455,0,0.048358,0.254,2.383,0.394
456,0,0.048464,0.239,2.58,0.432
457,0,0.048571,0.25,2.421,0.401
458,0,0.048677,0.222,2.972,0.48
459,0,0.048783,0.241,2.59,0.422
460,0,0.048889,0.244,2.536,0.416
461,0,0.048996,0.234,2.712,0.446
462,0,0.049102,0.25,2.426,0.4
463,0,0.049208,0.232,2.721,0.451
464,0,0.049314,0.237,2.608,0.427
465,0,0.049421,0.235,2.7,0.442
466,0,0.049527,0.246,2.51,0.414
467,0,0.049633,0.261,2.269,0.37
468,0,0.049740,0.241,2.591,0.431
469,0,0.049846,0.241,2.527,0.417
470,0,0.049952,0.228,2.76,0.465
471,0,0.050058,0.228,2.836,0.464
472,0,0.050165,0.234,2.764,0.45
473,0,0.050271,0.244,2.555,0.408
474,0,0.050377,0.241,2.598,0.428
475,0,0.050484,0.248,2.515,0.414
476,0,0.050590,0.248,2.527,0.411
477,0,0.050696,0.263,2.284,0.366
478,0,0.050802,0.257,2.36,0.382
479,0,0.050909,0.237,2.582,0.43
480,0,0.051015,0.239,2.6,0.429
481,0,0.051121,0.234,2.69,0.446
482,0,0.051228,0.259,2.301,0.382
483,0,0.051334,0.228,2.829,0.461
484,0,0.051440,0.243,2.57,0.419
485,0,0.051546,0.234,2.73,0.441
486,0,0.051653,0.235,2.723,0.452
487,0,0.051759,0.243,2.603,0.425
488,0,0.051865,0.239,2.614,0.438
489,0,0.051972,0.239,2.683,0.436
490,0,0.052078,0.225,2.844,0.462
491,0,0.052184,0.246,2.444,0.406
492,0,0.052290,0.248,2.487,0.407
493,0,0.052397,0.226,2.862,0.472
494,0,0.052503,0.225,2.842,0.469
495,0,0.052609,0.239,2.599,0.423
496,0,0.052715,0.248,2.502,0.414
497,0,0.052822,0.241,2.619,0.427
498,0,0.052928,0.248,2.449,0.395
499,0,0.053034,0.252,2.393,0.388
500,0,0.053141,0.239,2.566,0.424
501,0,0.053247,0.248,2.495,0.4
502,0,0.053353,0.241,2.595,0.424
503,0,0.053459,0.254,2.372,0.39
504,0,0.053566,0.235,2.667,0.448
505,0,0.053672,0.25,2.419,0.403
506,0,0.053778,0.246,2.491,0.406
507,0,0.053885,0.241,2.655,0.439
508,0,0.053991,0.232,2.728,0.446
509,0,0.054097,0.237,2.653,0.447
510,0,0.054203,0.227,2.852,0.466
511,0,0.054310,0.235,2.626,0.449
512,0,0.054416,0.239,2.625,0.438
513,0,0.054522,0.239,2.637,0.427
514,0,0.054629,0.226,2.815,0.466
515,0,0.054735,0.248,2.523,0.414
516,0,0.054841,0.239,2.636,0.432
517,0,0.054947,0.235,2.704,0.443
518,0,0.055054,0.246,2.557,0.42
519,0,0.055160,0.223,2.909,0.476
520,0,0.055266,0.246,2.528,0.418
521,0,0.055373,0.243,2.522,0.425
522,0,0.055479,0.233,2.701,0.448
523,0,0.055585,0.232,2.774,0.454
524,0,0.055691,0.243,2.544,0.421
525,0,0.055798,0.243,2.62,0.43
526,0,0.055904,0.239,2.596,0.424
527,0,0.056010,0.234,2.688,0.442
528,0,0.056116,0.241,2.597,0.425
529,0,0.056223,0.226,2.848,0.474
530,0,0.056329,0.234,2.74,0.448
531,0,0.056435,0.23,2.748,0.455
532,0,0.056542,0.233,2.742,0.457
533,0,0.056648,0.235,2.647,0.432
534,0,0.056754,0.225,2.826,0.462
535,0,0.056860,0.233,2.782,0.456
536,0,0.056967,0.235,2.616,0.442
537,0,0.057073,0.235,2.77,0.455
538,0,0.057179,0.233,2.708,0.447
539,0,0.057286,0.25,2.518,0.414
540,0,0.057392,0.252,2.512,0.403
541,0,0.057498,0.235,2.668,0.448
542,0,0.057604,0.243,2.587,0.427
543,0,0.057711,0.248,2.452,0.41
544,0,0.057817,0.248,2.505,0.396
545,0,0.057923,0.232,2.706,0.441
546,0,0.058030,0.229,2.754,0.452
547,0,0.058136,0.235,2.672,0.439
548,0,0.058242,0.22,2.903,0.485
549,0,0.058348,0.235,2.711,0.443
550,0,0.058455,0.241,2.587,0.425
551,0,0.058561,0.215,3.024,0.5
552,0,0.058667,0.224,2.832,0.469
553,0,0.058774,0.227,2.921,0.465
554,0,0.058880,0.237,2.639,0.44
555,0,0.058986,0.226,2.911,0.475
556,0,0.059092,0.222,2.929,0.482
557,0,0.059199,0.233,2.687,0.44
558,0,0.059305,0.227,2.815,0.459
559,0,0.059411,0.228,2.905,0.467
560,0,0.059517,0.227,2.814,0.465
561,0,0.059624,0.222,2.908,0.484
562,0,0.059730,0.239,2.604,0.435
563,0,0.059836,0.241,2.572,0.43
564,0,0.059943,0.244,2.516,0.404
565,0,0.060049,0.239,2.616,0.434
566,0,0.060155,0.233,2.687,0.444
567,0,0.060261,0.221,2.918,0.48
568,0,0.060368,0.231,2.729,0.454
569,0,0.060474,0.237,2.667,0.434
570,0,0.060580,0.219,2.961,0.488
571,0,0.060687,0.237,2.709,0.442
572,0,0.060793,0.233,2.688,0.439
573,0,0.060899,0.23,2.732,0.447
574,0,0.061005,0.231,2.778,0.456
575,0,0.061112,0.21,3.122,0.507
576,0,0.061218,0.222,2.989,0.483
577,0,0.061324,0.231,2.786,0.46
578,0,0.061431,0.232,2.807,0.45
579,0,0.061537,0.234,2.706,0.443
580,0,0.061643,0.235,2.627,0.435
581,0,0.061749,0.225,2.845,0.473
582,0,0.061856,0.239,2.639,0.444
583,0,0.061962,0.222,2.903,0.479
584,0,0.062068,0.237,2.674,0.446
585,0,0.062175,0.217,2.968,0.497
586,0,0.062281,0.225,2.826,0.457
587,0,0.062387,0.235,2.668,0.432
588,0,0.062493,0.239,2.638,0.425
589,0,0.062600,0.254,2.372,0.395
590,0,0.062706,0.235,2.679,0.433
591,0,0.062812,0.228,2.78,0.461
592,0,0.062918,0.222,2.92,0.477
593,0,0.063025,0.239,2.644,0.43
594,0,0.063131,0.233,2.736,0.446
595,0,0.063237,0.235,2.65,0.438
596,0,0.063344,0.222,2.906,0.475
597,0,0.063450,0.209,3.215,0.52
598,0,0.063556,0.254,2.396,0.389
599,0,0.063662,0.231,2.749,0.45
600,0,0.063769,0.232,2.749,0.456
601,0,0.063875,0.234,2.717,0.447
602,0,0.063981,0.232,2.752,0.455
603,0,0.064088,0.244,2.584,0.421
604,0,0.064194,0.244,2.565,0.415
605,0,0.064300,0.233,2.732,0.452
606,0,0.064406,0.248,2.453,0.401
607,0,0.064513,0.227,2.749,0.455
608,0,0.064619,0.248,2.499,0.412
609,0,0.064725,0.221,2.977,0.477
610,0,0.064832,0.241,2.52,0.425
611,0,0.064938,0.235,2.679,0.44
612,0,0.065044,0.224,2.847,0.462
613,0,0.065150,0.239,2.627,0.429
614,0,0.065257,0.222,2.925,0.474
615,0,0.065363,0.237,2.689,0.443
616,0,0.065469,0.23,2.866,0.474
617,0,0.065576,0.214,3.0,0.497
618,0,0.065682,0.239,2.613,0.423
619,0,0.065788,0.237,2.664,0.439
620,0,0.065894,0.237,2.713,0.438
621,0,0.066001,0.222,2.856,0.464
622,0,0.066107,0.223,2.895,0.47
623,0,0.066213,0.225,2.845,0.471
624,0,0.066319,0.224,2.914,0.478
625,0,0.066426,0.233,2.749,0.451
626,0,0.066532,0.225,2.931,0.472
627,0,0.066638,0.246,2.618,0.413
628,0,0.066745,0.244,2.533,0.421
629,0,0.066851,0.222,2.9,0.471
630,0,0.066957,0.243,2.635,0.428
631,0,0.067063,0.232,2.77,0.451
632,0,0.067170,0.232,2.774,0.449
633,0,0.067276,0.23,2.816,0.456
634,0,0.067382,0.223,2.899,0.48
635,0,0.067489,0.224,2.891,0.471
636,0,0.067595,0.241,2.549,0.421
637,0,0.067701,0.227,2.907,0.468
638,0,0.067807,0.248,2.512,0.416
639,0,0.067914,0.235,2.755,0.439
640,0,0.068020,0.239,2.647,0.435
641,0,0.068126,0.252,2.46,0.404
642,0,0.068233,0.21,3.105,0.503
643,0,0.068339,0.231,2.765,0.455
644,0,0.068445,0.235,2.678,0.436
645,0,0.068551,0.224,2.861,0.477
646,0,0.068658,0.233,2.766,0.452
647,0,0.068764,0.224,2.825,0.472
648,0,0.068870,0.232,2.798,0.452
649,0,0.068977,0.257,2.375,0.393
650,0,0.069083,0.227,2.838,0.472
651,0,0.069189,0.239,2.605,0.44
652,0,0.069295,0.257,2.308,0.386
653,0,0.069402,0.211,3.118,0.506
654,0,0.069508,0.241,2.608,0.424
655,0,0.069614,0.226,2.819,0.462
656,0,0.069720,0.227,2.885,0.464
657,0,0.069827,0.219,3.062,0.492
658,0,0.069933,0.224,2.866,0.469
659,0,0.070039,0.219,3.02,0.487
660,0,0.070146,0.234,2.691,0.445
661,0,0.070252,0.21,3.133,0.507
662,0,0.070358,0.246,2.609,0.424
