t,kind,rank,worker,pid,global_step,epoch,local_step,load_ms,n_in,seq_len,wall_ms,cpu_ms,t_batch,t_fwd,t_bwd,t_opt,t_end
1789036780.1832,timeline,3,-1,21672,291.0,0.0,292.0,0.075,,,,,70237.982702,70238.076915,70238.099117,70238.099117,70238.099131
1789036780.1843,timeline,1,-1,21670,291.0,0.0,292.0,0.086,,,,,70237.983473,70238.075434,70238.100199,70238.100199,70238.100213
1789036780.1811,timeline,2,-1,21671,291.0,0.0,292.0,0.078,,,,,70237.988676,70238.076553,70238.096995,70238.096995,70238.097008
1789036780.1806,timeline,0,-1,21669,291.0,0.0,292.0,0.124,,,,,70237.988733,70238.076102,70238.096527,70238.096527,70238.096541
1789036782.443,timeline,0,-1,21669,292.0,0.0,293.0,0.15,,,,,70238.096946,70240.338882,70240.358945,70240.358945,70240.358959
1789036782.4429,timeline,2,-1,21671,292.0,0.0,293.0,0.109,,,,,70238.097391,70240.337812,70240.358804,70240.358804,70240.35882
1789036782.4444,timeline,1,-1,21670,292.0,0.0,293.0,0.11,,,,,70238.100614,70240.338261,70240.36027,70240.36027,70240.360285
1789036782.4436,timeline,3,-1,21672,292.0,0.0,293.0,2149.579,,,,,70240.248945,70240.340339,70240.359472,70240.359472,70240.359487
1789036782.8504,timeline,2,-1,21671,293.0,0.0,294.0,0.088,,,,,70240.359195,70240.51245,70240.766335,70240.766335,70240.76635
1789036782.8525,timeline,0,-1,21669,293.0,0.0,294.0,0.146,,,,,70240.359372,70240.512432,70240.768392,70240.768392,70240.768401
1789036782.8457,timeline,3,-1,21672,293.0,0.0,294.0,0.086,,,,,70240.359834,70240.511933,70240.761575,70240.761575,70240.761588
1789036782.8673,timeline,1,-1,21670,293.0,0.0,294.0,0.112,,,,,70240.360694,70240.511758,70240.783192,70240.783192,70240.783206
1789036784.9283,timeline,2,-1,21671,294.0,0.0,295.0,0.246,,,,,70240.766758,70242.823177,70242.84423,70242.84423,70242.844249
1789036784.9274,timeline,0,-1,21669,294.0,0.0,295.0,0.123,,,,,70240.768791,70242.822973,70242.843326,70242.843326,70242.84334
1789036784.9277,timeline,1,-1,21670,294.0,0.0,295.0,0.095,,,,,70240.783451,70242.822635,70242.843658,70242.843658,70242.843674
1789036784.929,timeline,3,-1,21672,294.0,0.0,295.0,1971.312,,,,,70242.733305,70242.822596,70242.844862,70242.844862,70242.844878
1789036785.1114,timeline,0,-1,21669,295.0,0.0,296.0,0.141,,,,,70242.84376,70243.004678,70243.027351,70243.027351,70243.02737
1789036785.1154,timeline,1,-1,21670,295.0,0.0,296.0,0.115,,,,,70242.844095,70243.01072,70243.031272,70243.031272,70243.03129
1789036785.1115,timeline,2,-1,21671,295.0,0.0,296.0,0.106,,,,,70242.844661,70243.004633,70243.027371,70243.027371,70243.027388
1789036785.1116,timeline,3,-1,21672,295.0,0.0,296.0,0.097,,,,,70242.845261,70243.004652,70243.027487,70243.027487,70243.027504
1789036787.5488,timeline,2,-1,21671,296.0,0.0,297.0,0.143,,,,,70243.027854,70245.206915,70245.464664,70245.464664,70245.464684
1789036787.5488,timeline,0,-1,21669,296.0,0.0,297.0,0.149,,,,,70243.027888,70245.212771,70245.464704,70245.464704,70245.464717
1789036787.5789,timeline,1,-1,21670,296.0,0.0,297.0,0.103,,,,,70243.03165,70245.207157,70245.494804,70245.494804,70245.494817
1789036787.5428,timeline,3,-1,21672,296.0,0.0,297.0,2081.244,,,,,70245.109219,70245.207048,70245.458761,70245.458761,70245.458772
1789036787.6882,timeline,3,-1,21672,297.0,0.0,298.0,0.084,,,,,70245.459171,70245.58449,70245.604105,70245.604105,70245.604119
1789036787.7205,timeline,0,-1,21669,297.0,0.0,298.0,0.172,,,,,70245.465227,70245.582003,70245.636398,70245.636398,70245.636416
1789036787.6891,timeline,2,-1,21671,297.0,0.0,298.0,0.121,,,,,70245.465255,70245.582437,70245.604961,70245.604961,70245.604976
1789036787.6878,timeline,1,-1,21670,297.0,0.0,298.0,0.105,,,,,70245.495214,70245.582812,70245.603721,70245.603721,70245.603735
1789036789.8166,timeline,1,-1,21670,298.0,0.0,299.0,0.105,,,,,70245.604084,70247.711205,70247.73253,70247.73253,70247.732546
1789036789.816,timeline,2,-1,21671,298.0,0.0,299.0,0.14,,,,,70245.605399,70247.711764,70247.7319,70247.7319,70247.731915
1789036789.8159,timeline,0,-1,21669,298.0,0.0,299.0,0.16,,,,,70245.63681,70247.711341,70247.731848,70247.731848,70247.731866
1789036789.8136,timeline,3,-1,21672,298.0,0.0,299.0,2018.415,,,,,70247.622786,70247.709731,70247.729542,70247.729542,70247.729559
1789036790.213,timeline,3,-1,21672,299.0,0.0,300.0,0.092,,,,,70247.729932,70247.882945,70248.128914,70248.128914,70248.128929
1789036790.2116,timeline,0,-1,21669,299.0,0.0,300.0,0.165,,,,,70247.732274,70247.883049,70248.127517,70248.127517,70248.127528
1789036790.2156,timeline,2,-1,21671,299.0,0.0,300.0,0.104,,,,,70247.732288,70247.88306,70248.131555,70248.131555,70248.131565
1789036790.2149,timeline,1,-1,21670,299.0,0.0,300.0,0.103,,,,,70247.732922,70247.882456,70248.130788,70248.130788,70248.1308
1789036792.2357,timeline,0,-1,21669,300.0,0.0,301.0,0.131,,,,,70248.127924,70250.058388,70250.142303,70250.142303,70250.151652
1789036792.232,timeline,1,-1,21670,300.0,0.0,301.0,0.083,,,,,70248.131137,70250.058699,70250.142339,70250.142339,70250.147916
1789036792.232,timeline,2,-1,21671,300.0,0.0,301.0,0.099,,,,,70248.131957,70250.058278,70250.142303,70250.142303,70250.147878
1789036792.232,timeline,3,-1,21672,300.0,0.0,301.0,1838.843,,,,,70249.968074,70250.057788,70250.142358,70250.142358,70250.147956
1789036792.3442,timeline,2,-1,21671,301.0,0.0,302.0,0.109,,,,,70250.148133,70250.238798,70250.260126,70250.260126,70250.260143
1789036792.343,timeline,3,-1,21672,301.0,0.0,302.0,0.122,,,,,70250.148265,70250.2395,70250.258915,70250.258915,70250.258931
1789036792.343,timeline,1,-1,21670,301.0,0.0,302.0,0.132,,,,,70250.148307,70250.238773,70250.258921,70250.258921,70250.258938
1789036792.3438,timeline,0,-1,21669,301.0,0.0,302.0,0.138,,,,,70250.152023,70250.238774,70250.259745,70250.259745,70250.259764
1789036795.173,timeline,1,-1,21670,302.0,0.0,303.0,0.104,,,,,70250.259317,70252.815541,70253.088926,70253.088926,70253.088937
1789036795.1721,timeline,0,-1,21669,302.0,0.0,303.0,0.141,,,,,70250.260185,70252.820806,70253.08797,70253.08797,70253.087982
1789036795.1557,timeline,2,-1,21671,302.0,0.0,303.0,0.123,,,,,70250.260547,70252.815166,70253.071625,70253.071625,70253.071636
1789036795.1516,timeline,3,-1,21672,302.0,0.0,303.0,2441.861,,,,,70252.701022,70252.815434,70253.067516,70253.067516,70253.06753
1789036795.2815,timeline,3,-1,21672,303.0,0.0,304.0,0.092,,,,,70253.067966,70253.177392,70253.197429,70253.197429,70253.197446
1789036795.2813,timeline,2,-1,21671,303.0,0.0,304.0,0.08,,,,,70253.072019,70253.176585,70253.197207,70253.197207,70253.19722
1789036795.2918,timeline,0,-1,21669,303.0,0.0,304.0,0.157,,,,,70253.088477,70253.176945,70253.207698,70253.207698,70253.207711
1789036795.2855,timeline,1,-1,21670,303.0,0.0,304.0,0.081,,,,,70253.089296,70253.176864,70253.201415,70253.201415,70253.20143
1789036797.7563,timeline,2,-1,21671,304.0,0.0,305.0,0.111,,,,,70253.197473,70255.65152,70255.672219,70255.672219,70255.672238
1789036797.7569,timeline,1,-1,21670,304.0,0.0,305.0,0.112,,,,,70253.201717,70255.651708,70255.672779,70255.672779,70255.672794
1789036797.7556,timeline,0,-1,21669,304.0,0.0,305.0,0.132,,,,,70253.208084,70255.650985,70255.671516,70255.671516,70255.671536
1789036797.7594,timeline,3,-1,21672,304.0,0.0,305.0,2364.958,,,,,70255.562686,70255.651737,70255.675267,70255.675267,70255.675282
1789036798.1951,timeline,0,-1,21669,305.0,0.0,306.0,0.158,,,,,70255.671983,70255.856521,70256.111014,70256.111014,70256.111026
1789036798.2119,timeline,2,-1,21671,305.0,0.0,306.0,0.099,,,,,70255.672623,70255.850727,70256.127782,70256.127782,70256.127794
1789036798.1876,timeline,1,-1,21670,305.0,0.0,306.0,0.112,,,,,70255.67319,70255.850672,70256.10351,70256.10351,70256.103525
1789036798.1782,timeline,3,-1,21672,305.0,0.0,306.0,0.098,,,,,70255.675536,70255.850724,70256.094074,70256.094074,70256.094085
1789036800.2514,timeline,1,-1,21670,306.0,0.0,307.0,0.101,,,,,70256.103927,70258.146501,70258.167329,70258.167329,70258.167352
1789036800.2529,timeline,0,-1,21669,306.0,0.0,307.0,0.118,,,,,70256.111429,70258.146014,70258.168825,70258.168825,70258.168841
1789036800.2512,timeline,2,-1,21671,306.0,0.0,307.0,0.109,,,,,70256.128301,70258.14638,70258.167094,70258.167094,70258.167109
1789036800.2483,timeline,3,-1,21672,306.0,0.0,307.0,1962.772,,,,,70258.057075,70258.144853,70258.164249,70258.164249,70258.164262
1789036800.4217,timeline,3,-1,21672,307.0,0.0,308.0,0.081,,,,,70258.164605,70258.318624,70258.337574,70258.337574,70258.337587
1789036800.4256,timeline,2,-1,21671,307.0,0.0,308.0,0.102,,,,,70258.167506,70258.318729,70258.341469,70258.341469,70258.341488
1789036800.4235,timeline,1,-1,21670,307.0,0.0,308.0,0.135,,,,,70258.167833,70258.318696,70258.339401,70258.339401,70258.339416
1789036800.4261,timeline,0,-1,21669,307.0,0.0,308.0,0.166,,,,,70258.169293,70258.318765,70258.341996,70258.341996,70258.342012
1789036802.9677,timeline,1,-1,21670,308.0,0.0,309.0,0.113,,,,,70258.339812,70260.599175,70260.883566,70260.883566,70260.883578
1789036802.9977,timeline,2,-1,21671,308.0,0.0,309.0,0.139,,,,,70258.341985,70260.598927,70260.913647,70260.913647,70260.913663
1789036802.9643,timeline,0,-1,21669,308.0,0.0,309.0,0.142,,,,,70258.342529,70260.598998,70260.880194,70260.880194,70260.880207
1789036802.94,timeline,3,-1,21672,308.0,0.0,309.0,2143.528,,,,,70260.481328,70260.599777,70260.855899,70260.855899,70260.85591
1789036803.109,timeline,3,-1,21672,309.0,0.0,310.0,0.078,,,,,70260.856313,70261.005548,70261.024926,70261.024926,70261.024938
1789036803.1165,timeline,0,-1,21669,309.0,0.0,310.0,0.147,,,,,70260.880658,70261.01192,70261.03239,70261.03239,70261.032405
1789036803.1125,timeline,1,-1,21670,309.0,0.0,310.0,0.076,,,,,70260.883912,70261.005577,70261.02844,70261.02844,70261.028452
1789036803.1107,timeline,2,-1,21671,309.0,0.0,310.0,0.088,,,,,70260.914093,70261.005602,70261.026573,70261.026573,70261.026588
1789036804.884,timeline,2,-1,21671,310.0,0.0,311.0,0.119,,,,,70261.026862,70262.778943,70262.799876,70262.799876,70262.799892
1789036804.92,timeline,1,-1,21670,310.0,0.0,311.0,0.098,,,,,70261.028773,70262.779081,70262.835941,70262.835941,70262.835957
1789036804.8914,timeline,0,-1,21669,310.0,0.0,311.0,0.13,,,,,70261.03277,70262.784993,70262.807349,70262.807349,70262.807368
1789036804.8826,timeline,3,-1,21672,310.0,0.0,311.0,1648.646,,,,,70262.673789,70262.779103,70262.798561,70262.798561,70262.798576
1789036805.2858,timeline,3,-1,21672,311.0,0.0,312.0,0.083,,,,,70262.798801,70262.956535,70263.201728,70263.201728,70263.20174
1789036805.3226,timeline,2,-1,21671,311.0,0.0,312.0,0.113,,,,,70262.800163,70262.954956,70263.238508,70263.238508,70263.238518
1789036805.3028,timeline,0,-1,21669,311.0,0.0,312.0,0.15,,,,,70262.807773,70262.956232,70263.218674,70263.218674,70263.218687
1789036805.2928,timeline,1,-1,21670,311.0,0.0,312.0,0.119,,,,,70262.83637,70262.955508,70263.208751,70263.208751,70263.208762
1789036807.0537,timeline,1,-1,21670,312.0,0.0,313.0,0.087,,,,,70263.209113,70264.946612,70264.96957,70264.96957,70264.969587
1789036807.0808,timeline,0,-1,21669,312.0,0.0,313.0,0.112,,,,,70263.219072,70264.976639,70264.996746,70264.996746,70264.996764
1789036807.0531,timeline,2,-1,21671,312.0,0.0,313.0,0.093,,,,,70263.238864,70264.947673,70264.969052,70264.969052,70264.969068
1789036807.052,timeline,3,-1,21672,312.0,0.0,313.0,1656.817,,,,,70264.858781,70264.947712,70264.967892,70264.967892,70264.96791
1789036807.2522,timeline,3,-1,21672,313.0,0.0,314.0,0.104,,,,,70264.968192,70265.148153,70265.168124,70265.168124,70265.16814
1789036807.254,timeline,2,-1,21671,313.0,0.0,314.0,0.097,,,,,70264.969452,70265.147522,70265.169929,70265.169929,70265.169947
1789036807.2527,timeline,1,-1,21670,313.0,0.0,314.0,0.131,,,,,70264.970005,70265.147028,70265.168624,70265.168624,70265.16864
1789036807.2535,timeline,0,-1,21669,313.0,0.0,314.0,0.152,,,,,70264.997171,70265.147486,70265.169444,70265.169444,70265.169467
1789036809.6186,timeline,1,-1,21670,314.0,0.0,315.0,0.09,,,,,70265.16896,70267.28244,70267.534524,70267.534524,70267.534538
1789036809.6305,timeline,0,-1,21669,314.0,0.0,315.0,0.166,,,,,70265.169972,70267.282144,70267.546387,70267.546387,70267.546402
1789036809.6226,timeline,2,-1,21671,314.0,0.0,315.0,0.12,,,,,70265.170394,70267.282547,70267.538471,70267.538471,70267.538482
1789036809.6226,timeline,3,-1,21672,314.0,0.0,315.0,2025.243,,,,,70267.193754,70267.282528,70267.538523,70267.538523,70267.538537
1789036809.741,timeline,1,-1,21670,315.0,0.0,316.0,0.099,,,,,70267.534803,70267.633537,70267.656902,70267.656902,70267.656915
1789036809.7384,timeline,2,-1,21671,315.0,0.0,316.0,0.099,,,,,70267.538897,70267.633815,70267.654291,70267.654291,70267.654303
1789036809.7384,timeline,3,-1,21672,315.0,0.0,316.0,0.115,,,,,70267.538977,70267.634375,70267.654359,70267.654359,70267.654374
1789036809.7383,timeline,0,-1,21669,315.0,0.0,316.0,0.152,,,,,70267.546839,70267.633975,70267.654185,70267.654185,70267.654199
1789036811.7792,timeline,0,-1,21669,316.0,0.0,317.0,0.136,,,,,70267.654556,70269.674399,70269.695116,70269.695116,70269.695132
1789036811.7822,timeline,2,-1,21671,316.0,0.0,317.0,0.109,,,,,70267.654658,70269.674619,70269.698074,70269.698074,70269.69809
1789036811.7825,timeline,1,-1,21670,316.0,0.0,317.0,0.107,,,,,70267.657256,70269.674981,70269.698391,70269.698391,70269.698406
1789036811.7805,timeline,3,-1,21672,316.0,0.0,317.0,1931.017,,,,,70269.585632,70269.675148,70269.696429,70269.696429,70269.696448
1789036812.2194,timeline,0,-1,21669,317.0,0.0,318.0,0.154,,,,,70269.695576,70269.849116,70270.135355,70270.135355,70270.135365
1789036812.1893,timeline,3,-1,21672,317.0,0.0,318.0,0.097,,,,,70269.696981,70269.851645,70270.105258,70270.105258,70270.105274
1789036812.2035,timeline,2,-1,21671,317.0,0.0,318.0,0.091,,,,,70269.698456,70269.848767,70270.119396,70270.119396,70270.119407
1789036812.2188,timeline,1,-1,21670,317.0,0.0,318.0,0.106,,,,,70269.698658,70269.860206,70270.134724,70270.134724,70270.134736
1789036814.4832,timeline,2,-1,21671,318.0,0.0,319.0,0.102,,,,,70270.119801,70272.37761,70272.399054,70272.399054,70272.399077
1789036814.4894,timeline,1,-1,21670,318.0,0.0,319.0,0.081,,,,,70270.13505,70272.379465,70272.405308,70272.405308,70272.405327
1789036814.5,timeline,0,-1,21669,318.0,0.0,319.0,0.12,,,,,70270.135723,70272.395585,70272.415941,70272.415941,70272.415959
1789036814.4846,timeline,3,-1,21672,318.0,0.0,319.0,2183.534,,,,,70272.289073,70272.379426,70272.40054,70272.40054,70272.400555
1789036814.6703,timeline,2,-1,21671,319.0,0.0,320.0,0.11,,,,,70272.399489,70272.565645,70272.586252,70272.586252,70272.586266
1789036814.6725,timeline,3,-1,21672,319.0,0.0,320.0,0.099,,,,,70272.400943,70272.567956,70272.588368,70272.588368,70272.588389
1789036814.6771,timeline,1,-1,21670,319.0,0.0,320.0,0.128,,,,,70272.405772,70272.568564,70272.592991,70272.592991,70272.593007
1789036814.6716,timeline,0,-1,21669,319.0,0.0,320.0,0.181,,,,,70272.416492,70272.567565,70272.587543,70272.587543,70272.587557
1789036817.4366,timeline,2,-1,21671,320.0,0.0,321.0,0.115,,,,,70272.586664,70274.951865,70275.34202,70275.34202,70275.352565
1789036817.4414,timeline,0,-1,21669,320.0,0.0,321.0,0.144,,,,,70272.587935,70274.955925,70275.341972,70275.341972,70275.357334
1789036817.4367,timeline,1,-1,21670,320.0,0.0,321.0,0.108,,,,,70272.593367,70274.951702,70275.347249,70275.347249,70275.35258
1789036817.4367,timeline,3,-1,21672,320.0,0.0,321.0,2273.407,,,,,70274.862058,70274.952131,70275.342037,70275.342037,70275.352626
1789036817.5592,timeline,1,-1,21670,321.0,0.0,322.0,0.121,,,,,70275.352999,70275.453641,70275.475071,70275.475071,70275.475091
1789036817.5576,timeline,3,-1,21672,321.0,0.0,322.0,0.119,,,,,70275.353049,70275.452602,70275.473486,70275.473486,70275.473498
1789036817.5578,timeline,2,-1,21671,321.0,0.0,322.0,0.122,,,,,70275.353069,70275.452415,70275.473719,70275.473719,70275.473734
1789036817.5628,timeline,0,-1,21669,321.0,0.0,322.0,0.309,,,,,70275.35781,70275.458655,70275.478713,70275.478713,70275.478728
1789036819.9045,timeline,2,-1,21671,322.0,0.0,323.0,0.124,,,,,70275.474146,70277.800075,70277.820407,70277.820407,70277.820421
1789036819.9063,timeline,1,-1,21670,322.0,0.0,323.0,0.137,,,,,70275.475539,70277.800594,70277.822252,70277.822252,70277.82227
1789036819.9042,timeline,0,-1,21669,322.0,0.0,323.0,0.144,,,,,70275.479096,70277.799363,70277.820071,70277.820071,70277.820087
1789036819.9035,timeline,3,-1,21672,322.0,0.0,323.0,2237.599,,,,,70277.71131,70277.797969,70277.81941,70277.81941,70277.819424
1789036820.305,timeline,3,-1,21672,323.0,0.0,324.0,0.09,,,,,70277.819784,70277.973077,70278.220952,70278.220952,70278.220965
1789036820.3457,timeline,0,-1,21669,323.0,0.0,324.0,0.135,,,,,70277.820492,70277.973528,70278.261568,70278.261568,70278.261579
1789036820.3252,timeline,2,-1,21671,323.0,0.0,324.0,0.092,,,,,70277.820652,70277.9733,70278.241089,70278.241089,70278.241102
1789036820.3516,timeline,1,-1,21670,323.0,0.0,324.0,0.101,,,,,70277.822646,70277.973869,70278.267559,70278.267559,70278.267571
1789036822.0668,timeline,2,-1,21671,324.0,0.0,325.0,0.093,,,,,70278.241639,70279.961762,70279.982688,70279.982688,70279.982706
1789036822.0669,timeline,0,-1,21669,324.0,0.0,325.0,0.127,,,,,70278.26197,70279.962246,70279.982775,70279.982775,70279.982792
1789036822.0677,timeline,1,-1,21670,324.0,0.0,325.0,0.081,,,,,70278.267883,70279.960586,70279.983572,70279.983572,70279.983587
1789036822.0674,timeline,3,-1,21672,324.0,0.0,325.0,1651.657,,,,,70279.872853,70279.96212,70279.98329,70279.98329,70279.983309
1789036822.2592,timeline,2,-1,21671,325.0,0.0,326.0,0.101,,,,,70279.982982,70280.154617,70280.175083,70280.175083,70280.175097
1789036822.259,timeline,0,-1,21669,325.0,0.0,326.0,0.151,,,,,70279.98327,70280.154634,70280.174915,70280.174915,70280.17493
1789036822.2617,timeline,3,-1,21672,325.0,0.0,326.0,0.11,,,,,70279.983594,70280.15495,70280.177608,70280.177608,70280.177632
1789036822.2645,timeline,1,-1,21670,325.0,0.0,326.0,0.107,,,,,70279.983949,70280.160996,70280.180404,70280.180404,70280.180416
1789036824.8199,timeline,0,-1,21669,326.0,0.0,327.0,0.138,,,,,70280.17529,70282.44489,70282.735823,70282.735823,70282.735835
1789036824.7883,timeline,2,-1,21671,326.0,0.0,327.0,0.112,,,,,70280.175464,70282.444598,70282.70424,70282.70424,70282.704252
1789036824.7766,timeline,1,-1,21670,326.0,0.0,327.0,0.088,,,,,70280.180708,70282.444329,70282.692512,70282.692512,70282.692522
1789036824.7859,timeline,3,-1,21672,326.0,0.0,327.0,2158.288,,,,,70282.336202,70282.449646,70282.701838,70282.701838,70282.701853
1789036824.9389,timeline,1,-1,21670,327.0,0.0,328.0,0.098,,,,,70282.692889,70282.833373,70282.854854,70282.854854,70282.854868
1789036824.9381,timeline,3,-1,21672,327.0,0.0,328.0,0.086,,,,,70282.702239,70282.833464,70282.854044,70282.854044,70282.854059
1789036824.9443,timeline,2,-1,21671,327.0,0.0,328.0,0.078,,,,,70282.704609,70282.839609,70282.86017,70282.86017,70282.860184
1789036824.9378,timeline,0,-1,21669,327.0,0.0,328.0,0.154,,,,,70282.736276,70282.83323,70282.853682,70282.853682,70282.853696
1789036826.7864,timeline,0,-1,21669,328.0,0.0,329.0,0.131,,,,,70282.854165,70284.682228,70284.702326,70284.702326,70284.702343
1789036826.7842,timeline,1,-1,21670,328.0,0.0,329.0,0.104,,,,,70282.855195,70284.680498,70284.700152,70284.700152,70284.700166
1789036826.7866,timeline,2,-1,21671,328.0,0.0,329.0,0.107,,,,,70282.860586,70284.680586,70284.702553,70284.702553,70284.702571
1789036826.7882,timeline,3,-1,21672,328.0,0.0,329.0,1737.65,,,,,70284.591978,70284.679969,70284.704078,70284.704078,70284.704094
1789036827.1841,timeline,1,-1,21670,329.0,0.0,330.0,0.101,,,,,70284.700641,70284.85312,70285.099991,70285.099991,70285.100012
1789036827.2018,timeline,0,-1,21669,329.0,0.0,330.0,0.154,,,,,70284.702814,70284.859533,70285.117713,70285.117713,70285.117726
1789036827.193,timeline,2,-1,21671,329.0,0.0,330.0,0.101,,,,,70284.702971,70284.853664,70285.108946,70285.108946,70285.108957
1789036827.1852,timeline,3,-1,21672,329.0,0.0,330.0,0.101,,,,,70284.704348,70284.853517,70285.101135,70285.101135,70285.101146
1789036829.2957,timeline,1,-1,21670,330.0,0.0,331.0,0.118,,,,,70285.100303,70287.191879,70287.211597,70287.211597,70287.211611
1789036829.2979,timeline,2,-1,21671,330.0,0.0,331.0,0.1,,,,,70285.109356,70287.193181,70287.21377,70287.21377,70287.213784
1789036829.2975,timeline,0,-1,21669,330.0,0.0,331.0,0.154,,,,,70285.118144,70287.193491,70287.213434,70287.213434,70287.213449
1789036829.2976,timeline,3,-1,21672,330.0,0.0,331.0,2002.787,,,,,70287.104176,70287.192998,70287.213487,70287.213487,70287.213501
1789036829.4688,timeline,1,-1,21670,331.0,0.0,332.0,0.099,,,,,70287.211996,70287.365118,70287.384725,70287.384725,70287.38474
1789036829.4694,timeline,3,-1,21672,331.0,0.0,332.0,0.094,,,,,70287.213863,70287.36499,70287.385328,70287.385328,70287.385341
1789036829.4697,timeline,0,-1,21669,331.0,0.0,332.0,0.144,,,,,70287.213894,70287.364724,70287.385579,70287.385579,70287.385596
1789036829.4699,timeline,2,-1,21671,331.0,0.0,332.0,0.101,,,,,70287.214154,70287.364737,70287.385794,70287.385794,70287.385811
1789036831.9243,timeline,1,-1,21670,332.0,0.0,333.0,0.095,,,,,70287.385107,70289.553958,70289.840205,70289.840205,70289.840216
1789036831.892,timeline,0,-1,21669,332.0,0.0,333.0,0.16,,,,,70287.386028,70289.554512,70289.807948,70289.807948,70289.80796
1789036831.8903,timeline,2,-1,21671,332.0,0.0,333.0,0.123,,,,,70287.386221,70289.554308,70289.806244,70289.806244,70289.806259
1789036831.8938,timeline,3,-1,21672,332.0,0.0,333.0,2081.61,,,,,70289.467306,70289.556476,70289.809689,70289.809689,70289.809703
1789036832.0331,timeline,2,-1,21671,333.0,0.0,334.0,0.093,,,,,70289.806675,70289.928542,70289.94906,70289.94906,70289.949073
1789036832.0331,timeline,0,-1,21669,333.0,0.0,334.0,0.174,,,,,70289.808633,70289.928409,70289.949024,70289.949024,70289.94904
1789036832.0332,timeline,3,-1,21672,333.0,0.0,334.0,0.098,,,,,70289.810139,70289.928573,70289.949121,70289.949121,70289.949133
1789036832.0431,timeline,1,-1,21670,333.0,0.0,334.0,0.087,,,,,70289.840637,70289.93959,70289.959061,70289.959061,70289.959073
1789036834.1765,timeline,0,-1,21669,334.0,0.0,335.0,0.134,,,,,70289.949434,70292.069936,70292.092443,70292.092443,70292.09246
1789036834.1806,timeline,2,-1,21671,334.0,0.0,335.0,0.107,,,,,70289.949435,70292.074875,70292.096477,70292.096477,70292.096501
1789036834.1738,timeline,1,-1,21670,334.0,0.0,335.0,0.09,,,,,70289.959376,70292.069908,70292.089701,70292.089701,70292.089715
1789036834.1749,timeline,3,-1,21672,334.0,0.0,335.0,2030.658,,,,,70291.980031,70292.069949,70292.090812,70292.090812,70292.090825
1789036834.6357,timeline,1,-1,21670,335.0,0.0,336.0,0.1,,,,,70292.090072,70292.246757,70292.551621,70292.551621,70292.551635
1789036834.6194,timeline,3,-1,21672,335.0,0.0,336.0,0.096,,,,,70292.091179,70292.246701,70292.535279,70292.535279,70292.535292
1789036834.583,timeline,0,-1,21669,335.0,0.0,336.0,0.155,,,,,70292.092797,70292.246704,70292.49887,70292.49887,70292.49888
1789036834.5826,timeline,2,-1,21671,335.0,0.0,336.0,0.153,,,,,70292.096861,70292.246722,70292.498517,70292.498517,70292.498529
1789036836.6582,timeline,2,-1,21671,336.0,0.0,337.0,0.113,,,,,70292.498948,70294.553534,70294.574103,70294.574103,70294.574117
1789036836.658,timeline,0,-1,21669,336.0,0.0,337.0,0.123,,,,,70292.499278,70294.553566,70294.573921,70294.573921,70294.573936
1789036836.6569,timeline,1,-1,21670,336.0,0.0,337.0,0.083,,,,,70292.552012,70294.552986,70294.572807,70294.572807,70294.572821
1789036836.6592,timeline,3,-1,21672,336.0,0.0,337.0,1929.185,,,,,70294.464726,70294.55354,70294.575128,70294.575128,70294.575142
1789036836.8331,timeline,1,-1,21670,337.0,0.0,338.0,0.115,,,,,70294.573291,70294.727398,70294.748981,70294.748981,70294.748996
1789036836.8332,timeline,0,-1,21669,337.0,0.0,338.0,0.139,,,,,70294.574359,70294.729252,70294.749071,70294.749071,70294.749084
1789036836.8307,timeline,2,-1,21671,337.0,0.0,338.0,0.101,,,,,70294.574491,70294.726482,70294.746611,70294.746611,70294.746624
1789036836.833,timeline,3,-1,21672,337.0,0.0,338.0,0.088,,,,,70294.575497,70294.728109,70294.748929,70294.748929,70294.748945
1789036839.0334,timeline,2,-1,21671,338.0,0.0,339.0,0.117,,,,,70294.746989,70296.66558,70296.949323,70296.949323,70296.949334
1789036839.0459,timeline,1,-1,21670,338.0,0.0,339.0,0.098,,,,,70294.749347,70296.665567,70296.961811,70296.961811,70296.961825
1789036839.0087,timeline,0,-1,21669,338.0,0.0,339.0,0.138,,,,,70294.749423,70296.66603,70296.924572,70296.924572,70296.924586
1789036839.0517,timeline,3,-1,21672,338.0,0.0,339.0,1828.244,,,,,70296.577425,70296.666661,70296.967585,70296.967585,70296.967598
1789036839.1606,timeline,0,-1,21669,339.0,0.0,340.0,0.141,,,,,70296.925035,70297.055084,70297.076517,70297.076517,70297.076539
1789036839.1607,timeline,2,-1,21671,339.0,0.0,340.0,0.201,,,,,70296.949699,70297.055393,70297.0766,70297.0766,70297.076616
1789036839.1595,timeline,1,-1,21670,339.0,0.0,340.0,0.106,,,,,70296.962199,70297.055653,70297.075418,70297.075418,70297.07543
1789036839.1615,timeline,3,-1,21672,339.0,0.0,340.0,0.203,,,,,70296.967972,70297.055088,70297.077368,70297.077368,70297.077379
1789036840.9618,timeline,1,-1,21670,340.0,0.0,341.0,0.085,,,,,70297.075728,70298.778973,70298.871806,70298.871806,70298.877681
1789036840.9658,timeline,0,-1,21669,340.0,0.0,341.0,0.153,,,,,70297.076984,70298.788164,70298.871819,70298.871819,70298.881743
