t,kind,rank,worker,pid,global_step,epoch,local_step,load_ms,n_in,seq_len,wall_ms,cpu_ms,t_batch,t_fwd,t_bwd,t_opt,t_end
1789037211.3918,collate,3,0,22066,,,,,5.0,1.0,23.407,23.382,,,,,
1789037213.7701,collate,3,0,22066,,,,,5.0,1.0,35.919,35.851,,,,,
1789037216.3024,collate,3,0,22066,,,,,7.0,1.0,48.577,48.418,,,,,
1789037218.1605,collate,3,0,22066,,,,,5.0,1.0,31.014,30.937,,,,,
1789037220.6155,collate,3,0,22066,,,,,5.0,1.0,46.505,46.36,,,,,
1789037222.9275,collate,3,0,22066,,,,,5.0,1.0,52.888,52.784,,,,,
1789037225.145,collate,3,0,22066,,,,,6.0,1.0,28.835,28.794,,,,,
1789037227.379,collate,3,0,22066,,,,,6.0,1.0,45.726,45.678,,,,,
1789037229.7397,collate,3,0,22066,,,,,6.0,1.0,27.33,27.307,,,,,
1789037231.8399,collate,3,0,22066,,,,,6.0,1.0,50.442,50.292,,,,,
1789037234.4716,collate,3,0,22066,,,,,6.0,1.0,49.753,49.686,,,,,
1789037236.9142,collate,3,0,22066,,,,,6.0,1.0,52.295,52.185,,,,,
1789037240.185,collate,3,0,22066,,,,,9.0,1.0,35.566,35.478,,,,,
1789037242.8909,collate,3,0,22066,,,,,7.0,1.0,82.795,82.672,,,,,
1789037245.3315,collate,3,0,22066,,,,,6.0,1.0,58.065,57.954,,,,,
1789037247.5361,collate,3,0,22066,,,,,6.0,1.0,51.717,51.633,,,,,
1789037250.3123,collate,3,0,22066,,,,,6.0,1.0,97.143,96.887,,,,,
1789037253.0312,collate,3,0,22066,,,,,7.0,1.0,94.505,94.333,,,,,
1789037255.355,collate,3,0,22066,,,,,6.0,1.0,26.329,26.297,,,,,
1789037257.8343,collate,3,0,22066,,,,,7.0,1.0,167.968,167.688,,,,,
1789037260.0627,collate,3,0,22066,,,,,5.0,1.0,75.568,75.432,,,,,
1789037262.3074,collate,3,0,22066,,,,,5.0,1.0,31.933,31.858,,,,,
1789037264.8474,collate,3,0,22066,,,,,6.0,1.0,47.116,47.057,,,,,
1789037267.1735,collate,3,0,22066,,,,,6.0,1.0,104.869,104.63,,,,,
1789037268.8632,collate,3,0,22066,,,,,4.0,1.0,61.031,60.945,,,,,
1789037271.5923,collate,3,0,22066,,,,,7.0,1.0,99.929,99.56,,,,,
1789037274.192,collate,3,0,22066,,,,,6.0,1.0,24.838,24.77,,,,,
1789037276.3683,collate,3,0,22066,,,,,5.0,1.0,49.566,49.478,,,,,
1789037278.9366,collate,3,0,22066,,,,,7.0,1.0,33.548,33.46,,,,,
1789037281.4141,collate,3,0,22066,,,,,6.0,1.0,70.842,70.703,,,,,
1789037283.7729,collate,3,0,22066,,,,,5.0,1.0,113.447,113.105,,,,,
1789037286.309,collate,3,0,22066,,,,,6.0,1.0,55.26,55.158,,,,,
1789037288.3765,collate,3,0,22066,,,,,5.0,1.0,21.665,21.636,,,,,
1789037290.7788,collate,3,0,22066,,,,,6.0,1.0,24.245,24.211,,,,,
1789037292.9886,collate,3,0,22066,,,,,5.0,1.0,59.744,59.641,,,,,
1789037295.3769,collate,3,0,22066,,,,,6.0,1.0,172.496,172.17,,,,,
1789037298.0955,collate,3,0,22066,,,,,7.0,1.0,45.649,45.593,,,,,
1789037300.8877,collate,3,0,22066,,,,,7.0,1.0,33.88,33.816,,,,,
1789037302.8296,collate,3,0,22066,,,,,5.0,1.0,44.995,44.93,,,,,
1789037305.2496,collate,3,0,22066,,,,,6.0,1.0,176.961,176.598,,,,,
1789037307.8021,collate,3,0,22066,,,,,7.0,1.0,52.322,52.239,,,,,
1789037309.8331,collate,3,0,22066,,,,,5.0,1.0,31.529,31.463,,,,,
1789037312.1102,collate,3,0,22066,,,,,6.0,1.0,23.706,23.651,,,,,
1789037314.8737,collate,3,0,22066,,,,,7.0,1.0,46.707,46.616,,,,,
1789037317.4455,collate,3,0,22066,,,,,6.0,1.0,25.029,24.997,,,,,
1789037320.1504,collate,3,0,22066,,,,,7.0,1.0,48.244,48.164,,,,,
1789037322.4043,collate,3,0,22066,,,,,6.0,1.0,37.617,37.552,,,,,
1789037325.0328,collate,3,0,22066,,,,,7.0,1.0,50.169,50.07,,,,,
1789037327.1593,collate,3,0,22066,,,,,5.0,1.0,43.742,43.672,,,,,
1789037329.4438,collate,3,0,22066,,,,,6.0,1.0,48.784,48.695,,,,,
1789037331.6883,collate,3,0,22066,,,,,6.0,1.0,53.567,53.365,,,,,
1789037333.9182,collate,3,0,22066,,,,,6.0,1.0,45.52,45.428,,,,,
1789037336.2457,collate,3,0,22066,,,,,5.0,1.0,56.469,56.351,,,,,
1789037338.7329,collate,3,0,22066,,,,,6.0,1.0,50.084,49.979,,,,,
1789037341.4554,collate,3,0,22066,,,,,8.0,1.0,23.183,23.144,,,,,
1789037343.8696,collate,3,0,22066,,,,,6.0,1.0,29.1,29.056,,,,,
1789037345.9804,collate,3,0,22066,,,,,5.0,1.0,50.242,50.127,,,,,
1789037348.779,collate,3,0,22066,,,,,8.0,1.0,30.317,30.26,,,,,
1789037350.8134,collate,3,0,22066,,,,,5.0,1.0,50.714,50.638,,,,,
1789037352.4607,collate,3,0,22066,,,,,3.0,1.0,38.972,38.928,,,,,
1789037355.12,collate,3,0,22066,,,,,6.0,1.0,50.061,49.956,,,,,
1789037357.0235,collate,3,0,22066,,,,,4.0,1.0,53.314,53.088,,,,,
1789037359.5563,collate,3,0,22066,,,,,6.0,1.0,47.695,47.625,,,,,
1789037361.9814,collate,3,0,22066,,,,,7.0,1.0,21.796,21.761,,,,,
1789037364.3921,collate,3,0,22066,,,,,6.0,1.0,24.318,24.257,,,,,
1789037366.6459,collate,3,0,22066,,,,,6.0,1.0,46.535,46.447,,,,,
1789037368.4351,collate,3,0,22066,,,,,4.0,1.0,33.881,33.816,,,,,
1789037370.8825,collate,3,0,22066,,,,,6.0,1.0,48.379,48.207,,,,,
1789037373.3981,collate,3,0,22066,,,,,6.0,1.0,62.914,62.792,,,,,
1789037376.1582,collate,3,0,22066,,,,,7.0,1.0,57.569,57.44,,,,,
1789037379.0655,collate,3,0,22066,,,,,7.0,1.0,44.69,44.623,,,,,
1789037382.161,collate,3,0,22066,,,,,7.0,1.0,302.333,301.564,,,,,
1789037384.3059,collate,3,0,22066,,,,,6.0,1.0,50.262,50.155,,,,,
1789037387.108,collate,3,0,22066,,,,,7.0,1.0,54.041,53.965,,,,,
1789037389.027,collate,3,0,22066,,,,,4.0,1.0,85.927,85.464,,,,,
1789037391.2107,collate,3,0,22066,,,,,5.0,1.0,55.056,54.909,,,,,
1789037393.8557,collate,3,0,22066,,,,,6.0,1.0,70.416,70.3,,,,,
1789037396.0334,collate,3,0,22066,,,,,6.0,1.0,20.184,20.162,,,,,
1789037398.4472,collate,3,0,22066,,,,,6.0,1.0,47.891,47.791,,,,,
1789037401.181,collate,3,0,22066,,,,,7.0,1.0,54.305,54.15,,,,,
1789037403.8187,collate,3,0,22066,,,,,6.0,1.0,233.142,232.793,,,,,
1789037406.3894,collate,3,0,22066,,,,,7.0,1.0,109.16,108.789,,,,,
1789037408.8337,collate,3,0,22066,,,,,6.0,1.0,28.26,28.21,,,,,
1789037410.4053,collate,3,0,22066,,,,,5.0,1.0,44.864,44.79,,,,,
1789037412.8507,collate,3,0,22066,,,,,5.0,1.0,74.001,73.885,,,,,
1789037414.477,collate,3,0,22066,,,,,4.0,1.0,49.711,49.636,,,,,
1789037416.7973,collate,3,0,22066,,,,,5.0,1.0,22.179,22.131,,,,,
1789037419.442,collate,3,0,22066,,,,,7.0,1.0,60.364,60.253,,,,,
1789037421.913,collate,3,0,22066,,,,,6.0,1.0,73.748,73.357,,,,,
1789037424.1988,collate,3,0,22066,,,,,5.0,1.0,70.238,70.108,,,,,
1789037426.7235,collate,3,0,22066,,,,,6.0,1.0,49.983,49.905,,,,,
1789037429.3216,collate,3,0,22066,,,,,6.0,1.0,107.154,106.871,,,,,
1789037432.0239,collate,3,0,22066,,,,,7.0,1.0,48.311,48.234,,,,,
1789037434.4751,collate,3,0,22066,,,,,6.0,1.0,41.302,41.229,,,,,
1789037436.936,collate,3,0,22066,,,,,7.0,1.0,48.718,48.635,,,,,
1789037439.0138,collate,3,0,22066,,,,,4.0,1.0,38.933,38.865,,,,,
1789037441.1015,collate,3,0,22066,,,,,6.0,1.0,28.353,28.261,,,,,
1789037443.2461,collate,3,0,22066,,,,,5.0,1.0,52.309,52.225,,,,,
1789037445.2208,collate,3,0,22066,,,,,4.0,1.0,68.38,68.189,,,,,
1789037448.0794,collate,3,0,22066,,,,,7.0,1.0,54.087,53.994,,,,,
1789037449.7599,collate,3,0,22066,,,,,4.0,1.0,23.129,23.111,,,,,
1789037451.982,collate,3,0,22066,,,,,6.0,1.0,23.419,23.366,,,,,
1789037454.3268,collate,3,0,22066,,,,,5.0,1.0,55.218,55.111,,,,,
1789037457.3062,collate,3,0,22066,,,,,7.0,1.0,41.976,41.897,,,,,
1789037460.1143,collate,3,0,22066,,,,,7.0,1.0,50.541,50.43,,,,,
1789037462.4791,collate,3,0,22066,,,,,6.0,1.0,33.07,33.017,,,,,
1789037464.6168,collate,3,0,22066,,,,,5.0,1.0,54.778,54.689,,,,,
1789037467.3921,collate,3,0,22066,,,,,6.0,1.0,54.63,54.527,,,,,
1789037470.1748,collate,3,0,22066,,,,,6.0,1.0,53.446,53.297,,,,,
1789037472.3388,collate,3,0,22066,,,,,5.0,1.0,44.387,44.33,,,,,
1789037474.3697,collate,3,0,22066,,,,,5.0,1.0,44.101,43.992,,,,,
1789037476.7158,collate,3,0,22066,,,,,6.0,1.0,24.977,24.917,,,,,
1789037479.1782,collate,3,0,22066,,,,,6.0,1.0,35.078,35.023,,,,,
1789037481.4212,collate,3,0,22066,,,,,5.0,1.0,51.181,51.076,,,,,
1789037483.7041,collate,3,0,22066,,,,,5.0,1.0,29.573,29.527,,,,,
1789037485.6856,collate,3,0,22066,,,,,5.0,1.0,48.51,48.397,,,,,
1789037487.5414,collate,3,0,22066,,,,,5.0,1.0,58.15,58.041,,,,,
1789037490.2843,collate,3,0,22066,,,,,5.0,1.0,64.887,64.671,,,,,
1789037493.148,collate,3,0,22066,,,,,6.0,1.0,77.422,77.282,,,,,
1789037495.8099,collate,3,0,22066,,,,,7.0,1.0,58.356,58.249,,,,,
1789037498.1262,collate,3,0,22066,,,,,6.0,1.0,24.314,24.274,,,,,
1789037500.8301,collate,3,0,22066,,,,,7.0,1.0,24.672,24.632,,,,,
1789037503.8167,collate,3,0,22066,,,,,7.0,1.0,51.103,51.02,,,,,
1789037505.7319,collate,3,0,22066,,,,,4.0,1.0,67.144,66.923,,,,,
1789037507.6567,collate,3,0,22066,,,,,4.0,1.0,25.364,25.33,,,,,
1789037510.8417,collate,3,0,22066,,,,,6.0,1.0,50.922,50.751,,,,,
1789037513.677,collate,3,0,22066,,,,,7.0,1.0,49.667,49.554,,,,,
1789037516.8334,collate,3,0,22066,,,,,8.0,1.0,85.795,85.534,,,,,
1789037519.3879,collate,3,0,22066,,,,,6.0,1.0,60.002,59.824,,,,,
1789037521.5742,collate,3,0,22066,,,,,5.0,1.0,59.616,59.492,,,,,
1789037523.5916,collate,3,0,22066,,,,,4.0,1.0,102.68,102.528,,,,,
1789037526.1193,collate,3,0,22066,,,,,6.0,1.0,60.717,60.567,,,,,
1789037528.3417,collate,3,0,22066,,,,,5.0,1.0,55.601,55.296,,,,,
1789037530.7936,collate,3,0,22066,,,,,6.0,1.0,53.318,53.24,,,,,
1789037533.8587,collate,3,0,22066,,,,,8.0,1.0,83.565,83.415,,,,,
1789037536.2099,collate,3,0,22066,,,,,5.0,1.0,50.597,50.417,,,,,
1789037538.9651,collate,3,0,22066,,,,,7.0,1.0,34.669,34.542,,,,,
1789037541.3849,collate,3,0,22066,,,,,6.0,1.0,47.597,47.467,,,,,
1789037543.5053,collate,3,0,22066,,,,,5.0,1.0,50.136,50.059,,,,,
1789037546.1381,collate,3,0,22066,,,,,7.0,1.0,54.64,54.478,,,,,
1789037548.3757,collate,3,0,22066,,,,,5.0,1.0,71.42,71.325,,,,,
1789037550.3698,collate,3,0,22066,,,,,5.0,1.0,114.644,114.267,,,,,
1789037552.7198,collate,3,0,22066,,,,,5.0,1.0,49.2,49.086,,,,,
1789037555.0792,collate,3,0,22066,,,,,6.0,1.0,28.718,28.673,,,,,
1789037557.1751,collate,3,0,22066,,,,,5.0,1.0,52.115,51.947,,,,,
1789037559.5814,collate,3,0,22066,,,,,6.0,1.0,59.063,58.931,,,,,
1789037561.6907,collate,3,0,22066,,,,,4.0,1.0,47.913,47.684,,,,,
1789037564.1564,collate,3,0,22066,,,,,6.0,1.0,34.202,34.143,,,,,
1789037566.3542,collate,3,0,22066,,,,,5.0,1.0,67.035,66.9,,,,,
1789037568.986,collate,3,0,22066,,,,,6.0,1.0,49.744,49.663,,,,,
1789037571.6429,collate,3,0,22066,,,,,6.0,1.0,32.809,32.711,,,,,
1789037574.5337,collate,3,0,22066,,,,,7.0,1.0,48.655,48.58,,,,,
1789037577.0116,collate,3,0,22066,,,,,5.0,1.0,45.454,45.33,,,,,
1789037579.1065,collate,3,0,22066,,,,,6.0,1.0,51.226,51.113,,,,,
1789037581.929,collate,3,0,22066,,,,,7.0,1.0,34.198,34.136,,,,,
1789037584.34,collate,3,0,22066,,,,,6.0,1.0,56.496,56.319,,,,,
1789037586.9727,collate,3,0,22066,,,,,6.0,1.0,45.925,45.77,,,,,
1789037588.8985,collate,3,0,22066,,,,,4.0,1.0,52.336,52.238,,,,,
1789037591.1312,collate,3,0,22066,,,,,5.0,1.0,40.272,40.127,,,,,
1789037593.8145,collate,3,0,22066,,,,,7.0,1.0,32.293,32.225,,,,,
1789037596.2378,collate,3,0,22066,,,,,6.0,1.0,49.817,49.69,,,,,
1789037598.4599,collate,3,0,22066,,,,,6.0,1.0,35.871,35.803,,,,,
1789037601.4109,collate,3,0,22066,,,,,7.0,1.0,47.257,47.164,,,,,
1789037603.7198,collate,3,0,22066,,,,,6.0,1.0,59.389,59.284,,,,,
1789037606.399,collate,3,0,22066,,,,,6.0,1.0,53.37,53.27,,,,,
1789037608.3029,collate,3,0,22066,,,,,5.0,1.0,31.364,31.284,,,,,
1789037611.0088,collate,3,0,22066,,,,,7.0,1.0,45.26,45.156,,,,,
1789037613.9772,collate,3,0,22066,,,,,7.0,1.0,28.428,28.371,,,,,
1789037616.1486,collate,3,0,22066,,,,,6.0,1.0,24.968,24.926,,,,,
1789037619.376,collate,3,0,22066,,,,,8.0,1.0,52.433,52.313,,,,,
1789037622.0418,collate,3,0,22066,,,,,6.0,1.0,76.208,76.059,,,,,
1789037624.1817,collate,3,0,22066,,,,,5.0,1.0,96.977,96.696,,,,,
1789037626.3268,collate,3,0,22066,,,,,5.0,1.0,45.19,45.108,,,,,
1789037629.0108,collate,3,0,22066,,,,,7.0,1.0,52.8,52.649,,,,,
1789037631.6798,collate,3,0,22066,,,,,7.0,1.0,45.736,45.626,,,,,
1789037633.4322,collate,3,0,22066,,,,,4.0,1.0,39.198,39.11,,,,,
1789037636.1487,collate,3,0,22066,,,,,7.0,1.0,49.051,48.882,,,,,
1789037638.9836,collate,3,0,22066,,,,,8.0,1.0,30.84,30.785,,,,,
1789037640.9323,collate,3,0,22066,,,,,4.0,1.0,56.03,55.887,,,,,
1789037643.5523,collate,3,0,22066,,,,,6.0,1.0,52.873,52.686,,,,,
1789037646.0732,collate,3,0,22066,,,,,5.0,1.0,50.471,50.392,,,,,
1789037648.4664,collate,3,0,22066,,,,,6.0,1.0,50.102,50.027,,,,,
1789037650.5775,collate,3,0,22066,,,,,4.0,1.0,60.743,60.552,,,,,
1789037652.9554,collate,3,0,22066,,,,,5.0,1.0,39.236,39.162,,,,,
1789037655.015,collate,3,0,22066,,,,,5.0,1.0,199.002,198.593,,,,,
1789037657.4185,collate,3,0,22066,,,,,6.0,1.0,65.383,65.286,,,,,
1789037660.4912,collate,3,0,22066,,,,,8.0,1.0,52.999,52.903,,,,,
1789037663.5497,collate,3,0,22066,,,,,8.0,1.0,28.199,28.151,,,,,
1789037666.2819,collate,3,0,22066,,,,,6.0,1.0,43.085,43.015,,,,,
1789037668.754,collate,3,0,22066,,,,,6.0,1.0,36.2,36.153,,,,,
1789037672.1008,collate,3,0,22066,,,,,9.0,1.0,67.357,67.221,,,,,
1789037674.7339,collate,3,0,22066,,,,,6.0,1.0,124.734,124.521,,,,,
1789037677.2305,collate,3,0,22066,,,,,6.0,1.0,52.076,52.003,,,,,
1789037679.5514,collate,3,0,22066,,,,,5.0,1.0,82.882,82.751,,,,,
1789037681.68,collate,3,0,22066,,,,,5.0,1.0,67.125,66.967,,,,,
1789037684.7352,collate,3,0,22066,,,,,8.0,1.0,206.129,205.78,,,,,
1789037687.2447,collate,3,0,22066,,,,,6.0,1.0,32.011,31.961,,,,,
1789037689.8124,collate,3,0,22066,,,,,7.0,1.0,53.152,53.062,,,,,
1789037692.2797,collate,3,0,22066,,,,,6.0,1.0,45.434,45.36,,,,,
1789037695.0902,collate,3,0,22066,,,,,7.0,1.0,54.994,54.872,,,,,
1789037697.8733,collate,3,0,22066,,,,,7.0,1.0,54.636,54.545,,,,,
1789037700.5497,collate,3,0,22066,,,,,7.0,1.0,55.067,54.904,,,,,
1789037702.7125,collate,3,0,22066,,,,,5.0,1.0,28.614,28.556,,,,,
1789037705.4053,collate,3,0,22066,,,,,6.0,1.0,31.792,31.744,,,,,
1789037707.7377,collate,3,0,22066,,,,,6.0,1.0,50.135,50.056,,,,,
1789037710.1132,collate,3,0,22066,,,,,7.0,1.0,38.482,38.417,,,,,
1789037711.9701,collate,3,0,22066,,,,,4.0,1.0,52.88,52.746,,,,,
1789037714.3924,collate,3,0,22066,,,,,6.0,1.0,86.214,85.961,,,,,
1789037716.8057,collate,3,0,22066,,,,,6.0,1.0,28.321,28.25,,,,,
1789037718.9749,collate,3,0,22066,,,,,5.0,1.0,40.033,39.955,,,,,
1789037721.3963,collate,3,0,22066,,,,,6.0,1.0,27.876,27.808,,,,,
1789037723.6445,collate,3,0,22066,,,,,6.0,1.0,54.064,53.974,,,,,
1789037726.5886,collate,3,0,22066,,,,,7.0,1.0,98.409,98.06,,,,,
1789037729.2037,collate,3,0,22066,,,,,6.0,1.0,61.661,61.399,,,,,
1789037731.4601,collate,3,0,22066,,,,,5.0,1.0,32.504,32.406,,,,,
1789037734.2381,collate,3,0,22066,,,,,7.0,1.0,31.007,30.931,,,,,
1789037736.5624,collate,3,0,22066,,,,,6.0,1.0,49.207,49.118,,,,,
1789037739.299,collate,3,0,22066,,,,,7.0,1.0,32.318,32.22,,,,,
1789037742.1116,collate,3,0,22066,,,,,7.0,1.0,57.46,57.367,,,,,
1789037744.5082,collate,3,0,22066,,,,,6.0,1.0,50.368,50.288,,,,,
1789037746.7934,collate,3,0,22066,,,,,5.0,1.0,54.267,54.144,,,,,
1789037748.8548,collate,3,0,22066,,,,,5.0,1.0,34.403,34.363,,,,,
1789037751.4648,collate,3,0,22066,,,,,7.0,1.0,30.293,30.237,,,,,
1789037754.2204,collate,3,0,22066,,,,,7.0,1.0,39.892,39.804,,,,,
1789037756.8761,collate,3,0,22066,,,,,6.0,1.0,137.96,137.685,,,,,
1789037759.213,collate,3,0,22066,,,,,6.0,1.0,51.613,51.496,,,,,
1789037761.2579,collate,3,0,22066,,,,,5.0,1.0,35.398,35.325,,,,,
1789037764.0076,collate,3,0,22066,,,,,8.0,1.0,48.112,48.058,,,,,
1789037766.0694,collate,3,0,22066,,,,,5.0,1.0,22.293,22.274,,,,,
1789037768.2074,collate,3,0,22066,,,,,5.0,1.0,34.189,34.092,,,,,
1789037770.9726,collate,3,0,22066,,,,,6.0,1.0,51.148,51.071,,,,,
1789037773.1385,collate,3,0,22066,,,,,5.0,1.0,33.126,33.073,,,,,
1789037775.7753,collate,3,0,22066,,,,,7.0,1.0,51.881,51.729,,,,,
1789037777.6587,collate,3,0,22066,,,,,4.0,1.0,24.275,24.258,,,,,
1789037780.4877,collate,3,0,22066,,,,,6.0,1.0,46.459,46.388,,,,,
1789037782.9324,collate,3,0,22066,,,,,5.0,1.0,55.069,54.952,,,,,
1789037785.1786,collate,3,0,22066,,,,,5.0,1.0,46.305,46.162,,,,,
1789037787.1036,collate,3,0,22066,,,,,4.0,1.0,37.153,37.108,,,,,
1789037789.0959,collate,3,0,22066,,,,,5.0,1.0,47.527,47.467,,,,,
1789037791.0965,collate,3,0,22066,,,,,4.0,1.0,34.644,34.586,,,,,
1789037793.5984,collate,3,0,22066,,,,,7.0,1.0,49.112,49.033,,,,,
1789037795.7254,collate,3,0,22066,,,,,5.0,1.0,25.275,25.223,,,,,
1789037798.1785,collate,3,0,22066,,,,,6.0,1.0,41.925,41.86,,,,,
1789037800.3003,collate,3,0,22066,,,,,5.0,1.0,52.251,52.161,,,,,
1789037802.6431,collate,3,0,22066,,,,,5.0,1.0,42.37,42.3,,,,,
1789037804.9011,collate,3,0,22066,,,,,5.0,1.0,22.932,22.899,,,,,
1789037807.7932,collate,3,0,22066,,,,,7.0,1.0,56.332,56.257,,,,,
1789037810.6047,collate,3,0,22066,,,,,7.0,1.0,33.779,33.701,,,,,
1789037812.9415,collate,3,0,22066,,,,,5.0,1.0,46.146,46.08,,,,,
1789037815.6289,collate,3,0,22066,,,,,6.0,1.0,37.707,37.626,,,,,
1789037818.4522,collate,3,0,22066,,,,,7.0,1.0,53.551,53.479,,,,,
1789037820.8865,collate,3,0,22066,,,,,6.0,1.0,26.458,26.371,,,,,
1789037824.266,collate,3,0,22066,,,,,9.0,1.0,25.416,25.393,,,,,
1789037827.0702,collate,3,0,22066,,,,,7.0,1.0,49.619,49.549,,,,,
1789037829.7178,collate,3,0,22066,,,,,7.0,1.0,30.45,30.417,,,,,
1789037831.8804,collate,3,0,22066,,,,,5.0,1.0,51.032,50.912,,,,,
1789037834.2914,collate,3,0,22066,,,,,5.0,1.0,52.035,51.916,,,,,
1789037836.7583,collate,3,0,22066,,,,,7.0,1.0,28.945,28.894,,,,,
1789037839.4583,collate,3,0,22066,,,,,7.0,1.0,43.373,43.293,,,,,
1789037841.6561,collate,3,0,22066,,,,,5.0,1.0,34.461,34.409,,,,,
1789037843.9835,collate,3,0,22066,,,,,6.0,1.0,52.993,52.895,,,,,
1789037846.0474,collate,3,0,22066,,,,,5.0,1.0,49.975,49.89,,,,,
1789037848.1155,collate,3,0,22066,,,,,4.0,1.0,25.961,25.93,,,,,
1789037850.6932,collate,3,0,22066,,,,,6.0,1.0,49.617,49.516,,,,,
1789037853.5357,collate,3,0,22066,,,,,7.0,1.0,91.966,91.805,,,,,
1789037855.8486,collate,3,0,22066,,,,,6.0,1.0,59.786,59.573,,,,,
1789037858.7865,collate,3,0,22066,,,,,8.0,1.0,92.525,92.386,,,,,
1789037861.7702,collate,3,0,22066,,,,,8.0,1.0,54.58,54.503,,,,,
1789037864.4905,collate,3,0,22066,,,,,6.0,1.0,58.511,58.329,,,,,
1789037866.7027,collate,3,0,22066,,,,,5.0,1.0,24.832,24.794,,,,,
1789037869.1667,collate,3,0,22066,,,,,6.0,1.0,246.927,246.137,,,,,
1789037871.4465,collate,3,0,22066,,,,,5.0,1.0,155.905,155.65,,,,,
1789037874.0726,collate,3,0,22066,,,,,7.0,1.0,54.079,53.998,,,,,
1789037876.1148,collate,3,0,22066,,,,,5.0,1.0,23.292,23.259,,,,,
1789037878.6452,collate,3,0,22066,,,,,6.0,1.0,55.35,55.274,,,,,
1789037880.9947,collate,3,0,22066,,,,,6.0,1.0,47.772,47.656,,,,,
1789037883.4634,collate,3,0,22066,,,,,6.0,1.0,68.82,68.68,,,,,
1789037885.6683,collate,3,0,22066,,,,,6.0,1.0,59.084,58.966,,,,,
1789037888.5869,collate,3,0,22066,,,,,7.0,1.0,67.863,67.755,,,,,
1789037891.1836,collate,3,0,22066,,,,,7.0,1.0,27.099,26.996,,,,,
1789037893.4993,collate,3,0,22066,,,,,6.0,1.0,122.706,122.542,,,,,
1789037896.24,collate,3,0,22066,,,,,7.0,1.0,29.556,29.501,,,,,
1789037898.7603,collate,3,0,22066,,,,,6.0,1.0,172.446,172.137,,,,,
1789037901.5003,collate,3,0,22066,,,,,7.0,1.0,36.731,36.628,,,,,
1789037903.8907,collate,3,0,22066,,,,,5.0,1.0,169.284,169.008,,,,,
1789037906.251,collate,3,0,22066,,,,,6.0,1.0,74.236,73.98,,,,,
1789037908.6888,collate,3,0,22066,,,,,6.0,1.0,52.654,52.555,,,,,
1789037911.4274,collate,3,0,22066,,,,,6.0,1.0,62.832,62.692,,,,,
1789037913.7692,collate,3,0,22066,,,,,6.0,1.0,48.019,47.95,,,,,
1789037916.264,collate,3,0,22066,,,,,7.0,1.0,24.626,24.505,,,,,
1789037919.11,collate,3,0,22066,,,,,7.0,1.0,37.156,37.113,,,,,
1789037921.5464,collate,3,0,22066,,,,,5.0,1.0,54.845,54.697,,,,,
1789037923.944,collate,3,0,22066,,,,,6.0,1.0,44.985,44.877,,,,,
1789037926.3109,collate,3,0,22066,,,,,5.0,1.0,120.562,120.316,,,,,
1789037929.1093,collate,3,0,22066,,,,,6.0,1.0,140.032,139.788,,,,,
1789037931.3386,collate,3,0,22066,,,,,5.0,1.0,139.744,139.459,,,,,
1789037933.3017,collate,3,0,22066,,,,,4.0,1.0,34.675,34.497,,,,,
1789037935.1517,collate,3,0,22066,,,,,3.0,1.0,37.937,37.872,,,,,
1789037937.6387,collate,3,0,22066,,,,,6.0,1.0,54.608,54.469,,,,,
1789037939.8015,collate,3,0,22066,,,,,5.0,1.0,38.887,38.818,,,,,
1789037942.9421,collate,3,0,22066,,,,,7.0,1.0,186.161,184.995,,,,,
1789037945.2132,collate,3,0,22066,,,,,6.0,1.0,24.555,24.492,,,,,
1789037947.7272,collate,3,0,22066,,,,,6.0,1.0,22.533,22.516,,,,,
1789037949.8461,collate,3,0,22066,,,,,4.0,1.0,157.302,157.056,,,,,
1789037952.1204,collate,3,0,22066,,,,,6.0,1.0,41.561,41.501,,,,,
1789037954.7635,collate,3,0,22066,,,,,6.0,1.0,81.374,81.246,,,,,
1789037957.6638,collate,3,0,22066,,,,,7.0,1.0,32.349,32.314,,,,,
1789037959.9136,collate,3,0,22066,,,,,5.0,1.0,49.458,49.358,,,,,
1789037962.2431,collate,3,0,22066,,,,,5.0,1.0,54.637,54.551,,,,,
1789037964.8282,collate,3,0,22066,,,,,7.0,1.0,49.988,49.912,,,,,
1789037966.8505,collate,3,0,22066,,,,,5.0,1.0,26.834,26.79,,,,,
1789037968.8591,collate,3,0,22066,,,,,4.0,1.0,53.782,53.706,,,,,
1789037971.9718,collate,3,0,22066,,,,,8.0,1.0,81.584,81.378,,,,,
1789037973.8929,collate,3,0,22066,,,,,5.0,1.0,45.187,45.096,,,,,
1789037976.4209,collate,3,0,22066,,,,,6.0,1.0,67.708,67.599,,,,,
1789037978.8988,collate,3,0,22066,,,,,6.0,1.0,54.066,53.954,,,,,
1789037981.6024,collate,3,0,22066,,,,,5.0,1.0,113.048,112.721,,,,,
1789037984.8152,collate,3,0,22066,,,,,9.0,1.0,48.052,47.997,,,,,
1789037986.9957,collate,3,0,22066,,,,,5.0,1.0,44.651,44.578,,,,,
1789037989.632,collate,3,0,22066,,,,,7.0,1.0,47.107,47.036,,,,,
1789037991.7205,collate,3,0,22066,,,,,5.0,1.0,39.647,39.572,,,,,
1789037994.0366,collate,3,0,22066,,,,,6.0,1.0,69.536,69.423,,,,,
1789037996.2978,collate,3,0,22066,,,,,6.0,1.0,50.689,50.581,,,,,
1789037998.3214,collate,3,0,22066,,,,,5.0,1.0,48.365,48.308,,,,,
